"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717481,"2023-07-06",3,"2023-07-06T22:01:05.062Z","2023-07-06T22:01:13.611Z",TRUE,"pitch","97865753-43ca-455a-a92a-3831904f7947",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.4,1.61,NA,134.86,200.64,"line_drive","medium","8",108.16,82.29,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Keibert Ruiz lines out to center fielder TJ Friedl.",0,5,4,78,"bottom",10,"2023-07-06T22:00:20.250Z","2023-07-06T22:01:13.611Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.9,13,0.89,0.4296,7.8551,23.5772,-34.152,2.8048,-1.203,-0.4684,1.4126,3.5651,-127.0197,-1.294,-2.2491,50.0005,4.6197,4.6269,8.4,8.4,24,2679,103,82.7,27,296,NA,NA,NA,TRUE,-37.8,-2.3,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717481,"2023-07-06",1,"2023-07-06T22:00:34.582Z","2023-07-06T22:00:39.180Z",TRUE,"pitch","eb32458f-a736-44ed-83c3-fc25997ac9eb",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.4754,1.6588,NA,150.38,144.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Keibert Ruiz lines out to center fielder TJ Friedl.",0,5,4,78,"bottom",10,"2023-07-06T22:00:20.250Z","2023-07-06T22:01:13.611Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.6,7,0.9,0.3931,7.696,30.1991,-16.6849,-6.7979,7.8715,-0.8111,2.1558,6.4024,-139.1345,-3.364,-2.2549,50.0012,4.4812,-13.3736,34.8,4.8,24,2559,234,NA,NA,NA,NA,NA,NA,FALSE,-16.1,13.8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717481,"2023-07-06",0,"2023-07-06T22:00:20.250Z","2023-07-06T22:00:29.373Z",TRUE,"pitch","ea003e29-9905-40cb-9ec1-2e0d5b895f26",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6061,1.7104,NA,115.54,215.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Keibert Ruiz lines out to center fielder TJ Friedl.",0,5,4,78,"bottom",10,"2023-07-06T22:00:20.250Z","2023-07-06T22:01:13.611Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.1,11,0.9,0.3949,7.6902,30.2823,-17.6884,-4.792,7.4332,-0.8758,3.4752,5.3011,-138.5744,0.276,-2.1889,50.006,4.5538,-9.3436,25.2,3.6,24,2508,230,NA,NA,NA,NA,NA,NA,FALSE,-16.4,13.7,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717481,"2023-07-06",2,"2023-07-06T22:00:52.918Z","2023-07-06T22:01:05.062Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,660688,"/api/v1/people/660688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Keibert Ruiz lines out to center fielder TJ Friedl.",0,5,4,78,"bottom",10,"2023-07-06T22:00:20.250Z","2023-07-06T22:01:13.611Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,660688,"Keibert Ruiz","/api/v1/people/660688","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717481,"2023-07-06",2,"2023-07-06T21:59:26.362Z","2023-07-06T21:59:35.089Z",TRUE,"pitch","b9ada20a-4f41-4d61-9705-d6d6bec363ae",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.45,1.57,NA,132.11,171.58,"ground_ball","medium","5",109.64,168.19,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Corey Dickerson grounds out, third baseman Nick Senzel to first baseman Spencer Steer. Lane Thomas to 3rd. Luis Garcia to 2nd.",0,5,4,77,"bottom",10,"2023-07-06T21:58:52.789Z","2023-07-06T21:59:35.089Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,572816,"Corey Dickerson","/api/v1/people/572816","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,82.4,14,0.9,0.4227,7.6133,23.9057,-30.7655,1.8572,0.824,0.0383,0.8528,4.7376,-128.9937,-3.7834,-2.0548,50.0012,4.6805,3.1651,7.2,7.2,24,2743,113,76.7,-24,4,NA,NA,NA,TRUE,-33.6,1,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,657041,"Lane Thomas","/api/v1/people/657041",671277,"Luis García Jr.","/api/v1/people/671277"
717481,"2023-07-06",1,"2023-07-06T21:59:07.790Z","2023-07-06T21:59:11.886Z",TRUE,"pitch","2e86a998-2f43-4d05-9b35-e349a1361602",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.45,1.57,NA,123.13,183.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Corey Dickerson grounds out, third baseman Nick Senzel to first baseman Spencer Steer. Lane Thomas to 3rd. Luis Garcia to 2nd.",0,5,4,77,"bottom",10,"2023-07-06T21:58:52.789Z","2023-07-06T21:59:35.089Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,572816,"Corey Dickerson","/api/v1/people/572816","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.6,4,0.9,0.3989,7.674,27.6091,-17.7645,-7.154,7.5309,-0.3965,2.4889,7.0845,-136.8221,-2.3402,-2.0786,50.002,4.5602,-13.6873,33.6,4.8,24,2589,233,NA,NA,NA,NA,NA,NA,FALSE,-17.3,13.4,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717481,"2023-07-06",0,"2023-07-06T21:58:52.789Z","2023-07-06T21:58:57.336Z",TRUE,"pitch","2bb43c9a-c0e6-42e1-9e7f-112addef907e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5516,1.593,NA,100.59,193.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Corey Dickerson grounds out, third baseman Nick Senzel to first baseman Spencer Steer. Lane Thomas to 3rd. Luis Garcia to 2nd.",0,5,4,77,"bottom",10,"2023-07-06T21:58:52.789Z","2023-07-06T21:59:35.089Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,572816,"Corey Dickerson","/api/v1/people/572816","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,81,8,0.9,0.4282,7.6324,23.8382,-29.3898,1.2854,1.6786,-0.1609,2.032,4.767,-127.4524,-0.8709,-2.2153,50.0046,4.6794,2.1349,6,7.2,24,2739,134,NA,NA,NA,NA,NA,NA,FALSE,-32.3,3.1,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717481,"2023-07-06",5,"2023-07-06T21:58:24.094Z","2023-07-06T21:58:31.996Z",TRUE,"pitch","4f270c83-5b5a-4e1a-9e46-e3d1ee4f93d9",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.15,1.55,NA,91.47,207.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Dominic Smith strikes out swinging.",0,5,4,76,"bottom",10,"2023-07-06T21:56:18.680Z","2023-07-06T21:58:31.996Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,642086,"Dominic Smith","/api/v1/people/642086","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.9,82.6,9,0.89,0.4209,7.6029,23.7458,-28.535,1.1971,2.1166,0.4304,1.6651,6.1495,-129.4874,-2.1305,-2.1183,50.0044,4.654,2.0583,6,7.2,24,2748,147,NA,NA,NA,NA,NA,NA,TRUE,-30.6,3.6,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,671277,"Luis García Jr.","/api/v1/people/671277",NA,NA,NA,657041,"Lane Thomas","/api/v1/people/657041"
717481,"2023-07-06",4,"2023-07-06T21:58:07.007Z","2023-07-06T21:58:12.176Z",TRUE,"pitch","8c4c2978-5c5d-43c5-860a-098a096e6ba8",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,0,NA,NA,3.15,1.55,NA,49.81,203.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Dominic Smith strikes out swinging.",0,5,4,76,"bottom",10,"2023-07-06T21:56:18.680Z","2023-07-06T21:58:31.996Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,642086,"Dominic Smith","/api/v1/people/642086","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80.6,14,0.9,0.433,7.785,21.6065,-28.0912,1.2931,2.5134,0.6698,1.1704,6.9728,-125.725,-2.9358,-2.2894,50.0059,4.5949,2.1037,6,7.2,24,2752,146,NA,NA,NA,NA,NA,NA,FALSE,-32,4.2,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717481,"2023-07-06",3,"2023-07-06T21:57:51.214Z","2023-07-06T21:57:55.979Z",TRUE,"pitch","26c22643-b09e-4f4d-8eae-47f28a19dcd5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.2253,1.6761,NA,176.8,163.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Dominic Smith strikes out swinging.",0,5,4,76,"bottom",10,"2023-07-06T21:56:18.680Z","2023-07-06T21:58:31.996Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,642086,"Dominic Smith","/api/v1/people/642086","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,86.9,14,0.89,0.4002,7.8134,25.1576,-16.5605,-6.8003,8.1942,1.7628,1.3005,12.6369,-136.0173,-5.5587,-2.0249,50.0016,4.4891,-12.9565,31.2,4.8,24,2620,234,NA,NA,NA,NA,NA,NA,FALSE,-16.9,14,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
