"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718299,"2023-05-06",4,"2023-05-06T03:21:22.949Z","2023-05-06T03:21:31.587Z",TRUE,"pitch","d08302e7-53aa-49c5-a4eb-b3bcc5341940",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.51,1.65,NA,79.03,129.91,"ground_ball","medium","4",149.63,155.11,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Matt Duffy grounds out, second baseman Jordan Diaz to first baseman Ryan Noda.",0,12,8,90,"bottom",9,"2023-05-06T03:19:55.630Z","2023-05-06T03:21:31.587Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,622110,"Matt Duffy","/api/v1/people/622110","R","Right",667427,"Zach Jackson","/api/v1/people/667427","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87.2,12,0.9,0.3952,5.4631,29.6987,-10.687,-1.2476,11.0357,0.9961,4.0321,3.4538,-138.3768,-4.8559,-0.1039,50.0041,6.5202,-2.4298,8.4,2.4,24,2206,189,87.3,8,139,NA,NA,NA,TRUE,-10.9,19.2,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718299,"2023-05-06",3,"2023-05-06T03:21:01.565Z","2023-05-06T03:21:05.053Z",TRUE,"pitch","fcdaa96d-e40c-445a-b89c-59a8b7288662",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.51,1.65,NA,109.83,171.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Matt Duffy grounds out, second baseman Jordan Diaz to first baseman Ryan Noda.",0,12,8,90,"bottom",9,"2023-05-06T03:19:55.630Z","2023-05-06T03:21:31.587Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,622110,"Matt Duffy","/api/v1/people/622110","R","Right",667427,"Zach Jackson","/api/v1/people/667427","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,88.4,5,0.9,0.3927,5.5977,26.4451,-12.3822,-1.3038,10.008,0.1881,2.4936,1.8994,-138.6615,-8.354,-0.3315,50.0049,6.3414,-2.5791,9.6,2.4,24,2062,198,NA,NA,NA,NA,NA,NA,FALSE,-12.8,16.9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718299,"2023-05-06",2,"2023-05-06T03:20:36.998Z","2023-05-06T03:20:41.806Z",TRUE,"pitch","c1151188-32b0-451f-8c94-5ba78904fdc0",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,2,2,NA,NA,3.51,1.65,NA,109.87,245.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Matt Duffy grounds out, second baseman Jordan Diaz to first baseman Ryan Noda.",0,12,8,90,"bottom",9,"2023-05-06T03:19:55.630Z","2023-05-06T03:21:31.587Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,622110,"Matt Duffy","/api/v1/people/622110","R","Right",667427,"Zach Jackson","/api/v1/people/667427","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,80.5,14,0.9,0.4387,5.1559,20.4249,-33.3167,0.1436,-0.7252,0.1871,-0.2627,1.3674,-123.9729,-9.6513,-0.386,50.0003,6.3884,0.2274,1.2,8.4,24,2535,343,NA,NA,NA,NA,NA,NA,FALSE,-40.1,-2.9,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718299,"2023-05-06",1,"2023-05-06T03:20:19.585Z","2023-05-06T03:20:22.706Z",TRUE,"pitch","874e6561-7dc6-4b0c-9dca-9615a13340a0",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5418,1.7737,NA,73.5,130.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Matt Duffy grounds out, second baseman Jordan Diaz to first baseman Ryan Noda.",0,12,8,90,"bottom",9,"2023-05-06T03:19:55.630Z","2023-05-06T03:21:31.587Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,622110,"Matt Duffy","/api/v1/people/622110","R","Right",667427,"Zach Jackson","/api/v1/people/667427","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.6,12,0.89,0.3977,5.5424,29.813,-10.5931,-0.9102,11.2291,1.1412,3.9974,3.9949,-137.5937,-5.0469,-0.2098,50.0065,6.5699,-1.7502,4.8,2.4,24,2214,191,NA,NA,NA,NA,NA,NA,FALSE,-11,19.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718299,"2023-05-06",0,"2023-05-06T03:20:03.202Z","2023-05-06T03:20:08.176Z",TRUE,"pitch","3e18f9e7-76c1-42bd-a22a-bd667333b6f3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5708,1.7737,NA,86.72,191.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Matt Duffy grounds out, second baseman Jordan Diaz to first baseman Ryan Noda.",0,12,8,90,"bottom",9,"2023-05-06T03:19:55.630Z","2023-05-06T03:21:31.587Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,622110,"Matt Duffy","/api/v1/people/622110","R","Right",667427,"Zach Jackson","/api/v1/people/667427","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.8,9,0.88,0.3994,5.5409,27.7211,-11.3618,-1.2312,10.9004,0.7944,1.7569,3.415,-136.7086,-10.0625,-0.3062,50.0007,6.2465,-2.3507,7.2,2.4,24,2206,194,NA,NA,NA,NA,NA,NA,FALSE,-12.7,18,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718299,"2023-05-06",7,"2023-05-06T03:19:25.945Z","2023-05-06T03:19:33.455Z",TRUE,"pitch","8d62ec0e-f443-4b23-b31b-cc83a59da0c8",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.39,1.62,NA,76.09,173,"ground_ball","soft","4",140.63,175.04,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Groundout","field_out","Nick Pratto grounds out softly, second baseman Jordan Diaz to first baseman Ryan Noda. Vinnie Pasquantino to 2nd.",0,12,8,89,"bottom",9,"2023-05-06T03:16:49.411Z","2023-05-06T03:19:33.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",667427,"Zach Jackson","/api/v1/people/667427","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,88.3,14,0.91,0.3929,5.4116,26.7853,-9.9952,-1.8597,11.229,1.0731,2.4363,4.3597,-138.6475,-8.608,-0.268,50.0047,6.2217,-3.6742,14.4,2.4,24,2288,194,40.1,-20,8,NA,NA,NA,TRUE,-10.8,19.1,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,686469,"Vinnie Pasquantino","/api/v1/people/686469",NA,NA,NA
718299,"2023-05-06",6,"2023-05-06T03:19:01.328Z","2023-05-06T03:19:06.014Z",TRUE,"pitch","001a6c36-6697-4766-be11-53e0f6c058c6",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.39,1.62,NA,97.16,170.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Groundout","field_out","Nick Pratto grounds out softly, second baseman Jordan Diaz to first baseman Ryan Noda. Vinnie Pasquantino to 2nd.",0,12,8,89,"bottom",9,"2023-05-06T03:16:49.411Z","2023-05-06T03:19:33.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",667427,"Zach Jackson","/api/v1/people/667427","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.9,6,0.9,0.4351,5.4532,23.3524,-30.9677,0.9224,0.7553,0.5204,2.5227,1.7468,-125.4809,-3.846,-0.3023,50.0059,6.575,1.4839,3.6,8.4,24,2553,7,NA,NA,NA,NA,NA,NA,FALSE,-35.8,0.7,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718299,"2023-05-06",5,"2023-05-06T03:18:38.421Z","2023-05-06T03:18:43.779Z",TRUE,"pitch","e94ae5f9-2a4b-4ce8-92ce-8bad9f9360f5",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.4757,1.5917,NA,111.55,197.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Groundout","field_out","Nick Pratto grounds out softly, second baseman Jordan Diaz to first baseman Ryan Noda. Vinnie Pasquantino to 2nd.",0,12,8,89,"bottom",9,"2023-05-06T03:16:49.411Z","2023-05-06T03:19:33.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",667427,"Zach Jackson","/api/v1/people/667427","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,86.6,8,0.91,0.4002,5.3806,27.4064,-9.2893,-2.6174,12.038,0.143,1.5347,2.0502,-136.381,-10.8854,-0.275,50.0021,6.1981,-4.9757,21.6,2.4,24,2277,197,NA,NA,NA,NA,NA,NA,FALSE,-10.9,19.9,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718299,"2023-05-06",4,"2023-05-06T03:18:18.121Z","2023-05-06T03:18:21.840Z",TRUE,"pitch","8092344a-8ad8-4b96-820f-59c8f157cbb8",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.4546,1.6119,NA,71.06,132.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Groundout","field_out","Nick Pratto grounds out softly, second baseman Jordan Diaz to first baseman Ryan Noda. Vinnie Pasquantino to 2nd.",0,12,8,89,"bottom",9,"2023-05-06T03:16:49.411Z","2023-05-06T03:19:33.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",667427,"Zach Jackson","/api/v1/people/667427","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.8,12,0.91,0.3942,5.4771,26.9598,-14.8117,-2.8854,8.8498,1.2052,3.9333,5.3506,-138.2568,-4.0426,-0.3686,50.0016,6.3893,-5.6606,16.8,3.6,24,2020,199,NA,NA,NA,NA,NA,NA,FALSE,-14.5,15.5,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718299,"2023-05-06",2,"2023-05-06T03:17:37.966Z","2023-05-06T03:17:41.302Z",TRUE,"pitch","3fa33ee5-80ac-413b-8659-63e072390ebd",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.39,1.62,NA,89.62,175.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Groundout","field_out","Nick Pratto grounds out softly, second baseman Jordan Diaz to first baseman Ryan Noda. Vinnie Pasquantino to 2nd.",0,12,8,89,"bottom",9,"2023-05-06T03:16:49.411Z","2023-05-06T03:19:33.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",667427,"Zach Jackson","/api/v1/people/667427","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,81.6,6,0.9,0.4312,5.228,17.6633,-31.7686,0.5831,0.2441,0.7183,2.35,2.3746,-125.4913,-4.2722,-0.3037,50.0025,6.572,0.9594,2.4,8.4,24,2609,349,NA,NA,NA,NA,NA,NA,FALSE,-36,0,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
