"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718299,"2023-05-06",0,"2023-05-06T02:26:12.412Z","2023-05-06T02:26:51.743Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",9,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"69","atBat","Sac Fly","sac_fly","Matt Duffy out on a sacrifice fly to right fielder Ramon Laureano. Edward Olivares scores.",1,9,6,69,"bottom",7,"2023-05-06T02:28:46.422Z","2023-05-06T02:31:17.225Z",TRUE,TRUE,FALSE,TRUE,0,3,2,2,622110,"Matt Duffy","/api/v1/people/622110","R","Right",643493,"Austin Pruitt","/api/v1/people/643493","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,668472,"Nick Pratto","/api/v1/people/668472",NA,NA,NA,NA,NA,NA
718299,"2023-05-06",1,"2023-05-06T02:26:51.743Z","2023-05-06T02:28:48.511Z",FALSE,"action",NA,NA,"Pitching Change: Austin Pruitt replaces Shintaro Fujinami.","Pitching Substitution",9,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,643493,"/api/v1/people/643493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"69","atBat","Sac Fly","sac_fly","Matt Duffy out on a sacrifice fly to right fielder Ramon Laureano. Edward Olivares scores.",1,9,6,69,"bottom",7,"2023-05-06T02:28:46.422Z","2023-05-06T02:31:17.225Z",TRUE,TRUE,FALSE,TRUE,0,3,2,2,622110,"Matt Duffy","/api/v1/people/622110","R","Right",643493,"Austin Pruitt","/api/v1/people/643493","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,668472,"Nick Pratto","/api/v1/people/668472",NA,NA,NA,NA,NA,NA
718299,"2023-05-06",4,"2023-05-06T02:25:46.393Z","2023-05-06T02:25:52.329Z",TRUE,"pitch","8a316516-9d1b-4dd1-b8c2-0ff4fa2ca6bf",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",4,0,1,NA,NA,3.3819,1.5851,NA,59.6,224.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Nick Pratto walks. Edward Olivares to 3rd. Vinnie Pasquantino to 2nd.",0,9,5,68,"bottom",7,"2023-05-06T02:24:03.849Z","2023-05-06T02:25:52.329Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,668472,"Nick Pratto","/api/v1/people/668472","L","Left",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,90,14,2,0.3851,6.9344,31.2947,-13.1207,-6.736,9.2908,1.5058,0.529,12.2246,-142.0124,-10.4484,-1.9715,50.0023,5.0814,-13.814,36,3.6,24,1977,229,NA,NA,NA,NA,NA,NA,FALSE,-13.8,14.8,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668472,"Nick Pratto","/api/v1/people/668472",686469,"Vinnie Pasquantino","/api/v1/people/686469",658668,"Edward Olivares","/api/v1/people/658668"
718299,"2023-05-06",3,"2023-05-06T02:25:22.745Z","2023-05-06T02:25:28.255Z",TRUE,"pitch","b191e0fb-eeb5-4702-a124-425082b47505",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.4109,1.7591,NA,105.89,201.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Nick Pratto walks. Edward Olivares to 3rd. Vinnie Pasquantino to 2nd.",0,9,5,68,"bottom",7,"2023-05-06T02:24:03.849Z","2023-05-06T02:25:52.329Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,668472,"Nick Pratto","/api/v1/people/668472","L","Left",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,90.3,14,2,0.3823,6.8344,31.9302,-16.6907,-8.2182,7.4405,0.2916,1.3981,9.8941,-143.0719,-7.4164,-2.138,50.0007,5.063,-17.0958,39.6,4.8,24,2147,231,NA,NA,NA,NA,NA,NA,FALSE,-16.1,12.1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668472,"Nick Pratto","/api/v1/people/668472",NA,NA,NA,NA,NA,NA
718299,"2023-05-06",1,"2023-05-06T02:24:30.724Z","2023-05-06T02:24:33.724Z",TRUE,"pitch","a06e8a1d-1fb8-4545-803a-059c89e97045",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,0,1,NA,NA,3.469,1.6721,NA,72.9,223.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Nick Pratto walks. Edward Olivares to 3rd. Vinnie Pasquantino to 2nd.",0,9,5,68,"bottom",7,"2023-05-06T02:24:03.849Z","2023-05-06T02:25:52.329Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,668472,"Nick Pratto","/api/v1/people/668472","L","Left",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,91.2,14,2,0.3815,6.7969,29.0291,-17.3901,-6.8443,7.0595,1.1569,0.5833,11.5189,-142.8878,-9.4731,-2.0141,50,5.0052,-14.3291,32.4,4.8,24,2137,228,NA,NA,NA,NA,NA,NA,FALSE,-16.9,11.2,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668472,"Nick Pratto","/api/v1/people/668472",NA,NA,NA,NA,NA,NA
718299,"2023-05-06",0,"2023-05-06T02:24:12.096Z","2023-05-06T02:24:17.825Z",TRUE,"pitch","2ff42ed0-6b4b-40b3-9a4e-b5262748d031",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4608,1.6348,NA,147.75,153.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Nick Pratto walks. Edward Olivares to 3rd. Vinnie Pasquantino to 2nd.",0,9,5,68,"bottom",7,"2023-05-06T02:24:03.849Z","2023-05-06T02:25:52.329Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,668472,"Nick Pratto","/api/v1/people/668472","L","Left",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,89.5,1,2,0.3869,6.8105,27.2169,-18.9424,-5.3487,6.4969,-0.8067,3.1539,5.9439,-140.7169,-2.5052,-2.2358,50.0061,5.2614,-10.8982,26.4,4.8,24,2039,225,NA,NA,NA,NA,NA,NA,FALSE,-17.4,11.5,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668472,"Nick Pratto","/api/v1/people/668472",NA,NA,NA,NA,NA,NA
718299,"2023-05-06",2,"2023-05-06T02:24:54.363Z","2023-05-06T02:24:59.363Z",FALSE,"stepoff","6efd18b0-2ab2-47c6-8477-1487acf68e1f",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,2,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Walk","walk","Nick Pratto walks. Edward Olivares to 3rd. Vinnie Pasquantino to 2nd.",0,9,5,68,"bottom",7,"2023-05-06T02:24:03.849Z","2023-05-06T02:25:52.329Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,668472,"Nick Pratto","/api/v1/people/668472","L","Left",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668472,"Nick Pratto","/api/v1/people/668472",NA,NA,NA,NA,NA,NA
718299,"2023-05-06",5,"2023-05-06T02:23:32.812Z","2023-05-06T02:23:45.126Z",TRUE,"pitch","d79c0c4a-aa62-4a27-a245-3d0ddb6109e1",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.55,1.67,NA,127.96,176.39,"popup","medium","6",112.67,151.47,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Salvador Perez pops out to shortstop Nick Allen on the infield fly rule.",0,9,5,67,"bottom",7,"2023-05-06T02:21:38.152Z","2023-05-06T02:23:45.126Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,88,4,2,0.3927,6.8852,28.6224,-17.3626,-6.6377,7.5044,-0.2875,2.3108,7.2287,-139.0111,-4.5783,-2.0485,50.0054,5.1175,-13.106,32.4,4.8,24,1909,224,96.4,69,123,NA,NA,NA,TRUE,-16.9,13,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,686469,"Vinnie Pasquantino","/api/v1/people/686469",658668,"Edward Olivares","/api/v1/people/658668",NA,NA,NA
718299,"2023-05-06",4,"2023-05-06T02:23:12.222Z","2023-05-06T02:23:16.236Z",TRUE,"pitch","73f26454-2085-408b-82cb-a62ab3ce91d2",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,2,0,NA,NA,3.55,1.67,NA,119.34,144.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Salvador Perez pops out to shortstop Nick Allen on the infield fly rule.",0,9,5,67,"bottom",7,"2023-05-06T02:21:38.152Z","2023-05-06T02:23:45.126Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,88.5,2,2,0.3905,6.8546,28.2489,-18.0291,-6.214,7.0824,-0.0613,3.4833,7.9339,-139.6682,-1.7235,-2.117,50.0016,5.2806,-12.4098,30,4.8,24,2230,229,NA,NA,NA,NA,NA,NA,FALSE,-16.7,12.7,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,686469,"Vinnie Pasquantino","/api/v1/people/686469",NA,NA,NA,NA,NA,NA
718299,"2023-05-06",3,"2023-05-06T02:22:49.138Z","2023-05-06T02:22:52.209Z",TRUE,"pitch","852a5979-d543-4932-846e-e01b3c021b65",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.6433,1.7011,NA,83.81,208.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Salvador Perez pops out to shortstop Nick Allen on the infield fly rule.",0,9,5,67,"bottom",7,"2023-05-06T02:21:38.152Z","2023-05-06T02:23:45.126Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.3,91.7,14,2,0.3786,6.9261,29.7514,-15.0485,-8.156,8.0552,0.8708,1.1245,11.564,-144.0282,-8.7777,-2.1147,50.0019,5.1181,-17.3379,42,4.8,24,2175,235,NA,NA,NA,NA,NA,NA,FALSE,-14.5,13.1,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,686469,"Vinnie Pasquantino","/api/v1/people/686469",NA,NA,NA,NA,NA,NA
718299,"2023-05-06",2,"2023-05-06T02:22:27.291Z","2023-05-06T02:22:30.459Z",TRUE,"pitch","562346ae-932b-4f86-a564-88c5d5f6e585",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.6433,1.7301,NA,93.2,204.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Salvador Perez pops out to shortstop Nick Allen on the infield fly rule.",0,9,5,67,"bottom",7,"2023-05-06T02:21:38.152Z","2023-05-06T02:23:45.126Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,89.5,14,2,0.3875,6.8763,28.6934,-16.9203,-6.2487,7.5199,0.6243,1.2872,9.6009,-140.7608,-7.5904,-2.002,50.0056,5.0924,-12.6791,30,4.8,24,1989,228,NA,NA,NA,NA,NA,NA,FALSE,-16.7,12.4,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,686469,"Vinnie Pasquantino","/api/v1/people/686469",NA,NA,NA,NA,NA,NA
718299,"2023-05-06",1,"2023-05-06T02:22:08.034Z","2023-05-06T02:22:11.464Z",TRUE,"pitch","0fa19407-eb32-4a77-835a-9b027c14956b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.5418,1.8171,NA,108.55,166.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Salvador Perez pops out to shortstop Nick Allen on the infield fly rule.",0,9,5,67,"bottom",7,"2023-05-06T02:21:38.152Z","2023-05-06T02:23:45.126Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,89.7,5,2,0.3862,6.6722,27.8864,-14.5225,-5.3387,8.6359,0.2216,2.6674,8.3642,-141.0853,-4.5819,-2.0689,50.0032,5.2282,-10.9137,31.2,3.6,24,2017,225,NA,NA,NA,NA,NA,NA,FALSE,-13.8,15,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,686469,"Vinnie Pasquantino","/api/v1/people/686469",NA,NA,NA,NA,NA,NA
718299,"2023-05-06",0,"2023-05-06T02:21:49.849Z","2023-05-06T02:21:53.100Z",TRUE,"pitch","c2006f37-fad7-44a1-9952-c9ddc50ca577",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5418,1.7301,NA,86.73,211.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Salvador Perez pops out to shortstop Nick Allen on the infield fly rule.",0,9,5,67,"bottom",7,"2023-05-06T02:21:38.152Z","2023-05-06T02:23:45.126Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.2,82.1,14,2,0.4251,6.4969,23.7844,-29.1879,-0.6557,1.7708,0.7941,1.0281,8.0758,-128.3044,-5.0502,-2.2942,50.0023,5.2665,-1.1061,0,7.2,24,2094,84,NA,NA,NA,NA,NA,NA,FALSE,-32.5,2.4,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,686469,"Vinnie Pasquantino","/api/v1/people/686469",NA,NA,NA,NA,NA,NA
718299,"2023-05-06",4,"2023-05-06T02:21:08.856Z","2023-05-06T02:21:13.955Z",TRUE,"pitch","90933637-27f9-43e8-9827-954ee40ccd06",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,0,NA,NA,3.6142,1.7301,NA,159.78,135.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Vinnie Pasquantino walks. Edward Olivares to 2nd.",0,9,5,66,"bottom",7,"2023-05-06T02:19:18.891Z","2023-05-06T02:21:13.955Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.6,11,2,0.3929,6.5583,29.8,-15.8299,-6.9663,8.2921,-1.1223,3.8227,5.2895,-139.1567,-1.3142,-2.138,50.0006,5.3445,-13.7275,38.4,4.8,24,2087,233,NA,NA,NA,NA,NA,NA,FALSE,-14.9,15,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,686469,"Vinnie Pasquantino","/api/v1/people/686469",658668,"Edward Olivares","/api/v1/people/658668",NA,NA,NA
718299,"2023-05-06",3,"2023-05-06T02:20:51.702Z","2023-05-06T02:20:56.773Z",TRUE,"pitch","e604bec2-ce18-4ae2-b62c-2c1e96a5ce94",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.7304,1.8171,NA,157.62,169.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Vinnie Pasquantino walks. Edward Olivares to 2nd.",0,9,5,66,"bottom",7,"2023-05-06T02:19:18.891Z","2023-05-06T02:21:13.955Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,89.9,13,2,0.3849,6.7597,28.8945,-15.7204,-5.3892,8.0001,-1.0657,2.5514,5.1797,-141.6941,-4.9148,-2.2071,50.0041,5.2951,-11.0854,31.2,3.6,24,2031,230,NA,NA,NA,NA,NA,NA,FALSE,-14.8,13.8,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,686469,"Vinnie Pasquantino","/api/v1/people/686469",NA,NA,NA,NA,NA,NA
718299,"2023-05-06",2,"2023-05-06T02:20:32.085Z","2023-05-06T02:20:35.114Z",TRUE,"pitch","8ad0b2ef-ad1a-4305-baff-55d13c834429",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.6723,1.7881,NA,207.98,125.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Walk","walk","Vinnie Pasquantino walks. Edward Olivares to 2nd.",0,9,5,66,"bottom",7,"2023-05-06T02:19:18.891Z","2023-05-06T02:21:13.955Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,88.1,11,2,0.3925,6.6348,27.1348,-18.9453,-5.0361,6.691,-2.3868,4.204,2.0532,-138.8187,0.1036,-2.476,50.0069,5.4135,-9.9646,26.4,4.8,24,1884,224,NA,NA,NA,NA,NA,NA,FALSE,-17.4,12.4,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,686469,"Vinnie Pasquantino","/api/v1/people/686469",NA,NA,NA,NA,NA,NA
