"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716877,"2023-08-23",5,"2023-08-24T01:51:17.945Z","2023-08-24T01:51:23.850Z",TRUE,"pitch","31b37aaa-f321-4035-af93-8ad3e6df894e",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.39,1.61,NA,124.04,150.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Alex Call strikes out swinging.",0,1,9,69,"top",9,"2023-08-24T01:49:22.015Z","2023-08-24T01:51:23.850Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669743,"Alex Call","/api/v1/people/669743","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Yankees","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.6,2,0.92,0.3927,5.7179,31.2772,-14.975,6.3132,8.7294,-0.1846,3.2865,-1.9719,-139.4649,-4.8738,-0.2888,50.0055,6.044,12.4417,37.2,3.6,24,2164,131,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,-14.8,15,-11,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716877,"2023-08-23",4,"2023-08-24T01:51:01.447Z","2023-08-24T01:51:05.917Z",TRUE,"pitch","d8ba1e12-7301-44ff-8c8e-cd6eac964638",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3652,1.6312,NA,68.2,195.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Alex Call strikes out swinging.",0,1,9,69,"top",9,"2023-08-24T01:49:22.015Z","2023-08-24T01:51:23.850Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669743,"Alex Call","/api/v1/people/669743","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.9,81,14,0.91,0.4277,5.8127,26.2332,-23.9782,9.0638,4.9355,1.2802,1.6022,0.2769,-128.0255,-5.5599,-0.0072,50.0044,5.6768,15.0592,31.2,7.2,24,2225,126,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-27.4,7.9,-16.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716877,"2023-08-23",3,"2023-08-24T01:50:42.654Z","2023-08-24T01:50:49.803Z",TRUE,"pitch","e3ebfaf6-9540-40d6-8b11-ec4c1da922dd",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.39,1.61,NA,123.24,142.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Alex Call strikes out swinging.",0,1,9,69,"top",9,"2023-08-24T01:49:22.015Z","2023-08-24T01:51:23.850Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669743,"Alex Call","/api/v1/people/669743","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.6,11,0.92,0.3959,5.6606,33.3538,-15.7365,6.4829,8.495,-0.1636,3.5825,-1.658,-138.7821,-3.8818,-0.3977,50.0044,6.0592,12.5468,36,4.8,24,2136,132,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-15.6,14.6,-11.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716877,"2023-08-23",2,"2023-08-24T01:50:28.415Z","2023-08-24T01:50:32.915Z",TRUE,"pitch","86b1a164-95fa-4f64-8e1e-1681c7ee5734",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3652,1.6097,NA,57.35,217.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Alex Call strikes out swinging.",0,1,9,69,"top",9,"2023-08-24T01:49:22.015Z","2023-08-24T01:51:23.850Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669743,"Alex Call","/api/v1/people/669743","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.9,81.4,14,0.91,0.4249,5.6769,29.3616,-26.9611,9.4149,3.1033,1.5648,0.7782,0.7492,-129.3841,-6.7285,0.049,50.0043,5.5055,15.8118,28.8,8.4,24,2154,127,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-30.6,4.2,-17.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716877,"2023-08-23",1,"2023-08-24T01:49:53.881Z","2023-08-24T01:50:00.985Z",TRUE,"pitch","dad13708-5e26-4128-ac30-36a2052bc007",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.39,1.61,NA,99.62,195.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Alex Call strikes out swinging.",0,1,9,69,"top",9,"2023-08-24T01:49:22.015Z","2023-08-24T01:51:23.850Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669743,"Alex Call","/api/v1/people/669743","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Yankees","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.3,81,9,0.92,0.4267,5.7885,27.4449,-25.5619,10.9303,3.9657,0.4561,1.6173,-2.6864,-128.5138,-5.0432,0.0972,50.0014,5.5986,18.2221,33.6,7.2,24,2212,120,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-28.9,6.2,-19.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716877,"2023-08-23",0,"2023-08-24T01:49:40.449Z","2023-08-24T01:49:44.179Z",TRUE,"pitch","8f303265-2e9e-42b1-938c-e09cd860034a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3652,1.6097,NA,95.61,160.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Alex Call strikes out swinging.",0,1,9,69,"top",9,"2023-08-24T01:49:22.015Z","2023-08-24T01:51:23.850Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,669743,"Alex Call","/api/v1/people/669743","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,88.2,3,0.92,0.3909,5.7082,31.3266,-20.201,9.2033,6.0198,0.5611,2.9027,-1.7227,-140.0524,-4.8336,-0.0119,50.0016,5.9702,18.2995,39.6,6,24,2206,134,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-19.4,10.1,-16.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716877,"2023-08-23",6,"2023-08-24T01:48:48.396Z","2023-08-24T01:49:17.975Z",TRUE,"pitch","0c8a8879-afd0-4141-b599-f08afd02e0b1",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,2,NA,NA,3.26,1.58,NA,116.17,180.44,"fly_ball","medium","9",232.41,99.1,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Dominic Smith homers (6) on a fly ball to right field.",1,1,9,68,"top",9,"2023-08-24T01:46:07.122Z","2023-08-24T01:49:17.975Z",TRUE,TRUE,FALSE,FALSE,38,3,2,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.8,83,5,2,0.4175,5.9352,25.9339,-25.8205,-0.1249,3.6425,0.0218,2.1608,-3.1746,-130.865,-4.582,1.2636,50.0046,5.8534,-0.2182,1.2,6,24,2301,137,96.6,34,359,NA,NA,NA,FALSE,NA,NA,NA,NA,-27.8,5.9,0.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716877,"2023-08-23",5,"2023-08-24T01:48:29.459Z","2023-08-24T01:48:33.294Z",TRUE,"pitch","a0f8c1dd-f740-4617-add2-620516b5ae5a",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.2342,1.5797,NA,44.93,207.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Dominic Smith homers (6) on a fly ball to right field.",1,1,9,68,"top",9,"2023-08-24T01:46:07.122Z","2023-08-24T01:49:17.975Z",TRUE,TRUE,FALSE,FALSE,38,3,2,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.3,81.4,14,2,0.426,5.7758,26.3213,-26.4864,10.4659,3.3971,1.8907,1.1517,-1.979,-128.4994,-5.8488,1.3104,50.0024,5.5117,17.5233,31.2,8.4,24,2118,130,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-30,5,-18.5,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716877,"2023-08-23",4,"2023-08-24T01:48:06.249Z","2023-08-24T01:48:12.210Z",TRUE,"pitch","3497daff-737b-4af1-bf9c-e302938a129e",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.26,1.58,NA,101.55,176.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Dominic Smith homers (6) on a fly ball to right field.",1,1,9,68,"top",9,"2023-08-24T01:46:07.122Z","2023-08-24T01:49:17.975Z",TRUE,TRUE,FALSE,FALSE,38,3,2,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,88.8,6,2,0.3894,5.8761,29.8558,-18.3487,9.4953,6.8891,0.4054,2.3205,-5.2418,-140.3245,-6.7297,1.0577,50.0021,5.9324,19.0565,42,4.8,24,2232,136,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-17.9,11.4,-16.2,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716877,"2023-08-23",2,"2023-08-24T01:46:54.863Z","2023-08-24T01:46:59.365Z",TRUE,"pitch","5980f2d0-de45-4bfd-b2cc-4d1ef277a846",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2342,1.4226,NA,62.25,182.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Dominic Smith homers (6) on a fly ball to right field.",1,1,9,68,"top",9,"2023-08-24T01:46:07.122Z","2023-08-24T01:49:17.975Z",TRUE,TRUE,FALSE,FALSE,38,3,2,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.9,82.8,14,2,0.418,5.7487,26.6738,-24.3011,10.2194,4.5264,1.4363,2.0699,-3.3209,-130.8505,-4.569,1.3913,50.0062,5.6514,17.7885,34.8,7.2,24,2277,131,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-26.3,7.4,-17.9,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
