"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716811,"2023-08-29",0,"2023-08-29T02:26:23.811Z","2023-08-29T02:26:30.161Z",TRUE,"pitch","94eebb45-cc92-4bb4-be82-71cdab07bed2",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.51,1.63,NA,111.66,197.11,"ground_ball","medium","5",100.44,165.38,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Salvador Perez grounds out, third baseman Ke'Bryan Hayes to first baseman Alfonso Rivas.",0,5,0,68,"bottom",9,"2023-08-29T02:26:12.989Z","2023-08-29T02:26:30.161Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",670912,"Johan Oviedo","/api/v1/people/670912","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.4,8,0.92,0.3951,7.3207,30.1992,-19.0067,-7.0847,6.7589,0.14,1.5432,8.8923,-138.4984,-6.679,-2.1879,50.0003,5.2518,-13.7968,30,4.8,24,2267,218,85.2,-15,7,NA,NA,NA,TRUE,-19.1,11,11,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716811,"2023-08-29",5,"2023-08-29T02:25:43.747Z","2023-08-29T02:25:53.364Z",TRUE,"pitch","02cadc23-b617-497b-9aeb-a23409c50253",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.5,1.64,NA,89.91,148.45,"fly_ball","medium","9",169.45,121.76,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Bobby Witt Jr. flies out to right fielder Jack Suwinski.",0,5,0,67,"bottom",9,"2023-08-29T02:23:56.659Z","2023-08-29T02:25:53.364Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",670912,"Johan Oviedo","/api/v1/people/670912","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.8,3,0.91,0.3892,6.777,29.4743,-21.9853,-4.8157,5.0718,0.7107,3.3456,8.9223,-140.3215,-1.4968,-1.8735,50.004,5.3075,-9.6779,19.2,4.8,24,2270,209,73.8,45,224,NA,NA,NA,TRUE,-20.2,9.1,7.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716811,"2023-08-29",4,"2023-08-29T02:25:23.229Z","2023-08-29T02:25:26.565Z",TRUE,"pitch","f54031e5-786a-4ff8-86e2-8e18ea4fcfa8",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.5,1.64,NA,135.83,161.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Bobby Witt Jr. flies out to right fielder Jack Suwinski.",0,5,0,67,"bottom",9,"2023-08-29T02:23:56.659Z","2023-08-29T02:25:53.364Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",670912,"Johan Oviedo","/api/v1/people/670912","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.7,4,0.93,0.3893,6.5848,29.3962,-18.7626,-5.5497,6.6794,-0.4939,2.8457,6.5135,-140.2607,-3.7043,-2.1167,50.0044,5.3948,-11.1458,26.4,4.8,24,2303,210,NA,NA,NA,NA,NA,NA,FALSE,-17.6,11.6,8.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716811,"2023-08-29",2,"2023-08-29T02:24:57.016Z","2023-08-29T02:25:00.531Z",TRUE,"pitch","eadfcd95-26c5-48d9-96e8-3317f88488db",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.5,1.64,NA,150.19,142.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Bobby Witt Jr. flies out to right fielder Jack Suwinski.",0,5,0,67,"bottom",9,"2023-08-29T02:23:56.659Z","2023-08-29T02:25:53.364Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",670912,"Johan Oviedo","/api/v1/people/670912","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87.1,11,0.9,0.3958,6.9346,29.0075,-22.2487,-7.045,5.1129,-0.8707,3.5521,6.0779,-138.0649,-1.2119,-2.1788,50.0065,5.4856,-13.6857,28.8,4.8,24,2307,206,NA,NA,NA,NA,NA,NA,FALSE,-21,9.2,11.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716811,"2023-08-29",1,"2023-08-29T02:24:21.407Z","2023-08-29T02:24:24.880Z",TRUE,"pitch","ce136e6d-b943-48bf-95a3-eaec47dad760",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.5,1.64,NA,122.71,179.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Bobby Witt Jr. flies out to right fielder Jack Suwinski.",0,5,0,67,"bottom",9,"2023-08-29T02:23:56.659Z","2023-08-29T02:25:53.364Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",670912,"Johan Oviedo","/api/v1/people/670912","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,82.2,8,0.9,0.4208,6.7144,26.7027,-27.0833,2.0651,2.9658,-0.1499,2.2129,4.8535,-130.0504,-3.0102,-2.307,50.0043,5.4349,3.5441,9.6,7.2,24,2374,166,NA,NA,NA,NA,NA,NA,FALSE,-29.3,4.9,-4.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716811,"2023-08-29",0,"2023-08-29T02:24:05.365Z","2023-08-29T02:24:12.268Z",TRUE,"pitch","04bb0fcc-6b15-4f30-b090-161396e89631",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4763,1.7256,NA,86.44,179.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Bobby Witt Jr. flies out to right fielder Jack Suwinski.",0,5,0,67,"bottom",9,"2023-08-29T02:23:56.659Z","2023-08-29T02:25:53.364Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",670912,"Johan Oviedo","/api/v1/people/670912","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,87.7,9,1,0.3934,7.0408,31.2056,-26.332,-9.1939,2.9806,0.8019,2.1803,11.0201,-139.2055,-3.9437,-2.0135,50.0063,5.3582,-18.0497,30,6,24,2349,220,NA,NA,NA,NA,NA,NA,FALSE,-25.2,4.7,14.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716811,"2023-08-29",3,"2023-08-29T02:25:08.538Z","2023-08-29T02:25:23.229Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,677951,"/api/v1/people/677951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Bobby Witt Jr. flies out to right fielder Jack Suwinski.",0,5,0,67,"bottom",9,"2023-08-29T02:23:56.659Z","2023-08-29T02:25:53.364Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",670912,"Johan Oviedo","/api/v1/people/670912","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716811,"2023-08-29",9,"2023-08-29T02:23:30.678Z","2023-08-29T02:23:41.925Z",TRUE,"pitch","40128485-5bfb-4644-8da4-25fc59e9f169",9,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.24,1.57,NA,156.18,181.75,"popup","medium","5",82.73,145.14,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","MJ Melendez pops out to third baseman Ke'Bryan Hayes.",0,5,0,66,"bottom",9,"2023-08-29T02:21:04.690Z","2023-08-29T02:23:41.925Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",670912,"Johan Oviedo","/api/v1/people/670912","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.5,83.6,13,0.9,0.4144,6.9292,26.7251,-29.1273,1.1341,1.7239,-1.0279,2.1123,3.0254,-131.9078,-3.0784,-2.3348,50.0054,5.4304,2.0091,4.8,7.2,24,2463,169,87.2,69,149,NA,NA,NA,TRUE,-30.5,2.6,-2.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716811,"2023-08-29",7,"2023-08-29T02:23:05.718Z","2023-08-29T02:23:09.191Z",TRUE,"pitch","28ab4c92-0d4a-42c2-9311-b98126fdd180",8,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.1707,1.57,NA,178.65,124.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","MJ Melendez pops out to third baseman Ke'Bryan Hayes.",0,5,0,66,"bottom",9,"2023-08-29T02:21:04.690Z","2023-08-29T02:23:41.925Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",670912,"Johan Oviedo","/api/v1/people/670912","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.5,82.2,11,0.9,0.4194,6.5282,26.4391,-30.0388,2.1648,1.2323,-1.6175,4.2478,1.6524,-130.395,2.2929,-2.5397,50.0002,5.6177,3.7409,8.4,7.2,24,2444,155,NA,NA,NA,NA,NA,NA,FALSE,-31,3,-4.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716811,"2023-08-29",6,"2023-08-29T02:22:49.820Z","2023-08-29T02:22:54.427Z",TRUE,"pitch","b99234df-fc86-4225-b5ee-5912bd64bcf0",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.24,1.57,NA,103.81,206.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","MJ Melendez pops out to third baseman Ke'Bryan Hayes.",0,5,0,66,"bottom",9,"2023-08-29T02:21:04.690Z","2023-08-29T02:23:41.925Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,669004,"MJ Melendez","/api/v1/people/669004","L","Left",670912,"Johan Oviedo","/api/v1/people/670912","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Kansas City Royals","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.5,77.6,14,0.88,0.4493,6.6301,22.2702,-32.9381,2.4391,-0.505,0.346,1.1862,4.6356,-121.5703,-3.7209,-1.8973,50.0054,5.5747,3.6757,7.2,9.6,24,2368,99,NA,NA,NA,NA,NA,NA,FALSE,-40.4,-1.6,-5.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
