"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
745989,"2024-05-14",6,"2024-05-15T02:08:00.764Z","2024-05-15T02:08:04.678Z",TRUE,"pitch","83c9bb50-81c7-45a5-8703-2c14f331b93a",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.57,1.66,NA,152.8,167.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,3,4,66,"top",9,"2024-05-15T02:06:30.426Z","2024-05-15T02:08:04.678Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,88.2,11,0.88,0.3914,6.6874,30.5794,-11.4264,-4.3947,10.4556,-0.9391,2.6236,-0.1823,-139.7635,-8.1109,-0.3018,50.0052,6.3081,-8.7222,33.6,3.6,24,2386,203,NA,NA,NA,NA,NA,NA,TRUE,-12,17.5,8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745989,"2024-05-14",5,"2024-05-15T02:07:41.792Z","2024-05-15T02:07:44.849Z",TRUE,"pitch","b4881d46-6759-4667-bb41-e48e9b6b2c87",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,2,2,NA,NA,3.57,1.66,NA,135.66,154.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,3,4,66,"top",9,"2024-05-15T02:06:30.426Z","2024-05-15T02:08:04.678Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.4,90.1,1,0.9,0.3821,6.6945,32.4558,-7.9954,-3.7525,11.6147,-0.4895,3.1049,0.8381,-143.2274,-7.7412,-0.2979,50.0035,6.3396,-7.8122,38.4,2.4,24,2521,200,NA,NA,NA,NA,NA,NA,FALSE,-8.5,19.7,6.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745989,"2024-05-14",4,"2024-05-15T02:07:22.499Z","2024-05-15T02:07:26.007Z",TRUE,"pitch","ffab2016-628b-4dc1-b28a-4d098af8b6ac",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.5705,1.6041,NA,148.76,133.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,3,4,66,"top",9,"2024-05-15T02:06:30.426Z","2024-05-15T02:08:04.678Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,89.3,11,0.87,0.3852,6.662,32.2838,-10.9699,-5.2257,10.3542,-0.8333,3.8867,0.3433,-142.1376,-5.1271,-0.2764,50.0059,6.4093,-10.7043,40.8,3.6,24,2461,205,NA,NA,NA,NA,NA,NA,FALSE,-10.7,17.9,9.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745989,"2024-05-14",3,"2024-05-15T02:07:05.960Z","2024-05-15T02:07:09.236Z",TRUE,"pitch","f2024eb4-d21d-4e5f-90ed-e2fbac0409d7",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.57,1.66,NA,125.95,143.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,3,4,66,"top",9,"2024-05-15T02:06:30.426Z","2024-05-15T02:08:04.678Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,90.2,2,0.9,0.3816,6.6247,32.7553,-9.7379,-3.9605,10.7487,-0.2348,3.5195,1.5565,-143.4575,-6.244,-0.2694,50.0033,6.3294,-8.2661,34.8,2.4,24,2519,198,NA,NA,NA,NA,NA,NA,FALSE,-9.7,18.4,6.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745989,"2024-05-14",2,"2024-05-15T02:06:48.168Z","2024-05-15T02:06:52.774Z",TRUE,"pitch","17cee1de-9856-4dce-8b72-59707b4111c2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.5364,1.6018,NA,154.57,143.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,3,4,66,"top",9,"2024-05-15T02:06:30.426Z","2024-05-15T02:08:04.678Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,89.4,11,0.88,0.3856,6.7582,31.3056,-11.741,-4.0053,9.988,-0.9857,3.5128,-0.0727,-141.8505,-6.0219,-0.4391,50.0003,6.406,-8.1913,32.4,3.6,24,2447,201,NA,NA,NA,NA,NA,NA,FALSE,-11.6,17.2,7.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745989,"2024-05-14",1,"2024-05-15T02:06:32.746Z","2024-05-15T02:06:36.311Z",TRUE,"pitch","fe9475c1-bdaf-4c3c-a2d8-fda745ed1df0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.575,1.6503,NA,76.45,166.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,3,4,66,"top",9,"2024-05-15T02:06:30.426Z","2024-05-15T02:08:04.678Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.4,81.9,12,0.87,0.424,6.5337,25.1587,-32.6308,0.6977,-0.2673,1.0637,2.6795,3.1539,-128.8558,-3.2585,-0.2636,50.0047,6.4647,1.1807,2.4,8.4,24,2636,26,NA,NA,NA,NA,NA,NA,FALSE,-35.6,-1,-1.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745989,"2024-05-14",0,"2024-05-15T02:05:59.567Z","2024-05-15T02:06:32.746Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,3,4,66,"top",9,"2024-05-15T02:06:30.426Z","2024-05-15T02:08:04.678Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745989,"2024-05-14",7,"2024-05-15T02:05:17.963Z","2024-05-15T02:05:42.504Z",TRUE,"pitch","a583512a-9592-4179-bae9-3734d3d001bb",8,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,2,NA,NA,3.24,1.55,NA,131.37,148.24,"fly_ball","hard","7",38.8,71.9,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Home Run","home_run","Connor Joe homers (6) on a fly ball to left field.",1,3,4,65,"top",9,"2024-05-15T02:02:40.280Z","2024-05-15T02:05:42.504Z",TRUE,TRUE,FALSE,FALSE,38,3,2,2,656582,"Connor Joe","/api/v1/people/656582","R","Right",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,88.5,1,0.88,0.3876,6.6997,34.0395,-9.8024,-4.4641,11.0766,-0.3771,3.3534,1.35,-141.6242,-6.5269,-0.2816,50.0049,6.3233,-9.0185,37.2,2.4,24,2576,200,100.4,37,380,NA,NA,NA,FALSE,-10.2,18.8,7.8,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745989,"2024-05-14",6,"2024-05-15T02:04:55.820Z","2024-05-15T02:05:00.026Z",TRUE,"pitch","db7df03e-3234-43ad-a935-14fb3281d96b",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.24,1.55,NA,154.05,164.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Home Run","home_run","Connor Joe homers (6) on a fly ball to left field.",1,3,4,65,"top",9,"2024-05-15T02:02:40.280Z","2024-05-15T02:05:42.504Z",TRUE,TRUE,FALSE,FALSE,38,3,2,2,656582,"Connor Joe","/api/v1/people/656582","R","Right",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,89.3,11,0.89,0.3836,6.7055,36.6742,-8.6821,-3.8684,11.4084,-0.972,2.7542,-0.382,-143.4082,-8.2298,-0.3348,50.0037,6.2217,-7.9662,37.2,2.4,24,2633,202,NA,NA,NA,NA,NA,NA,FALSE,-9.5,19,7.1,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745989,"2024-05-14",5,"2024-05-15T02:04:31.304Z","2024-05-15T02:04:34.575Z",TRUE,"pitch","85479c2d-c31a-463b-a280-2bc19fb46d4d",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1274,1.4416,NA,46.76,212.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Home Run","home_run","Connor Joe homers (6) on a fly ball to left field.",1,3,4,65,"top",9,"2024-05-15T02:02:40.280Z","2024-05-15T02:05:42.504Z",TRUE,TRUE,FALSE,FALSE,38,3,2,2,656582,"Connor Joe","/api/v1/people/656582","R","Right",656730,"Trevor Megill","/api/v1/people/656730","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",89.4,82.8,14,0.87,0.4212,6.8658,26.8194,-34.5173,0.2393,-1.3686,1.8426,0.982,5.3609,-129.9659,-6.9284,-0.2764,50.0012,6.2983,0.41,2.4,8.4,24,2633,31,NA,NA,NA,NA,NA,NA,FALSE,-38,-3.8,-1.6,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
