"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746648,"2024-04-14",3,"2024-04-14T20:21:21.531Z","2024-04-14T20:21:25.148Z",TRUE,"pitch","c7c672b0-c128-42d2-bb38-fc8111696ce8",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.44,1.55,NA,124.83,180.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Gabriel Arias walks.",0,5,5,75,"bottom",9,"2024-04-14T20:20:17.920Z","2024-04-14T20:22:41.018Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,672356,"Gabriel Arias","/api/v1/people/672356","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.1,78.2,5,0.91,0.4456,5.9565,22.302,-35.3691,8.5596,-2.0814,-0.2055,2.1584,-0.7224,-122.5144,-2.6993,-1.0216,50.0046,6.2726,13.1224,20.4,9.6,24,2728,50,NA,NA,NA,NA,NA,NA,FALSE,-42.5,-4.1,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",2,"2024-04-14T20:21:03.403Z","2024-04-14T20:21:07.183Z",TRUE,"pitch","62330ce0-3039-45c4-a7bd-027f3be4e346",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.44,1.55,NA,136.34,177.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Gabriel Arias walks.",0,5,5,75,"bottom",9,"2024-04-14T20:20:17.920Z","2024-04-14T20:22:41.018Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,672356,"Gabriel Arias","/api/v1/people/672356","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,83.2,4,0.92,0.421,5.9421,20.5451,-33.976,0.5023,-1.0424,-0.5075,2.2668,0.7578,-128.8785,-3.8831,-0.8679,50.0057,6.3489,0.8659,1.2,8.4,24,2516,61,NA,NA,NA,NA,NA,NA,FALSE,-36.6,-2.4,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",1,"2024-04-14T20:20:49.433Z","2024-04-14T20:20:52.825Z",TRUE,"pitch","c0516020-b89b-41df-ac4b-7ed5fcd3060e",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.44,1.55,NA,87.04,180.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Gabriel Arias walks.",0,5,5,75,"bottom",9,"2024-04-14T20:20:17.920Z","2024-04-14T20:22:41.018Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,672356,"Gabriel Arias","/api/v1/people/672356","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,81.1,6,0.91,0.4301,5.9906,23.3788,-35.2112,0.5271,-1.8394,0.7859,2.161,3.7415,-126.8538,-3.6754,-0.7703,50.0061,6.4049,0.8681,2.4,8.4,24,2439,59,NA,NA,NA,NA,NA,NA,FALSE,-39.6,-3.8,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",0,"2024-04-14T20:20:35.934Z","2024-04-14T20:20:39.273Z",TRUE,"pitch","5e4c6a7c-28f0-45cc-afea-980001c301e4",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4909,1.6142,NA,91.83,210.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Gabriel Arias walks.",0,5,5,75,"bottom",9,"2024-04-14T20:20:17.920Z","2024-04-14T20:22:41.018Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,672356,"Gabriel Arias","/api/v1/people/672356","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,88.5,14,2,0.394,6.1765,26.9827,-23.6719,-9.1323,4.3326,0.6604,1.0378,6.9758,-138.3052,-9.5401,-0.6912,50.0065,6.0831,-17.9325,33.6,6,24,2269,224,NA,NA,NA,NA,NA,NA,FALSE,-23.8,6.2,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",7,"2024-04-14T20:20:00.394Z","2024-04-14T20:20:07.956Z",TRUE,"pitch","46d2fada-9817-462a-bce9-a34855d6dbf1",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.11,1.41,NA,121.02,186.17,"ground_ball","medium","6",107.05,151.14,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Brayan Rocchio grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,5,5,74,"bottom",9,"2024-04-14T20:18:27.286Z","2024-04-14T20:20:07.956Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,88.1,5,0.88,0.396,6.0967,24.6525,-24.0738,-7.7402,4.1624,-0.1055,1.9485,5.5337,-137.2765,-7.0178,-1.1215,50.0052,6.1286,-15.0723,28.8,6,24,2267,226,97.6,3,100,NA,NA,NA,TRUE,-23.8,6.5,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",6,"2024-04-14T20:19:34.234Z","2024-04-14T20:19:38.574Z",TRUE,"pitch","26aa42a4-b881-49a3-a1a9-7ac36db2f9c8",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.11,1.41,NA,96.31,184.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Brayan Rocchio grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,5,5,74,"bottom",9,"2024-04-14T20:18:27.286Z","2024-04-14T20:20:07.956Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,87.3,6,2,0.3991,6.0088,25.1616,-23.5204,-6.937,4.52,0.5428,2.0263,6.4906,-136.3599,-6.8455,-0.9474,50.0052,6.1513,-13.2898,26.4,6,24,2248,228,NA,NA,NA,NA,NA,NA,FALSE,-23.6,7.2,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",5,"2024-04-14T20:19:18.640Z","2024-04-14T20:19:22.342Z",TRUE,"pitch","760c1a04-a65e-443d-9904-f185d09f41c9",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.0351,1.2828,NA,94.81,193.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Brayan Rocchio grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,5,5,74,"bottom",9,"2024-04-14T20:18:27.286Z","2024-04-14T20:20:07.956Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,87.7,9,2,0.3958,6.1942,28.2828,-22.3649,-9.1493,5.0508,0.5822,1.6659,7.1632,-137.9263,-8.0998,-0.8491,50.0034,6.1281,-17.7753,34.8,6,24,2106,230,NA,NA,NA,NA,NA,NA,FALSE,-22.6,7.8,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",4,"2024-04-14T20:19:02.452Z","2024-04-14T20:19:06.150Z",TRUE,"pitch","a6685c15-a52f-4451-858d-db505eb7cb68",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.046,1.3813,NA,164.1,180.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Brayan Rocchio grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,5,5,74,"bottom",9,"2024-04-14T20:18:27.286Z","2024-04-14T20:20:07.956Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,88,13,0.9,0.3941,5.9539,29.1844,-28.3408,-10.4267,1.955,-1.2357,2.1724,3.7446,-138.6652,-5.7477,-1.244,50.003,6.1477,-20.4317,33.6,7.2,24,2111,228,NA,NA,NA,NA,NA,NA,FALSE,-27.4,2.6,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",3,"2024-04-14T20:18:47.361Z","2024-04-14T20:18:50.789Z",TRUE,"pitch","20ae57e0-ea4f-4f8e-84db-b63ec7fa74b0",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.0148,1.35,NA,67.14,221.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Brayan Rocchio grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,5,5,74,"bottom",9,"2024-04-14T20:18:27.286Z","2024-04-14T20:20:07.956Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,88.7,14,0.91,0.3935,6.1716,27.4874,-24.4439,-9.2308,3.9329,1.3079,0.6221,9.1315,-138.5536,-10.5092,-0.8123,50.0069,6.063,-18.1662,32.4,6,24,2095,233,NA,NA,NA,NA,NA,NA,FALSE,-24.6,5.3,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",2,"2024-04-14T20:18:29.641Z","2024-04-14T20:18:33.206Z",TRUE,"pitch","12ff6858-3171-470f-b570-afaf289f7971",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.0401,1.3755,NA,38.79,209.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Brayan Rocchio grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,5,5,74,"bottom",9,"2024-04-14T20:18:27.286Z","2024-04-14T20:20:07.956Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,87.9,14,0.9,0.3965,6.0796,27.2859,-24.1575,-11.3943,4.1341,2.0517,1.078,11.5524,-137.5687,-9.3877,-0.699,50.0025,6.1409,-22.0869,37.2,7.2,24,2128,232,NA,NA,NA,NA,NA,NA,FALSE,-24.6,5.8,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",0,"2024-04-14T20:17:22.022Z","2024-04-14T20:17:22.078Z",FALSE,"action",NA,NA,"Defensive Substitution: Austin Wells replaces Jahmai Jones, batting 8th, playing catcher.","Defensive Sub",5,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,669224,"/api/v1/people/669224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"2","Catcher","Catcher","C","802","74","atBat","Groundout","field_out","Brayan Rocchio grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,5,5,74,"bottom",9,"2024-04-14T20:18:27.286Z","2024-04-14T20:20:07.956Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,663330,"/api/v1/people/663330",NA,NA,NA,NA,NA,TRUE,FALSE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",1,"2024-04-14T20:17:22.078Z","2024-04-14T20:18:29.641Z",FALSE,"action",NA,NA,"Pitching Change: Clay Holmes replaces Luke Weaver.","Pitching Substitution",5,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,605280,"/api/v1/people/605280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"74","atBat","Groundout","field_out","Brayan Rocchio grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,5,5,74,"bottom",9,"2024-04-14T20:18:27.286Z","2024-04-14T20:20:07.956Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,677587,"Brayan Rocchio","/api/v1/people/677587","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",4,"2024-04-14T20:15:34.447Z","2024-04-14T20:15:41.858Z",TRUE,"pitch","b745c200-37e5-43d9-b860-0bc0b327144c",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.1,1.51,NA,83.88,181.67,"ground_ball","medium","1",128.36,181.14,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Juan Soto grounds out, pitcher Emmanuel Clase to first baseman Gabriel Arias.",0,5,5,73,"top",9,"2024-04-14T20:14:04.743Z","2024-04-14T20:15:41.858Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665742,"Juan Soto","/api/v1/people/665742","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.3,94.4,14,2,0.3706,6.8125,24.9144,-13.7023,2.7919,8.2906,0.8688,2.1153,2.898,-146.1796,-8.6606,-0.4878,50.0018,5.8832,6.2198,24,2.4,24,2625,176,70.3,-38,4,NA,NA,NA,TRUE,-12.5,14,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",3,"2024-04-14T20:15:12.491Z","2024-04-14T20:15:16.559Z",TRUE,"pitch","a1210324-ebf1-4ad0-b5e2-fa5ad2a95853",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.0686,1.4257,NA,73.51,192.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Juan Soto grounds out, pitcher Emmanuel Clase to first baseman Gabriel Arias.",0,5,5,73,"top",9,"2024-04-14T20:14:04.743Z","2024-04-14T20:15:41.858Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665742,"Juan Soto","/api/v1/people/665742","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.2,92.8,14,2,0.3741,6.8565,30.5339,-17.6965,1.8347,6.6492,1.1411,1.7298,4.272,-145.7842,-8.6113,-0.5751,50.0043,5.7656,3.9948,14.4,3.6,24,2601,177,NA,NA,NA,NA,NA,NA,FALSE,-16.3,10.7,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",1,"2024-04-14T20:14:43.862Z","2024-04-14T20:14:47.483Z",TRUE,"pitch","37ce1fca-6b22-4baf-b552-a425fa8ac26a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.1,1.51,NA,107.3,152.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Juan Soto grounds out, pitcher Emmanuel Clase to first baseman Gabriel Arias.",0,5,5,73,"top",9,"2024-04-14T20:14:04.743Z","2024-04-14T20:15:41.858Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665742,"Juan Soto","/api/v1/people/665742","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",101.4,94.1,2,2,0.3684,6.8322,29.4234,-9.9734,1.8537,9.8756,0.2545,3.1923,1.2964,-147.6998,-6.4887,-0.4284,50.0019,5.9798,4.1665,21.6,2.4,24,2607,178,NA,NA,NA,NA,NA,NA,FALSE,-9.1,17,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
746648,"2024-04-14",0,"2024-04-14T20:14:18.101Z","2024-04-14T20:14:22.812Z",TRUE,"pitch","893feb91-b7c0-400a-beb0-5e23ac3fe985",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.1,1.51,NA,117.73,162.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Juan Soto grounds out, pitcher Emmanuel Clase to first baseman Gabriel Arias.",0,5,5,73,"top",9,"2024-04-14T20:14:04.743Z","2024-04-14T20:15:41.858Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,665742,"Juan Soto","/api/v1/people/665742","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.7,84.8,2,0.86,0.4085,6.9609,26.3933,-21.6781,5.0084,5.7542,-0.0191,2.8425,0.5559,-133.638,-4.0444,-0.8809,50.0062,5.9157,9.1411,22.8,4.8,24,2552,93,NA,NA,NA,NA,NA,NA,FALSE,-22.3,9.8,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,672356,"Gabriel Arias","/api/v1/people/672356",NA,NA,NA,NA,NA,NA
