"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718427,"2023-04-25",1,"2023-04-26T01:58:29.517Z","2023-04-26T01:58:39.011Z",TRUE,"pitch","5d343e37-e777-4db2-85c5-6877bf98e454",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,2.93,1.37,NA,101.8,193.59,"ground_ball","medium","1",131.8,182.08,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Jose Trevino grounds out, pitcher Jhoan Duran to first baseman Joey Gallo.",0,2,6,70,"top",9,"2023-04-26T01:57:51.581Z","2023-04-26T01:58:39.011Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,624431,"Jose Trevino","/api/v1/people/624431","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.3,91.7,9,0.88,0.3763,6.7067,33.9403,-13.1743,-7.3806,8.8514,0.3987,1.6739,9.5117,-145.5288,-9.637,-1.9522,50.0028,5.825,-15.8422,42,3.6,24,2088,224,76.7,-49,3,NA,NA,NA,TRUE,-13.1,14.3,11.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718427,"2023-04-25",0,"2023-04-26T01:58:05.822Z","2023-04-26T01:58:09.370Z",TRUE,"pitch","76bfa950-9838-4219-bd35-c9a16bd66a87",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,2.8735,1.2489,NA,74.52,196.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Jose Trevino grounds out, pitcher Jhoan Duran to first baseman Joey Gallo.",0,2,6,70,"top",9,"2023-04-26T01:57:51.581Z","2023-04-26T01:58:39.011Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,624431,"Jose Trevino","/api/v1/people/624431","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",97.2,89.5,14,0.92,0.3877,6.7043,30.8657,-30.3662,-8.2984,0.8938,1.1146,1.5543,11.9109,-141.0564,-6.4573,-2.0767,50.0023,5.8204,-16.7899,24,7.2,24,1644,227,NA,NA,NA,NA,NA,NA,FALSE,-28.6,0.5,12.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718427,"2023-04-25",4,"2023-04-26T01:57:37.040Z","2023-04-26T01:57:42.387Z",TRUE,"pitch","80b25a38-266a-4cbe-97ed-f8d014bc58a2",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.58,1.77,NA,93.85,183.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Franchy Cordero strikes out swinging.",0,2,6,69,"top",9,"2023-04-26T01:56:02.931Z","2023-04-26T01:57:42.387Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,614173,"Franchy Cordero","/api/v1/people/614173","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Minnesota Twins","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.4,80.3,9,2,0.4319,6.6302,27.8672,-41.6022,2.3753,-5.7937,0.6074,2.0581,6.0219,-127.1623,-1.9072,-2.1072,50.0059,6.141,3.8623,7.2,10.8,24,2829,44,NA,NA,NA,NA,NA,NA,TRUE,-46.7,-10.7,-5.8,NA,NA,NA,NA,NA,TRUE,TRUE,641432,"Willie Calhoun","/api/v1/people/641432",NA,NA,NA,NA,NA,NA,NA
718427,"2023-04-25",3,"2023-04-26T01:57:16.060Z","2023-04-26T01:57:19.963Z",TRUE,"pitch","9f1da840-c81a-4fa0-9900-149e8b004099",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.58,1.77,NA,135.89,143.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Franchy Cordero strikes out swinging.",0,2,6,69,"top",9,"2023-04-26T01:56:02.931Z","2023-04-26T01:57:42.387Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,614173,"Franchy Cordero","/api/v1/people/614173","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.3,91.4,1,0.93,0.3759,6.4987,34.7433,-11.2695,-6.2388,9.7228,-0.4955,3.5263,7.3311,-145.7948,-5.3642,-2.2337,50.0004,6.0721,-13.4104,43.2,3.6,24,2136,220,NA,NA,NA,NA,NA,NA,FALSE,-10.6,16.7,9.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718427,"2023-04-25",2,"2023-04-26T01:56:55.018Z","2023-04-26T01:56:59.952Z",TRUE,"pitch","6a6f97c5-300a-4ca8-b7a0-b4afd1be8ebe",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.5724,1.6845,NA,84.25,208.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Franchy Cordero strikes out swinging.",0,2,6,69,"top",9,"2023-04-26T01:56:02.931Z","2023-04-26T01:57:42.387Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,614173,"Franchy Cordero","/api/v1/people/614173","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Minnesota Twins","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.4,79.4,14,2,0.4378,6.7244,27.9524,-41.8206,2.3727,-6.0963,0.8592,1.1185,6.3497,-125.62,-3.8475,-2.0204,50.0046,6.1066,3.7525,6,10.8,24,2792,42,NA,NA,NA,NA,NA,NA,FALSE,-48.7,-11.8,-5.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718427,"2023-04-25",1,"2023-04-26T01:56:32.898Z","2023-04-26T01:56:39.035Z",TRUE,"pitch","646195de-fc1c-4de2-a506-4fae44f05208",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6015,1.7426,NA,76.45,199.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Franchy Cordero strikes out swinging.",0,2,6,69,"top",9,"2023-04-26T01:56:02.931Z","2023-04-26T01:57:42.387Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,614173,"Franchy Cordero","/api/v1/people/614173","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Minnesota Twins","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.9,80.8,14,2,0.4297,6.6462,27.6803,-38.6179,0.1102,-3.9245,1.0639,1.4647,7.8872,-127.7454,-3.6478,-2.0849,50.0001,5.9643,0.1804,2.4,9.6,24,2671,37,NA,NA,NA,NA,NA,NA,FALSE,-43.3,-7.7,-2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718427,"2023-04-25",0,"2023-04-26T01:56:14.669Z","2023-04-26T01:56:18.142Z",TRUE,"pitch","43ba901d-d5cd-438e-90d8-f5757961ed76",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.58,1.77,NA,104.49,170.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Franchy Cordero strikes out swinging.",0,2,6,69,"top",9,"2023-04-26T01:56:02.931Z","2023-04-26T01:57:42.387Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,614173,"Franchy Cordero","/api/v1/people/614173","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Minnesota Twins","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.8,79.6,6,2,0.4348,6.8196,27.565,-40.1459,2.5406,-4.9731,0.3283,2.5364,5.5514,-126.3271,-0.725,-2.2343,50.0003,6.0757,4.0743,7.2,10.8,24,2766,57,NA,NA,NA,NA,NA,NA,FALSE,-45.4,-8.9,-6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718427,"2023-04-25",4,"2023-04-26T01:55:34.962Z","2023-04-26T01:55:47.888Z",TRUE,"pitch","3457dfb0-a21e-4dae-9d1b-d8bd4e171991",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.29,1.49,NA,115.81,150.61,"fly_ball","medium","8",118.71,102.99,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Oswald Peraza flies out to center fielder Michael A. Taylor.",0,2,6,68,"top",9,"2023-04-26T01:54:09.646Z","2023-04-26T01:55:47.888Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Minnesota Twins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.2,92.3,2,0.91,0.3726,6.559,34.8961,-13.8397,-7.496,8.3769,0.0313,3.2656,8.5402,-147.0195,-5.6272,-1.9375,50.0043,6.0261,-16.4094,43.2,3.6,24,2091,224,85.3,46,244,NA,NA,NA,TRUE,-12.6,14.2,11.9,NA,NA,NA,NA,NA,TRUE,TRUE,641432,"Willie Calhoun","/api/v1/people/641432",NA,NA,NA,NA,NA,NA,NA
718427,"2023-04-25",3,"2023-04-26T01:55:12.101Z","2023-04-26T01:55:15.959Z",TRUE,"pitch","c6238815-19a2-42ca-a2af-b0443f8bbd4e",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,0,NA,NA,3.29,1.49,NA,101.66,184.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Oswald Peraza flies out to center fielder Michael A. Taylor.",0,2,6,68,"top",9,"2023-04-26T01:54:09.646Z","2023-04-26T01:55:47.888Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",96.8,89.6,9,0.93,0.3878,6.5452,28.9026,-27.6674,-7.7549,2.2292,0.4024,2.022,9.3206,-140.696,-5.9794,-1.9301,50.0056,5.9439,-15.7068,25.2,6,24,1688,224,NA,NA,NA,NA,NA,NA,FALSE,-25.9,3,12.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718427,"2023-04-25",2,"2023-04-26T01:54:50.406Z","2023-04-26T01:54:56.486Z",TRUE,"pitch","ddb336e8-318a-4ff3-ad11-b21e47a3855a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.2341,1.4342,NA,129.24,132.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Oswald Peraza flies out to center fielder Michael A. Taylor.",0,2,6,68,"top",9,"2023-04-26T01:54:09.646Z","2023-04-26T01:55:47.888Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,672724,"Oswald Peraza","/api/v1/people/672724","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.2,90.9,11,0.91,0.379,6.3918,32.4819,-13.3297,-7.9504,8.9016,-0.3212,3.9445,7.4921,-144.338,-4.0323,-1.9131,50.006,6.176,-16.8377,46.8,3.6,24,2111,224,NA,NA,NA,NA,NA,NA,FALSE,-12.2,15.5,13,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
