"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718625,"2023-04-11",6,"2023-04-12T01:15:35.268Z","2023-04-12T01:15:43.837Z",TRUE,"pitch","71d4b292-49b4-4749-a14c-011c49dbda8e",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,2,NA,NA,3.21,1.62,NA,165.44,148.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging, catcher Francisco Mejia to first baseman Luke Raley.",0,2,7,73,"top",9,"2023-04-12T01:13:41.322Z","2023-04-12T01:15:43.837Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",87.7,80.9,11,2,0.4275,5.5239,25.0892,-27.0965,7.2916,3.0516,-1.2708,3.3478,0.0137,-127.8643,-0.9481,-2.2244,50.0029,5.8396,12.1361,24,7.2,24,2894,43,NA,NA,NA,NA,NA,NA,TRUE,-29.8,5.5,-13.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718625,"2023-04-11",5,"2023-04-12T01:15:11.488Z","2023-04-12T01:15:15.708Z",TRUE,"pitch","c2872562-b1fc-41c2-8c17-c87621157206",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2062,1.6175,NA,105.9,210.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging, catcher Francisco Mejia to first baseman Luke Raley.",0,2,7,73,"top",9,"2023-04-12T01:13:41.322Z","2023-04-12T01:15:43.837Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.6,83.9,14,2,0.4146,5.7074,26.3864,-25.7065,4.8969,3.6525,0.2913,1.0654,4.1142,-131.8057,-7.0241,-1.9225,50.002,5.6463,8.6685,19.2,6,24,2809,51,NA,NA,NA,NA,NA,NA,FALSE,-27.8,5.4,-9.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718625,"2023-04-11",4,"2023-04-12T01:14:43.169Z","2023-04-12T01:14:46.767Z",TRUE,"pitch","e8ef78d3-1653-45d3-a904-41ff1ac5901a",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.21,1.62,NA,113.06,188.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging, catcher Francisco Mejia to first baseman Luke Raley.",0,2,7,73,"top",9,"2023-04-12T01:13:41.322Z","2023-04-12T01:15:43.837Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",88.5,81.5,8,2,0.4251,5.6031,26.8362,-29.9613,5.0061,1.3159,0.1033,1.8592,3.221,-128.8456,-4.1532,-1.8135,50.0025,5.8079,8.414,16.8,7.2,24,2735,46,NA,NA,NA,NA,NA,NA,FALSE,-33.2,1.7,-9.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718625,"2023-04-11",3,"2023-04-12T01:14:22.646Z","2023-04-12T01:14:26.747Z",TRUE,"pitch","206a5174-b9fb-4fe8-84fb-dba5c26b6ada",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.3297,1.597,NA,141.63,168.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging, catcher Francisco Mejia to first baseman Luke Raley.",0,2,7,73,"top",9,"2023-04-12T01:13:41.322Z","2023-04-12T01:15:43.837Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",87.3,80.1,4,2,0.4315,5.4768,27.1732,-34.6489,7.3262,-1.5222,-0.646,2.5978,1.4466,-127.1527,-1.3713,-2.1743,50.0006,5.9048,11.9392,19.2,9.6,24,2719,47,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-2.9,-13.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718625,"2023-04-11",2,"2023-04-12T01:14:03.829Z","2023-04-12T01:14:08.178Z",TRUE,"pitch","290e81ba-da70-4662-b8fd-6e9cc701f5c4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3091,1.5353,NA,74.96,92.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging, catcher Francisco Mejia to first baseman Luke Raley.",0,2,7,73,"top",9,"2023-04-12T01:13:41.322Z","2023-04-12T01:15:43.837Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.2,12,2,0.393,5.5605,32.776,-11.6164,-1.9645,10.4606,1.1029,5.4335,8.0086,-139.613,0.1662,-1.5532,50.0002,6.1406,-3.862,9.6,2.4,24,2305,200,NA,NA,NA,NA,NA,NA,FALSE,-10.7,19.2,1.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718625,"2023-04-11",1,"2023-04-12T01:13:43.562Z","2023-04-12T01:13:47.768Z",TRUE,"pitch","37eba981-ee79-447e-bf85-62b7a4197744",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.21,1.62,NA,119.72,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging, catcher Francisco Mejia to first baseman Luke Raley.",0,2,7,73,"top",9,"2023-04-12T01:13:41.322Z","2023-04-12T01:15:43.837Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.7,2,2,0.3928,5.6866,31.0764,-12.8054,-3.4182,9.8325,-0.0713,2.7698,5.7546,-139.4002,-6.2597,-1.7174,50.0011,5.8882,-6.7327,21.6,3.6,24,2292,209,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.7,5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718625,"2023-04-11",0,"2023-04-12T01:12:50.912Z","2023-04-12T01:13:43.562Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Enrique Hernandez strikes out swinging, catcher Francisco Mejia to first baseman Luke Raley.",0,2,7,73,"top",9,"2023-04-12T01:13:41.322Z","2023-04-12T01:15:43.837Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718625,"2023-04-11",6,"2023-04-12T01:12:12.384Z","2023-04-12T01:12:23.125Z",TRUE,"pitch","4e87050f-bc4b-4dcc-8b07-56fc5d6352e7",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.37,1.65,NA,88.4,167.32,"line_drive","medium","9",172.02,93.44,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Reese McGuire singles on a line drive to right fielder Manuel Margot. Alex Verdugo scores. Raimel Tapia to 2nd.",1,2,7,72,"top",9,"2023-04-12T01:09:42.846Z","2023-04-12T01:12:23.125Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,624512,"Reese McGuire","/api/v1/people/624512","L","Left",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86.8,79.3,6,2,0.4357,5.6491,28.8918,-40.6472,10.7376,-5.3145,0.7503,2.6465,2.6814,-126.3377,-0.416,-1.7224,50.0008,6.1172,17.1268,22.8,10.8,24,3057,31,88.3,16,230,NA,NA,NA,FALSE,-46.1,-9.4,-20,NA,NA,NA,NA,FALSE,TRUE,624512,"Reese McGuire","/api/v1/people/624512",606132,"Raimel Tapia","/api/v1/people/606132",NA,NA,NA,NA,NA,NA,NA
718625,"2023-04-11",5,"2023-04-12T01:11:45.177Z","2023-04-12T01:11:48.263Z",TRUE,"pitch","ab49d900-05ae-4209-9c5e-c8a5f7d2ccb9",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.37,1.65,NA,139.79,168.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Reese McGuire singles on a line drive to right fielder Manuel Margot. Alex Verdugo scores. Raimel Tapia to 2nd.",1,2,7,72,"top",9,"2023-04-12T01:09:42.846Z","2023-04-12T01:12:23.125Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,624512,"Reese McGuire","/api/v1/people/624512","L","Left",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.5,4,2,0.3888,5.663,31.8534,-10.1853,-4.1446,10.9408,-0.5978,2.5907,4.5948,-140.8383,-7.3454,-1.7116,50.0015,5.8905,-8.3292,31.2,2.4,24,2391,210,NA,NA,NA,NA,NA,NA,FALSE,-10.7,18.5,6.6,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718625,"2023-04-11",4,"2023-04-12T01:11:15.597Z","2023-04-12T01:11:18.910Z",TRUE,"pitch","62cf9f12-b792-4f52-8992-71eed3422b10",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.37,1.65,NA,101.49,190.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Reese McGuire singles on a line drive to right fielder Manuel Margot. Alex Verdugo scores. Raimel Tapia to 2nd.",1,2,7,72,"top",9,"2023-04-12T01:09:42.846Z","2023-04-12T01:12:23.125Z",TRUE,TRUE,FALSE,FALSE,33,1,2,2,624512,"Reese McGuire","/api/v1/people/624512","L","Left",676534,"Calvin Faucher","/api/v1/people/676534","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",86.3,79.4,9,2,0.4371,5.7078,27.3346,-43.4046,5.1826,-7.0735,0.4068,1.7699,3.7553,-125.6938,-1.8343,-1.784,50.0038,6.059,8.227,12,12,24,2961,17,NA,NA,NA,NA,NA,NA,FALSE,-49.8,-13,-10.3,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
