"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746804,"2024-04-29",4,"2024-04-30T02:15:20.863Z","2024-04-30T02:15:25.529Z",TRUE,"pitch","d834947b-7f1a-44b3-98e7-12129eaba80b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.57,1.62,NA,126.99,168.89,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Korey Lee strikes out swinging.",0,3,2,70,"bottom",9,"2024-04-30T02:14:37.880Z","2024-04-30T02:15:25.529Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,686676,"Korey Lee","/api/v1/people/686676","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",73,67.2,5,0.88,0.5169,6.395,19.5322,-41.622,-7.1467,-8.3285,-0.2622,2.5886,0.7705,-106.2875,2.2876,0.2966,50.0001,6.2518,-8.1121,10.8,15.6,24,2339,328,NA,NA,NA,NA,NA,NA,TRUE,-65.5,-14,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746804,"2024-04-29",3,"2024-04-30T02:14:58.673Z","2024-04-30T02:15:01.833Z",TRUE,"pitch","5a5c0947-9062-40fd-8ee6-4e5a9ced22c7",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.57,1.62,NA,137.68,145.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Korey Lee strikes out swinging.",0,3,2,70,"bottom",9,"2024-04-30T02:14:37.880Z","2024-04-30T02:15:25.529Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,686676,"Korey Lee","/api/v1/people/686676","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,85.1,1,0.86,0.4056,6.3138,27.252,-15.0387,1.4846,9.2638,-0.5426,3.4558,-2.931,-134.669,-3.9957,0.3635,50.0064,6.0117,2.7476,8.4,3.6,24,2175,164,NA,NA,NA,NA,NA,NA,FALSE,-15.6,16.2,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746804,"2024-04-29",2,"2024-04-30T02:14:40.133Z","2024-04-30T02:14:43.693Z",TRUE,"pitch","8b3ba7e7-768f-4763-af92-45f84deb01ba",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5843,1.6792,NA,134.56,182.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Korey Lee strikes out swinging.",0,3,2,70,"bottom",9,"2024-04-30T02:14:37.880Z","2024-04-30T02:15:25.529Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,686676,"Korey Lee","/api/v1/people/686676","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",73.9,68.4,7,0.88,0.5096,6.7384,19.2649,-42.0657,-6.6901,-8.4612,-0.4607,2.0904,-0.0946,-107.6167,1.2151,0.4526,50.003,6.1902,-7.8204,10.8,14.4,24,2381,326,NA,NA,NA,NA,NA,NA,FALSE,-64.8,-14.6,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746804,"2024-04-29",0,"2024-04-30T02:14:07.227Z","2024-04-30T02:14:07.228Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Braden Shewmake replaces Robbie Grossman.","Offensive Substitution",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,669699,"/api/v1/people/669699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","802","70","atBat","Strikeout","strikeout","Korey Lee strikes out swinging.",0,3,2,70,"bottom",9,"2024-04-30T02:14:37.880Z","2024-04-30T02:15:25.529Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,686676,"Korey Lee","/api/v1/people/686676","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,543257,"/api/v1/people/543257",NA,NA,NA,NA,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746804,"2024-04-29",1,"2024-04-30T02:14:07.228Z","2024-04-30T02:14:40.133Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Korey Lee strikes out swinging.",0,3,2,70,"bottom",9,"2024-04-30T02:14:37.880Z","2024-04-30T02:15:25.529Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,686676,"Korey Lee","/api/v1/people/686676","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746804,"2024-04-29",3,"2024-04-30T02:13:06.959Z","2024-04-30T02:13:18.476Z",TRUE,"pitch","f8224814-aa1a-444f-9da1-7d8abc26f995",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,2,NA,NA,3.15,1.44,NA,129.66,150.63,"fly_ball","medium","9",177.15,132.85,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Robbie Grossman singles on a fly ball to right fielder Max Kepler. Danny Mendick to 3rd.",0,3,2,69,"bottom",9,"2024-04-30T02:12:25.567Z","2024-04-30T02:13:18.476Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,543257,"Robbie Grossman","/api/v1/people/543257","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.2,1,0.91,0.3991,6.3494,30.1254,-12.354,1.9003,10.3894,-0.3323,3.2648,-2.4757,-137.1997,-5.0408,0.3346,50.0039,5.9666,3.6259,13.2,2.4,24,2211,158,62.9,36,197,NA,NA,NA,FALSE,-12.8,18,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,543257,"Robbie Grossman","/api/v1/people/543257",NA,NA,NA,664901,"Danny Mendick","/api/v1/people/664901"
746804,"2024-04-29",2,"2024-04-30T02:12:47.715Z","2024-04-30T02:12:51.270Z",TRUE,"pitch","2cf06ca9-ba46-48be-a1c5-5b6e32527506",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.2042,1.4025,NA,99.42,175.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Robbie Grossman singles on a fly ball to right fielder Max Kepler. Danny Mendick to 3rd.",0,3,2,69,"bottom",9,"2024-04-30T02:12:25.567Z","2024-04-30T02:13:18.476Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,543257,"Robbie Grossman","/api/v1/people/543257","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",74.4,68.2,6,0.88,0.5083,6.3099,21.2635,-42.4748,-5.0356,-8.7847,0.4612,2.3521,1.7075,-108.3133,1.6299,0.311,50.0033,6.282,-5.9038,7.2,14.4,24,2442,326,NA,NA,NA,NA,NA,NA,FALSE,-64.8,-15,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746804,"2024-04-29",1,"2024-04-30T02:12:27.943Z","2024-04-30T02:12:30.943Z",TRUE,"pitch","cb709baa-122f-4e2c-a4ae-ead6e1d55ac7",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.15,1.44,NA,163.58,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Robbie Grossman singles on a fly ball to right fielder Max Kepler. Danny Mendick to 3rd.",0,3,2,69,"bottom",9,"2024-04-30T02:12:25.567Z","2024-04-30T02:13:18.476Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,543257,"Robbie Grossman","/api/v1/people/543257","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.5,13,0.89,0.4038,6.5385,28.5412,-12.6452,1.1716,10.4728,-1.2219,2.2142,-4.4287,-135.4413,-7.3175,0.2796,50.0035,5.8282,2.1852,4.8,3.6,24,2166,157,NA,NA,NA,NA,NA,NA,FALSE,-13.8,17.6,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746804,"2024-04-29",0,"2024-04-30T02:12:07.965Z","2024-04-30T02:12:27.943Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Robbie Grossman replaces Paul DeJong.","Offensive Substitution",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,543257,"/api/v1/people/543257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","69","atBat","Single","single","Robbie Grossman singles on a fly ball to right fielder Max Kepler. Danny Mendick to 3rd.",0,3,2,69,"bottom",9,"2024-04-30T02:12:25.567Z","2024-04-30T02:13:18.476Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,543257,"Robbie Grossman","/api/v1/people/543257","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,657557,"/api/v1/people/657557",NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746804,"2024-04-29",2,"2024-04-30T02:11:44.473Z","2024-04-30T02:11:54.473Z",TRUE,"pitch","d5e06174-e7a5-4dfa-ac62-fa70322ee9a0",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.5,1.63,NA,130.8,151.66,"line_drive","medium","9",176.35,92.74,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Tommy Pham lines out to right fielder Max Kepler.",0,3,2,68,"bottom",9,"2024-04-30T02:11:22.274Z","2024-04-30T02:11:54.473Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,502054,"Tommy Pham","/api/v1/people/502054","R","Right",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,86.4,1,0.89,0.4001,6.3597,27.0065,-14.6083,3.2036,9.2306,-0.362,3.2268,-3.0823,-136.355,-4.7689,0.3611,50.0033,5.9899,6.0969,19.2,3.6,24,2166,159,91.1,18,293,NA,NA,NA,TRUE,-14.9,16.1,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664901,"Danny Mendick","/api/v1/people/664901",NA,NA,NA,NA,NA,NA
