"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718138,"2023-05-17",2,"2023-05-17T21:48:06.673Z","2023-05-17T21:48:13.192Z",TRUE,"pitch","ed3c939d-16d4-43c0-a208-8379e77fe8bf",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.5,1.76,NA,107.56,206.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Jose Barrero strikes out swinging.",0,6,11,82,"top",9,"2023-05-17T21:47:13.676Z","2023-05-17T21:48:13.192Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,676480,"Jose Barrero","/api/v1/people/676480","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Colorado Rockies","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.3,77.7,14,0.91,0.45,5.7978,22.3627,-35.8506,5.4119,-2.4441,0.2477,1.191,2.2302,-121.413,-4.373,-1.3843,50.0043,6.1143,8.1316,13.2,9.6,24,2671,38,NA,NA,NA,NA,NA,NA,TRUE,-44.3,-5.2,-10.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718138,"2023-05-17",1,"2023-05-17T21:47:46.696Z","2023-05-17T21:47:50.439Z",TRUE,"pitch","bfa1878a-e285-4c59-b5cc-7afeef960157",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.2754,1.6738,NA,121.76,143.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Jose Barrero strikes out swinging.",0,6,11,82,"top",9,"2023-05-17T21:47:13.676Z","2023-05-17T21:48:13.192Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,676480,"Jose Barrero","/api/v1/people/676480","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.3,11,0.89,0.4354,5.8161,25.5385,-32.6494,3.9475,-0.2918,-0.1248,3.5157,2.8976,-125.8112,0.8257,-1.8045,50.0055,5.8294,6.3291,12,8.4,24,2648,74,NA,NA,NA,NA,NA,NA,FALSE,-36.7,-0.1,-7.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718138,"2023-05-17",0,"2023-05-17T21:47:17.690Z","2023-05-17T21:47:21.623Z",TRUE,"pitch","89c3ea0c-06fc-4418-9ca6-bc78f2bc238b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.346,1.6974,NA,149.37,140.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Jose Barrero strikes out swinging.",0,6,11,82,"top",9,"2023-05-17T21:47:13.676Z","2023-05-17T21:48:13.192Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,676480,"Jose Barrero","/api/v1/people/676480","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Colorado Rockies","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.4,76.5,11,0.91,0.4543,5.779,20.9527,-36.7326,4.0661,-3.088,-0.8491,3.6474,0.1177,-120.0825,1.2401,-1.4278,50.0038,6.3661,6.0007,9.6,9.6,24,2511,44,NA,NA,NA,NA,NA,NA,FALSE,-45,-5.2,-7.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718138,"2023-05-17",2,"2023-05-17T21:46:44.296Z","2023-05-17T21:46:52.601Z",TRUE,"pitch","8d6c0e70-188b-416f-b2f1-f955db7680a4",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.37,1.54,NA,157.68,171.72,"popup","medium","6",113.89,132.24,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Pop Out","field_out","Wil Myers pops out to shortstop Alan Trejo on the infield fly rule.",0,6,11,81,"top",9,"2023-05-17T21:46:42.015Z","2023-05-17T21:46:52.601Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,571976,"Wil Myers","/api/v1/people/571976","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.9,77.4,11,0.91,0.4507,5.5822,20.7781,-37.5307,2.243,-3.5698,-1.0672,2.4836,0.2937,-120.9355,-1.4467,-1.4816,50.003,6.3439,3.3647,4.8,10.8,24,2688,57,67.2,55,175,NA,NA,NA,TRUE,-45.7,-6.6,-4.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,621028,"Kevin Newman","/api/v1/people/621028",668715,"Spencer Steer","/api/v1/people/668715",656413,"Stuart Fairchild","/api/v1/people/656413"
718138,"2023-05-17",0,"2023-05-17T21:44:14.184Z","2023-05-17T21:45:00.763Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"81","atBat","Pop Out","field_out","Wil Myers pops out to shortstop Alan Trejo on the infield fly rule.",0,6,11,81,"top",9,"2023-05-17T21:46:42.015Z","2023-05-17T21:46:52.601Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,571976,"Wil Myers","/api/v1/people/571976","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718138,"2023-05-17",1,"2023-05-17T21:45:00.763Z","2023-05-17T21:46:44.296Z",FALSE,"action",NA,NA,"Pitching Change: Pierce Johnson replaces Riley Pint.","Pitching Substitution",6,11,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,572955,"/api/v1/people/572955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"81","atBat","Pop Out","field_out","Wil Myers pops out to shortstop Alan Trejo on the infield fly rule.",0,6,11,81,"top",9,"2023-05-17T21:46:42.015Z","2023-05-17T21:46:52.601Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,571976,"Wil Myers","/api/v1/people/571976","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718138,"2023-05-17",3,"2023-05-17T21:43:49.323Z","2023-05-17T21:43:55.676Z",TRUE,"pitch","9f4f7399-3bf9-4e74-9097-692319d2a58c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,1,NA,NA,3.0572,1.4702,NA,82.29,137.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Kevin Newman walks.",0,6,11,80,"top",9,"2023-05-17T21:42:53.383Z","2023-05-17T21:43:55.676Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,621028,"Kevin Newman","/api/v1/people/621028","R","Right",666207,"Riley Pint","/api/v1/people/666207","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Colorado Rockies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,87.1,12,0.91,0.398,6.6872,26.8791,-29.1946,-6.6413,1.5526,0.9106,3.758,10.7269,-136.981,-0.1403,-2.1721,50.0053,5.786,-12.7731,20.4,6,24,2179,223,NA,NA,NA,NA,NA,NA,FALSE,-27.6,3,10.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,621028,"Kevin Newman","/api/v1/people/621028",668715,"Spencer Steer","/api/v1/people/668715",656413,"Stuart Fairchild","/api/v1/people/656413"
718138,"2023-05-17",2,"2023-05-17T21:43:30.827Z","2023-05-17T21:43:33.915Z",TRUE,"pitch","8217ed34-b79e-4925-a94a-5ed0b0df1640",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.0807,1.5175,NA,66.29,201.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Kevin Newman walks.",0,6,11,80,"top",9,"2023-05-17T21:42:53.383Z","2023-05-17T21:43:55.676Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,621028,"Kevin Newman","/api/v1/people/621028","R","Right",666207,"Riley Pint","/api/v1/people/666207","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,87.2,14,0.85,0.3999,6.8067,26.1981,-29.87,-6.3479,1.2119,1.3305,1.368,11.7771,-136.2731,-5.7271,-2.1967,50.006,5.526,-12.1016,18,7.2,24,2101,224,NA,NA,NA,NA,NA,NA,FALSE,-29.6,1.2,9.4,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718138,"2023-05-17",1,"2023-05-17T21:43:09.600Z","2023-05-17T21:43:12.653Z",TRUE,"pitch","eb3ba64f-8541-45eb-9b55-ebad15ff06bb",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.1278,1.5175,NA,80.87,144.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Kevin Newman walks.",0,6,11,80,"top",9,"2023-05-17T21:42:53.383Z","2023-05-17T21:43:55.676Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,621028,"Kevin Newman","/api/v1/people/621028","R","Right",666207,"Riley Pint","/api/v1/people/666207","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,87.1,12,0.79,0.399,6.7994,25.3134,-26.5842,-2.6486,2.9166,0.9478,3.494,9.7844,-136.4185,-1.1753,-2.3152,50.0015,5.7348,-5.0752,7.2,6,24,2109,224,NA,NA,NA,NA,NA,NA,FALSE,-25.4,5.3,3.1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718138,"2023-05-17",0,"2023-05-17T21:42:55.049Z","2023-05-17T21:42:59.555Z",TRUE,"pitch","44a23a23-4c93-4d9a-88b1-1aaea6b9e420",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1514,1.4939,NA,112.79,143.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Walk","walk","Kevin Newman walks.",0,6,11,80,"top",9,"2023-05-17T21:42:53.383Z","2023-05-17T21:43:55.676Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,621028,"Kevin Newman","/api/v1/people/621028","R","Right",666207,"Riley Pint","/api/v1/people/666207","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,81.3,12,2,0.4296,6.8702,20.2394,-30.735,5.4238,0.8694,0.1104,3.5436,5.2464,-126.3906,1.2058,-2.6799,50.0026,5.4871,8.9744,18,8.4,24,2384,81,NA,NA,NA,NA,NA,NA,FALSE,-33.6,2,-10.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
