"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717001,"2023-08-14",3,"2023-08-15T02:10:49.436Z","2023-08-15T02:10:55.453Z",TRUE,"pitch","1983a227-1024-4e73-9484-2b23706ae7b9",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.4,1.6,NA,96.66,154.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,3,11,79,"top",9,"2023-08-15T02:09:29.493Z","2023-08-15T02:10:55.453Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,88.7,3,0.91,0.3882,7.4019,31.6494,-12.0444,-5.8083,9.9778,0.5337,3.1123,9.8171,-141.0322,-4.9268,-2.2354,50.0026,5.6568,-11.7187,36,3.6,24,2525,212,NA,NA,NA,NA,NA,NA,TRUE,-11.9,17.3,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717001,"2023-08-14",2,"2023-08-15T02:10:26.655Z","2023-08-15T02:10:30.825Z",TRUE,"pitch","93d3fbaa-2239-4909-937c-c8a7e702318b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.4,1.6,NA,114.76,173.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,3,11,79,"top",9,"2023-08-15T02:09:29.493Z","2023-08-15T02:10:55.453Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88,5,0.91,0.3911,7.4099,31.9729,-11.361,-7.1399,10.4817,0.0588,2.4053,9.4527,-140.0957,-6.6597,-2.4331,50.0006,5.5575,-14.1754,43.2,3.6,24,2493,217,NA,NA,NA,NA,NA,NA,FALSE,-11.8,17.8,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717001,"2023-08-14",1,"2023-08-15T02:10:07.798Z","2023-08-15T02:10:11.039Z",TRUE,"pitch","559e9211-6589-40ab-9a4a-ed382d32c4a1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3959,1.5697,NA,55.95,215.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,3,11,79,"top",9,"2023-08-15T02:09:29.493Z","2023-08-15T02:10:55.453Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,80.2,14,0.9,0.4323,7.3531,28.4882,-28.4288,3.5144,2.31,1.6015,0.8553,9.0711,-127.1896,-5.8434,-2.4819,50.0035,5.4652,5.7011,14.4,7.2,24,2235,143,NA,NA,NA,NA,NA,NA,FALSE,-33.1,2.9,-8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717001,"2023-08-14",0,"2023-08-15T02:09:53.584Z","2023-08-15T02:09:57.101Z",TRUE,"pitch","265ed737-3340-4ac6-920e-a2d122a19491",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3539,1.5275,NA,86.62,177.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Kyle Higashioka strikes out swinging.",0,3,11,79,"top",9,"2023-08-15T02:09:29.493Z","2023-08-15T02:10:55.453Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543309,"Kyle Higashioka","/api/v1/people/543309","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.4,6,0.91,0.3905,7.4447,30.7913,-11.717,-6.7026,10.2619,0.7969,2.2622,10.1814,-140.0938,-7.3012,-2.0088,50.0021,5.663,-13.3614,39.6,3.6,24,2463,216,NA,NA,NA,NA,NA,NA,FALSE,-12.2,17.3,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717001,"2023-08-14",1,"2023-08-15T02:09:07.129Z","2023-08-15T02:09:23.621Z",TRUE,"pitch","0220a617-f430-4c6d-a2c9-68bea09526b2",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,2,NA,NA,3.17,1.54,NA,109.91,197.28,"fly_ball","hard","8",101.49,29.82,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Triple","triple","Anthony Volpe triples (4) on a sharp fly ball to center fielder Michael Harris II. Billy McKinney scores.",1,3,11,78,"top",9,"2023-08-15T02:08:27.324Z","2023-08-15T02:09:23.621Z",TRUE,TRUE,FALSE,FALSE,35,0,1,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,90,8,0.91,0.3857,7.5135,28.0576,-11.9023,-5.8818,9.893,0.1859,1.5371,9.4873,-141.2775,-9.1334,-2.4307,50.0043,5.5499,-12.0546,37.2,3.6,24,2457,211,101.3,24,388,NA,NA,NA,FALSE,-12.2,16.4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,683011,"Anthony Volpe","/api/v1/people/683011",NA,NA,NA,NA,NA,NA,NA
717001,"2023-08-14",0,"2023-08-15T02:08:48.975Z","2023-08-15T02:08:52.169Z",TRUE,"pitch","4b1fb98d-c76b-488d-8735-2940daae7850",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2147,1.5243,NA,93.82,170.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Triple","triple","Anthony Volpe triples (4) on a sharp fly ball to center fielder Michael Harris II. Billy McKinney scores.",1,3,11,78,"top",9,"2023-08-15T02:08:27.324Z","2023-08-15T02:09:23.621Z",TRUE,TRUE,FALSE,FALSE,35,0,1,2,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88.3,6,0.91,0.391,7.4469,30.3496,-12.7426,-4.6185,9.7691,0.6081,2.5251,9.6364,-139.8586,-6.2309,-2.2757,50.0015,5.6109,-9.1862,26.4,3.6,24,2445,213,NA,NA,NA,NA,NA,NA,FALSE,-13,16.6,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717001,"2023-08-14",5,"2023-08-15T02:08:20.201Z","2023-08-15T02:08:25.057Z",TRUE,"pitch","43affe0d-7fbc-4720-86c0-bdc0f0f45eb1",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,2.988,1.2973,NA,149.86,155.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Billy McKinney walks.",0,2,11,77,"top",9,"2023-08-15T02:07:05.888Z","2023-08-15T02:08:25.057Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,641856,"Billy McKinney","/api/v1/people/641856","L","Left",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88.2,11,0.91,0.3907,7.3288,30.2364,-13.4237,-5.8127,9.408,-0.862,3.075,6.3038,-139.9563,-4.5633,-2.3835,50.0003,5.5991,-11.5823,36,3.6,24,2415,217,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.3,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,641856,"Billy McKinney","/api/v1/people/641856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717001,"2023-08-14",4,"2023-08-15T02:08:04.234Z","2023-08-15T02:08:07.485Z",TRUE,"pitch","c71c56f0-93e9-49e0-be32-3562bf773c1a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.0107,1.32,NA,158.34,148.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Billy McKinney walks.",0,2,11,77,"top",9,"2023-08-15T02:07:05.888Z","2023-08-15T02:08:25.057Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,641856,"Billy McKinney","/api/v1/people/641856","L","Left",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.7,11,0.9,0.3927,7.1093,30.3324,-14.5039,-4.769,8.9601,-1.0846,3.3571,5.6892,-139.3096,-3.5553,-2.5305,50.003,5.6043,-9.4053,28.8,3.6,24,2403,220,NA,NA,NA,NA,NA,NA,FALSE,-14,15.7,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,641856,"Billy McKinney","/api/v1/people/641856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717001,"2023-08-14",3,"2023-08-15T02:07:43.699Z","2023-08-15T02:07:52.173Z",TRUE,"pitch","d2b41c93-1b36-4865-bcc7-74ef54d7a714",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.0366,1.346,NA,111.38,206.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Billy McKinney walks.",0,2,11,77,"top",9,"2023-08-15T02:07:05.888Z","2023-08-15T02:08:25.057Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,641856,"Billy McKinney","/api/v1/people/641856","L","Left",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.8,83.5,14,0.87,0.4173,7.4205,23.5371,-21.6996,-8.1126,5.9803,0.1474,1.1823,8.8365,-130.5071,-7.1201,-2.2042,50.0037,5.5427,-14.2093,28.8,6,24,2272,229,NA,NA,NA,NA,NA,NA,FALSE,-24,9.7,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,641856,"Billy McKinney","/api/v1/people/641856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717001,"2023-08-14",2,"2023-08-15T02:07:23.574Z","2023-08-15T02:07:28.075Z",TRUE,"pitch","55aabd73-ecb6-47ae-9aaf-9c30a0892b19",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.0593,1.346,NA,112.95,205.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Billy McKinney walks.",0,2,11,77,"top",9,"2023-08-15T02:07:05.888Z","2023-08-15T02:08:25.057Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,641856,"Billy McKinney","/api/v1/people/641856","L","Left",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",93.2,85.3,14,0.79,0.4052,7.3403,29.5286,-20.0156,-9.7783,6.5678,0.1062,1.2151,9.9399,-135.1997,-7.4949,-2.3479,50.0033,5.4285,-18.1002,36,6,24,2420,234,NA,NA,NA,NA,NA,NA,FALSE,-21.2,10.4,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,641856,"Billy McKinney","/api/v1/people/641856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
