"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746721,"2024-05-03",6,"2024-05-04T03:25:34.727Z","2024-05-04T03:25:39.193Z",TRUE,"pitch","e9efc828-ce4f-4847-8c4a-965ec14e9533",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,3.6751,1.8321,NA,122.58,158.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,3,0,68,"bottom",9,"2024-05-04T03:23:46.284Z","2024-05-04T03:25:39.193Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86,5,0.9,0.3997,6.7092,30.3514,-15.6078,-7.4952,8.7078,-0.1463,2.9735,9.2202,-137.0658,-1.5884,-2.5802,50.0023,4.6266,-14.2591,37.2,4.8,24,2127,229,NA,NA,NA,NA,NA,NA,TRUE,-15.2,15.6,11.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746721,"2024-05-03",5,"2024-05-04T03:25:12.132Z","2024-05-04T03:25:16.550Z",TRUE,"pitch","f55bfad1-17c1-4ed4-9cb9-8656c5c8333c",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.67,1.78,NA,134.55,162.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,3,0,68,"bottom",9,"2024-05-04T03:23:46.284Z","2024-05-04T03:25:39.193Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.9,4,0.89,0.4045,6.6033,30.134,-15.5168,-7.2185,8.9725,-0.4604,2.8087,8.1002,-135.5085,-2.0138,-2.5531,50.0007,4.6478,-13.3982,36,4.8,24,2322,225,NA,NA,NA,NA,NA,NA,FALSE,-15.6,16,11.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746721,"2024-05-03",4,"2024-05-04T03:24:54.601Z","2024-05-04T03:24:59.042Z",TRUE,"pitch","17df764f-47ad-4d5b-8c54-5fb1d4f7a3c6",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.6441,1.8298,NA,107.89,114.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,3,0,68,"bottom",9,"2024-05-04T03:23:46.284Z","2024-05-04T03:25:39.193Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,85.7,12,0.9,0.3986,6.4645,33.8021,-14.9651,-7.3651,9.0263,0.239,4.5958,10.459,-137.9719,2.0059,-2.6633,50.0068,4.8737,-14.0497,38.4,3.6,24,2403,226,NA,NA,NA,NA,NA,NA,FALSE,-13.7,17,10.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746721,"2024-05-03",2,"2024-05-04T03:24:26.354Z","2024-05-04T03:24:29.609Z",TRUE,"pitch","8754b89a-5803-4a82-bd00-8c56c17ec979",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.67,1.78,NA,148.27,144.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,3,0,68,"bottom",9,"2024-05-04T03:23:46.284Z","2024-05-04T03:25:39.193Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.1,1,0.88,0.4038,6.6152,29.3789,-16.9017,-7.2607,8.1942,-0.8203,3.5093,7.6059,-135.6089,-0.0665,-2.7167,50.0057,4.7121,-13.5387,34.8,4.8,24,2336,222,NA,NA,NA,NA,NA,NA,FALSE,-16.4,15,11.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746721,"2024-05-03",1,"2024-05-04T03:24:03.600Z","2024-05-04T03:24:07.869Z",TRUE,"pitch","712d0e1d-5a98-4a78-93dc-801beda089e6",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.67,1.78,NA,90.96,188.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,3,0,68,"bottom",9,"2024-05-04T03:23:46.284Z","2024-05-04T03:25:39.193Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",82.9,76.4,9,0.9,0.4545,6.5086,24.1644,-39.8442,5.3333,-5.2134,0.6832,1.8576,6.0988,-120.6644,1.0258,-2.5731,50.0049,4.9461,7.8408,13.2,10.8,24,2514,57,NA,NA,NA,NA,NA,NA,FALSE,-48.7,-8.9,-11.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746721,"2024-05-03",0,"2024-05-04T03:23:48.132Z","2024-05-04T03:23:52.542Z",TRUE,"pitch","f4a55800-38fe-4cbe-bd61-e05851507732",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.57,1.7836,NA,77.69,187.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,3,0,68,"bottom",9,"2024-05-04T03:23:46.284Z","2024-05-04T03:25:39.193Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.3,78.7,14,2,0.4415,6.5416,24.5993,-35.9303,6.1419,-2.4105,1.0312,1.9003,7.2673,-124.0225,0.1924,-2.7339,50.0025,4.8162,9.5739,16.8,9.6,24,2654,59,NA,NA,NA,NA,NA,NA,FALSE,-41.6,-4.1,-12.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746721,"2024-05-03",3,"2024-05-04T03:24:41.395Z","2024-05-04T03:24:54.601Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,682829,"/api/v1/people/682829",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Elly De La Cruz called out on strikes.",0,3,0,68,"bottom",9,"2024-05-04T03:23:46.284Z","2024-05-04T03:25:39.193Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,682829,"Elly De La Cruz","/api/v1/people/682829","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746721,"2024-05-03",7,"2024-05-04T03:23:18.583Z","2024-05-04T03:23:22.662Z",TRUE,"pitch","4e0670e4-d400-438f-a20b-316dfed8511f",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.2402,1.4853,NA,95.97,185.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jonathan India called out on strikes.",0,3,0,67,"bottom",9,"2024-05-04T03:21:05.722Z","2024-05-04T03:23:22.662Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663697,"Jonathan India","/api/v1/people/663697","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.6,9,0.9,0.4021,6.6211,30.4569,-15.3818,-7.0879,8.9381,0.5518,1.9616,10.4709,-136.3177,-4.2217,-2.4213,50.0032,4.595,-13.3175,33.6,4.8,24,2320,220,NA,NA,NA,NA,NA,NA,TRUE,-15.8,15.5,10.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746721,"2024-05-03",6,"2024-05-04T03:22:50.293Z","2024-05-04T03:22:54.913Z",TRUE,"pitch","10b728bf-f0b7-4f41-95ab-df27fbc08fe2",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.29,1.54,NA,69.81,186.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jonathan India called out on strikes.",0,3,0,67,"bottom",9,"2024-05-04T03:21:05.722Z","2024-05-04T03:23:22.662Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663697,"Jonathan India","/api/v1/people/663697","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.4,79.5,14,0.87,0.4363,6.4914,25.366,-33.9479,2.0395,-1.1116,1.238,1.9244,8.7393,-125.5388,0.1216,-2.5529,50.0016,4.6381,3.256,8.4,8.4,24,2493,67,NA,NA,NA,NA,NA,NA,FALSE,-38.5,-1.7,-5.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746721,"2024-05-03",5,"2024-05-04T03:22:25.837Z","2024-05-04T03:22:29.289Z",TRUE,"pitch","e536f4cd-b8be-488b-a6cd-859a57714dda",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.29,1.54,NA,98.72,175.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jonathan India called out on strikes.",0,3,0,67,"bottom",9,"2024-05-04T03:21:05.722Z","2024-05-04T03:23:22.662Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663697,"Jonathan India","/api/v1/people/663697","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.4,6,0.9,0.3986,6.684,29.7878,-13.1448,-7.2818,9.9475,0.4794,2.3549,10.5335,-137.2929,-3.6785,-2.4571,50.0028,4.6038,-13.9309,39.6,3.6,24,2438,219,NA,NA,NA,NA,NA,NA,FALSE,-13.2,17.4,11,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
