"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717237,"2023-07-28",2,"2023-07-29T03:39:45.098Z","2023-07-29T03:39:48.806Z",TRUE,"pitch","e1d42431-7457-4fa6-a539-49848c6443c2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3208,1.5623,NA,129.71,203.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Single","single","Jake Bauers singles on a line drive to center fielder Colton Cowser.",0,0,0,50,"top",8,"2023-07-29T03:39:26.123Z","2023-07-29T03:40:09.621Z",TRUE,FALSE,FALSE,FALSE,33,2,0,1,641343,"Jake Bauers","/api/v1/people/641343","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,80.6,13,0.9,0.4293,5.5999,26.7183,-31.1105,2.891,0.6452,-0.3335,1.296,3.8674,-127.6705,-3.0742,-2.2445,50.0023,4.9687,4.7636,9.6,8.4,24,2506,52,NA,NA,NA,NA,NA,NA,FALSE,-34.9,0.7,-6.1,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",1,"2023-07-29T03:39:28.518Z","2023-07-29T03:39:31.947Z",TRUE,"pitch","4e241ea1-8b3d-4426-aa81-8d8e3a57c709",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3985,1.6664,NA,195.66,169.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Single","single","Jake Bauers singles on a line drive to center fielder Colton Cowser.",0,0,0,50,"top",8,"2023-07-29T03:39:26.123Z","2023-07-29T03:40:09.621Z",TRUE,FALSE,FALSE,FALSE,33,2,0,1,641343,"Jake Bauers","/api/v1/people/641343","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,88.6,11,0.9,0.3879,5.9745,35.4196,-35.4445,-10.5761,-1.6273,-2.0636,2.5835,4.0891,-141.7544,-2.0076,-2.1593,50,5.5856,-21.3048,30,8.4,24,2216,253,NA,NA,NA,NA,NA,NA,FALSE,-32.2,-3.1,18.1,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",0,"2023-07-29T03:39:16.695Z","2023-07-29T03:39:28.518Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jake Bauers replaces Ben Rortvedt.","Offensive Substitution",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,641343,"/api/v1/people/641343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","50","atBat","Single","single","Jake Bauers singles on a line drive to center fielder Colton Cowser.",0,0,0,50,"top",8,"2023-07-29T03:39:26.123Z","2023-07-29T03:40:09.621Z",TRUE,FALSE,FALSE,FALSE,33,2,0,1,641343,"Jake Bauers","/api/v1/people/641343","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,666163,"/api/v1/people/666163",FALSE,TRUE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",3,"2023-07-29T03:38:38.610Z","2023-07-29T03:38:45.654Z",TRUE,"pitch","9ab728fe-63ab-4feb-9e2c-f58005077905",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.22,1.56,NA,118.62,169.41,"line_drive","hard","9",204.16,106.95,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Lineout","field_out","Anthony Volpe lines out sharply to right fielder Anthony Santander.",0,0,0,49,"top",8,"2023-07-29T03:38:04.818Z","2023-07-29T03:38:45.654Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.6,5,0.91,0.3861,5.5033,30.7277,-32.7497,-11.0236,-0.2845,-0.0425,2.5693,9.0472,-141.5714,-2.3581,-1.8391,50.0005,5.4982,-22.4915,32.4,7.2,24,2281,255,100.8,19,299,NA,NA,NA,TRUE,-29.5,-0.8,18.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",2,"2023-07-29T03:38:21.525Z","2023-07-29T03:38:25.318Z",TRUE,"pitch","f33a7e27-aea1-4203-a7e4-eb1f5977be13",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.1644,1.5564,NA,162.04,152.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Lineout","field_out","Anthony Volpe lines out sharply to right fielder Anthony Santander.",0,0,0,49,"top",8,"2023-07-29T03:38:04.818Z","2023-07-29T03:38:45.654Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,89.3,11,0.91,0.3867,5.7283,31.0277,-32.8458,-10.2591,-0.3286,-1.1816,3.1935,5.8194,-141.4118,-0.9848,-1.9288,50.0051,5.6457,-20.8642,31.2,7.2,24,2284,250,NA,NA,NA,NA,NA,NA,FALSE,-29.5,-0.6,17.5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",1,"2023-07-29T03:38:07.158Z","2023-07-29T03:38:10.751Z",TRUE,"pitch","22f2458e-b79d-49d4-8262-821f9fa92383",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2385,1.6049,NA,84.88,188.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Lineout","field_out","Anthony Volpe lines out sharply to right fielder Anthony Santander.",0,0,0,49,"top",8,"2023-07-29T03:38:04.818Z","2023-07-29T03:38:45.654Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,79.7,14,0.9,0.4363,5.4855,23.1094,-28.3034,4.296,2.4206,0.8425,1.8504,5.9133,-125.1198,-1.908,-2.1016,50.0044,4.9221,6.8719,15.6,7.2,24,2555,65,NA,NA,NA,NA,NA,NA,FALSE,-32.5,4.2,-9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",0,"2023-07-29T03:36:38.160Z","2023-07-29T03:38:07.158Z",FALSE,"action",NA,NA,"Pitching Change: Yennier Cano replaces Shintaro Fujinami.","Pitching Substitution",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666974,"/api/v1/people/666974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"49","atBat","Lineout","field_out","Anthony Volpe lines out sharply to right fielder Anthony Santander.",0,0,0,49,"top",8,"2023-07-29T03:38:04.818Z","2023-07-29T03:38:45.654Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,683011,"Anthony Volpe","/api/v1/people/683011","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",4,"2023-07-29T03:35:39.863Z","2023-07-29T03:35:46.204Z",TRUE,"pitch","dd000186-264e-48b2-9cbf-4473d1de6077",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.15,1.44,NA,130.88,186.42,"ground_ball","medium","3",157.16,165.47,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Adam Frazier grounds out to first baseman Anthony Rizzo.",0,0,0,48,"bottom",7,"2023-07-29T03:33:59.319Z","2023-07-29T03:35:46.204Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624428,"Adam Frazier","/api/v1/people/624428","L","Left",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,83.5,7,0.91,0.4156,6.3534,26.1212,-27.9666,2.0538,2.3913,-0.3641,1.9391,4.7204,-131.459,-4.1043,-2.4452,50.0053,5.5808,3.6192,8.4,7.2,24,2484,156,86.4,-29,5,NA,NA,NA,TRUE,-29.6,3.7,-4.7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",3,"2023-07-29T03:35:23.463Z","2023-07-29T03:35:26.463Z",TRUE,"pitch","bf2940a4-2933-47cb-9edb-98a2a7455070",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.0685,1.3844,NA,162,123.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Adam Frazier grounds out to first baseman Anthony Rizzo.",0,0,0,48,"bottom",7,"2023-07-29T03:33:59.319Z","2023-07-29T03:35:46.204Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624428,"Adam Frazier","/api/v1/people/624428","L","Left",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.8,89.9,11,0.92,0.3815,6.3753,34.3033,-11.7856,-6.3098,9.7728,-1.1807,4.2544,5.0077,-143.7486,-2.4407,-2.1283,50.002,5.8492,-13.1629,44.4,3.6,24,2443,207,NA,NA,NA,NA,NA,NA,FALSE,-10.7,17.4,10.3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",2,"2023-07-29T03:35:03.406Z","2023-07-29T03:35:07.137Z",TRUE,"pitch","63aa310d-ccf6-49fb-aec1-0e3e0136047b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.0944,1.3844,NA,146.35,142.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Adam Frazier grounds out to first baseman Anthony Rizzo.",0,0,0,48,"bottom",7,"2023-07-29T03:33:59.319Z","2023-07-29T03:35:46.204Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624428,"Adam Frazier","/api/v1/people/624428","L","Left",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,89.1,11,0.9,0.3859,6.225,32.0265,-12.6219,-3.3438,9.5821,-0.77,3.567,4.4522,-141.8558,-4.113,-1.9244,50.0053,5.8386,-6.8252,22.8,2.4,24,2479,206,NA,NA,NA,NA,NA,NA,FALSE,-12,16.7,5.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",1,"2023-07-29T03:34:32.951Z","2023-07-29T03:34:35.951Z",TRUE,"pitch","9eb729ee-2d08-4cf3-b4c2-99aa9f7ebb71",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.15,1.44,NA,119.38,134.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Adam Frazier grounds out to first baseman Anthony Rizzo.",0,0,0,48,"bottom",7,"2023-07-29T03:33:59.319Z","2023-07-29T03:35:46.204Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624428,"Adam Frazier","/api/v1/people/624428","L","Left",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,89,11,0.92,0.3864,6.2521,32.009,-10.817,-4.8251,10.4954,-0.0625,3.8614,7.2706,-141.6733,-3.5449,-2.0338,50.0046,5.819,-9.8208,34.8,2.4,24,2497,209,NA,NA,NA,NA,NA,NA,FALSE,-10.3,18.5,7.3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",0,"2023-07-29T03:34:15.545Z","2023-07-29T03:34:18.978Z",TRUE,"pitch","dbb5b13c-6fbb-46ae-ad3c-2bf53f9f4758",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1426,1.4329,NA,146.7,155.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Adam Frazier grounds out to first baseman Anthony Rizzo.",0,0,0,48,"bottom",7,"2023-07-29T03:33:59.319Z","2023-07-29T03:35:46.204Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,624428,"Adam Frazier","/api/v1/people/624428","L","Left",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.5,85.4,1,0.76,0.4048,6.3525,26.8703,-19.6995,2.0797,6.7148,-0.7791,3.0932,3.3138,-134.8351,-3.2901,-2.2901,50.0021,5.7044,3.8628,12,4.8,24,2408,185,NA,NA,NA,NA,NA,NA,FALSE,-19.9,11.8,-4.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",4,"2023-07-29T03:33:45.162Z","2023-07-29T03:33:52.992Z",TRUE,"pitch","d0df4723-2d00-4534-9a51-008da9e4cebd",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.67,1.82,NA,99.88,157.48,"ground_ball","medium","4",140.9,140.45,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Ryan Mountcastle grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",0,0,0,47,"bottom",7,"2023-07-29T03:31:50.586Z","2023-07-29T03:33:52.992Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93,86.1,6,0.85,0.4025,6.3229,26.4878,-20.2881,2.2167,6.3199,0.4491,3.011,5.5122,-135.5047,-3.5662,-1.8904,50.0022,5.7422,4.1674,14.4,4.8,24,2487,186,96.9,0,50,NA,NA,NA,TRUE,-20.3,11,-5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",3,"2023-07-29T03:33:23.873Z","2023-07-29T03:33:30.131Z",TRUE,"pitch","fd1004af-8d36-4076-ac77-f7e2e8f51a00",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.6403,1.8684,NA,175.69,122.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Ryan Mountcastle grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",0,0,0,47,"bottom",7,"2023-07-29T03:31:50.586Z","2023-07-29T03:33:52.992Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.5,11,0.89,0.3967,6.3146,31.3666,-11.5748,-3.0478,10.6747,-1.5397,4.2935,2.1535,-138.1695,-2.3148,-1.934,50.0016,5.922,-5.8805,24,2.4,24,2328,208,NA,NA,NA,NA,NA,NA,FALSE,-11.4,19.1,5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",1,"2023-07-29T03:32:27.063Z","2023-07-29T03:32:30.070Z",TRUE,"pitch","2186c1a5-e9b2-48fa-b5df-53221c6c4e1f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6921,1.8684,NA,76.22,224.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Ryan Mountcastle grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",0,0,0,47,"bottom",7,"2023-07-29T03:31:50.586Z","2023-07-29T03:33:52.992Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.6,83,14,0.83,0.4197,6.3474,25.9586,-26.4683,0.5929,3.3061,1.0698,0.5341,7.2883,-130.2348,-8.0167,-1.8359,50.0065,5.6384,1.0228,4.8,6,24,2580,157,NA,NA,NA,NA,NA,NA,FALSE,-29.5,4.4,-2.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",0,"2023-07-29T03:32:14.670Z","2023-07-29T03:32:17.972Z",TRUE,"pitch","aa106abb-b2eb-4228-b04d-e988005792d2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.718,1.8424,NA,126.09,178.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Ryan Mountcastle grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",0,0,0,47,"bottom",7,"2023-07-29T03:31:50.586Z","2023-07-29T03:33:52.992Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.3,8,0.91,0.3904,6.1393,31.2833,-11.6315,-5.3926,10.3046,-0.2384,2.2441,6.3243,-140.2146,-7.7131,-1.821,50.006,5.7871,-10.7545,34.8,3.6,24,2434,212,NA,NA,NA,NA,NA,NA,FALSE,-12.1,17.3,8.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717237,"2023-07-28",2,"2023-07-29T03:32:54.696Z","2023-07-29T03:33:23.873Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"47","atBat","Groundout","field_out","Ryan Mountcastle grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",0,0,0,47,"bottom",7,"2023-07-29T03:31:50.586Z","2023-07-29T03:33:52.992Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",543037,"Gerrit Cole","/api/v1/people/543037","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
