"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745346,"2024-04-24",2,"2024-04-24T22:36:06.408Z","2024-04-24T22:36:14.248Z",TRUE,"pitch","d272f2a6-de1b-48b1-a03e-0af90d590805",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.62,1.74,NA,69.66,185.01,"ground_ball","medium","4",140.1,145.81,NA,NA,TRUE,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Jorge Soler grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.",0,8,2,81,"bottom",9,"2024-04-24T22:35:31.852Z","2024-04-24T22:36:14.248Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,88.4,14,0.9,0.3892,7.2525,33.0362,-17.874,-7.5861,7.1363,1.2419,1.9914,11.1995,-140.9212,-4.4417,-1.8045,50.0049,4.7482,-15.2078,33.6,4.8,24,2252,236,82.4,-1,32,NA,NA,NA,TRUE,-17.2,12.1,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745346,"2024-04-24",1,"2024-04-24T22:35:44.300Z","2024-04-24T22:35:49.370Z",TRUE,"pitch","ad11a93b-f877-4d5a-b55b-912bc1feb398",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.62,1.74,NA,159.73,161.77,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Jorge Soler grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.",0,8,2,81,"bottom",9,"2024-04-24T22:35:31.852Z","2024-04-24T22:36:14.248Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","New York Mets","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.6,11,0.91,0.4295,6.7567,24.0061,-28.6121,1.438,2.1599,-1.1209,2.852,2.1134,-127.1048,-0.204,-2.1474,50.0029,5.1892,2.3726,6,7.2,24,2148,194,NA,NA,NA,NA,NA,NA,FALSE,-31.6,4.1,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745346,"2024-04-24",0,"2024-04-24T22:35:31.852Z","2024-04-24T22:35:35.837Z",TRUE,"pitch","0bf212bc-4f5e-4173-a90d-cd1cc71d5d4a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4893,1.7697,NA,142.17,159.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Jorge Soler grounds out, second baseman Jeff McNeil to first baseman Pete Alonso.",0,8,2,81,"bottom",9,"2024-04-24T22:35:31.852Z","2024-04-24T22:36:14.248Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","New York Mets","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,80.3,4,0.91,0.4325,6.8209,22.3283,-30.3055,1.0418,1.1436,-0.6603,2.9385,3.1987,-126.0016,0.2346,-2.0746,50.0012,5.2661,1.6969,4.8,7.2,24,2059,153,NA,NA,NA,NA,NA,NA,FALSE,-33.7,2.4,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745346,"2024-04-24",3,"2024-04-24T22:34:49.706Z","2024-04-24T22:35:00.320Z",TRUE,"pitch","98a9a093-251f-40f3-ab25-2c3ae2efd7e2",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,1,2,NA,NA,3.1,1.5,NA,126.19,167.92,"ground_ball","medium","3",154.82,164.12,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Field Error","field_error","Michael Conforto reaches on a throwing error by first baseman Pete Alonso. LaMonte Wade Jr. scores.",0,8,2,80,"bottom",9,"2024-04-24T22:34:08.690Z","2024-04-24T22:35:00.320Z",TRUE,TRUE,FALSE,FALSE,0,2,1,2,624424,"Michael Conforto","/api/v1/people/624424","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","New York Mets","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,80.8,2,0.91,0.4279,6.862,24.7652,-27.3614,0.6912,2.8979,-0.2412,2.6244,4.3211,-127.6967,-0.8599,-2.0408,50.0036,5.1061,1.1488,3.6,7.2,24,2204,174,85.5,-34,5,NA,NA,NA,FALSE,-30,5.3,-2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,624424,"Michael Conforto","/api/v1/people/624424",NA,NA,NA,NA,NA,NA
745346,"2024-04-24",2,"2024-04-24T22:34:34.999Z","2024-04-24T22:34:38.948Z",TRUE,"pitch","674c2c1d-a649-469d-b6f6-767addc5eeca",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.0507,1.3546,NA,181.03,124.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Field Error","field_error","Michael Conforto reaches on a throwing error by first baseman Pete Alonso. LaMonte Wade Jr. scores.",0,8,2,80,"bottom",9,"2024-04-24T22:34:08.690Z","2024-04-24T22:35:00.320Z",TRUE,TRUE,FALSE,FALSE,0,2,1,2,624424,"Michael Conforto","/api/v1/people/624424","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.1,11,0.91,0.3889,7.0646,33.3217,-20.4431,-8.0597,5.8459,-1.6799,4.2236,3.9823,-141.0548,1.6239,-2.0661,50.002,4.962,-16.1731,37.2,4.8,24,2177,235,NA,NA,NA,NA,NA,NA,FALSE,-18.1,11.2,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745346,"2024-04-24",1,"2024-04-24T22:34:20.244Z","2024-04-24T22:34:24.625Z",TRUE,"pitch","9b052a09-e5de-4d25-a473-ac0d06c79617",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.1,1.5,NA,128.8,165.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Field Error","field_error","Michael Conforto reaches on a throwing error by first baseman Pete Alonso. LaMonte Wade Jr. scores.",0,8,2,80,"bottom",9,"2024-04-24T22:34:08.690Z","2024-04-24T22:35:00.320Z",TRUE,TRUE,FALSE,FALSE,0,2,1,2,624424,"Michael Conforto","/api/v1/people/624424","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,89,1,0.91,0.3866,7.1949,31.5888,-17.3481,-7.3989,7.286,-0.3095,2.6989,7.3577,-141.5626,-2.8282,-1.978,50.001,4.8182,-15.0519,37.2,4.8,24,2214,237,NA,NA,NA,NA,NA,NA,FALSE,-16.1,12.8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745346,"2024-04-24",0,"2024-04-24T22:34:08.690Z","2024-04-24T22:34:12.851Z",TRUE,"pitch","e2193818-5e39-40a3-8a49-1e5a422f2fa3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1494,1.4758,NA,71.1,211.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Field Error","field_error","Michael Conforto reaches on a throwing error by first baseman Pete Alonso. LaMonte Wade Jr. scores.",0,8,2,80,"bottom",9,"2024-04-24T22:34:08.690Z","2024-04-24T22:35:00.320Z",TRUE,TRUE,FALSE,FALSE,0,2,1,2,624424,"Michael Conforto","/api/v1/people/624424","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","New York Mets","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,81.3,14,0.91,0.428,6.8798,23.92,-25.4602,-0.7777,4.0362,1.2043,0.9935,7.9405,-127.5273,-5.0973,-1.8362,50.0026,5.0032,-1.2952,0,6,24,2118,218,NA,NA,NA,NA,NA,NA,FALSE,-28.9,6.5,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745346,"2024-04-24",0,"2024-04-24T22:33:21.729Z","2024-04-24T22:33:35.989Z",TRUE,"pitch","22786e34-b5f8-4f3b-b5f0-9ebf3e60e4a1",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.1,1.56,NA,122.86,160.46,"line_drive","hard","7",26.43,97.74,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Wilmer Flores singles on a sharp line drive to left fielder Brandon Nimmo. Wilmer Flores out at 2nd on the throw, left fielder Brandon Nimmo to shortstop Francisco Lindor to second baseman Jeff McNeil. LaMonte Wade Jr. to 3rd.",0,8,1,79,"bottom",9,"2024-04-24T22:33:05.899Z","2024-04-24T22:33:35.989Z",TRUE,FALSE,FALSE,TRUE,33,0,0,2,527038,"Wilmer Flores","/api/v1/people/527038","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.4,2,0.91,0.3929,7.2434,32.1938,-13.8461,-8.1101,9.3153,-0.1536,2.9008,7.6431,-139.5632,-2.9686,-1.8776,50.0024,4.8934,-15.956,44.4,3.6,24,2340,229,103,21,350,NA,NA,NA,TRUE,-13.4,16.4,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,664774,"LaMonte Wade Jr.","/api/v1/people/664774"
745346,"2024-04-24",4,"2024-04-24T22:32:46.484Z","2024-04-24T22:32:56.063Z",TRUE,"pitch","b1f94a77-47d0-4ed8-9f00-a44d57495817",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.2,1.51,NA,128.17,193.51,"ground_ball","medium","4",161.74,142.38,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","LaMonte Wade Jr. singles on a ground ball to second baseman Jeff McNeil.",0,8,1,78,"bottom",9,"2024-04-24T22:31:29.377Z","2024-04-24T22:32:56.063Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","New York Mets","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,82.2,7,0.9,0.4206,7.0777,26.5671,-25.89,0.1347,3.6565,-0.293,1.6765,4.4824,-130.085,-3.6081,-2.0539,50.0027,5.0379,0.2312,2.4,6,24,2349,212,76.5,9,97,NA,NA,NA,FALSE,-28.1,6.1,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA
745346,"2024-04-24",3,"2024-04-24T22:32:26.778Z","2024-04-24T22:32:31.727Z",TRUE,"pitch","fc031f3a-38aa-479d-8c86-c41a5ba53e9a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.1401,1.4599,NA,100.8,239.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","LaMonte Wade Jr. singles on a ground ball to second baseman Jeff McNeil.",0,8,1,78,"bottom",9,"2024-04-24T22:31:29.377Z","2024-04-24T22:32:56.063Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","New York Mets","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,82.9,14,0.91,0.4204,7.0448,25.1967,-27.3274,-0.463,2.8149,0.4251,-0.0369,6.1387,-129.9112,-7.5148,-1.9005,50.004,4.9473,-0.798,0,7.2,24,2286,222,NA,NA,NA,NA,NA,NA,FALSE,-30.4,3.7,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
