"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
746725,"2024-04-24",0,"2024-04-25T01:45:48.422Z","2024-04-25T01:45:58.285Z",TRUE,"pitch","5c0b6949-6aa7-45cd-aa9d-fca57b2d9829",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.79,1.83,NA,86.37,152.78,"ground_ball","soft","3",143.2,172.25,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Grounded Into DP","grounded_into_double_play","Nick Castellanos grounds into a double play, first baseman Christian Encarnacion-Strand to second baseman Santiago Espinal to pitcher Alexis Díaz. Alec Bohm out at 2nd. Nick Castellanos out at 1st.",0,4,7,81,"top",9,"2024-04-25T01:45:24.265Z","2024-04-25T01:45:58.285Z",TRUE,FALSE,FALSE,TRUE,24,0,0,3,592206,"Nick Castellanos","/api/v1/people/592206","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,78.8,3,0.9,0.437,7.7775,26.4374,-30.4053,1.2076,1.1131,0.8035,3.1853,6.7909,-125.535,2.6216,-2.0984,50.0025,4.6095,1.9184,6,7.2,24,2549,147,58.9,-3,30,NA,NA,NA,TRUE,-34,2.9,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746725,"2024-04-24",1,"2024-04-25T01:45:08.947Z","2024-04-25T01:45:17.693Z",TRUE,"pitch","6da2b77a-9f8b-4700-843a-962b00943fd6",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,1,NA,NA,3.58,1.64,NA,114.13,170.04,"line_drive","hard","7",96.27,69.23,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Alec Bohm singles on a sharp line drive to left fielder Spencer Steer.",0,4,7,80,"top",9,"2024-04-25T01:44:25.405Z","2024-04-25T01:45:17.693Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,79.9,5,0.87,0.4305,7.6997,27.2972,-26.9073,0.2156,3.2178,0.0754,2.5459,5.4459,-127.4575,0.5679,-2.1211,50.0039,4.4525,0.3534,3.6,7.2,24,2667,142,103.3,10,237,NA,NA,NA,FALSE,-29.5,6.2,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,664761,"Alec Bohm","/api/v1/people/664761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746725,"2024-04-24",0,"2024-04-25T01:44:52.264Z","2024-04-25T01:44:55.679Z",TRUE,"pitch","0b27ef55-1295-4993-b1c8-c0d91ca3bd7b",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.58,1.64,NA,108.77,158.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Single","single","Alec Bohm singles on a sharp line drive to left fielder Spencer Steer.",0,4,7,80,"top",9,"2024-04-25T01:44:25.405Z","2024-04-25T01:45:17.693Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.4,5,0.91,0.3977,7.7447,30.0916,-16.3429,-7.9175,8.239,0.2158,2.9717,8.6187,-137.6409,-0.7536,-1.925,50.0053,4.3541,-15.2188,38.4,4.8,24,2680,237,NA,NA,NA,NA,NA,NA,FALSE,-15.6,15,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746725,"2024-04-24",2,"2024-04-25T01:44:14.196Z","2024-04-25T01:44:23.898Z",TRUE,"pitch","6aa127db-9e1c-4c90-9123-7b0b1d161592",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.48,1.72,NA,109.08,152.53,"fly_ball","medium","7",107.13,103.69,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Trea Turner flies out to left fielder Spencer Steer.",0,4,7,79,"top",9,"2024-04-25T01:43:58.523Z","2024-04-25T01:44:23.898Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,607208,"Trea Turner","/api/v1/people/607208","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85,76.9,2,0.9,0.4454,7.6241,27.7569,-29.0529,0.7028,2.0436,0.2077,3.1946,5.516,-123.6061,2.5341,-2.1567,50.0013,4.6174,1.0722,4.8,7.2,24,2576,142,88.1,51,246,NA,NA,NA,TRUE,-33.6,4.7,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746725,"2024-04-24",1,"2024-04-25T01:44:00.802Z","2024-04-25T01:44:04.414Z",TRUE,"pitch","14936021-5a76-4bc1-85eb-9a54bedba6fd",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5031,1.7513,NA,78.44,161.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Flyout","field_out","Trea Turner flies out to left fielder Spencer Steer.",0,4,7,79,"top",9,"2024-04-25T01:43:58.523Z","2024-04-25T01:44:23.898Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,607208,"Trea Turner","/api/v1/people/607208","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,83.1,12,0.9,0.4112,7.6113,32.2329,-15.5969,-10.2633,9.2532,1.0115,2.8692,11.0735,-133.8364,-1.1917,-1.8708,50.0024,4.4512,-18.3875,44.4,4.8,24,2561,240,NA,NA,NA,NA,NA,NA,FALSE,-16,16.7,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746725,"2024-04-24",0,"2024-04-25T01:42:33.692Z","2024-04-25T01:44:00.802Z",FALSE,"action",NA,NA,"Pitching Change: Alexis Díaz replaces Brent Suter.","Pitching Substitution",4,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,664747,"/api/v1/people/664747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"79","atBat","Flyout","field_out","Trea Turner flies out to left fielder Spencer Steer.",0,4,7,79,"top",9,"2024-04-25T01:43:58.523Z","2024-04-25T01:44:23.898Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,607208,"Trea Turner","/api/v1/people/607208","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746725,"2024-04-24",7,"2024-04-25T01:41:30.982Z","2024-04-25T01:41:37.530Z",TRUE,"pitch","548abbaa-acca-4ed5-86e8-a5b47fe11c48",7,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,3,2,NA,NA,3.39,1.48,NA,133.12,190.8,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Bubba Thompson strikes out on a foul tip.",0,4,7,78,"bottom",8,"2024-04-25T01:39:24.865Z","2024-04-25T01:41:37.530Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669352,"Bubba Thompson","/api/v1/people/669352","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93,85.4,7,0.9,0.4051,6.682,30.1178,-25.1241,0.5352,3.8113,-0.4229,1.7771,-3.7324,-135.3183,-7.8736,0.906,50.0057,6.4907,0.9911,0,6,24,2117,160,NA,NA,NA,NA,NA,NA,TRUE,-26.3,5.4,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746725,"2024-04-24",6,"2024-04-25T01:41:09.185Z","2024-04-25T01:41:12.496Z",TRUE,"pitch","0c337e41-9a97-45d2-aa22-58ddaf277c95",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3484,1.5152,NA,193.25,208.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Bubba Thompson strikes out on a foul tip.",0,4,7,78,"bottom",8,"2024-04-25T01:39:24.865Z","2024-04-25T01:41:37.530Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669352,"Bubba Thompson","/api/v1/people/669352","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.5,85.5,13,0.89,0.4072,6.7862,27.8639,-24.9569,2.5166,3.937,-2.0005,1.1395,-8.1264,-134.2777,-9.3513,0.7323,50.0048,6.4299,4.6166,6,6,24,2172,167,NA,NA,NA,NA,NA,NA,FALSE,-26.6,5.4,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746725,"2024-04-24",5,"2024-04-25T01:40:44.064Z","2024-04-25T01:40:47.770Z",TRUE,"pitch","68f2543d-5bd8-4f8f-859a-b769b119bc63",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.39,1.48,NA,148.1,191.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Bubba Thompson strikes out on a foul tip.",0,4,7,78,"bottom",8,"2024-04-25T01:39:24.865Z","2024-04-25T01:41:37.530Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669352,"Bubba Thompson","/api/v1/people/669352","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.1,84.8,7,0.9,0.4089,6.7017,28.8493,-25.9873,0.1937,3.4007,-0.8159,1.7607,-4.8097,-133.9418,-7.7934,0.9775,50.0005,6.5654,0.353,1.2,6,24,2109,163,NA,NA,NA,NA,NA,NA,FALSE,-27.6,4.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746725,"2024-04-24",4,"2024-04-25T01:40:26.352Z","2024-04-25T01:40:29.733Z",TRUE,"pitch","016ff489-d989-45f1-a8d1-5329a4bbd6e3",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4516,1.5677,NA,163.21,152.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Bubba Thompson strikes out on a foul tip.",0,4,7,78,"bottom",8,"2024-04-25T01:39:24.865Z","2024-04-25T01:41:37.530Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669352,"Bubba Thompson","/api/v1/people/669352","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,89,11,0.89,0.3862,6.7463,33.4463,-11.0264,7.5223,10.3838,-1.2122,3.2135,-8.5233,-142.0071,-7.3209,0.8551,50.0003,6.5315,15.3155,46.8,3.6,24,2046,158,NA,NA,NA,NA,NA,NA,FALSE,-11.4,17.4,-11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
