"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746328,"2024-04-05",3,"2024-04-06T02:00:26.807Z","2024-04-06T02:00:34.819Z",TRUE,"pitch","2a97bde1-636c-4642-b90c-0fbbfc65d856",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.35,1.56,NA,152.29,157.34,"ground_ball","medium","6",108.52,153.75,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Grounded Into DP","grounded_into_double_play","Andrew Vaughn grounds into a double play, shortstop Bobby Witt Jr. to second baseman Adam Frazier to first baseman Vinnie Pasquantino. Kevin Pillar out at 2nd. Andrew Vaughn out at 1st.",0,1,2,66,"top",9,"2024-04-06T02:00:06.494Z","2024-04-06T02:00:34.819Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,85.5,11,2,0.4001,6.6573,34.3851,-24.6691,-13.3598,3.9702,-0.9259,3.0165,8.0632,-137.6027,-2.9129,-2.1791,50.0054,5.7853,-25.277,42,7.2,24,2261,228,68.4,-20,8,NA,NA,NA,TRUE,-24.2,6.7,22.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746328,"2024-04-05",2,"2024-04-06T02:00:08.858Z","2024-04-06T02:00:13.033Z",TRUE,"pitch","08076780-da62-46e2-891c-b45777438182",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4615,1.7385,NA,99.96,208.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Grounded Into DP","grounded_into_double_play","Andrew Vaughn grounds into a double play, shortstop Bobby Witt Jr. to second baseman Adam Frazier to first baseman Vinnie Pasquantino. Kevin Pillar out at 2nd. Andrew Vaughn out at 1st.",0,1,2,66,"top",9,"2024-04-06T02:00:06.494Z","2024-04-06T02:00:34.819Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,83.8,14,2,0.4082,6.7379,35.7404,-19.7656,-14.4053,6.8402,0.447,1.1198,11.3325,-135.3494,-8.1211,-1.9702,50.0022,5.5987,-26.125,46.8,7.2,24,2163,235,NA,NA,NA,NA,NA,NA,FALSE,-21.8,10.3,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746328,"2024-04-05",0,"2024-04-06T01:57:56.055Z","2024-04-06T01:58:17.975Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"66","atBat","Grounded Into DP","grounded_into_double_play","Andrew Vaughn grounds into a double play, shortstop Bobby Witt Jr. to second baseman Adam Frazier to first baseman Vinnie Pasquantino. Kevin Pillar out at 2nd. Andrew Vaughn out at 1st.",0,1,2,66,"top",9,"2024-04-06T02:00:06.494Z","2024-04-06T02:00:34.819Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746328,"2024-04-05",1,"2024-04-06T01:58:17.975Z","2024-04-06T02:00:08.858Z",FALSE,"action",NA,NA,"Pitching Change: James McArthur replaces Will Smith.","Pitching Substitution",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,663704,"/api/v1/people/663704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"66","atBat","Grounded Into DP","grounded_into_double_play","Andrew Vaughn grounds into a double play, shortstop Bobby Witt Jr. to second baseman Adam Frazier to first baseman Vinnie Pasquantino. Kevin Pillar out at 2nd. Andrew Vaughn out at 1st.",0,1,2,66,"top",9,"2024-04-06T02:00:06.494Z","2024-04-06T02:00:34.819Z",TRUE,FALSE,FALSE,TRUE,24,1,0,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",663704,"James McArthur","/api/v1/people/663704","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746328,"2024-04-05",7,"2024-04-06T01:57:34.579Z","2024-04-06T01:57:37.706Z",TRUE,"pitch","fabeb4a5-8714-4626-8f30-38a0a19f2676",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.33,1.575,NA,90.05,216.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Kevin Pillar walks.",0,1,2,65,"top",9,"2024-04-06T01:56:17.096Z","2024-04-06T01:57:37.706Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.8,78.7,14,0.98,0.4401,6.2281,25.6558,-21.3029,10.6575,6.9324,0.7071,0.8193,-4.6668,-124.5931,-8.6805,1.2226,50.0013,6.1166,16.7094,34.8,7.2,24,1960,147,NA,NA,NA,NA,NA,NA,FALSE,-26.6,10.7,-18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,607680,"Kevin Pillar","/api/v1/people/607680",669699,"Braden Shewmake","/api/v1/people/669699",NA,NA,NA
746328,"2024-04-05",6,"2024-04-06T01:57:15.862Z","2024-04-06T01:57:19.298Z",TRUE,"pitch","b8c1a5ec-bbb3-4eb4-a171-142d9e819507",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.2825,1.5464,NA,70.86,195.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Kevin Pillar walks.",0,1,2,65,"top",9,"2024-04-06T01:56:17.096Z","2024-04-06T01:57:37.706Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,78.5,14,0.98,0.4407,6.131,25.4029,-20.4122,9.7105,7.521,1.2105,1.6124,-3.4867,-124.3862,-7.0893,1.3704,50.0024,6.1969,15.1862,33.6,7.2,24,2085,139,NA,NA,NA,NA,NA,NA,FALSE,-25.3,12.1,-16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746328,"2024-04-05",5,"2024-04-06T01:56:57.797Z","2024-04-06T01:57:02.952Z",TRUE,"pitch","7ad500b4-d78b-45f4-890a-dda7a35dfa9b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4169,1.6297,NA,157.26,205.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Kevin Pillar walks.",0,1,2,65,"top",9,"2024-04-06T01:56:17.096Z","2024-04-06T01:57:37.706Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.9,75,13,0.9,0.4651,6.0681,22.1746,-32.5408,-3.7571,-0.2593,-1.0563,1.2258,-4.2374,-117.7174,-5.0185,1.2548,50.0051,6.3952,-5.2768,9.6,9.6,24,2493,307,NA,NA,NA,NA,NA,NA,FALSE,-43.2,-1.4,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746328,"2024-04-05",4,"2024-04-06T01:56:39.922Z","2024-04-06T01:56:44.275Z",TRUE,"pitch","d0b3034a-3dc8-451b-98c0-29e604784585",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3147,1.5916,NA,64.55,144.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Kevin Pillar walks.",0,1,2,65,"top",9,"2024-04-06T01:56:17.096Z","2024-04-06T01:57:37.706Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.2,83.4,12,0.9,0.4125,5.8663,28.6647,-12.0199,3.6828,11.2873,1.3759,3.4919,-0.8723,-132.8296,-5.4293,1.2303,50.0032,6.4378,6.5754,26.4,3.6,24,2329,155,NA,NA,NA,NA,NA,NA,FALSE,-13.3,19.4,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746328,"2024-04-05",3,"2024-04-06T01:56:19.323Z","2024-04-06T01:56:23.481Z",TRUE,"pitch","3201aaa3-e403-401b-9390-33cd63423646",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3737,1.6184,NA,87.22,163.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Kevin Pillar walks.",0,1,2,65,"top",9,"2024-04-06T01:56:17.096Z","2024-04-06T01:57:37.706Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,83.9,6,0.9,0.4102,6.0745,29.1428,-11.044,4.0467,11.7082,0.7812,2.7882,-2.5953,-133.5855,-7.3237,1.2402,50.0057,6.362,7.3049,27.6,3.6,24,2357,153,NA,NA,NA,NA,NA,NA,FALSE,-12.7,19.8,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746328,"2024-04-05",0,"2024-04-06T01:54:54.311Z","2024-04-06T01:55:13.995Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,657757,"/api/v1/people/657757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Kevin Pillar walks.",0,1,2,65,"top",9,"2024-04-06T01:56:17.096Z","2024-04-06T01:57:37.706Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",519293,"Will Smith","/api/v1/people/519293","L","Left","vs_LHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
