"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718114,"2023-05-20",3,"2023-05-20T02:32:28.545Z","2023-05-20T02:32:35.341Z",TRUE,"pitch","64929fb9-1517-47bd-ae6a-81fbf04b8c31",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.8,1.85,NA,128.53,190.25,"line_drive","medium","9",190.99,116.63,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Michael Toglia lines out to right fielder Adolis Garcia.",0,2,7,71,"top",9,"2023-05-20T02:31:05.782Z","2023-05-20T02:32:35.341Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,76.6,7,0.9,0.4511,5.2568,24.4632,-24.3403,2.1772,5.2527,-0.3026,1.7973,2.5798,-121.5493,-4.6751,-1.6618,50.0047,5.8665,3.2485,8.4,7.2,24,2379,135,82.9,22,262,NA,NA,NA,TRUE,-30.7,8.6,-4.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718114,"2023-05-20",1,"2023-05-20T02:31:40.174Z","2023-05-20T02:31:43.554Z",TRUE,"pitch","d56ab9d3-6de3-4c86-afcd-bd10ab151ddd",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.6087,1.8472,NA,139.92,223.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Michael Toglia lines out to right fielder Adolis Garcia.",0,2,7,71,"top",9,"2023-05-20T02:31:05.782Z","2023-05-20T02:32:35.341Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Texas Rangers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,81.8,13,0.91,0.4223,5.1911,28.6975,-17.0335,-9.004,8.9004,-0.6013,0.5663,4.415,-129.9922,-10.0827,-1.1571,50.005,5.804,-15.3239,37.2,6,24,2266,205,NA,NA,NA,NA,NA,NA,FALSE,-20.5,13.9,15.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718114,"2023-05-20",0,"2023-05-20T02:31:26.491Z","2023-05-20T02:31:29.903Z",TRUE,"pitch","1643fed5-6610-4eba-8ca6-56576f16bd4e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6646,1.8282,NA,133.48,196.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Michael Toglia lines out to right fielder Adolis Garcia.",0,2,7,71,"top",9,"2023-05-20T02:31:05.782Z","2023-05-20T02:32:35.341Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.8,13,0.9,0.3963,5.3929,32.4344,-9.7455,-2.1115,11.6097,-0.4325,1.582,2.7981,-138.4858,-9.5417,-1.1841,50.0061,5.7347,-4.0806,15.6,2.4,24,2530,200,NA,NA,NA,NA,NA,NA,FALSE,-11.2,19.1,3.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718114,"2023-05-20",2,"2023-05-20T02:31:56.906Z","2023-05-20T02:32:28.545Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Michael Toglia lines out to right fielder Adolis Garcia.",0,2,7,71,"top",9,"2023-05-20T02:31:05.782Z","2023-05-20T02:32:35.341Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,669911,"Michael Toglia","/api/v1/people/669911","L","Left",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718114,"2023-05-20",0,"2023-05-20T02:30:48.712Z","2023-05-20T02:30:59.035Z",TRUE,"pitch","6190e259-c6c6-41d9-896e-d6518767c48b",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.57,1.7,NA,114.09,183.09,"fly_ball","medium","8",140.78,80.61,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Brenton Doyle flies out to center fielder Leody Taveras.",0,2,7,70,"top",9,"2023-05-20T02:30:34.349Z","2023-05-20T02:30:59.035Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.1,75.9,8,0.9,0.4546,5.335,25.7248,-28.902,3.7282,2.228,0.0764,2.0626,4.3444,-120.9309,-3.1281,-2.2342,50.0012,5.9342,5.4665,12,8.4,24,2499,95,92.5,43,299,NA,NA,NA,TRUE,-36.4,3.5,-7.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718114,"2023-05-20",6,"2023-05-20T02:30:19.741Z","2023-05-20T02:30:27.441Z",TRUE,"pitch","0ed775c0-6a03-459a-a240-efdc004553df",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.42,1.67,NA,107.02,164.52,"line_drive","medium","8",138.86,55.04,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Alan Trejo lines out to center fielder Leody Taveras.",0,2,7,69,"top",9,"2023-05-20T02:28:59.006Z","2023-05-20T02:30:27.441Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,676701,"Alan Trejo","/api/v1/people/676701","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.5,5,0.91,0.3925,5.6119,32.619,-8.8547,-2.6609,11.8381,0.2619,2.7505,6.5957,-139.738,-6.8975,-1.7874,50.0038,5.8385,-5.2424,19.2,2.4,24,2557,206,98.9,21,359,NA,NA,NA,TRUE,-9.6,20.2,3.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718114,"2023-05-20",5,"2023-05-20T02:29:58.429Z","2023-05-20T02:30:01.429Z",TRUE,"pitch","3506dcec-ce95-403b-8b99-0bf75f0c5900",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.42,1.67,NA,18.52,236.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Alan Trejo lines out to center fielder Leody Taveras.",0,2,7,69,"top",9,"2023-05-20T02:28:59.006Z","2023-05-20T02:30:27.441Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,676701,"Alan Trejo","/api/v1/people/676701","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,77.5,14,0.91,0.4505,5.6324,24.0677,-26.1095,2.1248,4.0501,2.5836,0.0899,9.465,-121.6343,-7.8595,-1.6357,50.0039,5.6303,3.1783,9.6,7.2,24,2533,84,NA,NA,NA,NA,NA,NA,FALSE,-33.6,5.6,-6.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718114,"2023-05-20",4,"2023-05-20T02:29:40.605Z","2023-05-20T02:29:43.801Z",TRUE,"pitch","acc2218f-1aea-4e81-9de0-04f6feb7d67e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.1753,1.6672,NA,53.94,218.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Alan Trejo lines out to center fielder Leody Taveras.",0,2,7,69,"top",9,"2023-05-20T02:28:59.006Z","2023-05-20T02:30:27.441Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,676701,"Alan Trejo","/api/v1/people/676701","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,76.9,14,0.91,0.4509,5.3623,25.9384,-26.8985,3.2901,3.5389,1.6544,0.7471,7.2066,-121.8852,-6.3691,-1.7787,50.0052,5.7441,4.9052,12,8.4,24,2519,90,NA,NA,NA,NA,NA,NA,FALSE,-34.3,5,-7.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718114,"2023-05-20",2,"2023-05-20T02:29:16.270Z","2023-05-20T02:29:19.270Z",TRUE,"pitch","1e136482-7814-47ae-930e-223a890dcdbd",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.42,1.67,NA,73.65,181.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Alan Trejo lines out to center fielder Leody Taveras.",0,2,7,69,"top",9,"2023-05-20T02:28:59.006Z","2023-05-20T02:30:27.441Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,676701,"Alan Trejo","/api/v1/people/676701","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,77,14,0.89,0.4489,5.4691,24.8223,-25.558,-0.3631,4.391,1.1374,2.114,7.4354,-122.1667,-3.7092,-1.9028,50.0032,5.8572,-0.5486,2.4,7.2,24,2374,111,NA,NA,NA,NA,NA,NA,FALSE,-31.7,7.3,-1.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718114,"2023-05-20",1,"2023-05-20T02:29:01.274Z","2023-05-20T02:29:04.624Z",TRUE,"pitch","9b64be5d-0c3a-4873-97ae-c311ef7abab8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3364,1.6672,NA,97.25,158.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Lineout","field_out","Alan Trejo lines out to center fielder Leody Taveras.",0,2,7,69,"top",9,"2023-05-20T02:28:59.006Z","2023-05-20T02:30:27.441Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,676701,"Alan Trejo","/api/v1/people/676701","R","Right",600917,"José Leclerc","/api/v1/people/600917","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,86.5,3,0.91,0.3955,5.4008,34.6376,-10.0228,-2.9596,11.4362,0.518,2.9694,6.5619,-139.1162,-6.4476,-1.4993,50.0017,5.9995,-5.7324,19.2,2.4,24,2586,202,NA,NA,NA,NA,NA,NA,FALSE,-10.9,19.3,3.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
