"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718574,"2023-04-15",2,"2023-04-15T04:24:40.236Z","2023-04-15T04:24:48.298Z",TRUE,"pitch","7e892f67-67de-4141-8719-e4c7b05807f9",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.29,1.62,NA,100.58,141.89,"fly_ball","medium","8",128.74,70.76,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Jose Azocar flies out to center fielder Joey Wiemer.",0,11,2,80,"bottom",9,"2023-04-15T04:24:00.808Z","2023-04-15T04:24:48.298Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,640492,"José Azocar","/api/v1/people/640492","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,83.4,12,2,0.4103,6.4195,32.4019,-12.0122,-3.8716,11.204,0.4307,3.5884,8.9982,-134.1356,-3.4096,-2.4832,50.0001,5.7481,-6.9658,20.4,3.6,24,2168,212,84.1,31,320,NA,NA,NA,TRUE,-13,19.6,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718574,"2023-04-15",1,"2023-04-15T04:24:25.059Z","2023-04-15T04:24:29.420Z",TRUE,"pitch","816d904f-280f-46fa-bcbd-2be0256be5c1",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.2961,1.6721,NA,89.43,168.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Jose Azocar flies out to center fielder Joey Wiemer.",0,11,2,80,"bottom",9,"2023-04-15T04:24:00.808Z","2023-04-15T04:24:48.298Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,640492,"José Azocar","/api/v1/people/640492","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,84.7,6,2,0.4051,6.6613,32.2537,-11.0314,-2.3604,11.4437,0.7233,2.5886,9.3402,-135.6908,-5.9694,-2.4707,50.0012,5.6001,-4.361,9.6,2.4,24,2150,206,NA,NA,NA,NA,NA,NA,FALSE,-12.2,19.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718574,"2023-04-15",0,"2023-04-15T04:24:09.892Z","2023-04-15T04:24:13.482Z",TRUE,"pitch","25f8d86d-bfff-44eb-97ec-ba851e227e23",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.29,1.62,NA,95.95,179.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Jose Azocar flies out to center fielder Joey Wiemer.",0,11,2,80,"bottom",9,"2023-04-15T04:24:00.808Z","2023-04-15T04:24:48.298Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,640492,"José Azocar","/api/v1/people/640492","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Milwaukee Brewers","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.1,79.9,6,2,0.433,6.5428,26.5354,-26.1709,1.2693,3.7108,0.5521,2.2007,8.137,-126.6208,-3.0294,-2.8719,50.0057,5.513,2.055,7.2,7.2,24,2183,176,NA,NA,NA,NA,NA,NA,FALSE,-30,6.2,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718574,"2023-04-15",0,"2023-04-15T04:23:36.160Z","2023-04-15T04:23:46.858Z",TRUE,"pitch","68d507ad-6ca5-4ec3-ac24-3fae76692fb7",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.5,1.71,NA,113.01,191.32,"ground_ball","hard","9",178.17,112.16,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","Trent Grisham singles on a sharp ground ball to right fielder Brian Anderson.",0,11,2,79,"bottom",9,"2023-04-15T04:23:29.771Z","2023-04-15T04:23:46.858Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,663757,"Trent Grisham","/api/v1/people/663757","L","Left",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Milwaukee Brewers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,85.3,8,2,0.4055,6.4498,28.207,-18.9066,-10.2917,7.1711,0.1047,1.7577,11.0321,-134.8682,-6.4394,-2.6937,50.0013,5.501,-19.0361,39.6,6,24,1977,212,102.1,5,99,NA,NA,NA,FALSE,-19.9,11.8,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,663757,"Trent Grisham","/api/v1/people/663757",NA,NA,NA
718574,"2023-04-15",3,"2023-04-15T04:23:05.614Z","2023-04-15T04:23:14.766Z",TRUE,"pitch","d559fd43-958e-4137-855d-9fe328b2881b",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.6597,1.8083,NA,96.63,186.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Brandon Dixon called out on strikes.",0,11,2,78,"bottom",9,"2023-04-15T04:22:12.486Z","2023-04-15T04:23:14.766Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641525,"Brandon Dixon","/api/v1/people/641525","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Milwaukee Brewers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.8,85.1,9,2,0.4064,6.6082,28.1394,-19.4906,-10.2662,6.8885,0.5345,1.9445,11.7091,-134.5672,-5.7987,-2.5314,50.0034,5.5003,-18.903,38.4,6,24,2118,213,NA,NA,NA,NA,NA,NA,TRUE,-20.5,11.4,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718574,"2023-04-15",2,"2023-04-15T04:22:38.382Z","2023-04-15T04:22:47.062Z",TRUE,"pitch","68c54862-3f86-46cd-b9ba-c29d3d18e373",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.59,1.68,NA,84.64,163.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Brandon Dixon called out on strikes.",0,11,2,78,"bottom",9,"2023-04-15T04:22:12.486Z","2023-04-15T04:23:14.766Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641525,"Brandon Dixon","/api/v1/people/641525","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,83.7,12,2,0.4107,6.4612,30.6854,-13.1354,-3.2801,10.5841,0.849,2.804,10.0095,-133.7238,-5.1323,-2.5277,50.0002,5.7013,-5.8996,14.4,3.6,24,2034,209,NA,NA,NA,NA,NA,NA,FALSE,-14.4,18.1,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718574,"2023-04-15",1,"2023-04-15T04:22:24.785Z","2023-04-15T04:22:30.258Z",TRUE,"pitch","f51a8071-51ad-4185-9a0d-144ae37e7d5d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6597,1.7629,NA,75.98,166.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Brandon Dixon called out on strikes.",0,11,2,78,"bottom",9,"2023-04-15T04:22:12.486Z","2023-04-15T04:23:14.766Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641525,"Brandon Dixon","/api/v1/people/641525","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84,14,2,0.4087,6.4951,31.5336,-13.3811,-4.8767,10.3546,1.0762,2.6691,11.0466,-134.457,-5.3786,-2.468,50.0046,5.6595,-8.8541,22.8,3.6,24,2112,208,NA,NA,NA,NA,NA,NA,FALSE,-14.6,17.6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718574,"2023-04-15",0,"2023-04-15T04:22:12.486Z","2023-04-15T04:22:17.494Z",TRUE,"pitch","19d978ae-bb34-4e09-913c-477c586622d8",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5916,1.7175,NA,121.47,164.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Brandon Dixon called out on strikes.",0,11,2,78,"bottom",9,"2023-04-15T04:22:12.486Z","2023-04-15T04:23:14.766Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,641525,"Brandon Dixon","/api/v1/people/641525","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Milwaukee Brewers","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.9,69.2,5,2,0.4991,6.5868,22.3185,-36.6713,8.2556,-3.7012,-0.1173,2.7567,3.5586,-110.3729,2.1356,-2.8303,50.0017,5.6798,10.0356,16.8,13.2,24,2267,44,NA,NA,NA,NA,NA,NA,FALSE,-53.8,-5.6,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718574,"2023-04-15",5,"2023-04-15T04:21:43.117Z","2023-04-15T04:21:50.158Z",TRUE,"pitch","9f5eeae5-df28-49f9-89f0-c68e0c4f0740",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.38,1.6,NA,78.23,150.03,"ground_ball","medium","4",148.78,155.23,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Luis Campusano grounds out, second baseman Owen Miller to first baseman Luke Voit.",0,11,2,77,"bottom",9,"2023-04-15T04:20:11.832Z","2023-04-15T04:21:50.158Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,669134,"Luis Campusano","/api/v1/people/669134","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Milwaukee Brewers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.2,78.7,12,2,0.4385,6.4415,26.7211,-29.827,1.344,1.4922,1.017,3.2872,8.7154,-125.2027,0.2955,-2.6928,50.0057,5.6206,2.1216,7.2,7.2,24,2069,144,85.7,-32,7,NA,NA,NA,TRUE,-34.1,3,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718574,"2023-04-15",4,"2023-04-15T04:21:26.520Z","2023-04-15T04:21:29.940Z",TRUE,"pitch","49f6ccd9-a3f4-4123-a958-664f810aa4e7",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.2507,1.5586,NA,180.88,146.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Luis Campusano grounds out, second baseman Owen Miller to first baseman Luke Voit.",0,11,2,77,"bottom",9,"2023-04-15T04:20:11.832Z","2023-04-15T04:21:50.158Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,669134,"Luis Campusano","/api/v1/people/669134","R","Right",669060,"Bryse Wilson","/api/v1/people/669060","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Milwaukee Brewers","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.3,79.2,11,2,0.4353,6.6565,24.7836,-25.2815,-3.4045,4.298,-1.6758,3.4269,3.4511,-125.6824,-0.4873,-2.6225,50.0053,5.6714,-5.4633,10.8,6,24,983,224,NA,NA,NA,NA,NA,NA,FALSE,-28.7,7.9,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
