"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718751,"2023-04-01",4,"2023-04-01T22:28:43.854Z","2023-04-01T22:28:48.632Z",TRUE,"pitch","e7bc1ce2-0996-46c6-b39c-0e1450b117a3",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.51,1.66,NA,95.64,177.02,"line_drive","medium","5",109.08,154.56,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Michael Massey lines out to third baseman Jose Miranda.",0,2,0,68,"bottom",9,"2023-04-01T22:27:57.397Z","2023-04-01T22:28:48.632Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,88.6,6,2,0.3865,6.3861,36.2301,-14.2652,-8.3493,8.8284,0.5605,2.2875,10.1604,-142.3578,-6.3736,-1.9899,50.0034,5.4784,-16.9385,42,4.8,24,2150,230,56.6,19,126,NA,NA,NA,TRUE,-14.2,14.6,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718751,"2023-04-01",3,"2023-04-01T22:28:28.311Z","2023-04-01T22:28:32.831Z",TRUE,"pitch","0826fe79-3153-4751-a0e5-92ec74ff7423",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4496,1.6572,NA,167.5,196.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Michael Massey lines out to third baseman Jose Miranda.",0,2,0,68,"bottom",9,"2023-04-01T22:27:57.397Z","2023-04-01T22:28:48.632Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,82.5,13,0.81,0.4196,5.9949,26.5213,-27.9313,-9.5055,2.4557,-1.3248,1.5819,5.5564,-130.3568,-4.648,-2.2452,50.0015,5.488,-16.414,27.6,7.2,24,1823,254,NA,NA,NA,NA,NA,NA,FALSE,-30.4,3.6,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718751,"2023-04-01",2,"2023-04-01T22:28:13.352Z","2023-04-01T22:28:17.772Z",TRUE,"pitch","4bdb642f-35d3-4021-bcfc-03dc104f31f1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4207,1.6572,NA,101.84,202.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Michael Massey lines out to third baseman Jose Miranda.",0,2,0,68,"bottom",9,"2023-04-01T22:27:57.397Z","2023-04-01T22:28:48.632Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.7,83,14,0.85,0.4163,6.2926,28.3041,-23.9099,-11.4198,4.7188,0.3977,1.3568,9.999,-131.6272,-6.0266,-1.9691,50.0061,5.45,-20.0147,36,7.2,24,1968,197,NA,NA,NA,NA,NA,NA,FALSE,-26.2,7.3,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718751,"2023-04-01",1,"2023-04-01T22:27:59.703Z","2023-04-01T22:28:03.894Z",TRUE,"pitch","ee2563a6-454f-4e51-a772-a2ee7e36075a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3917,1.6572,NA,125.9,187.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Michael Massey lines out to third baseman Jose Miranda.",0,2,0,68,"bottom",9,"2023-04-01T22:27:57.397Z","2023-04-01T22:28:48.632Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",83.9,76.8,8,0.9,0.4503,6.3874,26.6939,-41.0614,5.3974,-5.9499,-0.2335,1.8813,3.1117,-122.1783,-0.7986,-2.2296,50.001,5.7772,8.064,12,12,24,2548,59,NA,NA,NA,NA,NA,NA,FALSE,-49.8,-10.7,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718751,"2023-04-01",0,"2023-04-01T22:27:50.732Z","2023-04-01T22:27:59.703Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Michael Massey replaces Nate Eaton.","Offensive Substitution",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,686681,"/api/v1/people/686681",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","68","atBat","Lineout","field_out","Michael Massey lines out to third baseman Jose Miranda.",0,2,0,68,"bottom",9,"2023-04-01T22:27:57.397Z","2023-04-01T22:28:48.632Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,686681,"Michael Massey","/api/v1/people/686681","L","Left",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,681987,"/api/v1/people/681987",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718751,"2023-04-01",2,"2023-04-01T22:27:30.712Z","2023-04-01T22:27:36.502Z",TRUE,"pitch","535738f9-c6a2-40bc-a08f-1e547b4a816a",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.3674,1.6272,NA,133.51,187.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Isbel called out on strikes.",0,2,0,67,"bottom",9,"2023-04-01T22:26:37.071Z","2023-04-01T22:27:36.502Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.4,81.6,7,0.7,0.4224,6.2477,28.4199,-24.2368,-10.5248,4.6676,-0.4331,1.8951,7.688,-129.893,-4.5783,-2.0709,50.0022,5.5341,-17.8983,32.4,7.2,24,1726,255,NA,NA,NA,NA,NA,NA,TRUE,-26.9,7.6,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718751,"2023-04-01",1,"2023-04-01T22:27:10.051Z","2023-04-01T22:27:14.894Z",TRUE,"pitch","57944f93-8a66-4ced-8918-79a54140f13a",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.37,1.63,NA,116.08,183.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Isbel called out on strikes.",0,2,0,67,"bottom",9,"2023-04-01T22:26:37.071Z","2023-04-01T22:27:36.502Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.3,81.4,8,0.84,0.4231,6.2788,28.8587,-25.6877,-8.1042,3.8309,0.0241,2.0533,8.0921,-129.7855,-4.1891,-2.0914,50.0057,5.6602,-13.7354,24,7.2,24,1762,252,NA,NA,NA,NA,NA,NA,FALSE,-28.4,6.1,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718751,"2023-04-01",0,"2023-04-01T22:26:55.541Z","2023-04-01T22:26:59.520Z",TRUE,"pitch","97fb008c-9d9a-4064-9ee3-168c3ad58ef7",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4253,1.6272,NA,132.95,147.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Kyle Isbel called out on strikes.",0,2,0,67,"bottom",9,"2023-04-01T22:26:37.071Z","2023-04-01T22:27:36.502Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",82.2,74.6,1,0.91,0.4612,5.9027,26.578,-39.9606,7.6852,-5.4764,-0.4185,3.3793,2.3767,-119.5272,2.5172,-2.4281,50.0004,5.9433,10.9341,15.6,12,24,2513,49,NA,NA,NA,NA,NA,NA,FALSE,-49.9,-8.9,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718751,"2023-04-01",1,"2023-04-01T22:26:16.607Z","2023-04-01T22:26:24.679Z",TRUE,"pitch","6393cc3f-b063-46af-a792-b889f14da270",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.35,1.59,NA,166.45,163.69,"ground_ball","medium","4",142.2,144.09,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Hunter Dozier grounds out, second baseman Kyle Farmer to first baseman Joey Gallo.",0,2,0,66,"bottom",9,"2023-04-01T22:26:14.315Z","2023-04-01T22:26:24.679Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,641531,"Hunter Dozier","/api/v1/people/641531","R","Right",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,88,11,0.9,0.3912,6.2244,32.3795,-25.2404,-10.218,3.4986,-1.2973,2.7809,6.393,-140.1333,-3.1476,-2.2834,50.0064,5.572,-20.2772,36,6,24,1715,237,49.4,30,136,NA,NA,NA,TRUE,-23.6,5.9,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718751,"2023-04-01",0,"2023-04-01T22:25:34.637Z","2023-04-01T22:26:16.607Z",FALSE,"action",NA,NA,"Pitching Change: Jorge Lopez replaces Caleb Thielbar.","Pitching Substitution",2,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,605347,"/api/v1/people/605347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"66","atBat","Groundout","field_out","Hunter Dozier grounds out, second baseman Kyle Farmer to first baseman Joey Gallo.",0,2,0,66,"bottom",9,"2023-04-01T22:26:14.315Z","2023-04-01T22:26:24.679Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,641531,"Hunter Dozier","/api/v1/people/641531","R","Right",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
