"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716847,"2023-08-26",6,"2023-08-27T01:56:34.547Z","2023-08-27T01:56:38.571Z",TRUE,"pitch","117735c6-3698-49f4-b37d-00746f6cf89e",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.24,1.56,NA,144.37,186.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Taylor Motter strikes out swinging.",0,1,12,69,"top",9,"2023-08-27T01:54:57.336Z","2023-08-27T01:56:38.571Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,600301,"Taylor Motter","/api/v1/people/600301","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Philadelphia Phillies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.7,7,2,0.3936,5.9601,31.2964,-18.6842,-7.8255,6.8767,-0.7181,1.9334,4.2817,-139.1599,-8.3954,-1.2602,50.0008,6.2277,-15.3425,34.8,4.8,24,2033,203,NA,NA,NA,NA,NA,NA,TRUE,-19,10.9,13.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716847,"2023-08-26",5,"2023-08-27T01:56:20.304Z","2023-08-27T01:56:24.884Z",TRUE,"pitch","60805ed0-57be-4de8-a318-b9b5a13618f5",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.0351,1.4584,NA,102.11,210.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Taylor Motter strikes out swinging.",0,1,12,69,"top",9,"2023-08-27T01:54:57.336Z","2023-08-27T01:56:38.571Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,600301,"Taylor Motter","/api/v1/people/600301","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.2,14,2,0.4284,6.1091,26.3061,-32.2875,0.681,-0.0672,0.3906,1.0437,4.0366,-127.8554,-6.7884,-1.297,50.0037,6.2663,1.1275,3.6,8.4,24,2339,118,NA,NA,NA,NA,NA,NA,FALSE,-36.8,-1.4,-2.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716847,"2023-08-26",4,"2023-08-27T01:55:59.336Z","2023-08-27T01:56:03.445Z",TRUE,"pitch","bfdcb5a3-6367-4a23-b93a-aadabef187e2",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.24,1.56,NA,149.19,173.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Taylor Motter strikes out swinging.",0,1,12,69,"top",9,"2023-08-27T01:54:57.336Z","2023-08-27T01:56:38.571Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,600301,"Taylor Motter","/api/v1/people/600301","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,80.4,11,2,0.4316,5.8881,24.7855,-30.9472,2.2163,0.7523,-0.8445,2.4066,0.7016,-126.6991,-3.7395,-1.4126,50.0032,6.3626,3.6197,7.2,8.4,24,2293,117,NA,NA,NA,NA,NA,NA,FALSE,-35.2,0.7,-4.2,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716847,"2023-08-26",3,"2023-08-27T01:55:39.218Z","2023-08-27T01:55:42.980Z",TRUE,"pitch","9ce7f92d-be55-4b2d-a204-c6008ca1468f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.24,1.56,NA,139.04,201.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Taylor Motter strikes out swinging.",0,1,12,69,"top",9,"2023-08-27T01:54:57.336Z","2023-08-27T01:56:38.571Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,600301,"Taylor Motter","/api/v1/people/600301","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,86.8,13,2,0.397,6.0941,32.9256,-18.3402,-8.1838,7.1866,-0.5782,1.3665,4.4463,-138.3482,-9.8356,-1.1491,50.0033,6.2152,-15.7509,36,4.8,24,2148,201,NA,NA,NA,NA,NA,NA,FALSE,-19.4,10.9,13.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716847,"2023-08-26",2,"2023-08-27T01:55:25.208Z","2023-08-27T01:55:29.645Z",TRUE,"pitch","eccddac0-0c28-41d0-921c-5f888b81415a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2285,1.5791,NA,89.94,201.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Taylor Motter strikes out swinging.",0,1,12,69,"top",9,"2023-08-27T01:54:57.336Z","2023-08-27T01:56:38.571Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,600301,"Taylor Motter","/api/v1/people/600301","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.5,14,2,0.4317,6.034,25.8786,-31.3857,2.2103,0.4808,0.7098,1.3637,4.0795,-126.8624,-6.0838,-1.206,50.0026,6.2939,3.6023,7.2,8.4,24,2228,115,NA,NA,NA,NA,NA,NA,FALSE,-36.2,-0.2,-4.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716847,"2023-08-26",1,"2023-08-27T01:55:10.943Z","2023-08-27T01:55:14.703Z",TRUE,"pitch","b545d5bb-0639-49c9-91b6-18c3648acfa1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2415,1.6028,NA,83.8,189.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Taylor Motter strikes out swinging.",0,1,12,69,"top",9,"2023-08-27T01:54:57.336Z","2023-08-27T01:56:38.571Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,600301,"Taylor Motter","/api/v1/people/600301","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,86.6,14,2,0.3988,6.058,31.5249,-22.3742,-9.8449,5.1358,0.8709,1.8302,8.8754,-137.5352,-7.867,-1.1245,50.0062,6.2541,-18.7969,34.8,6,24,2017,208,NA,NA,NA,NA,NA,NA,FALSE,-23,7.7,15.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716847,"2023-08-26",0,"2023-08-27T01:54:57.706Z","2023-08-27T01:55:02.584Z",TRUE,"pitch","08ee0f2d-a769-401d-b64b-a96068c84669",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2415,1.5787,NA,130.19,183.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Taylor Motter strikes out swinging.",0,1,12,69,"top",9,"2023-08-27T01:54:57.336Z","2023-08-27T01:56:38.571Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,600301,"Taylor Motter","/api/v1/people/600301","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,88.4,7,2,0.3909,5.9735,31.3263,-18.5302,-7.2338,6.8593,-0.3461,2.0467,5.0215,-140.0493,-8.4325,-1.2216,50.0017,6.3063,-14.3833,33.6,4.8,24,2068,204,NA,NA,NA,NA,NA,NA,FALSE,-18.6,10.9,12.1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716847,"2023-08-26",2,"2023-08-27T01:54:12.137Z","2023-08-27T01:54:19.250Z",TRUE,"pitch","c1e5d91d-0502-4665-89ee-b6690c6f4b86",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.35,1.57,NA,117.42,161.67,"line_drive","hard","8",114.05,57.71,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Alec Burleson lines out sharply to center fielder Johan Rojas.",0,1,12,68,"top",9,"2023-08-27T01:53:28.792Z","2023-08-27T01:54:19.250Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,676475,"Alec Burleson","/api/v1/people/676475","L","Left",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Philadelphia Phillies","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.2,85.4,2,2,0.4037,5.8174,29.7972,-20.2611,-0.0769,6.3904,-0.011,2.8558,4.1759,-135.6937,-5.3825,-1.5601,50.0019,6.2774,-0.1437,2.4,4.8,24,2197,202,101.7,20,353,NA,NA,NA,TRUE,-20.9,10.7,-0.7,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716847,"2023-08-26",1,"2023-08-27T01:53:54.945Z","2023-08-27T01:53:58.625Z",TRUE,"pitch","4a508a4e-dbe9-4604-85fc-60fdcb6ca378",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.35,1.57,NA,136.82,164.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Alec Burleson lines out sharply to center fielder Johan Rojas.",0,1,12,68,"top",9,"2023-08-27T01:53:28.792Z","2023-08-27T01:54:19.250Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,676475,"Alec Burleson","/api/v1/people/676475","L","Left",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,87.7,4,2,0.3948,5.8762,28.451,-21.3459,-8.425,5.5468,-0.5198,2.7589,5.4933,-138.2942,-5.8424,-1.4289,50.0058,6.3137,-16.457,34.8,6,24,1970,214,NA,NA,NA,NA,NA,NA,FALSE,-21,9.1,14.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716847,"2023-08-26",0,"2023-08-27T01:53:41.641Z","2023-08-27T01:53:46.161Z",TRUE,"pitch","ad04b69e-4537-4ba2-b27e-a7cd4cab8dd7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3516,1.5547,NA,89.8,131.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Alec Burleson lines out sharply to center fielder Johan Rojas.",0,1,12,68,"top",9,"2023-08-27T01:53:28.792Z","2023-08-27T01:54:19.250Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,676475,"Alec Burleson","/api/v1/people/676475","L","Left",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,80.6,12,2,0.4307,5.7836,23.6369,-33.8498,1.9958,-1.0215,0.7136,3.9644,4.4437,-126.7327,0.1756,-1.3153,50.0018,6.5773,3.2762,7.2,8.4,24,2211,121,NA,NA,NA,NA,NA,NA,FALSE,-37.4,-1.6,-4.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
