"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717608,"2023-06-27",2,"2023-06-27T03:56:09.660Z","2023-06-27T03:56:19.352Z",TRUE,"pitch","a85bc681-d9fa-40e2-94ac-a489aa11ee2e",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.46,1.6561,NA,213.98,226.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Wild Pitch","wild_pitch","Wild pitch by pitcher Aaron Bummer. Mike Trout scores.",0,1,2,62,"bottom",9,"2023-06-27T03:55:50.784Z","2023-06-27T03:56:19.352Z",TRUE,TRUE,FALSE,FALSE,37,1,1,1,519058,"Mike Moustakas","/api/v1/people/519058","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Chicago White Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.2,76.6,13,0.9,0.4548,6.5349,25.8664,-34.2969,-7.5757,-1.4515,-2.5442,0.4403,-8.1703,-120.9186,-3.8267,1.8757,50.002,5.0859,-11.0983,19.2,10.8,24,2574,297,NA,NA,NA,NA,NA,NA,FALSE,-43.3,-3.4,15.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,660271,"Shohei Ohtani","/api/v1/people/660271",NA,NA,NA
717608,"2023-06-27",1,"2023-06-27T03:55:52.745Z","2023-06-27T03:55:56.505Z",TRUE,"pitch","448d584c-8742-4ef9-8be9-2697f23248b5",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5758,1.6355,NA,142.66,182.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Wild Pitch","wild_pitch","Wild pitch by pitcher Aaron Bummer. Mike Trout scores.",0,1,2,62,"bottom",9,"2023-06-27T03:55:50.784Z","2023-06-27T03:56:19.352Z",TRUE,TRUE,FALSE,FALSE,37,1,1,1,519058,"Mike Moustakas","/api/v1/people/519058","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,87.3,7,0.92,0.3948,6.6403,31.4757,-28.4351,10.5252,1.921,-0.6733,2.0821,-10.9747,-138.801,-3.0383,1.9671,50.0039,5.0871,20.5091,32.4,7.2,24,1904,115,NA,NA,NA,NA,NA,NA,FALSE,-27.1,3,-16.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717608,"2023-06-27",0,"2023-06-27T03:54:48.947Z","2023-06-27T03:55:52.745Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"62","atBat","Wild Pitch","wild_pitch","Wild pitch by pitcher Aaron Bummer. Mike Trout scores.",0,1,2,62,"bottom",9,"2023-06-27T03:55:50.784Z","2023-06-27T03:56:19.352Z",TRUE,TRUE,FALSE,FALSE,37,1,1,1,519058,"Mike Moustakas","/api/v1/people/519058","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717608,"2023-06-27",4,"2023-06-27T03:54:11.322Z","2023-06-27T03:54:17.347Z",TRUE,"pitch","68012b7a-456f-42e2-bf0c-d1e01a3264e1",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,0,NA,NA,3.67,1.79,NA,147.62,212.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,1,1,61,"bottom",9,"2023-06-27T03:52:47.102Z","2023-06-27T03:54:17.347Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,592273,"Brandon Drury","/api/v1/people/592273","R","Right",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Chicago White Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.1,75.2,13,0.9,0.4608,6.4883,25.4663,-34.0166,-8.8802,-1.2899,-0.8034,0.9746,-4.0776,-119.403,-2.7249,2.0864,50.0047,5.2268,-12.6737,21.6,10.8,24,2393,305,NA,NA,NA,NA,NA,NA,TRUE,-43.8,-2.8,17.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,660271,"Shohei Ohtani","/api/v1/people/660271",545361,"Mike Trout","/api/v1/people/545361"
717608,"2023-06-27",2,"2023-06-27T03:53:30.718Z","2023-06-27T03:53:40.292Z",TRUE,"pitch","6e9c8e62-3449-4a07-b55a-4a8bafa52b57",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.738,1.8327,NA,149.5,234.34,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,1,1,61,"bottom",9,"2023-06-27T03:52:47.102Z","2023-06-27T03:54:17.347Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,592273,"Brandon Drury","/api/v1/people/592273","R","Right",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Chicago White Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.3,75.3,13,0.89,0.4606,6.5825,26.7651,-38.8017,-5.8985,-4.6403,-0.8527,0.1644,-4.804,-119.7,-3.6755,1.9591,50.0052,5.2547,-8.4158,13.2,12,24,2498,305,NA,NA,NA,NA,NA,NA,FALSE,-50,-9.1,12,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717608,"2023-06-27",1,"2023-06-27T03:53:11.708Z","2023-06-27T03:53:16.348Z",TRUE,"pitch","c146f563-9570-4586-8a07-de8488bc3ed7",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.67,1.79,NA,177.04,186.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,1,1,61,"bottom",9,"2023-06-27T03:52:47.102Z","2023-06-27T03:54:17.347Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,592273,"Brandon Drury","/api/v1/people/592273","R","Right",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Chicago White Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.5,75.3,13,0.9,0.4589,6.6285,26.224,-33.4994,-7.7523,-0.9219,-1.5751,1.9278,-5.976,-119.9903,-0.9164,1.9672,50.0025,5.3366,-11.1464,20.4,9.6,24,2476,300,NA,NA,NA,NA,NA,NA,FALSE,-42.2,-1.6,15.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717608,"2023-06-27",0,"2023-06-27T03:52:54.510Z","2023-06-27T03:52:58.044Z",TRUE,"pitch","9dbc5672-f603-4c80-99c2-f3348a737a4a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.8667,1.8695,NA,127.62,163.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,1,1,61,"bottom",9,"2023-06-27T03:52:47.102Z","2023-06-27T03:54:17.347Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,592273,"Brandon Drury","/api/v1/people/592273","R","Right",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,86.1,4,0.91,0.4006,6.5009,29.6878,-30.9069,10.1075,0.6711,-0.2786,2.7756,-9.7072,-136.661,-0.5846,2.0036,50.0057,5.1126,19.1514,28.8,7.2,24,1904,118,NA,NA,NA,NA,NA,NA,FALSE,-29.6,1.3,-16.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717608,"2023-06-27",3,"2023-06-27T03:54:07.459Z","2023-06-27T03:54:11.322Z",FALSE,"action",NA,NA,"Mike Trout steals (2) 3rd base. Shohei Ohtani steals (11) 2nd base.","Stolen Base 3B",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,0,545361,"/api/v1/people/545361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6e9c8e62-3449-4a07-b55a-4a8bafa52b57","stolen_base_3b",NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,1,1,61,"bottom",9,"2023-06-27T03:52:47.102Z","2023-06-27T03:54:17.347Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,592273,"Brandon Drury","/api/v1/people/592273","R","Right",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_RHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717608,"2023-06-27",8,"2023-06-27T03:52:09.899Z","2023-06-27T03:52:15.257Z",TRUE,"pitch","54049a20-6503-4515-be5c-cd90b0e8c946",6,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",4,2,0,NA,NA,3.55,1.7122,NA,168.7,238.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Walk","walk","Shohei Ohtani walks. Mike Trout to 2nd.",0,1,1,60,"bottom",9,"2023-06-27T03:49:45.466Z","2023-06-27T03:52:15.257Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Chicago White Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.1,75.9,13,0.9,0.4597,6.4606,24.142,-32.9249,-9.1815,-0.5271,-1.3562,0.0277,-5.2538,-119.3946,-4.7898,2.0692,50.001,5.0407,-13.1807,22.8,10.8,24,2414,300,NA,NA,NA,NA,NA,NA,FALSE,-42.7,-1.9,17.9,NA,NA,NA,NA,NA,FALSE,FALSE,660271,"Shohei Ohtani","/api/v1/people/660271",545361,"Mike Trout","/api/v1/people/545361",NA,NA,NA
717608,"2023-06-27",7,"2023-06-27T03:51:50.568Z","2023-06-27T03:51:54.384Z",TRUE,"pitch","7df10dfa-8ebd-43d7-8612-05333a3586c7",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,0,NA,NA,3.55,1.7475,NA,127.03,164.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Walk","walk","Shohei Ohtani walks. Mike Trout to 2nd.",0,1,1,60,"bottom",9,"2023-06-27T03:49:45.466Z","2023-06-27T03:52:15.257Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","RISP",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87.4,5,0.91,0.3951,6.4434,29.0121,-27.3835,8.6019,2.4566,-0.263,2.736,-8.9904,-138.2885,-1.4202,1.9027,50.0004,5.0821,16.7634,28.8,6,24,1965,116,NA,NA,NA,NA,NA,NA,FALSE,-25.8,4.3,-13.8,NA,1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
