"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716652,"2023-09-10",3,"2023-09-10T22:36:04.300Z","2023-09-10T22:36:09.821Z",TRUE,"pitch","69bf39f4-3d66-4c4e-9962-8fa6b12c34e8",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.2379,1.5455,NA,92.04,165.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Austin Hays called out on strikes.",0,3,7,71,"top",9,"2023-09-10T22:35:01.358Z","2023-09-10T22:36:09.821Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669720,"Austin Hays","/api/v1/people/669720","R","Right",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,87.1,3,0.9,0.3931,7.5668,35.0476,-11.7314,-7.2428,10.4274,0.6549,2.7169,10.4086,-139.9612,-6.0348,-2.1916,50.0037,5.6876,-14.2016,40.8,3.6,24,2235,211,NA,NA,NA,NA,NA,NA,TRUE,-12.2,17.5,10.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716652,"2023-09-10",2,"2023-09-10T22:35:49.332Z","2023-09-10T22:35:54.301Z",TRUE,"pitch","fbd2d448-13ab-44f1-ad09-66d2b18edefe",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2087,1.5455,NA,69.76,215.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Austin Hays called out on strikes.",0,3,7,71,"top",9,"2023-09-10T22:35:01.358Z","2023-09-10T22:36:09.821Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669720,"Austin Hays","/api/v1/people/669720","R","Right",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.8,75.5,14,2,0.4585,6.7878,27.5772,-30.2316,9.3763,1.3483,1.2394,0.8743,6.5188,-120.3648,-4.3387,-2.7404,50.0022,5.4359,13.4893,25.2,9.6,24,2771,65,NA,NA,NA,NA,NA,NA,FALSE,-39.1,1.4,-18.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716652,"2023-09-10",1,"2023-09-10T22:35:30.822Z","2023-09-10T22:35:33.850Z",TRUE,"pitch","1faa9f29-3d93-4401-af80-51092f085bc2",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.2,1.5,NA,82.72,167.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Austin Hays called out on strikes.",0,3,7,71,"top",9,"2023-09-10T22:35:01.358Z","2023-09-10T22:36:09.821Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669720,"Austin Hays","/api/v1/people/669720","R","Right",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.4,75.7,12,2,0.4545,6.6312,27.4823,-27.7232,8.3803,3.0346,0.8993,2.6482,6.0217,-121.2966,-1.3354,-2.7186,50.0002,5.6618,12.2714,25.2,8.4,24,2758,70,NA,NA,NA,NA,NA,NA,FALSE,-34.4,5.4,-16.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716652,"2023-09-10",0,"2023-09-10T22:35:14.593Z","2023-09-10T22:35:17.900Z",TRUE,"pitch","45752700-04ca-48dc-8536-a145223d44bf",1,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,1,2,NA,NA,3.2,1.5,NA,118.2,180.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Austin Hays called out on strikes.",0,3,7,71,"top",9,"2023-09-10T22:35:01.358Z","2023-09-10T22:36:09.821Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669720,"Austin Hays","/api/v1/people/669720","R","Right",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,87.7,5,0.91,0.3904,7.3029,35.8679,-12.5008,-4.2101,9.8992,-0.0316,2.1727,7.5836,-140.9834,-7.558,-2.2251,50.002,5.7182,-8.3669,24,3.6,24,2077,212,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16.3,5.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716652,"2023-09-10",1,"2023-09-10T22:34:41.869Z","2023-09-10T22:34:51.012Z",TRUE,"pitch","a26a3e90-bf98-42fa-8858-342028313b46",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.35,1.55,NA,108.93,157.01,"fly_ball","medium","7",84.85,126.71,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Cedric Mullins flies out to left fielder Wilyer Abreu.",0,3,7,70,"top",9,"2023-09-10T22:33:54.871Z","2023-09-10T22:34:51.012Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.3,2,0.9,0.3931,7.3234,33.2664,-14.8723,-6.2105,8.8119,0.2118,3.0286,8.8531,-139.6569,-4.7287,-2.2015,50.0002,5.7313,-12.1911,32.4,3.6,24,2206,207,73.3,47,211,NA,NA,NA,TRUE,-14.8,15.1,9.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716652,"2023-09-10",0,"2023-09-10T22:34:27.503Z","2023-09-10T22:34:30.683Z",TRUE,"pitch","843dc39b-e660-49f3-baf0-276653b5eaec",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.35,1.55,NA,114.3,209.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Cedric Mullins flies out to left fielder Wilyer Abreu.",0,3,7,70,"top",9,"2023-09-10T22:33:54.871Z","2023-09-10T22:34:51.012Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.8,82.4,14,0.9,0.4202,7.4676,27.4393,-27.8696,-10.3595,2.4981,0.0708,1.0715,10.033,-130.3557,-6.0036,-2.4822,50.0001,5.5087,-17.8237,28.8,8.4,24,1642,244,NA,NA,NA,NA,NA,NA,FALSE,-30.7,3.4,16.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716652,"2023-09-10",4,"2023-09-10T22:33:40.349Z","2023-09-10T22:33:47.866Z",TRUE,"pitch","1735756d-058c-4402-abbc-b6ad6aafdea6",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.48,1.69,NA,122.29,199.26,"ground_ball","medium","4",150.45,152.09,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Ryan O'Hearn grounds out, second baseman Luis Urias to first baseman Triston Casas.",0,3,7,69,"top",9,"2023-09-10T22:32:52.313Z","2023-09-10T22:33:47.866Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.2,83.3,13,0.89,0.4167,7.4089,25.8362,-25.4859,-9.6828,3.8184,-0.1387,1.4638,9.3923,-131.0773,-5.4065,-2.4979,50.0061,5.4387,-16.9744,30,7.2,24,1716,247,81.4,-16,6,NA,NA,NA,TRUE,-27.6,6,15.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716652,"2023-09-10",3,"2023-09-10T22:33:23.449Z","2023-09-10T22:33:26.744Z",TRUE,"pitch","adc48e1e-6ff7-436d-b0b4-c17e7d590804",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.48,1.69,NA,105.94,152.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Ryan O'Hearn grounds out, second baseman Luis Urias to first baseman Triston Casas.",0,3,7,69,"top",9,"2023-09-10T22:32:52.313Z","2023-09-10T22:33:47.866Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.3,3,0.9,0.3937,7.4146,31.7712,-12.2335,-6.1014,10.175,0.2903,3.1809,8.9802,-139.2349,-4.7947,-2.1867,50.0061,5.7374,-11.9619,37.2,3.6,24,2172,210,NA,NA,NA,NA,NA,NA,FALSE,-12.4,17.5,9.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716652,"2023-09-10",2,"2023-09-10T22:33:07.862Z","2023-09-10T22:33:12.100Z",TRUE,"pitch","d9e4daa2-c1a3-4f21-9227-6c46af9cab79",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.5296,1.7509,NA,91.6,177.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Ryan O'Hearn grounds out, second baseman Luis Urias to first baseman Triston Casas.",0,3,7,69,"top",9,"2023-09-10T22:32:52.313Z","2023-09-10T22:33:47.866Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.2,9,0.91,0.3908,7.956,31.9773,-10.6912,-5.825,10.8008,0.6664,2.2562,9.7765,-140.2139,-7.675,-2.1102,50.0047,5.7283,-11.5887,37.2,3.6,24,2075,213,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.1,8.5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716652,"2023-09-10",1,"2023-09-10T22:32:54.698Z","2023-09-10T22:32:58.983Z",TRUE,"pitch","2065cad2-4e24-40cd-ab1d-b5e02fdc844d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4713,1.6922,NA,130.52,163.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Ryan O'Hearn grounds out, second baseman Luis Urias to first baseman Triston Casas.",0,3,7,69,"top",9,"2023-09-10T22:32:52.313Z","2023-09-10T22:33:47.866Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",687798,"Nick Robertson","/api/v1/people/687798","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.4,4,0.91,0.3931,7.1652,32.3421,-12.0917,-5.8824,10.2226,-0.3548,2.7799,6.9103,-139.5123,-6.0557,-2.1034,50.0051,5.7808,-11.5594,36,3.6,24,2111,211,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.4,9.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
