"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716488,"2023-09-22",6,"2023-09-22T04:14:06.531Z","2023-09-22T04:14:17.944Z",TRUE,"pitch","3f09ebd7-792f-4f54-afce-04ac2161ec3d",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.44,1.66,NA,114.09,163.14,"fly_ball","medium","8",122.94,98.69,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Aledmys Diaz flies out to center fielder Parker Meadows.",0,7,3,71,"bottom",9,"2023-09-22T04:12:01.270Z","2023-09-22T04:14:17.944Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",669724,"Brenan Hanifee","/api/v1/people/669724","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Detroit Tigers",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83,75.8,5,2,0.4554,6.3637,25.6071,-30.0394,6.9539,1.4583,0.0763,2.8015,4.5517,-120.7242,-0.9648,-2.743,50.0018,5.8734,10.1639,20.4,8.4,24,2204,68,89.8,50,253,NA,NA,NA,TRUE,-37.3,2.6,-13.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716488,"2023-09-22",5,"2023-09-22T04:13:50.905Z","2023-09-22T04:13:54.207Z",TRUE,"pitch","9781d7a2-f341-49fc-9ca7-3677179d964e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4189,1.6611,NA,187.06,176.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Aledmys Diaz flies out to center fielder Parker Meadows.",0,7,3,71,"bottom",9,"2023-09-22T04:12:01.270Z","2023-09-22T04:14:17.944Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",669724,"Brenan Hanifee","/api/v1/people/669724","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.7,85.2,13,2,0.4058,6.2292,28.9711,-28.4847,-9.0984,2.0012,-1.8379,2.3089,5.3888,-134.9091,-3.8256,-2.6777,50.0046,5.7499,-16.7962,27.6,7.2,24,1596,235,NA,NA,NA,NA,NA,NA,FALSE,-28.8,3,15.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716488,"2023-09-22",4,"2023-09-22T04:13:31.398Z","2023-09-22T04:13:35.366Z",TRUE,"pitch","a5bd9a9f-6e6b-4ecd-8256-2dd905b9084e",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.44,1.66,NA,101.19,169.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Aledmys Diaz flies out to center fielder Parker Meadows.",0,7,3,71,"bottom",9,"2023-09-22T04:12:01.270Z","2023-09-22T04:14:17.944Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",669724,"Brenan Hanifee","/api/v1/people/669724","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Detroit Tigers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.8,76.4,6,2,0.4481,6.2187,29.4405,-23.8313,1.5499,5.5431,0.4149,2.5723,6.4153,-123.2687,-2.7088,-2.4462,50.0053,5.7445,2.3329,8.4,7.2,24,2209,67,NA,NA,NA,NA,NA,NA,FALSE,-29.3,9.5,-4.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716488,"2023-09-22",3,"2023-09-22T04:13:15.928Z","2023-09-22T04:13:19.543Z",TRUE,"pitch","6e686e6d-c3a8-4810-af1e-d08d632f35ac",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.5144,1.6611,NA,109.52,163.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Aledmys Diaz flies out to center fielder Parker Meadows.",0,7,3,71,"bottom",9,"2023-09-22T04:12:01.270Z","2023-09-22T04:14:17.944Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",669724,"Brenan Hanifee","/api/v1/people/669724","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.5,5,2,0.404,6.3417,28.5815,-25.8949,-10.34,3.3715,0.1961,2.78,10.495,-135.3949,-3.2903,-2.3804,50.0053,5.8161,-19.2691,32.4,7.2,24,1911,232,NA,NA,NA,NA,NA,NA,FALSE,-25.9,5.6,16.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716488,"2023-09-22",1,"2023-09-22T04:12:03.438Z","2023-09-22T04:12:08.203Z",TRUE,"pitch","2880a04c-c55b-4f99-9ae0-1fb22a4729ba",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.44,1.66,NA,147.35,167.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Aledmys Diaz flies out to center fielder Parker Meadows.",0,7,3,71,"bottom",9,"2023-09-22T04:12:01.270Z","2023-09-22T04:14:17.944Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",669724,"Brenan Hanifee","/api/v1/people/669724","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,86.3,4,2,0.4015,6.2351,27.2886,-28.0759,-9.3504,2.1694,-0.7962,2.6423,8.1071,-135.956,-3.4092,-2.5889,50.0018,5.8417,-17.6613,28.8,7.2,24,1901,230,NA,NA,NA,NA,NA,NA,FALSE,-27.7,3.5,15.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716488,"2023-09-22",0,"2023-09-22T04:11:44.442Z","2023-09-22T04:12:03.438Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",7,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Aledmys Diaz flies out to center fielder Parker Meadows.",0,7,3,71,"bottom",9,"2023-09-22T04:12:01.270Z","2023-09-22T04:14:17.944Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",669724,"Brenan Hanifee","/api/v1/people/669724","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716488,"2023-09-22",2,"2023-09-22T04:12:31.317Z","2023-09-22T04:13:15.928Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",7,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,649557,"/api/v1/people/649557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Aledmys Diaz flies out to center fielder Parker Meadows.",0,7,3,71,"bottom",9,"2023-09-22T04:12:01.270Z","2023-09-22T04:14:17.944Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",669724,"Brenan Hanifee","/api/v1/people/669724","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716488,"2023-09-22",3,"2023-09-22T04:10:53.909Z","2023-09-22T04:11:21.095Z",TRUE,"pitch","a71da85e-f39d-4a46-bffa-84246d899944",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.51,1.65,NA,123.88,169.22,"fly_ball","medium","8",167.42,41.98,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Home Run","home_run","Brent Rooker homers (28) on a fly ball to center field. Zack Gelof scores.",2,7,3,70,"bottom",9,"2023-09-22T04:09:34.957Z","2023-09-22T04:11:21.095Z",TRUE,TRUE,FALSE,FALSE,38,1,2,2,667670,"Brent Rooker","/api/v1/people/667670","R","Right",669724,"Brenan Hanifee","/api/v1/people/669724","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.6,85,5,2,0.4063,6.2719,28.3487,-25.8586,-8.7877,3.4289,-0.1804,2.5763,9.0076,-134.6297,-3.713,-2.4227,50.0019,5.7967,-16.1827,28.8,7.2,24,1732,231,106.1,33,402,NA,NA,NA,FALSE,-26.3,5.6,14,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716488,"2023-09-22",2,"2023-09-22T04:10:35.553Z","2023-09-22T04:10:39.637Z",TRUE,"pitch","58dc26f2-1507-4a5e-82c7-4df2ddf9773f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.6101,1.6511,NA,88.69,207.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Home Run","home_run","Brent Rooker homers (28) on a fly ball to center field. Zack Gelof scores.",2,7,3,70,"bottom",9,"2023-09-22T04:09:34.957Z","2023-09-22T04:11:21.095Z",TRUE,TRUE,FALSE,FALSE,38,1,2,2,667670,"Brent Rooker","/api/v1/people/667670","R","Right",669724,"Brenan Hanifee","/api/v1/people/669724","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.8,82.3,14,2,0.4234,6.2864,24.8828,-32.57,-5.4213,-0.2304,0.7428,1.1508,9.9556,-128.9943,-4.8614,-2.449,50.0059,5.5489,-9.2099,13.2,8.4,24,1478,255,NA,NA,NA,NA,NA,NA,FALSE,-35.9,-1.3,7.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716488,"2023-09-22",1,"2023-09-22T04:10:15.244Z","2023-09-22T04:10:18.645Z",TRUE,"pitch","1ca04cd1-047f-4f08-8f5f-26144e24432f",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.51,1.65,NA,135,191.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Home Run","home_run","Brent Rooker homers (28) on a fly ball to center field. Zack Gelof scores.",2,7,3,70,"bottom",9,"2023-09-22T04:09:34.957Z","2023-09-22T04:11:21.095Z",TRUE,TRUE,FALSE,FALSE,38,1,2,2,667670,"Brent Rooker","/api/v1/people/667670","R","Right",669724,"Brenan Hanifee","/api/v1/people/669724","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89,82.5,7,2,0.4216,6.1583,24.6988,-34.6143,-5.3975,-1.4232,-0.4722,1.7455,7.365,-129.4656,-3.135,-2.6406,50.005,5.5967,-9.2491,13.2,8.4,24,1400,258,NA,NA,NA,NA,NA,NA,FALSE,-37.3,-3,8.3,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
