"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717201,"2023-07-30",2,"2023-07-30T19:13:02.266Z","2023-07-30T19:13:10.136Z",TRUE,"pitch","a20db02f-c1d5-4dae-a6c6-d12d2bf06175",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.22,1.55,NA,142.14,194.18,"line_drive","medium","7",59.89,83.23,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Lineout","field_out","Danny Jansen lines out to left fielder Mickey Moniak.",0,3,2,86,"bottom",10,"2023-07-30T19:12:12.560Z","2023-07-30T19:13:10.136Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,91.1,7,0.9,0.3808,6.315,28.2975,-12.8721,-5.4974,9.1815,-0.6595,1.652,3.7958,-143.0012,-8.4928,-1.2796,50.0045,5.4393,-11.559,37.2,3.6,24,2260,210,88.5,25,331,NA,NA,NA,TRUE,-12.6,15.4,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717201,"2023-07-30",1,"2023-07-30T19:12:38.737Z","2023-07-30T19:12:42.119Z",TRUE,"pitch","32e226df-4dea-4fec-a160-d47c6a2037cb",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.22,1.55,NA,121.14,177.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Lineout","field_out","Danny Jansen lines out to left fielder Mickey Moniak.",0,3,2,86,"bottom",10,"2023-07-30T19:12:12.560Z","2023-07-30T19:13:10.136Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,90.8,5,0.9,0.3827,6.4112,26.8667,-13.7311,-4.0114,8.8506,-0.1085,2.2855,4.5887,-142.11,-6.7553,-1.2088,50.0003,5.5337,-8.3569,26.4,3.6,24,2017,204,NA,NA,NA,NA,NA,NA,FALSE,-13.1,15.1,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717201,"2023-07-30",0,"2023-07-30T19:12:21.108Z","2023-07-30T19:12:25.486Z",TRUE,"pitch","9212c9a8-2c19-48e3-a318-8ebf795cb50f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1964,1.5428,NA,167.98,168.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Lineout","field_out","Danny Jansen lines out to left fielder Mickey Moniak.",0,3,2,86,"bottom",10,"2023-07-30T19:12:12.560Z","2023-07-30T19:13:10.136Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,643376,"Danny Jansen","/api/v1/people/643376","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,91.2,11,0.9,0.3803,6.1725,28.521,-15.7271,-5.6069,7.8015,-1.3373,2.619,2.2754,-143.2389,-5.7662,-1.4069,50.0042,5.6173,-11.8236,33.6,3.6,24,2081,209,NA,NA,NA,NA,NA,NA,FALSE,-14.5,13.3,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717201,"2023-07-30",4,"2023-07-30T19:11:44.765Z","2023-07-30T19:11:48.698Z",TRUE,"pitch","986d9ebd-b6b7-41b0-a6dd-9b36001b5239",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.36,1.56,NA,124.28,134.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Cavan Biggio strikes out swinging.",0,3,2,85,"bottom",10,"2023-07-30T19:10:50.544Z","2023-07-30T19:11:48.698Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,89.9,11,0.9,0.3845,6.3983,28.2156,-14.0102,-5.757,8.8123,-0.1909,3.8715,5.2979,-141.7028,-2.4209,-1.3243,50.0061,5.6171,-11.8709,37.2,3.6,24,2091,212,NA,NA,NA,NA,NA,NA,TRUE,-12.8,15.7,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656305,"Matt Chapman","/api/v1/people/656305",NA,NA,NA,595281,"Kevin Kiermaier","/api/v1/people/595281",NA,NA,NA,NA
717201,"2023-07-30",3,"2023-07-30T19:11:26.386Z","2023-07-30T19:11:29.892Z",TRUE,"pitch","7da428ed-0145-430c-a37b-0864e3e137e7",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,2,1,NA,NA,3.36,1.56,NA,126.53,149.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Cavan Biggio strikes out swinging.",0,3,2,85,"bottom",10,"2023-07-30T19:10:50.544Z","2023-07-30T19:11:48.698Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,90.2,2,0.9,0.3841,6.0394,27.6645,-13.0541,-6.7148,9.2517,-0.25,3.3184,5.1146,-141.7508,-4.1396,-1.1913,50.0047,5.6111,-13.8796,43.2,3.6,24,2238,211,NA,NA,NA,NA,NA,NA,FALSE,-12.2,16.3,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656305,"Matt Chapman","/api/v1/people/656305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717201,"2023-07-30",2,"2023-07-30T19:11:07.911Z","2023-07-30T19:11:11.063Z",TRUE,"pitch","4df50a61-91fc-4ba6-bebf-ac4c8d3cce53",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.36,1.56,NA,112.96,143.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Cavan Biggio strikes out swinging.",0,3,2,85,"bottom",10,"2023-07-30T19:10:50.544Z","2023-07-30T19:11:48.698Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,90.6,12,0.9,0.3829,6.2097,26.3096,-14.8258,-4.8112,8.3368,0.106,3.5211,5.9107,-141.9329,-3.1512,-1.3588,50.0064,5.5649,-10.0172,30,3.6,24,2133,209,NA,NA,NA,NA,NA,NA,FALSE,-13.4,14.8,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656305,"Matt Chapman","/api/v1/people/656305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717201,"2023-07-30",1,"2023-07-30T19:10:52.915Z","2023-07-30T19:10:56.199Z",TRUE,"pitch","6c55d9bf-e4ab-4484-9cd2-f95db9b45e5a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3364,1.5913,NA,171.64,144.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Cavan Biggio strikes out swinging.",0,3,2,85,"bottom",10,"2023-07-30T19:10:50.544Z","2023-07-30T19:11:48.698Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,90.7,11,0.9,0.3811,5.9838,28.7376,-12.8578,-6.1775,9.2073,-1.4335,3.4943,3.2563,-142.9616,-3.4367,-1.7763,50.0041,5.5031,-12.9629,42,3.6,24,2138,220,NA,NA,NA,NA,NA,NA,FALSE,-11.8,16.3,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656305,"Matt Chapman","/api/v1/people/656305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717201,"2023-07-30",0,"2023-07-30T19:09:54.380Z","2023-07-30T19:10:52.915Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"85","atBat","Strikeout","strikeout","Cavan Biggio strikes out swinging.",0,3,2,85,"bottom",10,"2023-07-30T19:10:50.544Z","2023-07-30T19:11:48.698Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,624415,"Cavan Biggio","/api/v1/people/624415","L","Left",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_LHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656305,"Matt Chapman","/api/v1/people/656305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717201,"2023-07-30",6,"2023-07-30T19:09:33.512Z","2023-07-30T19:09:38.903Z",TRUE,"pitch","74080f1b-e31c-4079-a44e-15f53f0ca2b1",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,0,NA,NA,3.5702,1.5869,NA,151.96,165.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","George Springer called out on strikes.",0,3,2,84,"bottom",10,"2023-07-30T19:07:44.495Z","2023-07-30T19:09:38.903Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,543807,"George Springer","/api/v1/people/543807","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,90.8,11,0.9,0.3811,6.369,29.4522,-12.3587,-4.957,9.4512,-0.917,2.709,3.0595,-143.0764,-6.025,-1.3497,50.007,5.5993,-10.3981,36,3.6,24,2198,202,NA,NA,NA,NA,NA,NA,TRUE,-11.8,16.2,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656305,"Matt Chapman","/api/v1/people/656305",NA,NA,NA,595281,"Kevin Kiermaier","/api/v1/people/595281",NA,NA,NA,NA
717201,"2023-07-30",5,"2023-07-30T19:09:13.477Z","2023-07-30T19:09:16.820Z",TRUE,"pitch","9dee7c5e-df56-4377-8e76-1c6c347bf746",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.4421,1.6142,NA,91.86,133.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","George Springer called out on strikes.",0,3,2,84,"bottom",10,"2023-07-30T19:07:44.495Z","2023-07-30T19:09:38.903Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,543807,"George Springer","/api/v1/people/543807","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","RISP",NA,"Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,91.9,12,0.9,0.3771,5.7571,27.7286,-15.6146,-5.6563,7.7193,0.6596,3.8882,8.2873,-144.2207,-1.6807,-1.492,50.0045,5.4225,-12.1372,33.6,3.6,24,2069,212,NA,NA,NA,NA,NA,NA,FALSE,-13.6,13.9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656305,"Matt Chapman","/api/v1/people/656305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
