"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746316,"2024-04-21",3,"2024-04-21T20:52:22.530Z","2024-04-21T20:52:29.980Z",TRUE,"pitch","a7b47c4c-ee46-403a-98bb-fadbc3d4a134",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.39,1.62,NA,144.91,164.67,"ground_ball","medium","5",107.91,160.42,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Kyle Isbel grounds out, third baseman Jordan Westburg to first baseman Ryan Mountcastle.",0,5,0,76,"bottom",9,"2024-04-21T20:51:24.798Z","2024-04-21T20:52:29.980Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.3,84.5,4,0.89,0.4099,6.6663,25.6414,-29.2392,-7.1163,1.6202,-0.7323,2.7449,4.3712,-133.0703,-1.1463,-1.4625,50.0039,5.2786,-12.9022,22.8,7.2,24,1863,219,95,-15,10,NA,NA,NA,TRUE,-29.5,2.9,12.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746316,"2024-04-21",2,"2024-04-21T20:52:05.838Z","2024-04-21T20:52:11.444Z",TRUE,"pitch","abf23a0f-5744-429e-a8ba-786da1e80fc3",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4168,1.6014,NA,164.13,167.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Kyle Isbel grounds out, third baseman Jordan Westburg to first baseman Ryan Mountcastle.",0,5,0,76,"bottom",9,"2024-04-21T20:51:24.798Z","2024-04-21T20:52:29.980Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.9,85.6,11,0.9,0.406,6.6873,24.0679,-28.3972,-8.0776,2.0408,-1.2365,2.624,3.9419,-133.9845,-1.6275,-1.6632,50.002,5.2341,-14.9497,26.4,7.2,24,1897,229,NA,NA,NA,NA,NA,NA,FALSE,-28.2,3.6,14,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746316,"2024-04-21",1,"2024-04-21T20:51:46.330Z","2024-04-21T20:51:49.559Z",TRUE,"pitch","430b4b09-e78f-4914-8a44-2e3b2603993c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.39,1.62,NA,124.43,157.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Kyle Isbel grounds out, third baseman Jordan Westburg to first baseman Ryan Mountcastle.",0,5,0,76,"bottom",9,"2024-04-21T20:51:24.798Z","2024-04-21T20:52:29.980Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.4,83.9,2,0.88,0.4134,6.8891,23.842,-27.0421,-8.2452,2.8734,-0.1948,3.0113,6.1175,-131.7135,-0.6365,-1.4582,50.0004,5.2283,-14.7135,26.4,7.2,24,1824,235,NA,NA,NA,NA,NA,NA,FALSE,-27.7,5.3,13.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746316,"2024-04-21",0,"2024-04-21T20:51:31.374Z","2024-04-21T20:51:35.713Z",TRUE,"pitch","b1de4796-8800-4f46-a583-0e0efcb5b7bd",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4168,1.572,NA,77.4,181.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Groundout","field_out","Kyle Isbel grounds out, third baseman Jordan Westburg to first baseman Ryan Mountcastle.",0,5,0,76,"bottom",9,"2024-04-21T20:51:24.798Z","2024-04-21T20:52:29.980Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,85.1,14,0.9,0.4083,6.7694,24.5888,-26.7092,-9.4748,2.99,1.0388,2.118,9.8152,-133.3742,-3.0543,-1.4314,50.0065,5.173,-17.3349,30,7.2,24,1929,234,NA,NA,NA,NA,NA,NA,FALSE,-27.1,5,15.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746316,"2024-04-21",8,"2024-04-21T20:51:00.693Z","2024-04-21T20:51:06.622Z",TRUE,"pitch","4048c263-1cf6-46ed-9090-b99f66f99ee1",9,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.3285,1.6014,NA,141.85,211.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Freddy Fermin walks.",0,5,0,75,"bottom",9,"2024-04-21T20:48:32.553Z","2024-04-21T20:51:06.622Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.2,75.8,13,0.92,0.4576,7.1055,22.5111,-31.4825,-9.8213,0.4714,-0.6519,1.0245,5.5925,-119.5868,-2.5098,-1.7418,50.0002,4.9047,-14.259,22.8,9.6,24,1633,257,NA,NA,NA,NA,NA,NA,FALSE,-39.8,0.5,16.4,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,666023,"Freddy Fermin","/api/v1/people/666023",NA,NA,NA,NA
746316,"2024-04-21",7,"2024-04-21T20:50:38.390Z","2024-04-21T20:50:42.738Z",TRUE,"pitch","c5b3ceb9-63f2-41aa-a409-adc152e40ca2",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.24,1.54,NA,104.77,155.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Freddy Fermin walks.",0,5,0,75,"bottom",9,"2024-04-21T20:48:32.553Z","2024-04-21T20:51:06.622Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.1,86,3,0.9,0.4047,6.7835,23.0853,-30.864,-6.2261,0.7024,0.3209,3.077,6.9358,-134.2214,-0.1611,-1.4613,50.0035,5.2959,-11.6101,19.2,7.2,24,1994,226,NA,NA,NA,NA,NA,NA,FALSE,-30.2,1.4,10.2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746316,"2024-04-21",6,"2024-04-21T20:50:18.408Z","2024-04-21T20:50:24.494Z",TRUE,"pitch","43ecded0-f7b7-4fc8-b36e-d4bc4b20b9ce",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.24,1.54,NA,155.52,153.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Freddy Fermin walks.",0,5,0,75,"bottom",9,"2024-04-21T20:48:32.553Z","2024-04-21T20:51:06.622Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.2,84.4,11,0.89,0.4103,6.6982,25.3875,-30.3823,-6.9711,0.9892,-1.0106,3.1509,3.9302,-132.8937,0.0356,-1.594,50.0015,5.3232,-12.6125,21.6,7.2,24,1832,219,NA,NA,NA,NA,NA,NA,FALSE,-30.5,2,11.9,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746316,"2024-04-21",5,"2024-04-21T20:49:59.730Z","2024-04-21T20:50:04.072Z",TRUE,"pitch","0918eb9b-288c-4660-8b56-b3498d6456bd",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.24,1.54,NA,149.71,173.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Freddy Fermin walks.",0,5,0,75,"bottom",9,"2024-04-21T20:48:32.553Z","2024-04-21T20:51:06.622Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,85.6,11,0.9,0.4049,6.8397,26.1406,-28.8463,-7.7781,1.7876,-0.8582,2.407,4.7818,-134.6909,-1.9468,-1.6357,50.0004,5.1565,-14.4515,25.2,7.2,24,1954,228,NA,NA,NA,NA,NA,NA,FALSE,-28.6,3.1,13.2,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746316,"2024-04-21",4,"2024-04-21T20:49:45.224Z","2024-04-21T20:49:48.804Z",TRUE,"pitch","f1b11dfc-d794-4e02-b148-1f2d47881df1",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3874,1.6601,NA,70.83,199.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Freddy Fermin walks.",0,5,0,75,"bottom",9,"2024-04-21T20:48:32.553Z","2024-04-21T20:51:06.622Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.6,73.4,14,0.9,0.476,6.8193,18.8854,-30.4381,6.399,1.2893,1.2112,1.4664,5.1212,-114.5695,-0.8825,-1.8751,50.0021,4.8014,8.6029,16.8,9.6,24,2506,102,NA,NA,NA,NA,NA,NA,FALSE,-41.3,2.4,-12.7,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746316,"2024-04-21",3,"2024-04-21T20:49:26.578Z","2024-04-21T20:49:31.846Z",TRUE,"pitch","bd46124c-e196-4aa1-ba17-8542b453f992",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.24,1.54,NA,149.46,172.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Freddy Fermin walks.",0,5,0,75,"bottom",9,"2024-04-21T20:48:32.553Z","2024-04-21T20:51:06.622Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,666023,"Freddy Fermin","/api/v1/people/666023","R","Right",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,84,11,0.9,0.4105,6.6916,28.4628,-27.9865,-9.4207,2.3241,-0.8515,2.4562,4.9441,-133.3981,-2.1343,-1.5041,50.005,5.2825,-16.9954,28.8,7.2,24,1902,225,NA,NA,NA,NA,NA,NA,FALSE,-28.6,4,16,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
