"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
718085,"2023-05-21",4,"2023-05-21T17:40:58.019Z","2023-05-21T17:41:01.019Z",TRUE,"pitch","14cab750-3552-478a-972a-84fc88c0fcc9",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.15,1.46,NA,85.28,164.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Luke Maile grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,4,1,56,"bottom",8,"2023-05-21T17:38:43.631Z","2023-05-21T17:41:22.827Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,571912,"Luke Maile","/api/v1/people/571912","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,86.7,12,2,0.3962,5.7602,33.5045,-23.1682,8.0722,4.6596,0.8323,2.7535,-1.3969,-138.7067,-4.5131,0.2972,50.0005,5.9634,15.5916,32.4,6,24,2140,137,NA,NA,NA,NA,NA,NA,FALSE,-22.7,7.6,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",3,"2023-05-21T17:40:42.546Z","2023-05-21T17:40:46.743Z",TRUE,"pitch","ef104316-051c-41f0-8955-5270b39b481a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,2.9429,1.4621,NA,83.42,183.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Luke Maile grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,4,1,56,"bottom",8,"2023-05-21T17:38:43.631Z","2023-05-21T17:41:22.827Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,571912,"Luke Maile","/api/v1/people/571912","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.8,78.9,14,2,0.4386,5.8138,25.2741,-29.8244,8.6134,1.4916,0.881,2.0354,-1.9631,-124.8964,-2.9131,0.5582,50.0056,5.671,13.603,24,8.4,24,1993,131,NA,NA,NA,NA,NA,NA,FALSE,-34.9,2.3,-15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",0,"2023-05-21T17:38:45.038Z","2023-05-21T17:38:50.366Z",TRUE,"pitch","57dccc53-2071-4745-8cce-d7b9b358b370",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3876,1.4621,NA,48.25,153.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Luke Maile grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,4,1,56,"bottom",8,"2023-05-21T17:38:43.631Z","2023-05-21T17:41:22.827Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,571912,"Luke Maile","/api/v1/people/571912","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.8,77.6,12,2,0.4388,5.7209,32.5912,-29.4263,9.2945,1.7521,1.8037,3.146,0.0303,-126.2154,-0.9363,0.5899,50.0011,5.9544,14.5615,26.4,8.4,24,2054,137,NA,NA,NA,NA,NA,NA,FALSE,-34,3.2,-16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",1,"2023-05-21T17:39:01.949Z","2023-05-21T17:39:07.855Z",FALSE,"action",NA,NA,"Reds manager David Bell ejected by HP umpire Emil Jimenez.","Ejection",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,1,110816,"/api/v1/people/110816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ejection",NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Luke Maile grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,4,1,56,"bottom",8,"2023-05-21T17:38:43.631Z","2023-05-21T17:41:22.827Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,571912,"Luke Maile","/api/v1/people/571912","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621660,"/api/v1/people/621660",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",2,"2023-05-21T17:39:07.855Z","2023-05-21T17:40:42.546Z",FALSE,"action",NA,NA,"On-field Delay.","Game Advisory",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,1,571912,"/api/v1/people/571912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Luke Maile grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,4,1,56,"bottom",8,"2023-05-21T17:38:43.631Z","2023-05-21T17:41:22.827Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,571912,"Luke Maile","/api/v1/people/571912","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",2,"2023-05-21T17:38:18.060Z","2023-05-21T17:38:25.359Z",TRUE,"pitch","3db0bcf8-d7f2-4dcc-ac31-f8b65f9a76a2",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.2,1.54,NA,132.9,193.18,"ground_ball","medium","6",117.34,146.15,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Kevin Newman grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,4,1,55,"bottom",8,"2023-05-21T17:38:05.510Z","2023-05-21T17:38:25.359Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,621028,"Kevin Newman","/api/v1/people/621028","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,86.2,7,2,0.4019,5.8743,28.8508,-24.3667,8.919,4.1476,-0.4172,1.6891,-5.505,-136.0953,-6.8031,0.4692,50.0032,5.8999,16.7922,31.2,6,24,2120,132,95.7,-6,15,NA,NA,NA,TRUE,-24.8,6.4,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",1,"2023-05-21T17:38:07.805Z","2023-05-21T17:38:12.296Z",TRUE,"pitch","7337a510-c56c-40a4-bb26-64775825a4f7",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.0717,1.5421,NA,88,168.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Kevin Newman grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,4,1,55,"bottom",8,"2023-05-21T17:38:05.510Z","2023-05-21T17:38:25.359Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,621028,"Kevin Newman","/api/v1/people/621028","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.9,79.2,6,2,0.4369,5.8816,24.3223,-30.4041,7.7595,1.1084,0.7608,2.5877,-2.0244,-125.1759,-1.6014,0.5699,50.0018,5.7157,12.3616,21.6,8.4,24,2048,139,NA,NA,NA,NA,NA,NA,FALSE,-34.9,1.9,-13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",0,"2023-05-21T17:37:48.337Z","2023-05-21T17:38:07.805Z",FALSE,"action",NA,NA,"Pitching Change: Wandy Peralta replaces Jimmy Cordero.","Pitching Substitution",4,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,593974,"/api/v1/people/593974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"55","atBat","Groundout","field_out","Kevin Newman grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",0,4,1,55,"bottom",8,"2023-05-21T17:38:05.510Z","2023-05-21T17:38:25.359Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,621028,"Kevin Newman","/api/v1/people/621028","R","Right",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",1,"2023-05-21T17:35:34.487Z","2023-05-21T17:35:41.877Z",TRUE,"pitch","8b9fcb30-1327-46c2-a5f8-21b59e7d2f3e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.35,1.57,NA,121.91,160.34,"ground_ball","medium","6",113.7,147.97,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Forceout","force_out","DJ LeMahieu grounds into a force out, shortstop Matt McLain to second baseman Kevin Newman. Anthony Rizzo out at 2nd.",0,4,1,54,"top",8,"2023-05-21T17:35:11.308Z","2023-05-21T17:35:41.877Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,85.1,2,2,0.406,5.7841,27.3045,-14.9269,-3.6737,9.3441,-0.1288,2.9053,3.9213,-134.539,-5.1852,-1.1232,50.0039,5.904,-6.7819,20.4,3.6,24,2152,197,99.4,-20,8,NA,NA,NA,TRUE,-15.7,16.1,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",0,"2023-05-21T17:35:17.081Z","2023-05-21T17:35:20.218Z",TRUE,"pitch","a559fda1-696a-48d2-a3e1-3a5e5aff69aa",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.35,1.57,NA,100.27,172.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Forceout","force_out","DJ LeMahieu grounds into a force out, shortstop Matt McLain to second baseman Kevin Newman. Anthony Rizzo out at 2nd.",0,4,1,54,"top",8,"2023-05-21T17:35:11.308Z","2023-05-21T17:35:41.877Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,79,6,2,0.4431,5.4555,18.6631,-31.6211,-0.3462,0.3545,0.4389,2.4561,4.4922,-122.4815,-1.9209,-1.3552,50.0024,5.8931,-0.5394,0,8.4,24,2219,62,NA,NA,NA,NA,NA,NA,FALSE,-37.4,0.5,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",8,"2023-05-21T17:34:37.002Z","2023-05-21T17:34:47.507Z",TRUE,"pitch","ad138bea-f64b-4017-bc70-591b3b2a3b1e",8,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,2,NA,NA,3.81,1.76,NA,189.24,180.2,"ground_ball","medium","4",140.39,138.87,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Anthony Rizzo singles on a ground ball to second baseman Kevin Newman.",0,4,1,53,"top",8,"2023-05-21T17:31:44.467Z","2023-05-21T17:34:47.507Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.9,76.5,13,2,0.4531,5.7825,22.4081,-21.1474,-10.3033,7.4371,-1.8952,2.1695,1.8724,-120.6732,-4.4417,-1.34,50.0006,5.8856,-15.2667,34.8,7.2,24,2142,238,69.8,-14,10,NA,NA,NA,FALSE,-26.9,12.7,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,519203,"Anthony Rizzo","/api/v1/people/519203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",7,"2023-05-21T17:34:13.048Z","2023-05-21T17:34:17.169Z",TRUE,"pitch","5e4ee960-84f4-494d-9632-8b26f7e95262",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.81,1.76,NA,114.14,204.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Anthony Rizzo singles on a ground ball to second baseman Kevin Newman.",0,4,1,53,"top",8,"2023-05-21T17:31:44.467Z","2023-05-21T17:34:47.507Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cincinnati Reds",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.2,71.4,14,2,0.4886,5.6245,21.7521,-42.6884,1.2104,-8.2727,0.0751,1.2759,2.2,-112.4138,-1.3084,-1.0763,50.0046,6.2271,1.5376,2.4,13.2,24,2316,15,NA,NA,NA,NA,NA,NA,FALSE,-61.1,-15,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",6,"2023-05-21T17:33:53.534Z","2023-05-21T17:33:57.118Z",TRUE,"pitch","5fab8228-2225-443a-b4c1-216b77e32de2",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.81,1.76,NA,95.3,216.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Anthony Rizzo singles on a ground ball to second baseman Kevin Newman.",0,4,1,53,"top",8,"2023-05-21T17:31:44.467Z","2023-05-21T17:34:47.507Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,81.2,14,2,0.4333,5.6464,18.7786,-30.2284,-0.114,1.1904,0.5693,0.8162,4.4677,-125.1258,-6.4104,-1.2043,50.0005,5.8044,-0.1866,1.2,7.2,24,2285,51,NA,NA,NA,NA,NA,NA,FALSE,-34.9,1.3,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",5,"2023-05-21T17:33:34.940Z","2023-05-21T17:33:38.150Z",TRUE,"pitch","819764fd-558d-4cfe-8e5e-0ced07093f15",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.81,1.76,NA,146.28,156.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Anthony Rizzo singles on a ground ball to second baseman Kevin Newman.",0,4,1,53,"top",8,"2023-05-21T17:31:44.467Z","2023-05-21T17:34:47.507Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.6,4,2,0.3991,5.6986,28.0043,-13.945,-4.8052,9.5363,-0.7681,3.0637,2.9004,-136.8514,-5.24,-1.2131,50.0024,5.9461,-9.1849,30,3.6,24,2176,213,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16.4,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",3,"2023-05-21T17:33:04.524Z","2023-05-21T17:33:09.120Z",TRUE,"pitch","4ced9bcc-1506-4155-bd41-10e3fe04e263",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.81,1.76,NA,154.44,159.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Anthony Rizzo singles on a ground ball to second baseman Kevin Newman.",0,4,1,53,"top",8,"2023-05-21T17:31:44.467Z","2023-05-21T17:34:47.507Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.6,11,2,0.4014,5.7239,31.0253,-13.9127,-5.1274,9.6898,-0.9822,2.919,2.1624,-136.6264,-5.6531,-1.1193,50.0011,5.9766,-9.6605,31.2,3.6,24,2119,208,NA,NA,NA,NA,NA,NA,FALSE,-14.6,16.6,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718085,"2023-05-21",2,"2023-05-21T17:32:42.028Z","2023-05-21T17:32:45.314Z",TRUE,"pitch","4897c578-1a08-4e6b-8ce8-ae936a471a81",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4223,1.7622,NA,171.52,236.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Anthony Rizzo singles on a ground ball to second baseman Kevin Newman.",0,4,1,53,"top",8,"2023-05-21T17:31:44.467Z","2023-05-21T17:34:47.507Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",643361,"Kevin Herget","/api/v1/people/643361","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.2,79.1,13,2,0.4381,5.7826,26.1509,-18.95,-9.6174,8.3586,-1.4303,0.0751,2.7302,-125.2092,-9.893,-1.2879,50.0006,5.6387,-15.2121,34.8,6,24,2183,242,NA,NA,NA,NA,NA,NA,FALSE,-24,13,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
