"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717276,"2023-07-25",4,"2023-07-25T04:33:40.378Z","2023-07-25T04:33:50.489Z",TRUE,"pitch","82c028e0-b496-4876-a69a-9479b2a9a61f",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.55,1.75,NA,100.66,186.01,"popup","medium","4",150.8,165.87,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Trent Grisham pops out to second baseman Nick Gonzales.",0,8,4,80,"bottom",9,"2023-07-25T04:32:21.140Z","2023-07-25T04:33:50.489Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.4,78,9,0.91,0.4445,6.7141,22.893,-21.3257,3.1626,7.0465,0.4286,1.9545,4.4726,-122.9096,-3.7581,-1.8212,50.0035,5.3005,4.87,14.4,6,24,2473,70,90.4,69,117,NA,NA,NA,TRUE,-25.9,12.2,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717276,"2023-07-25",3,"2023-07-25T04:33:24.898Z","2023-07-25T04:33:30.900Z",TRUE,"pitch","67d58fb2-9ced-4321-88f1-4c6e46123af9",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2992,1.6133,NA,150.9,146.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Trent Grisham pops out to second baseman Nick Gonzales.",0,8,4,80,"bottom",9,"2023-07-25T04:32:21.140Z","2023-07-25T04:33:50.489Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.3,78.5,11,0.9,0.4397,6.5622,23.8887,-22.4341,6.414,6.194,-0.8895,3.4299,0.4178,-124.343,-0.6836,-1.8934,50.0046,5.5624,10.0889,24,6,24,2601,87,NA,NA,NA,NA,NA,NA,FALSE,-26,11.3,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717276,"2023-07-25",2,"2023-07-25T04:33:04.751Z","2023-07-25T04:33:10.038Z",TRUE,"pitch","0a9d8296-3f0b-43cf-83e4-af5d3f2e394e",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.55,1.75,NA,91.57,163.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Trent Grisham pops out to second baseman Nick Gonzales.",0,8,4,80,"bottom",9,"2023-07-25T04:32:21.140Z","2023-07-25T04:33:50.489Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.3,84.8,6,0.91,0.4073,6.525,28.4746,-23.1345,1.6123,4.9324,0.6671,2.8034,5.5469,-134.3684,-2.9489,-1.6315,50.0032,5.5546,2.9545,9.6,4.8,24,2455,189,NA,NA,NA,NA,NA,NA,FALSE,-23.5,8.5,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717276,"2023-07-25",1,"2023-07-25T04:32:49.201Z","2023-07-25T04:32:53.617Z",TRUE,"pitch","90c44984-3401-41d4-bd18-81a0fe371626",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2992,1.6362,NA,156.67,176.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Trent Grisham pops out to second baseman Nick Gonzales.",0,8,4,80,"bottom",9,"2023-07-25T04:32:21.140Z","2023-07-25T04:33:50.489Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.8,76.9,13,0.91,0.4492,6.5742,24.3761,-27.7121,7.2747,2.9648,-1.0406,2.3185,0.1567,-122.0222,-1.6113,-2.0506,50.0028,5.3786,10.9522,21.6,8.4,24,2544,81,NA,NA,NA,NA,NA,NA,FALSE,-33.7,5.3,-13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717276,"2023-07-25",0,"2023-07-25T04:32:31.792Z","2023-07-25T04:32:35.584Z",TRUE,"pitch","99d4ea12-3243-4d9a-92b6-e78973458b83",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2992,1.6591,NA,90.39,178.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Pop Out","field_out","Trent Grisham pops out to second baseman Nick Gonzales.",0,8,4,80,"bottom",9,"2023-07-25T04:32:21.140Z","2023-07-25T04:33:50.489Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.7,84.8,6,0.91,0.4089,6.7099,26.8097,-26.2123,0.6318,3.2771,0.6981,2.2203,5.7117,-133.5739,-3.9218,-1.5437,50.0061,5.5766,1.1485,4.8,6,24,2364,190,NA,NA,NA,NA,NA,NA,FALSE,-26.9,5.4,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717276,"2023-07-25",6,"2023-07-25T04:32:02.141Z","2023-07-25T04:32:06.157Z",TRUE,"pitch","cfb3d0f0-a27f-4ba6-8ec6-67c03f95c6c6",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.56,1.75,NA,119.01,172.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Matt Carpenter strikes out swinging.",0,8,4,79,"bottom",9,"2023-07-25T04:30:26.748Z","2023-07-25T04:32:06.157Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,572761,"Matt Carpenter","/api/v1/people/572761","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.7,77.9,5,0.9,0.4438,6.7229,24.1051,-23.0189,2.7007,5.9306,-0.0528,2.4391,3.7677,-123.343,-2.2972,-1.9499,50.0018,5.3198,4.1685,12,6,24,2463,94,NA,NA,NA,NA,NA,NA,TRUE,-27.6,10.4,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717276,"2023-07-25",5,"2023-07-25T04:31:43.611Z","2023-07-25T04:31:48.772Z",TRUE,"pitch","0975690f-18c7-45bb-ac67-526d9fb765ce",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.333,1.707,NA,141.69,190.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Matt Carpenter strikes out swinging.",0,8,4,79,"bottom",9,"2023-07-25T04:30:26.748Z","2023-07-25T04:32:06.157Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,572761,"Matt Carpenter","/api/v1/people/572761","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.5,77.9,7,0.91,0.4443,6.7157,24.0015,-24.6404,5.3851,4.8919,-0.6477,1.7712,1.8628,-123.1674,-3.3453,-2.1128,50.0003,5.226,8.2893,19.2,7.2,24,2527,81,NA,NA,NA,NA,NA,NA,FALSE,-29.8,8.4,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717276,"2023-07-25",4,"2023-07-25T04:31:24.601Z","2023-07-25T04:31:28.681Z",TRUE,"pitch","5dce3806-55b0-49cb-8f18-155e056051c1",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.56,1.75,NA,127.68,158.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Matt Carpenter strikes out swinging.",0,8,4,79,"bottom",9,"2023-07-25T04:30:26.748Z","2023-07-25T04:32:06.157Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,572761,"Matt Carpenter","/api/v1/people/572761","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.1,4,0.91,0.3863,6.5672,32.2273,-22.2916,-9.7378,4.8535,-0.2802,2.9713,6.8653,-141.7463,-3.1995,-1.4677,50.0021,5.5369,-19.8258,38.4,6,24,2257,225,NA,NA,NA,NA,NA,NA,FALSE,-20.5,8.3,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717276,"2023-07-25",3,"2023-07-25T04:31:03.054Z","2023-07-25T04:31:07.184Z",TRUE,"pitch","38f8ef14-6c2a-4f57-8766-544bad4ae235",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4234,1.6591,NA,195.66,177.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Matt Carpenter strikes out swinging.",0,8,4,79,"bottom",9,"2023-07-25T04:30:26.748Z","2023-07-25T04:32:06.157Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,572761,"Matt Carpenter","/api/v1/people/572761","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,89.3,13,0.91,0.3854,6.5701,33.6721,-19.3075,-10.5185,6.2965,-2.0637,2.284,3.1299,-142.316,-5.3041,-1.8133,50.0066,5.4009,-21.5097,45.6,6,24,2304,226,NA,NA,NA,NA,NA,NA,FALSE,-18.2,10.4,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717276,"2023-07-25",2,"2023-07-25T04:30:42.894Z","2023-07-25T04:30:48.482Z",TRUE,"pitch","0daa1c09-8ba9-46f0-b45d-1696eecdbf01",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.56,1.75,NA,118.55,180.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Matt Carpenter strikes out swinging.",0,8,4,79,"bottom",9,"2023-07-25T04:30:26.748Z","2023-07-25T04:32:06.157Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,572761,"Matt Carpenter","/api/v1/people/572761","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Pittsburgh Pirates",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.3,81.2,8,2,0.4259,6.4103,26.5469,-27.9812,2.3507,2.5056,-0.0406,2.1402,3.4972,-128.5836,-2.9335,-1.7236,50.0045,5.4658,3.9387,9.6,7.2,24,2425,171,NA,NA,NA,NA,NA,NA,FALSE,-31,4.1,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
