"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716549,"2023-09-17",2,"2023-09-17T20:07:35.247Z","2023-09-17T20:07:42.735Z",TRUE,"pitch","d1b7003d-7511-4200-802a-345cc63c6b7b",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,2,NA,NA,3.4454,1.5841,NA,109.24,194.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jonathan Ornelas called out on strikes.",0,2,9,74,"top",9,"2023-09-17T20:06:38.202Z","2023-09-17T20:07:42.735Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,680716,"Jonathan Ornelas","/api/v1/people/680716","R","Right",680704,"Nick Sandlin","/api/v1/people/680704","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",76.6,70.5,8,0.92,0.491,6.6199,20.0412,-25.7399,6.7103,5.1037,0.2035,1.6492,4.8318,-111.5574,0.7478,-2.8621,50.0027,3.9627,8.4576,20.4,8.4,24,2604,91,NA,NA,NA,NA,NA,NA,TRUE,-36.7,9.7,-13.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716549,"2023-09-17",1,"2023-09-17T20:07:14.293Z","2023-09-17T20:07:17.732Z",TRUE,"pitch","d438f304-6b4a-4c4d-9201-02d423fb0178",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.371,1.535,NA,110.15,143.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jonathan Ornelas called out on strikes.",0,2,9,74,"top",9,"2023-09-17T20:06:38.202Z","2023-09-17T20:07:42.735Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,680716,"Jonathan Ornelas","/api/v1/people/680716","R","Right",680704,"Nick Sandlin","/api/v1/people/680704","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.8,83.4,12,0.89,0.4138,6.7371,25.8394,-20.9125,-6.4948,6.3362,0.1797,3.5385,9.6942,-131.9408,1.5878,-2.6841,50.005,4.4613,-11.5495,25.2,4.8,24,2306,238,NA,NA,NA,NA,NA,NA,FALSE,-21,12,9.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716549,"2023-09-17",0,"2023-09-17T20:06:57.979Z","2023-09-17T20:07:01.979Z",TRUE,"pitch","fc186669-d7ff-4f13-98e1-75b9bebdfe5e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4203,1.509,NA,138.9,155.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jonathan Ornelas called out on strikes.",0,2,9,74,"top",9,"2023-09-17T20:06:38.202Z","2023-09-17T20:07:42.735Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,680716,"Jonathan Ornelas","/api/v1/people/680716","R","Right",680704,"Nick Sandlin","/api/v1/people/680704","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78,72.6,1,0.91,0.4791,6.5959,17.4333,-28.6069,4.0011,2.6872,-0.5746,3.0684,4.3009,-113.5777,3.8238,-3.0006,50.0051,4.1797,5.3173,12,8.4,24,2524,104,NA,NA,NA,NA,NA,NA,FALSE,-38.4,6,-8.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716549,"2023-09-17",5,"2023-09-17T20:06:13.826Z","2023-09-17T20:06:25.199Z",TRUE,"pitch","5c888b2d-5c58-49df-97ff-f153c52717b3",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,2,NA,NA,3.34,1.59,NA,113.14,190.44,"line_drive","hard","7",82,64,NA,NA,TRUE,NA,NA,NA,NA,NA,"73","atBat","Double","double","Ezequiel Duran doubles (22) on a sharp line drive to left fielder Steven Kwan. Evan Carter scores.",1,2,9,73,"top",9,"2023-09-17T20:04:31.580Z","2023-09-17T20:06:25.199Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",680704,"Nick Sandlin","/api/v1/people/680704","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",77.5,71.7,8,0.91,0.4841,6.726,19.0377,-25.6535,3.9488,5.0215,0.1013,1.7903,5.5657,-112.8144,0.7874,-2.9035,50.0041,4.0072,5.1286,13.2,8.4,24,2637,97,102.1,21,371,NA,NA,NA,FALSE,-35.6,9.6,-8.5,NA,NA,NA,FALSE,TRUE,677649,"Ezequiel Duran","/api/v1/people/677649",NA,NA,NA,NA,NA,NA
716549,"2023-09-17",4,"2023-09-17T20:05:55.149Z","2023-09-17T20:05:58.994Z",TRUE,"pitch","a2a69a5d-7eae-419e-8f86-807cd6eedad2",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.2886,1.5389,NA,71.13,171.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Double","double","Ezequiel Duran doubles (22) on a sharp line drive to left fielder Steven Kwan. Evan Carter scores.",1,2,9,73,"top",9,"2023-09-17T20:04:31.580Z","2023-09-17T20:06:25.199Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",680704,"Nick Sandlin","/api/v1/people/680704","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.6,83.9,12,0.9,0.4116,6.5104,26.7511,-20.9698,-8.4408,6.24,1.2033,2.476,13.1149,-132.7593,-0.8577,-2.6901,50.0061,4.3208,-15.166,31.2,6,24,2345,244,NA,NA,NA,NA,NA,NA,FALSE,-21.4,11.4,12.6,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716549,"2023-09-17",3,"2023-09-17T20:05:34.134Z","2023-09-17T20:05:38.477Z",TRUE,"pitch","a342b3b6-fb4f-4ae8-8baf-e437fbbf8da2",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2635,1.5138,NA,98.44,148.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Double","double","Ezequiel Duran doubles (22) on a sharp line drive to left fielder Steven Kwan. Evan Carter scores.",1,2,9,73,"top",9,"2023-09-17T20:04:31.580Z","2023-09-17T20:06:25.199Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",680704,"Nick Sandlin","/api/v1/people/680704","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90,82.7,3,0.89,0.4177,6.6091,25.5166,-19.4445,-7.0512,7.2949,0.487,3.3348,10.768,-130.7464,0.8279,-2.7537,50.0032,4.4648,-12.3065,27.6,4.8,24,2264,237,NA,NA,NA,NA,NA,NA,FALSE,-20,13.7,10.6,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716549,"2023-09-17",2,"2023-09-17T20:05:17.993Z","2023-09-17T20:05:22.612Z",TRUE,"pitch","9248ee2a-d2fa-4c5f-abd8-7671294d22d3",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.339,1.5138,NA,106.71,163.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Double","double","Ezequiel Duran doubles (22) on a sharp line drive to left fielder Steven Kwan. Evan Carter scores.",1,2,9,73,"top",9,"2023-09-17T20:04:31.580Z","2023-09-17T20:06:25.199Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",680704,"Nick Sandlin","/api/v1/people/680704","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.3,83.1,2,0.89,0.416,6.6476,25.4567,-20.9482,-6.6023,6.3783,0.27,2.7811,10.0624,-131.2268,-0.3707,-2.7408,50.0004,4.4727,-11.6164,25.2,4.8,24,2257,231,NA,NA,NA,NA,NA,NA,FALSE,-21.7,11.8,10,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716549,"2023-09-17",1,"2023-09-17T20:05:01.094Z","2023-09-17T20:05:04.736Z",TRUE,"pitch","6a4bec00-a219-414a-b72f-33b3fb1efc7b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2635,1.5138,NA,140.49,176.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Double","double","Ezequiel Duran doubles (22) on a sharp line drive to left fielder Steven Kwan. Evan Carter scores.",1,2,9,73,"top",9,"2023-09-17T20:04:31.580Z","2023-09-17T20:06:25.199Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",680704,"Nick Sandlin","/api/v1/people/680704","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",78.6,72.4,4,0.9,0.4781,6.4906,20.4017,-28.9856,4.4288,2.3947,-0.6163,2.3025,4.1206,-114.4158,2.2551,-3.0135,50.0013,4.1376,5.8919,13.2,8.4,24,2554,111,NA,NA,NA,NA,NA,NA,FALSE,-38.9,5.2,-9,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716549,"2023-09-17",0,"2023-09-17T20:04:43.592Z","2023-09-17T20:04:48.477Z",TRUE,"pitch","35992ea4-9f34-4ecb-8243-f728df388f06",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3893,1.5639,NA,179.11,174.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Double","double","Ezequiel Duran doubles (22) on a sharp line drive to left fielder Steven Kwan. Evan Carter scores.",1,2,9,73,"top",9,"2023-09-17T20:04:31.580Z","2023-09-17T20:06:25.199Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",680704,"Nick Sandlin","/api/v1/people/680704","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.7,83.5,13,0.87,0.4137,6.5356,26.4962,-33.7913,-8.9489,-0.9066,-1.6293,2.3884,6.239,-132.0736,0.9147,-2.8521,50.0059,4.5109,-15.9105,24,8.4,24,2032,236,NA,NA,NA,NA,NA,NA,FALSE,-34.3,-1.2,15,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716549,"2023-09-17",3,"2023-09-17T20:04:12.801Z","2023-09-17T20:04:20.354Z",TRUE,"pitch","486d8239-16cd-415f-bba3-fc59c130bf49",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.073,1.4139,NA,112.71,199.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Austin Hedges called out on strikes.",0,1,9,72,"top",9,"2023-09-17T20:02:58.099Z","2023-09-17T20:04:20.354Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,595978,"Austin Hedges","/api/v1/people/595978","R","Right",680704,"Nick Sandlin","/api/v1/people/680704","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",76.6,71.3,8,0.91,0.4886,6.737,17.743,-28.4926,5.4178,2.8884,0.1126,1.4595,5.3042,-111.5843,0.8782,-2.9885,50.0051,3.9684,6.9181,15.6,9.6,24,2577,104,NA,NA,NA,NA,NA,NA,TRUE,-40.3,5.8,-11,NA,NA,NA,TRUE,TRUE,NA,NA,NA,694497,"Evan Carter","/api/v1/people/694497",NA,NA,NA
