"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
747137,"2024-04-11",4,"2024-04-11T19:52:26.368Z","2024-04-11T19:52:30.033Z",TRUE,"pitch","72f21362-85e4-424a-b5c6-b4897678f50a",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.5,1.66,NA,169.41,168.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Matt Olson strikes out swinging.",0,16,4,87,"bottom",9,"2024-04-11T19:50:58.109Z","2024-04-11T19:52:30.033Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621566,"Matt Olson","/api/v1/people/621566","L","Left",664079,"Tyler Jay","/api/v1/people/664079","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.5,74.4,11,2,0.4638,6.2566,24.581,-26.5603,-5.7905,3.9868,-1.3748,2.5913,-6.4946,-118.5083,-1.4333,2.1633,50.0059,5.6511,-8.1613,19.2,8.4,24,2372,288,NA,NA,NA,NA,NA,NA,TRUE,-34.4,7.1,12.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747137,"2024-04-11",3,"2024-04-11T19:52:08.925Z","2024-04-11T19:52:12.725Z",TRUE,"pitch","8fdbfd6b-5c67-4b62-821f-792f5676bcd9",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.5554,1.6997,NA,91.68,137.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Matt Olson strikes out swinging.",0,16,4,87,"bottom",9,"2024-04-11T19:50:58.109Z","2024-04-11T19:52:30.033Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621566,"Matt Olson","/api/v1/people/621566","L","Left",664079,"Tyler Jay","/api/v1/people/664079","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.6,12,2,0.4064,6.0107,29.0777,-17.9049,6.5113,7.7568,0.6642,3.7336,-6.9279,-134.7315,-2.0719,2.422,50.0032,5.7769,11.9797,30,4.8,24,2139,143,NA,NA,NA,NA,NA,NA,FALSE,-18.1,13.8,-10.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747137,"2024-04-11",2,"2024-04-11T19:51:52.706Z","2024-04-11T19:51:55.706Z",TRUE,"pitch","6aeeac4f-d47d-4502-8a0e-c9fef149730f",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.5,1.66,NA,146,183.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Matt Olson strikes out swinging.",0,16,4,87,"bottom",9,"2024-04-11T19:50:58.109Z","2024-04-11T19:52:30.033Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621566,"Matt Olson","/api/v1/people/621566","L","Left",664079,"Tyler Jay","/api/v1/people/664079","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.6,75.2,7,2,0.4615,6.2771,22.9838,-26.4513,-7.5344,4.0153,-0.7607,2.0648,-4.9364,-118.745,-2.6353,2.325,50.0056,5.5985,-10.7479,22.8,8.4,24,2298,284,NA,NA,NA,NA,NA,NA,FALSE,-34.2,6.8,14.9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747137,"2024-04-11",1,"2024-04-11T19:51:20.167Z","2024-04-11T19:51:28.087Z",TRUE,"pitch","d4f25acb-3e57-4486-b21b-83b143eb28e7",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.5,1.66,NA,111.68,153.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Matt Olson strikes out swinging.",0,16,4,87,"bottom",9,"2024-04-11T19:50:58.109Z","2024-04-11T19:52:30.033Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621566,"Matt Olson","/api/v1/people/621566","L","Left",664079,"Tyler Jay","/api/v1/people/664079","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.4,85.7,2,2,0.4072,6.0201,21.1378,-21.8152,7.8847,5.6171,0.1396,3.145,-8.1526,-133.1103,-2.6002,2.1778,50.0042,5.6674,14.5433,31.2,6,24,1868,140,NA,NA,NA,NA,NA,NA,FALSE,-22.1,10,-13.1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747137,"2024-04-11",0,"2024-04-11T19:51:04.943Z","2024-04-11T19:51:08.645Z",TRUE,"pitch","78fe5f34-3772-4bdf-a3e0-759df9a1ec23",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6377,1.7271,NA,152.17,168.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Matt Olson strikes out swinging.",0,16,4,87,"bottom",9,"2024-04-11T19:50:58.109Z","2024-04-11T19:52:30.033Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,621566,"Matt Olson","/api/v1/people/621566","L","Left",664079,"Tyler Jay","/api/v1/people/664079","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,81.9,13,2,0.4226,6.1954,26.1238,-23.3802,1.7646,5.1658,-0.9225,2.6154,-8.5312,-129.4258,-3.1769,2.1822,50.0045,5.6424,3.0064,3.6,6,24,2251,162,NA,NA,NA,NA,NA,NA,FALSE,-25.6,8.9,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747137,"2024-04-11",2,"2024-04-11T19:50:28.439Z","2024-04-11T19:50:38.723Z",TRUE,"pitch","6c671ef9-a803-427f-af70-797bb7617597",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.53,1.61,NA,151.04,188.61,"ground_ball","medium","3",144.76,157.29,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Forceout","force_out","Austin Riley grounds into a force out, first baseman Pete Alonso to shortstop Zack Short. Forrest Wall to 3rd. Ozzie Albies out at 2nd. Austin Riley to 1st.",0,16,4,86,"bottom",9,"2024-04-11T19:49:40.079Z","2024-04-11T19:50:38.723Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663586,"Austin Riley","/api/v1/people/663586","R","Right",664079,"Tyler Jay","/api/v1/people/664079","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90,83.6,13,2,0.4163,6.2253,24.0452,-22.7813,0.8847,5.34,-0.893,1.8582,-8.3219,-130.8861,-4.9492,2.1941,50.0044,5.4495,1.5582,0,6,24,2167,159,52.7,15,96,NA,NA,NA,TRUE,-24.5,8.9,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663586,"Austin Riley","/api/v1/people/663586",NA,NA,NA,657088,"Forrest Wall","/api/v1/people/657088",NA,NA,NA,NA
747137,"2024-04-11",1,"2024-04-11T19:50:11.740Z","2024-04-11T19:50:15.633Z",TRUE,"pitch","8cc1c510-d615-4f19-9e4f-2c093ebb7c33",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.6418,1.5824,NA,127.28,143.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Forceout","force_out","Austin Riley grounds into a force out, first baseman Pete Alonso to shortstop Zack Short. Forrest Wall to 3rd. Ozzie Albies out at 2nd. Austin Riley to 1st.",0,16,4,86,"bottom",9,"2024-04-11T19:49:40.079Z","2024-04-11T19:50:38.723Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663586,"Austin Riley","/api/v1/people/663586","R","Right",664079,"Tyler Jay","/api/v1/people/664079","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.5,81.4,2,2,0.4245,6.0045,25.5448,-24.7868,0.8355,4.3803,-0.2697,3.5357,-6.8799,-128.7865,-0.4345,2.3224,50.0058,5.6157,1.4105,0,6,24,2175,164,NA,NA,NA,NA,NA,NA,FALSE,-26.8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747137,"2024-04-11",0,"2024-04-11T19:49:54.847Z","2024-04-11T19:49:59.501Z",TRUE,"pitch","f52fbd9a-9be7-4d77-9fd9-0561f05ac2ea",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6142,1.7036,NA,60.09,163.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Forceout","force_out","Austin Riley grounds into a force out, first baseman Pete Alonso to shortstop Zack Short. Forrest Wall to 3rd. Ozzie Albies out at 2nd. Austin Riley to 1st.",0,16,4,86,"bottom",9,"2024-04-11T19:49:40.079Z","2024-04-11T19:50:38.723Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,663586,"Austin Riley","/api/v1/people/663586","R","Right",664079,"Tyler Jay","/api/v1/people/664079","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.2,85,12,2,0.4067,6.0912,26.6904,-19.2899,11.1212,6.9997,1.4929,2.7917,-6.1461,-134.2213,-3.8295,2.3572,50.0007,5.5954,20.4649,44.4,6,24,1981,137,NA,NA,NA,NA,NA,NA,FALSE,-19.8,12.1,-19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747137,"2024-04-11",0,"2024-04-11T19:49:22.548Z","2024-04-11T19:49:29.060Z",TRUE,"pitch","1c01b04f-de42-4b96-a904-cf39132d4675",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.27,1.58,NA,119.68,173.26,"line_drive","hard","7",57.17,111.92,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Single","single","Ozzie Albies singles on a sharp line drive to left fielder Tyrone Taylor. Forrest Wall to 2nd.",0,16,4,85,"bottom",9,"2024-04-11T19:49:11.832Z","2024-04-11T19:49:29.060Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,645277,"Ozzie Albies","/api/v1/people/645277","R","Right",664079,"Tyler Jay","/api/v1/people/664079","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.8,81.6,5,2,0.4238,6.2029,26.2761,-23.3623,1.0599,5.2023,-0.0703,2.4267,-6.4948,-129.1379,-3.3728,2.3368,50.0018,5.5419,1.7962,1.2,6,24,2141,154,100.7,10,161,NA,NA,NA,FALSE,-25.8,8.9,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,645277,"Ozzie Albies","/api/v1/people/645277",657088,"Forrest Wall","/api/v1/people/657088",NA,NA,NA,NA,NA,NA,NA
747137,"2024-04-11",0,"2024-04-11T19:48:49.902Z","2024-04-11T19:48:57.843Z",TRUE,"pitch","e312a3db-3f78-4f15-8c43-15ae55e0438e",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.371,1.535,NA,124.52,179.75,"ground_ball","medium","4",137.63,148.79,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Forceout","force_out","Forrest Wall grounds into a force out, second baseman Jeff McNeil to shortstop Zack Short. Chadwick Tromp out at 2nd. Forrest Wall to 1st.",0,16,4,84,"bottom",9,"2024-04-11T19:48:35.971Z","2024-04-11T19:48:57.843Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,657088,"Forrest Wall","/api/v1/people/657088","L","Left",664079,"Tyler Jay","/api/v1/people/664079","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","New York Mets","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,85.5,5,2,0.4075,5.9621,23.2495,-19.0643,6.6236,7.1299,-0.1972,2.1862,-8.9983,-133.3891,-5.3207,2.3281,50.0022,5.5419,12.1778,27.6,4.8,24,1968,137,96,0,49,NA,NA,NA,TRUE,-19.9,12.2,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,657088,"Forrest Wall","/api/v1/people/657088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
