"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746974,"2024-04-15",2,"2024-04-15T17:57:43.547Z","2024-04-15T17:57:52.874Z",TRUE,"pitch","5ac4fedc-d587-45f1-9c67-1ecbc3c7f81b",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,2,NA,NA,3.16,1.39,NA,135.72,155.82,"fly_ball","medium","7",64.79,139.27,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Masataka Yoshida flies out to left fielder Steven Kwan.",0,6,0,68,"bottom",9,"2024-04-15T17:56:49.138Z","2024-04-15T17:57:52.874Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.1,1,0.91,0.4077,6.9029,31.0019,-13.0833,-6.9897,10.4645,-0.4912,3.0726,2.2121,-134.6579,-3.8979,-0.4184,50.0045,5.4734,-12.7548,40.8,3.6,24,2335,212,91.6,53,214,NA,NA,NA,TRUE,-13.8,18.2,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746974,"2024-04-15",1,"2024-04-15T17:57:15.217Z","2024-04-15T17:57:19.797Z",TRUE,"pitch","9aec0b8a-3b6f-40ff-8ad0-c9e4aaf708d7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2338,1.4853,NA,151.54,132.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Masataka Yoshida flies out to left fielder Steven Kwan.",0,6,0,68,"bottom",9,"2024-04-15T17:56:49.138Z","2024-04-15T17:57:52.874Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84,11,0.9,0.4076,6.7162,31.4108,-14.3751,-5.8606,9.7484,-0.9061,3.9438,1.0593,-134.7916,-1.749,-0.545,50.0024,5.6247,-10.7005,34.8,3.6,24,2331,217,NA,NA,NA,NA,NA,NA,FALSE,-14.6,17.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746974,"2024-04-15",0,"2024-04-15T17:56:57.856Z","2024-04-15T17:57:01.717Z",TRUE,"pitch","fb236a9a-6ad9-42e6-8e2e-21ef9672c772",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2497,1.4248,NA,100.77,214.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Masataka Yoshida flies out to left fielder Steven Kwan.",0,6,0,68,"bottom",9,"2024-04-15T17:56:49.138Z","2024-04-15T17:57:52.874Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,80.3,14,0.89,0.433,6.6865,24.0488,-25.082,0.4374,4.369,0.4257,0.9,2.2624,-126.1738,-6.3352,-0.5369,50.0025,5.4461,0.7097,2.4,6,24,2357,205,NA,NA,NA,NA,NA,NA,FALSE,-29.4,6.8,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746974,"2024-04-15",1,"2024-04-15T17:56:21.237Z","2024-04-15T17:56:32.803Z",TRUE,"pitch","869b7bf4-af10-474b-8101-47a5dbf06158",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.74,1.77,NA,128.66,142.9,"fly_ball","medium","7",83.37,81.86,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Triston Casas flies out to left fielder Steven Kwan.",0,6,0,67,"bottom",9,"2024-04-15T17:55:43.321Z","2024-04-15T17:56:32.803Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,83.8,1,0.9,0.4092,6.8906,30.5591,-14.5488,-5.8408,9.7275,-0.306,3.551,2.1653,-134.1387,-2.7981,-0.3675,50.0022,5.6523,-10.5827,33.6,3.6,24,2313,216,89.1,38,311,NA,NA,NA,TRUE,-15.1,17.2,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,646240,"Rafael Devers","/api/v1/people/646240",NA,NA,NA,NA,NA,NA
746974,"2024-04-15",0,"2024-04-15T17:56:00.323Z","2024-04-15T17:56:04.331Z",TRUE,"pitch","5264bdc6-d86d-49ba-ab56-b458e1fa9d2a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.879,1.9703,NA,114.95,206.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Flyout","field_out","Triston Casas flies out to left fielder Steven Kwan.",0,6,0,67,"bottom",9,"2024-04-15T17:55:43.321Z","2024-04-15T17:56:32.803Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,671213,"Triston Casas","/api/v1/people/671213","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.7,14,0.91,0.4349,6.5148,25.3245,-30.3719,1.8079,1.124,0.0539,1.2043,0.884,-125.8932,-4.6792,-0.5366,50.0045,5.5427,2.905,6,8.4,24,2341,178,NA,NA,NA,NA,NA,NA,FALSE,-35.3,1.2,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746974,"2024-04-15",5,"2024-04-15T17:55:27.039Z","2024-04-15T17:55:30.971Z",TRUE,"pitch","3a514774-0162-4f53-a0c5-a7d80ae75e22",6,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,0,NA,NA,3.31,1.49,NA,132.47,148.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","David Hamilton strikes out on a foul tip.",0,6,0,66,"bottom",9,"2024-04-15T17:52:47.424Z","2024-04-15T17:55:30.971Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,666152,"David Hamilton","/api/v1/people/666152","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85,1,0.9,0.4046,6.8116,29.511,-14.6673,-4.9204,9.437,-0.4058,3.3559,1.6219,-135.3526,-3.1584,-0.3734,50.006,5.5648,-9.1325,30,3.6,24,2334,211,NA,NA,NA,NA,NA,NA,TRUE,-15,16.7,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,646240,"Rafael Devers","/api/v1/people/646240",NA,NA,NA,NA,NA,NA
746974,"2024-04-15",4,"2024-04-15T17:55:07.923Z","2024-04-15T17:55:12.079Z",TRUE,"pitch","b09cf8fd-a43e-45d1-adce-d44afe46930d",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.2028,1.5028,NA,182.54,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","David Hamilton strikes out on a foul tip.",0,6,0,66,"bottom",9,"2024-04-15T17:52:47.424Z","2024-04-15T17:55:30.971Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,666152,"David Hamilton","/api/v1/people/666152","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.4,73.4,13,0.9,0.4729,6.5989,21.3674,-32.5366,-9.0979,-0.2623,-1.7195,1.9177,0.4055,-115.7576,-1.3203,-0.7144,50.0049,5.6069,-12.3632,20.4,10.8,24,1966,266,NA,NA,NA,NA,NA,NA,FALSE,-43.7,-0.5,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746974,"2024-04-15",3,"2024-04-15T17:54:14.555Z","2024-04-15T17:54:22.417Z",TRUE,"pitch","89771e30-a354-4a12-8640-881459aa838f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.31,1.49,NA,121.67,183.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","David Hamilton strikes out on a foul tip.",0,6,0,66,"bottom",9,"2024-04-15T17:52:47.424Z","2024-04-15T17:55:30.971Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,666152,"David Hamilton","/api/v1/people/666152","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.9,8,0.89,0.4248,6.4887,22.631,-26.3867,1.3869,3.4211,-0.1225,2.0557,0.6065,-128.1796,-3.8187,-0.5412,50.0001,5.589,2.343,4.8,6,24,2396,155,NA,NA,NA,NA,NA,NA,FALSE,-29.2,5.8,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746974,"2024-04-15",2,"2024-04-15T17:53:49.866Z","2024-04-15T17:53:54.349Z",TRUE,"pitch","162a8815-5867-44f9-a07a-280549c57066",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,0,NA,NA,3.3451,1.5147,NA,153.87,239.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","David Hamilton strikes out on a foul tip.",0,6,0,66,"bottom",9,"2024-04-15T17:52:47.424Z","2024-04-15T17:55:30.971Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,666152,"David Hamilton","/api/v1/people/666152","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.2,75.1,13,0.9,0.4637,6.3813,22.6343,-27.2099,-10.6702,3.5115,-0.9672,-0.0165,2.4081,-118.1562,-6.8899,-0.6137,50.0029,5.4396,-15.0776,27.6,9.6,24,2133,257,NA,NA,NA,NA,NA,NA,FALSE,-36.6,4.9,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746974,"2024-04-15",1,"2024-04-15T17:53:24.251Z","2024-04-15T17:53:27.808Z",TRUE,"pitch","f28d4728-4d4d-41bd-9c9a-fef9187cd1cd",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.31,1.49,NA,108.04,160.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","David Hamilton strikes out on a foul tip.",0,6,0,66,"bottom",9,"2024-04-15T17:52:47.424Z","2024-04-15T17:55:30.971Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,666152,"David Hamilton","/api/v1/people/666152","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,84.2,2,0.9,0.4082,6.9439,29.6709,-13.3611,-4.9471,10.3195,0.2351,2.9072,3.2579,-134.307,-4.6532,-0.3522,50.0034,5.6158,-9.0188,30,3.6,24,2287,217,NA,NA,NA,NA,NA,NA,FALSE,-14.3,17.9,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
