"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718487,"2023-04-21",1,"2023-04-22T01:39:53.590Z","2023-04-22T01:40:02.603Z",TRUE,"pitch","cf15efd6-f33d-4da9-971a-566b86a6f1a5",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.09,1.44,NA,171.76,182.16,"ground_ball","medium","5",101.76,166.01,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Grounded Into DP","grounded_into_double_play","Gleyber Torres grounds into a double play, third baseman Matt Chapman to second baseman Cavan Biggio to first baseman Brandon Belt. Aaron Judge out at 2nd. Gleyber Torres out at 1st.",0,6,1,72,"bottom",9,"2023-04-22T01:39:08.399Z","2023-04-22T01:40:02.603Z",TRUE,FALSE,FALSE,TRUE,24,0,1,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,85.7,13,2,0.3989,6.0125,36.1408,-27.704,-11.3931,2.3503,-1.4366,2.0969,6.589,-138.2838,-3.1127,-2.3934,50.0031,5.1337,-21.6577,34.8,7.2,24,2244,226,88.2,-16,9,NA,NA,NA,TRUE,-27,3.7,18.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718487,"2023-04-21",0,"2023-04-22T01:39:30.765Z","2023-04-22T01:39:34.018Z",TRUE,"pitch","fb20d30a-6c0e-4dc4-8a33-b0a75dc3c366",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.09,1.44,NA,165.92,175.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Grounded Into DP","grounded_into_double_play","Gleyber Torres grounds into a double play, third baseman Matt Chapman to second baseman Cavan Biggio to first baseman Brandon Belt. Aaron Judge out at 2nd. Gleyber Torres out at 1st.",0,6,1,72,"bottom",9,"2023-04-22T01:39:08.399Z","2023-04-22T01:40:02.603Z",TRUE,FALSE,FALSE,TRUE,24,0,1,3,650402,"Gleyber Torres","/api/v1/people/650402","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,86.2,11,2,0.3978,6.1386,33.9467,-25.0317,-10.9538,3.7307,-1.2833,2.3599,7.0975,-138.2752,-2.786,-2.4746,50.004,5.0799,-20.9834,37.2,7.2,24,2280,230,NA,NA,NA,NA,NA,NA,FALSE,-24.2,6.2,18.1,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718487,"2023-04-21",5,"2023-04-22T01:39:01.470Z","2023-04-22T01:39:06.975Z",TRUE,"pitch","66ecda40-c9b4-4d1f-acab-310caeb2a3ea",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,3.75,1.79,NA,84.68,194.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,6,1,71,"bottom",9,"2023-04-22T01:37:10.583Z","2023-04-22T01:39:06.975Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.7,83,14,2,0.4184,6.1989,25.4918,-25.0826,1.351,4.0792,0.8479,1.6241,7.8933,-130.5372,-3.9977,-2.3811,50.0035,5.0467,2.3497,8.4,6,24,2503,179,NA,NA,NA,NA,NA,NA,TRUE,-27,6.7,-4.1,NA,NA,TRUE,FALSE,NA,NA,NA,592450,"Aaron Judge","/api/v1/people/592450",NA,NA,NA,NA,NA,NA,NA
718487,"2023-04-21",4,"2023-04-22T01:38:35.661Z","2023-04-22T01:38:40.818Z",TRUE,"pitch","f15e9d39-b251-4a39-b897-22bda95e2ce2",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.75,1.79,NA,112.36,202.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,6,1,71,"bottom",9,"2023-04-22T01:37:10.583Z","2023-04-22T01:39:06.975Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.9,83.5,14,2,0.4166,6.5768,24.2444,-22.243,-2.5844,5.6557,0.1218,1.3469,7.3958,-130.8153,-5.2662,-2.3902,50.0007,5.0247,-4.5367,8.4,4.8,24,2568,202,NA,NA,NA,NA,NA,NA,FALSE,-24.1,9.5,3.2,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718487,"2023-04-21",3,"2023-04-22T01:38:15.162Z","2023-04-22T01:38:18.615Z",TRUE,"pitch","c1e61a64-057f-4e13-b657-9067a3e6a203",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.8945,1.7903,NA,137.61,166.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,6,1,71,"bottom",9,"2023-04-22T01:37:10.583Z","2023-04-22T01:39:06.975Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.5,4,2,0.4016,5.9464,30.9586,-17.4502,-9.0666,7.8219,-0.5406,2.6594,8.0629,-136.5596,-3.4467,-2.3581,50.0035,5.1431,-17.0707,39.6,4.8,24,2445,229,NA,NA,NA,NA,NA,NA,FALSE,-17.5,13.6,14.6,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718487,"2023-04-21",2,"2023-04-22T01:37:56.398Z","2023-04-22T01:38:01.595Z",TRUE,"pitch","f1a3a4bf-3d29-47e2-9ce2-42ae40968b6d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.7624,1.7903,NA,172.23,159.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,6,1,71,"bottom",9,"2023-04-22T01:37:10.583Z","2023-04-22T01:39:06.975Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.3,11,2,0.4016,5.9174,32.2585,-14.1719,-6.8055,9.5722,-1.4489,2.9421,5.7655,-136.7819,-3.1059,-2.7076,50.0031,5.0736,-12.8001,37.2,3.6,24,2477,227,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16.8,11,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718487,"2023-04-21",1,"2023-04-22T01:37:37.625Z","2023-04-22T01:37:42.547Z",TRUE,"pitch","722eff46-01a6-4784-ae62-39fb5a1ad6e9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.8681,1.8574,NA,159.59,144.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,6,1,71,"bottom",9,"2023-04-22T01:37:10.583Z","2023-04-22T01:39:06.975Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.4,78.5,11,2,0.4373,6.2063,27.3036,-30.983,-11.8021,0.7541,-1.1174,3.4878,7.058,-125.6195,1.5305,-2.4414,50.0048,5.4038,-18.7168,28.8,9.6,24,2005,247,NA,NA,NA,NA,NA,NA,FALSE,-34.9,2,19.6,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718487,"2023-04-21",0,"2023-04-22T01:37:20.403Z","2023-04-22T01:37:25.026Z",TRUE,"pitch","d55eab71-9723-4ab0-8630-23535631363b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.8945,1.8838,NA,180.01,133.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,6,1,71,"bottom",9,"2023-04-22T01:37:10.583Z","2023-04-22T01:39:06.975Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,84.6,11,2,0.4052,5.8667,30.4839,-17.2074,-9.499,8.0963,-1.6529,3.8944,6.3226,-135.3422,-0.0323,-2.7892,50.0048,5.1151,-17.5638,43.2,4.8,24,2411,229,NA,NA,NA,NA,NA,NA,FALSE,-16.8,14.9,15.8,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718487,"2023-04-21",1,"2023-04-22T01:36:43.688Z","2023-04-22T01:36:54.200Z",TRUE,"pitch","fd00c9cf-c9dd-43da-b223-3facad948716",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.96,1.88,NA,144.01,179.08,"line_drive","hard","7",68.52,87.77,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Aaron Judge singles on a sharp line drive to left fielder Daulton Varsho.",0,6,1,70,"bottom",9,"2023-04-22T01:36:41.305Z","2023-04-22T01:36:54.200Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,592450,"Aaron Judge","/api/v1/people/592450","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.8,83.9,7,2,0.4083,5.8148,32.4609,-24.121,-13.0115,4.4306,-0.7087,2.2113,9.0247,-134.7573,-3.1795,-2.4304,50.0021,5.1328,-23.6513,40.8,7.2,24,2220,227,111.2,13,260,NA,NA,NA,FALSE,-24.7,7.4,21.4,NA,NA,FALSE,FALSE,NA,NA,NA,592450,"Aaron Judge","/api/v1/people/592450",NA,NA,NA,NA,NA,NA,NA
718487,"2023-04-21",0,"2023-04-22T01:35:05.425Z","2023-04-22T01:36:43.688Z",FALSE,"action",NA,NA,"Pitching Change: Yimi Garcia replaces Trevor Richards.","Pitching Substitution",6,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,554340,"/api/v1/people/554340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"70","atBat","Single","single","Aaron Judge singles on a sharp line drive to left fielder Daulton Varsho.",0,6,1,70,"bottom",9,"2023-04-22T01:36:41.305Z","2023-04-22T01:36:54.200Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,592450,"Aaron Judge","/api/v1/people/592450","R","Right",554340,"Yimi García","/api/v1/people/554340","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
