"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716433,"2023-09-26",6,"2023-09-27T01:30:26.592Z","2023-09-27T01:30:31.295Z",TRUE,"pitch","6dc1550a-0fbf-4607-b305-b1fdec2492c2",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.6156,1.6386,NA,144.77,201.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Edward Olivares called out on strikes.",0,3,6,69,"top",9,"2023-09-27T01:28:50.586Z","2023-09-27T01:30:31.295Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,89.4,13,0.94,0.3868,6.1538,30.239,-11.0317,-8.1931,10.3938,-0.7285,1.3834,4.4305,-141.2666,-9.5296,-1.2474,50.0028,5.4968,-16.666,50.4,3.6,24,2604,213,NA,NA,NA,NA,NA,NA,TRUE,-11.6,17.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716433,"2023-09-26",5,"2023-09-27T01:29:58.855Z","2023-09-27T01:30:02.812Z",TRUE,"pitch","d88a951d-df3c-44c0-b026-6a1c70f266ef",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.59,1.7,NA,147.57,186.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Edward Olivares called out on strikes.",0,3,6,69,"top",9,"2023-09-27T01:28:50.586Z","2023-09-27T01:30:31.295Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.5,81.7,7,0.91,0.4243,6.0343,25.2784,-24.1615,-10.297,4.7422,-0.8019,1.9355,4.6049,-128.8108,-4.6979,-1.2692,50.0047,5.6374,-17.4074,33.6,7.2,24,2098,230,NA,NA,NA,NA,NA,NA,FALSE,-26.9,7.8,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716433,"2023-09-26",4,"2023-09-27T01:29:30.701Z","2023-09-27T01:29:34.841Z",TRUE,"pitch","7af52dd0-10e9-40bf-993c-2058cd179648",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.5899,1.7161,NA,135.35,239.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Edward Olivares called out on strikes.",0,3,6,69,"top",9,"2023-09-27T01:28:50.586Z","2023-09-27T01:30:31.295Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90,82.3,13,0.85,0.4201,6.1682,28.8707,-21.5196,-8.8136,6.1932,-0.4814,-0.0377,5.3183,-130.6522,-9.6009,-1.4037,50.0031,5.3173,-15.1576,31.2,6,24,2116,230,NA,NA,NA,NA,NA,NA,FALSE,-24.8,9.1,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716433,"2023-09-26",3,"2023-09-27T01:29:09.745Z","2023-09-27T01:29:14.108Z",TRUE,"pitch","261d1d93-3b4f-497c-8d68-5e2b2e52fbd7",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.59,1.7,NA,107.21,201.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Edward Olivares called out on strikes.",0,3,6,69,"top",9,"2023-09-27T01:28:50.586Z","2023-09-27T01:30:31.295Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.1,81.1,14,0.91,0.4271,6.1547,25.3924,-23.7077,-11.322,5.0796,0.2568,1.385,7.4643,-128.0267,-5.8606,-1.2192,50.0049,5.549,-18.8763,34.8,7.2,24,2171,231,NA,NA,NA,NA,NA,NA,FALSE,-27.1,8.2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716433,"2023-09-26",2,"2023-09-27T01:28:52.823Z","2023-09-27T01:28:56.237Z",TRUE,"pitch","fbdefb97-b27e-42fe-984a-66db9e95b21d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5386,1.5871,NA,143.13,190.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Edward Olivares called out on strikes.",0,3,6,69,"top",9,"2023-09-27T01:28:50.586Z","2023-09-27T01:30:31.295Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,87.9,7,0.62,0.3908,6.1151,34.1256,-12.0575,-7.1712,10.1312,-0.6855,1.7776,4.4254,-140.5575,-8.3808,-1.3549,50.0013,5.5953,-14.2383,43.2,3.6,24,2599,210,NA,NA,NA,NA,NA,NA,FALSE,-12.8,16.7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716433,"2023-09-26",0,"2023-09-27T01:27:56.263Z","2023-09-27T01:28:02.797Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Edward Olivares replaces Kyle Isbel.","Offensive Substitution",3,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,658668,"/api/v1/people/658668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","69","atBat","Strikeout","strikeout","Edward Olivares called out on strikes.",0,3,6,69,"top",9,"2023-09-27T01:28:50.586Z","2023-09-27T01:30:31.295Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,664728,"/api/v1/people/664728",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716433,"2023-09-26",1,"2023-09-27T01:28:02.797Z","2023-09-27T01:28:52.823Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Edward Olivares called out on strikes.",0,3,6,69,"top",9,"2023-09-27T01:28:50.586Z","2023-09-27T01:30:31.295Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716433,"2023-09-26",11,"2023-09-27T01:27:29.715Z","2023-09-27T01:27:40.443Z",TRUE,"pitch","8608ea6d-103e-44ae-a3ce-37a9d66fec7d",10,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,2,NA,NA,3.45,1.59,NA,133.04,161.53,"line_drive","hard","7",74.64,104.91,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Nick Loftin singles on a sharp line drive to left fielder Matt Vierling. Drew Waters scores.",1,3,6,68,"top",9,"2023-09-27T01:23:24.913Z","2023-09-27T01:27:40.443Z",TRUE,TRUE,FALSE,FALSE,33,3,2,2,679845,"Nick Loftin","/api/v1/people/679845","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,87.9,4,0.7,0.3901,6.061,34.3235,-13.8278,-7.5857,9.2071,-0.4208,2.861,5.0773,-140.8365,-5.2206,-1.2686,50.0063,5.6451,-15.1223,43.2,3.6,24,2631,209,107.1,13,268,NA,NA,NA,FALSE,-13.7,15.7,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,679845,"Nick Loftin","/api/v1/people/679845",NA,NA,NA,NA,NA,NA
716433,"2023-09-26",10,"2023-09-27T01:27:06.160Z","2023-09-27T01:27:09.571Z",TRUE,"pitch","a5486e0e-c009-482f-a287-7283b5d575e0",9,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.45,1.59,NA,133.59,155.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Nick Loftin singles on a sharp line drive to left fielder Matt Vierling. Drew Waters scores.",1,3,6,68,"top",9,"2023-09-27T01:23:24.913Z","2023-09-27T01:27:40.443Z",TRUE,TRUE,FALSE,FALSE,33,3,2,2,679845,"Nick Loftin","/api/v1/people/679845","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,89.7,1,0.92,0.3838,6.0598,32.2177,-12.8113,-3.428,9.3816,-0.4353,3.0987,4.002,-142.6156,-5.033,-1.4101,50.0001,5.6915,-7.0736,24,2.4,24,2415,208,NA,NA,NA,NA,NA,NA,FALSE,-12.2,16.2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,679845,"Nick Loftin","/api/v1/people/679845",NA,NA,NA,NA,NA,NA
716433,"2023-09-26",8,"2023-09-27T01:26:36.472Z","2023-09-27T01:26:41.701Z",TRUE,"pitch","73378b98-11a8-4b0b-ac1a-071923124acc",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.45,1.59,NA,168.55,178.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Nick Loftin singles on a sharp line drive to left fielder Matt Vierling. Drew Waters scores.",1,3,6,68,"top",9,"2023-09-27T01:23:24.913Z","2023-09-27T01:27:40.443Z",TRUE,TRUE,FALSE,FALSE,33,3,2,2,679845,"Nick Loftin","/api/v1/people/679845","R","Right",689225,"Beau Brieske","/api/v1/people/689225","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,86.9,13,0.94,0.3934,6.1208,35.9205,-12.6861,-8.7185,9.9594,-1.3523,2.2257,3.126,-140.0138,-7.028,-1.3603,50.0013,5.6243,-17.0552,48,4.8,24,2383,209,NA,NA,NA,NA,NA,NA,FALSE,-13.3,16.6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,679845,"Nick Loftin","/api/v1/people/679845",NA,NA,NA,NA,NA,NA
