"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718462,"2023-04-23",3,"2023-04-23T20:27:50.014Z","2023-04-23T20:27:58.186Z",TRUE,"pitch","ca9ad3e1-0224-4d4e-94a9-a474337aecce",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.66,1.78,NA,73.37,189.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,5,2,71,"bottom",9,"2023-04-23T20:26:58.413Z","2023-04-23T20:27:58.186Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.5,83.3,14,2,0.4192,6.5998,24.8361,-35.227,3.013,-1.765,1.1446,1.8274,7.8294,-130.1868,-3.5242,-2.2814,50.0013,5.8381,5.2193,10.8,8.4,24,3073,45,NA,NA,NA,NA,NA,NA,TRUE,-37.7,-3.7,-7.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718462,"2023-04-23",2,"2023-04-23T20:27:28.517Z","2023-04-23T20:27:31.784Z",TRUE,"pitch","1ac32242-b73e-40cf-8a7e-3ba16c0d74f2",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.6375,1.7798,NA,69.05,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,5,2,71,"bottom",9,"2023-04-23T20:26:58.413Z","2023-04-23T20:27:58.186Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.9,81.7,14,2,0.4259,6.6224,29.4105,-37.515,5.2707,-3.1914,1.2578,0.2141,7.4139,-129.0894,-6.404,-2.3477,50.0063,5.6504,8.8072,14.4,9.6,24,3231,42,NA,NA,NA,NA,NA,NA,FALSE,-42.1,-7.1,-11.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718462,"2023-04-23",1,"2023-04-23T20:27:14.082Z","2023-04-23T20:27:18.336Z",TRUE,"pitch","ab792a11-3d8c-4564-a413-aaf2ebd6ce58",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.5479,1.7798,NA,130.42,190.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,5,2,71,"bottom",9,"2023-04-23T20:26:58.413Z","2023-04-23T20:27:58.186Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,81.1,7,2,0.4275,6.6617,27.165,-36.3118,4.2259,-2.49,-0.352,1.771,3.9482,-128.2492,-2.9505,-2.4619,50.0026,5.7758,7.0211,12,9.6,24,2970,53,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-4.9,-8.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718462,"2023-04-23",0,"2023-04-23T20:26:58.413Z","2023-04-23T20:27:01.975Z",TRUE,"pitch","a035dc65-9447-4ad1-a9b3-407ba2e7f9d4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6375,1.7798,NA,144.96,144.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Sam Hilliard strikes out swinging.",0,5,2,71,"bottom",9,"2023-04-23T20:26:58.413Z","2023-04-23T20:27:58.186Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656541,"Sam Hilliard","/api/v1/people/656541","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78.5,1,2,0.4404,6.5187,25.5099,-37.7288,6.2026,-3.5413,-0.7336,3.505,2.1819,-124.4862,1.2431,-2.428,50.006,6.1276,9.7152,15.6,9.6,24,3011,47,NA,NA,NA,NA,NA,NA,FALSE,-43.3,-5.9,-11.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718462,"2023-04-23",4,"2023-04-23T20:26:25.955Z","2023-04-23T20:26:33.681Z",TRUE,"pitch","19520338-a60e-461e-a231-7bfb5865e56f",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.2,1.59,NA,105.23,188.23,"ground_ball","medium","4",144.37,147.79,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Eddie Rosario grounds into a double play, second baseman Mauricio Dubon to shortstop Jeremy Pena to first baseman David Hensley. Austin Riley to 3rd. Ozzie Albies out at 2nd. Eddie Rosario out at 1st.",0,5,2,70,"bottom",9,"2023-04-23T20:25:11.208Z","2023-04-23T20:26:33.681Z",TRUE,FALSE,FALSE,TRUE,24,2,2,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,80.1,9,2,0.4331,6.6156,27.2066,-38.5369,4.5721,-3.9379,0.3088,1.8722,5.6436,-126.7253,-1.9924,-2.5454,50.0002,5.7627,7.3936,12,9.6,24,3021,51,97.7,7,113,NA,NA,NA,TRUE,-43.6,-7.3,-9.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,663586,"Austin Riley","/api/v1/people/663586",NA,NA,NA,NA,NA,NA,NA
718462,"2023-04-23",3,"2023-04-23T20:26:05.628Z","2023-04-23T20:26:10.482Z",TRUE,"pitch","2ca6e879-a8d8-4236-82a9-3b5692106225",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.2,1.59,NA,73.66,196.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Eddie Rosario grounds into a double play, second baseman Mauricio Dubon to shortstop Jeremy Pena to first baseman David Hensley. Austin Riley to 3rd. Ozzie Albies out at 2nd. Eddie Rosario out at 1st.",0,5,2,70,"bottom",9,"2023-04-23T20:25:11.208Z","2023-04-23T20:26:33.681Z",TRUE,FALSE,FALSE,TRUE,24,2,2,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,81.6,14,2,0.4277,6.6483,24.7415,-34.091,2.6934,-1.1554,1.1369,1.5788,8.2861,-127.7454,-3.7275,-2.4902,50.0018,5.7189,4.4772,9.6,8.4,24,2791,57,NA,NA,NA,NA,NA,NA,FALSE,-38,-2.6,-6.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718462,"2023-04-23",2,"2023-04-23T20:25:50.459Z","2023-04-23T20:25:55.179Z",TRUE,"pitch","f05942e2-4419-4c4c-afe4-12ba0d973ec2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.3791,1.5898,NA,161.78,183.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Eddie Rosario grounds into a double play, second baseman Mauricio Dubon to shortstop Jeremy Pena to first baseman David Hensley. Austin Riley to 3rd. Ozzie Albies out at 2nd. Eddie Rosario out at 1st.",0,5,2,70,"bottom",9,"2023-04-23T20:25:11.208Z","2023-04-23T20:26:33.681Z",TRUE,FALSE,FALSE,TRUE,24,2,2,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,89.5,13,2,0.3873,6.7342,28.5279,-14.2739,-5.5522,8.8126,-1.1747,2.0458,5.4354,-140.8035,-7.5335,-2.3981,50.003,5.6582,-11.277,32.4,3.6,24,2388,212,NA,NA,NA,NA,NA,NA,FALSE,-14.2,14.8,9.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718462,"2023-04-23",1,"2023-04-23T20:25:33.392Z","2023-04-23T20:25:37.431Z",TRUE,"pitch","5065afde-8ddc-44d9-8735-5d000c7107f9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4015,1.5898,NA,148.32,107.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Eddie Rosario grounds into a double play, second baseman Mauricio Dubon to shortstop Jeremy Pena to first baseman David Hensley. Austin Riley to 3rd. Ozzie Albies out at 2nd. Eddie Rosario out at 1st.",0,5,2,70,"bottom",9,"2023-04-23T20:25:11.208Z","2023-04-23T20:26:33.681Z",TRUE,FALSE,FALSE,TRUE,24,2,2,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,79.3,11,2,0.4351,6.6382,25.2222,-33.1808,5.9445,-0.6296,-0.8215,4.8543,2.7704,-125.8133,3.7358,-2.7087,50.001,6.0373,9.5399,16.8,8.4,24,2872,65,NA,NA,NA,NA,NA,NA,FALSE,-36.6,0,-11.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718462,"2023-04-23",0,"2023-04-23T20:25:17.229Z","2023-04-23T20:25:21.592Z",TRUE,"pitch","2632bb8f-d554-4a39-aae1-1a40a1f9db13",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.2,1.59,NA,153.76,150.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Eddie Rosario grounds into a double play, second baseman Mauricio Dubon to shortstop Jeremy Pena to first baseman David Hensley. Austin Riley to 3rd. Ozzie Albies out at 2nd. Eddie Rosario out at 1st.",0,5,2,70,"bottom",9,"2023-04-23T20:25:11.208Z","2023-04-23T20:26:33.681Z",TRUE,FALSE,FALSE,TRUE,24,2,2,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78.7,11,2,0.4397,6.7054,24.5928,-34.7512,4.1926,-1.6414,-0.9644,3.2656,2.6903,-124.4854,0.5363,-2.6031,50.0007,5.9201,6.5904,12,9.6,24,2696,54,NA,NA,NA,NA,NA,NA,FALSE,-40,-2.6,-8.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718462,"2023-04-23",5,"2023-04-23T20:23:03.573Z","2023-04-23T20:23:08.504Z",TRUE,"pitch","0cdc9adc-820c-486c-99e3-5ba8fd4ddcc0",5,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",3,2,0,NA,NA,3.23,1.61,NA,65.75,207.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Hit By Pitch","hit_by_pitch","Ozzie Albies hit by pitch. Austin Riley to 2nd.",0,5,2,69,"bottom",9,"2023-04-23T20:21:34.101Z","2023-04-23T20:23:08.504Z",TRUE,FALSE,TRUE,FALSE,11,3,2,0,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",650556,"Bryan Abreu","/api/v1/people/650556","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,81.3,14,2,0.428,6.6915,26.2068,-28.266,4.6126,2.3516,1.3444,1.1717,8.0057,-127.9507,-5.5542,-2.4231,50.0012,5.5834,7.6501,16.8,7.2,24,2947,56,NA,NA,NA,NA,NA,NA,FALSE,-32.2,3.2,-10.2,NA,NA,NA,NA,NA,FALSE,FALSE,645277,"Ozzie Albies","/api/v1/people/645277",NA,NA,NA,663586,"Austin Riley","/api/v1/people/663586",TRUE,FALSE,"MI",144
