"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
746478,"2024-05-01",6,"2024-05-01T19:10:55.050Z","2024-05-01T19:10:59.178Z",TRUE,"pitch","cfee7b71-a26f-4bf1-8cf6-d87567a61f7a",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1469,1.3844,NA,161.1,154.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Willson Contreras strikes out swinging.",0,1,3,56,"top",8,"2024-05-01T19:09:07.906Z","2024-05-01T19:11:39.852Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,575929,"Willson Contreras","/api/v1/people/575929","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,88.9,11,0.91,0.39,6.3545,27.1208,-22.6755,-8.426,4.7373,-1.1569,3.1342,5.0829,-139.6578,-3.1377,-1.892,50.0015,5.7389,-16.8876,34.8,6,24,2156,218,NA,NA,NA,NA,NA,NA,FALSE,-21.1,8.3,14.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",5,"2024-05-01T19:10:26.555Z","2024-05-01T19:10:30.378Z",TRUE,"pitch","3b120acb-82f8-4efe-bd1a-1bea1e6da044",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.1469,1.333,NA,88,249.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Willson Contreras strikes out swinging.",0,1,3,56,"top",8,"2024-05-01T19:09:07.906Z","2024-05-01T19:11:39.852Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,575929,"Willson Contreras","/api/v1/people/575929","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.3,82,14,2,0.4264,6.6918,25.3524,-31.0281,-0.8535,0.6895,0.7609,-0.406,6.681,-128.2174,-8.6354,-1.7626,50.0058,5.411,-1.4278,0,8.4,24,2262,355,NA,NA,NA,NA,NA,NA,FALSE,-35.5,-0.5,0.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",4,"2024-05-01T19:10:00.608Z","2024-05-01T19:10:05.152Z",TRUE,"pitch","d38e85cf-0b81-4af5-9e24-e6619b83ade1",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.38,1.54,NA,69.28,210.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Willson Contreras strikes out swinging.",0,1,3,56,"top",8,"2024-05-01T19:09:07.906Z","2024-05-01T19:11:39.852Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,575929,"Willson Contreras","/api/v1/people/575929","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.1,81,14,2,0.4284,6.6863,27.0426,-33.3406,-2.576,-0.7,1.2519,1.0309,8.4019,-127.9729,-4.7409,-1.743,50.0061,5.5268,-4.2624,4.8,8.4,24,2300,4,NA,NA,NA,NA,NA,NA,FALSE,-37.6,-2.2,2.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",3,"2024-05-01T19:09:35.456Z","2024-05-01T19:09:39.289Z",TRUE,"pitch","1f0f90ce-f175-4fff-b118-464d3572e7a6",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.38,1.54,NA,115.47,191.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Willson Contreras strikes out swinging.",0,1,3,56,"top",8,"2024-05-01T19:09:07.906Z","2024-05-01T19:11:39.852Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,575929,"Willson Contreras","/api/v1/people/575929","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.2,81.6,8,2,0.4282,6.4359,21.5526,-33.7686,-0.7953,-0.9622,0.0402,1.7436,5.4706,-127.0343,-3.1385,-2.021,50.0009,5.6298,-1.3249,1.2,8.4,24,2199,21,NA,NA,NA,NA,NA,NA,FALSE,-37.6,-2.2,0.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",2,"2024-05-01T19:09:10.187Z","2024-05-01T19:09:14.014Z",TRUE,"pitch","ca19a9e6-e9c6-448e-9eed-891268f3a184",1,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,1,2,NA,NA,3.38,1.54,NA,113.13,231.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Willson Contreras strikes out swinging.",0,1,3,56,"top",8,"2024-05-01T19:09:07.906Z","2024-05-01T19:11:39.852Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,575929,"Willson Contreras","/api/v1/people/575929","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.3,81,14,2,0.4305,6.5404,25.1202,-33.6176,-1.775,-0.8776,0.1015,0.2739,5.7836,-127.0372,-6.2298,-1.9704,50.0048,5.4183,-2.9127,3.6,8.4,24,2204,18,NA,NA,NA,NA,NA,NA,FALSE,-38.5,-2.8,1.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",0,"2024-05-01T19:06:31.057Z","2024-05-01T19:06:53.683Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Willson Contreras strikes out swinging.",0,1,3,56,"top",8,"2024-05-01T19:09:07.906Z","2024-05-01T19:11:39.852Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,575929,"Willson Contreras","/api/v1/people/575929","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",1,"2024-05-01T19:06:53.683Z","2024-05-01T19:09:10.187Z",FALSE,"action",NA,NA,"Pitching Change: Alex Lange replaces Joey Wentz.","Pitching Substitution",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,656638,"/api/v1/people/656638",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"56","atBat","Strikeout","strikeout","Willson Contreras strikes out swinging.",0,1,3,56,"top",8,"2024-05-01T19:09:07.906Z","2024-05-01T19:11:39.852Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,575929,"Willson Contreras","/api/v1/people/575929","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",6,"2024-05-01T19:06:16.652Z","2024-05-01T19:06:24.223Z",TRUE,"pitch","cdbca64f-4b5d-492b-9ce2-124061fbaf05",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.2496,1.5386,NA,139.36,134.07,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Brendan Donovan walks. José Fermín to 2nd.",0,1,3,55,"top",8,"2024-05-01T19:04:08.588Z","2024-05-01T19:06:24.223Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.3,11,0.63,0.4029,6.4405,29.8523,-13.1079,1.317,10.1863,-0.5866,3.8783,-4.2249,-135.9484,-3.8354,0.8165,50.0001,6.2174,2.465,6,3.6,24,2176,155,NA,NA,NA,NA,NA,NA,FALSE,-13.6,17.9,-1.4,NA,NA,NA,NA,NA,FALSE,TRUE,665877,"José Fermín","/api/v1/people/665877",NA,NA,NA,680977,"Brendan Donovan","/api/v1/people/680977"
746478,"2024-05-01",5,"2024-05-01T19:05:54.830Z","2024-05-01T19:05:58.801Z",TRUE,"pitch","f75557c0-d5a4-448e-a4d6-39a49a410cbf",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.1469,1.5643,NA,123.52,151.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Brendan Donovan walks. José Fermín to 2nd.",0,1,3,55,"top",8,"2024-05-01T19:04:08.588Z","2024-05-01T19:06:24.223Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.8,79.5,2,0.9,0.4364,6.61,23.0689,-28.7056,-1.9567,2.1649,-0.171,3.2173,-2.6586,-125.0893,-1.3798,1.156,50.0005,6.1097,-3.1277,7.2,7.2,24,2464,226,NA,NA,NA,NA,NA,NA,FALSE,-32.9,3.8,4.1,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",4,"2024-05-01T19:05:37.620Z","2024-05-01T19:05:41.666Z",TRUE,"pitch","32167fa0-7d42-40ee-930a-f02975ef39ae",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.1729,1.5905,NA,150.35,184.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Brendan Donovan walks. José Fermín to 2nd.",0,1,3,55,"top",8,"2024-05-01T19:04:08.588Z","2024-05-01T19:06:24.223Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,84.9,13,0.71,0.4086,6.5637,25.7283,-14.2788,3.5282,9.8072,-0.875,2.0107,-5.7137,-133.4824,-7.8389,0.824,50.0033,5.9904,6.4386,19.2,3.6,24,2066,149,NA,NA,NA,NA,NA,NA,FALSE,-15.7,16.4,-5.3,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",3,"2024-05-01T19:05:18.687Z","2024-05-01T19:05:23.194Z",TRUE,"pitch","ec1d9088-64bf-44da-a3db-320035f951e1",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.2753,1.6157,NA,143.48,119.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Brendan Donovan walks. José Fermín to 2nd.",0,1,3,55,"top",8,"2024-05-01T19:04:08.588Z","2024-05-01T19:06:24.223Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85.4,11,0.78,0.403,6.4887,29.0618,-13.7945,2.5697,9.8173,-0.6947,4.4269,-5.0052,-135.7853,-2.3824,0.8366,50.0004,6.2727,4.8104,14.4,3.6,24,2163,158,NA,NA,NA,NA,NA,NA,FALSE,-13.8,17.5,-3.6,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",1,"2024-05-01T19:04:40.718Z","2024-05-01T19:04:44.481Z",TRUE,"pitch","2ebd02e4-dcfe-4a7e-855f-103ed875ded6",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,0,2,NA,NA,3.2496,1.59,NA,203.76,226.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Brendan Donovan walks. José Fermín to 2nd.",0,1,3,55,"top",8,"2024-05-01T19:04:08.588Z","2024-05-01T19:06:24.223Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.1,79.6,13,0.9,0.4378,6.5805,24.354,-25.27,0.5461,4.3532,-2.2762,0.4592,-8.2485,-124.9359,-8.1097,0.9923,50.0035,5.8135,0.8668,1.2,7.2,24,2484,168,NA,NA,NA,NA,NA,NA,FALSE,-30.7,6.2,0.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",0,"2024-05-01T19:04:25.891Z","2024-05-01T19:04:29.564Z",TRUE,"pitch","ee04a267-f476-4489-9110-f85fad8d7760",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1982,1.5643,NA,86.31,146.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Brendan Donovan walks. José Fermín to 2nd.",0,1,3,55,"top",8,"2024-05-01T19:04:08.588Z","2024-05-01T19:06:24.223Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84.6,12,0.87,0.4078,6.5191,27.9917,-18.4539,8.5682,7.5027,0.8052,3.4131,-3.0455,-134.128,-3.9125,0.8397,50.0025,6.2001,15.67,38.4,6,24,2038,143,NA,NA,NA,NA,NA,NA,FALSE,-19.1,13,-14.9,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",2,"2024-05-01T19:05:03.264Z","2024-05-01T19:05:18.687Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"55","atBat","Walk","walk","Brendan Donovan walks. José Fermín to 2nd.",0,1,3,55,"top",8,"2024-05-01T19:04:08.588Z","2024-05-01T19:06:24.223Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,680977,"Brendan Donovan","/api/v1/people/680977","L","Left",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",5,"2024-05-01T19:03:56.216Z","2024-05-01T19:04:06.471Z",TRUE,"pitch","48ad8a00-d2cd-401b-ae4e-5f7e7c0bbcd2",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,1,2,NA,NA,3.16,1.51,NA,114.18,158.63,"ground_ball","medium","7",71.33,116.01,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","José Fermín singles on a ground ball to left fielder Mark Canha.",0,1,3,54,"top",8,"2024-05-01T19:02:42.340Z","2024-05-01T19:04:06.471Z",TRUE,FALSE,FALSE,FALSE,33,3,1,2,665877,"José Fermín","/api/v1/people/665877","R","Right",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.6,2,0.89,0.4013,6.4511,31.5362,-14.8628,4.9247,9.1857,0.0739,2.9685,-4.0328,-136.7506,-5.786,0.9315,50.0043,6.14,9.2826,27.6,3.6,24,2205,153,101.5,6,124,NA,NA,NA,FALSE,-15.6,15.5,-8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,665877,"José Fermín","/api/v1/people/665877"
746478,"2024-05-01",4,"2024-05-01T19:03:36.887Z","2024-05-01T19:03:41.171Z",TRUE,"pitch","7e6215eb-900f-46c1-9c0b-75f0125405e8",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.2759,1.5653,NA,107.83,197.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","José Fermín singles on a ground ball to left fielder Mark Canha.",0,1,3,54,"top",8,"2024-05-01T19:02:42.340Z","2024-05-01T19:04:06.471Z",TRUE,FALSE,FALSE,FALSE,33,3,1,2,665877,"José Fermín","/api/v1/people/665877","R","Right",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.9,81.4,8,0.9,0.4267,6.6007,24.7681,-24.2856,-1.2975,4.7193,0.2405,1.515,-2.3686,-128.0411,-6.2934,1.3437,50.0046,5.8877,-2.1684,6,6,24,2415,158,NA,NA,NA,NA,NA,NA,FALSE,-27.7,7.4,2.9,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746478,"2024-05-01",3,"2024-05-01T19:03:18.966Z","2024-05-01T19:03:22.942Z",TRUE,"pitch","70489607-750e-4399-b50e-9a6b68ab1831",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.2239,1.3587,NA,126.06,179.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Single","single","José Fermín singles on a ground ball to left fielder Mark Canha.",0,1,3,54,"top",8,"2024-05-01T19:02:42.340Z","2024-05-01T19:04:06.471Z",TRUE,FALSE,FALSE,FALSE,33,3,1,2,665877,"José Fermín","/api/v1/people/665877","R","Right",666214,"Joey Wentz","/api/v1/people/666214","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Detroit Tigers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.8,5,0.86,0.4076,6.4235,27.8152,-16.6068,5.3294,8.5016,-0.2377,2.1871,-4.6066,-134.1659,-7.065,0.8054,50.0024,6.0287,9.7589,26.4,4.8,24,2214,149,NA,NA,NA,NA,NA,NA,FALSE,-17.9,14.2,-8.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
