"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716395,"2023-09-29",4,"2023-09-30T01:29:44.066Z","2023-09-30T01:29:50.328Z",TRUE,"pitch","772a900e-30e7-477c-8728-bb1c3800b87b",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.5,1.69,NA,106.73,156.33,"line_drive","medium","9",180.19,117.95,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Matt Vierling lines out to right fielder Ramon Laureano.",0,7,5,83,"bottom",9,"2023-09-30T01:28:07.327Z","2023-09-30T01:29:50.328Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.2,91.4,2,0.9,0.3778,6.3299,31.2578,-19.6088,0.7142,5.8937,0.2695,3.0537,2.619,-144.5355,-4.3774,-0.7383,50.0022,5.7794,1.5225,6,3.6,24,2561,185,82.8,18,244,NA,NA,NA,TRUE,-17.5,10.1,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716395,"2023-09-29",3,"2023-09-30T01:29:26.100Z","2023-09-30T01:29:29.496Z",TRUE,"pitch","b2af7b24-7734-4730-a783-486d3e7b4b42",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.5,1.69,NA,110.76,168.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Matt Vierling lines out to right fielder Ramon Laureano.",0,7,5,83,"bottom",9,"2023-09-30T01:28:07.327Z","2023-09-30T01:29:50.328Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.6,75.2,5,0.89,0.4583,6.5558,26.4594,-43.4889,3.5191,-7.8512,0.1636,2.6113,0.6791,-120.1887,1.6751,-0.5804,50.0008,5.8104,5.0729,7.2,12,24,2792,37,NA,NA,NA,NA,NA,NA,FALSE,-53.9,-13.4,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716395,"2023-09-29",2,"2023-09-30T01:29:01.289Z","2023-09-30T01:29:06.602Z",TRUE,"pitch","2a59af7d-be2a-4a5d-97e5-b6dc0a60f0ed",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.5,1.69,NA,106.61,199.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Matt Vierling lines out to right fielder Ramon Laureano.",0,7,5,83,"bottom",9,"2023-09-30T01:28:07.327Z","2023-09-30T01:29:50.328Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,81.8,14,0.9,0.4245,6.4366,25.4365,-29.6944,4.4238,1.4665,0.2725,1.4388,0.578,-128.7779,-4.9513,-0.5295,50.0002,5.6691,7.4678,14.4,7.2,24,2567,60,NA,NA,NA,NA,NA,NA,FALSE,-33,1.8,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716395,"2023-09-29",1,"2023-09-30T01:28:45.411Z","2023-09-30T01:28:49.080Z",TRUE,"pitch","67bb9457-891b-414e-b759-5dd9dd1cf22a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3444,1.6382,NA,154.51,169.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Matt Vierling lines out to right fielder Ramon Laureano.",0,7,5,83,"bottom",9,"2023-09-30T01:28:07.327Z","2023-09-30T01:29:50.328Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.9,92.3,11,0.91,0.375,6.3032,31.3409,-19.3358,3.9432,5.9298,-0.984,2.5681,-2.6848,-145.5684,-6.0793,-0.5662,50.0016,5.8378,8.5367,21.6,3.6,24,2582,176,NA,NA,NA,NA,NA,NA,FALSE,-17.3,9.8,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716395,"2023-09-29",0,"2023-09-30T01:28:30.060Z","2023-09-30T01:28:33.416Z",TRUE,"pitch","30d06645-6e64-4802-9cc4-619ed714f2c1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2926,1.5866,NA,98.7,185.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Lineout","field_out","Matt Vierling lines out to right fielder Ramon Laureano.",0,7,5,83,"bottom",9,"2023-09-30T01:28:07.327Z","2023-09-30T01:29:50.328Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,663837,"Matt Vierling","/api/v1/people/663837","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.8,84.3,9,0.9,0.4126,6.3794,25.6349,-31.3281,4.3511,0.4718,0.4801,1.9756,1.1574,-132.2639,-3.9817,-0.5275,50.0018,5.7732,7.7833,14.4,7.2,24,2680,70,NA,NA,NA,NA,NA,NA,FALSE,-32.6,0.2,-8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716395,"2023-09-29",0,"2023-09-30T01:27:55.565Z","2023-09-30T01:28:04.720Z",TRUE,"pitch","5868fb43-7d5e-4a7c-aa76-401d45ff8369",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.39,1.63,NA,121.15,181.88,"fly_ball","medium","7",46.51,99.72,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","Kerry Carpenter flies out to left fielder Steven Kwan.",0,7,5,82,"bottom",9,"2023-09-30T01:27:30.375Z","2023-09-30T01:28:04.720Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.5,84.3,8,0.9,0.4104,6.7254,27.4806,-26.0666,3.4257,3.3831,-0.1089,2.1073,-0.0444,-133.2413,-4.5305,-0.5375,50.0039,5.7036,6.1861,13.2,6,24,2536,92,95.6,30,315,NA,NA,NA,TRUE,-27.1,5.4,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716395,"2023-09-29",0,"2023-09-30T01:27:15.852Z","2023-09-30T01:27:25.514Z",TRUE,"pitch","a437c46e-7a2f-4bf7-8e1d-81dcde896e05",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.62,1.85,NA,120.39,163.58,"ground_ball","medium","3",161.42,160.05,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Miguel Cabrera grounds out, first baseman Josh Naylor to pitcher Emmanuel Clase.",0,7,5,81,"bottom",9,"2023-09-30T01:27:04.106Z","2023-09-30T01:27:25.514Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,408234,"Miguel Cabrera","/api/v1/people/408234","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.3,92.9,5,0.91,0.373,6.109,30.4729,-21.5004,3.42,4.876,-0.0889,2.7853,0.1602,-146.1622,-5.0994,-0.5895,50.0067,5.8217,7.4925,18,4.8,24,2661,171,96.6,-5,25,NA,NA,NA,TRUE,-18.7,8.2,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716395,"2023-09-29",2,"2023-09-30T01:26:19.533Z","2023-09-30T01:26:44.892Z",TRUE,"pitch","48ee9fbf-5c1f-4c8e-ad3a-d095151fab56",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,0,NA,NA,3.48,1.61,NA,106.53,162.75,"fly_ball","medium","89",192.32,55.27,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Home Run","home_run","Spencer Torkelson homers (31) on a fly ball to right center field.",1,7,5,80,"bottom",9,"2023-09-30T01:26:00.673Z","2023-09-30T01:26:44.892Z",TRUE,TRUE,FALSE,FALSE,38,0,1,0,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.8,92,5,0.91,0.3757,6.204,31.4782,-19.0695,2.7068,6.0757,0.2746,2.8158,1.6584,-145.3302,-5.4128,-0.6535,50,5.8465,5.8356,16.8,3.6,24,2608,178,103.6,23,391,NA,NA,NA,FALSE,-17,10.2,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716395,"2023-09-29",1,"2023-09-30T01:26:03.063Z","2023-09-30T01:26:06.926Z",TRUE,"pitch","070e548a-6cde-4961-98ef-6a7dce36ab5f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2467,1.6098,NA,141.39,162.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Home Run","home_run","Spencer Torkelson homers (31) on a fly ball to right center field.",1,7,5,80,"bottom",9,"2023-09-30T01:26:00.673Z","2023-09-30T01:26:44.892Z",TRUE,TRUE,FALSE,FALSE,38,0,1,0,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.8,91.5,1,0.91,0.3786,6.1102,29.5917,-18.9974,3.2326,6.1963,-0.6398,2.81,-0.9823,-144.0109,-5.2713,-0.7169,50.0026,5.818,6.873,18,3.6,24,2603,176,NA,NA,NA,NA,NA,NA,FALSE,-17.2,10.4,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716395,"2023-09-29",0,"2023-09-30T01:23:44.969Z","2023-09-30T01:26:03.063Z",FALSE,"action",NA,NA,"Pitching Change: Emmanuel Clase replaces Reynaldo Lopez.","Pitching Substitution",7,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,661403,"/api/v1/people/661403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"80","atBat","Home Run","home_run","Spencer Torkelson homers (31) on a fly ball to right center field.",1,7,5,80,"bottom",9,"2023-09-30T01:26:00.673Z","2023-09-30T01:26:44.892Z",TRUE,TRUE,FALSE,FALSE,38,0,1,0,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
