"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717531,"2023-07-02",2,"2023-07-02T20:15:26.120Z","2023-07-02T20:15:35.471Z",TRUE,"pitch","a56b3b80-31b4-458f-b206-58c34f2ea6fa",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.16,1.61,NA,103.78,162.44,"fly_ball","medium","8",156.13,50.99,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Henry Davis flies out to center fielder Joey Wiemer.",0,6,3,75,"bottom",9,"2023-07-02T20:15:08.679Z","2023-07-02T20:15:35.471Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,680779,"Henry Davis","/api/v1/people/680779","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.4,3,0.9,0.3994,7.7242,28.6079,-14.2616,-7.1356,9.3899,0.3469,2.8273,7.9775,-136.8479,-3.9564,-1.6712,50.0011,5.2607,-13.6095,38.4,3.6,24,2375,219,96.6,29,375,NA,NA,NA,TRUE,-14.4,16.4,11.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717531,"2023-07-02",1,"2023-07-02T20:15:11.007Z","2023-07-02T20:15:14.918Z",TRUE,"pitch","08700d13-892d-4ba1-b3c6-cb50e313b5cc",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1765,1.5407,NA,115.14,198.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Henry Davis flies out to center fielder Joey Wiemer.",0,6,3,75,"bottom",9,"2023-07-02T20:15:08.679Z","2023-07-02T20:15:35.471Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,680779,"Henry Davis","/api/v1/people/680779","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.5,77,8,0.9,0.4505,7.5134,23.0593,-34.3054,-9.599,-1.4234,0.0489,1.476,8.0828,-121.433,-1.5357,-2.0705,50.0032,5.0923,-14.3829,20.4,9.6,24,2770,283,NA,NA,NA,NA,NA,NA,FALSE,-41.9,-2.6,15.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717531,"2023-07-02",0,"2023-07-02T20:14:53.385Z","2023-07-02T20:15:11.007Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Henry Davis replaces Austin Hedges.","Offensive Substitution",6,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,680779,"/api/v1/people/680779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","75","atBat","Flyout","field_out","Henry Davis flies out to center fielder Joey Wiemer.",0,6,3,75,"bottom",9,"2023-07-02T20:15:08.679Z","2023-07-02T20:15:35.471Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,680779,"Henry Davis","/api/v1/people/680779","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,595978,"/api/v1/people/595978",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717531,"2023-07-02",5,"2023-07-02T20:14:34.101Z","2023-07-02T20:14:40.843Z",TRUE,"pitch","c6b287e1-a26b-48ef-a125-f3841a4bfeab",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,1,NA,NA,3.3051,1.5664,NA,99.98,198.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jared Triolo called out on strikes.",0,6,3,74,"bottom",9,"2023-07-02T20:12:52.504Z","2023-07-02T20:14:40.843Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,669707,"Jared Triolo","/api/v1/people/669707","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.8,78.9,9,0.89,0.4391,7.5388,24.4894,-32.8322,-11.0347,-0.4183,0.4466,1.5051,9.4543,-124.6325,-2.248,-1.958,50.0025,5.1241,-17.401,25.2,9.6,24,2786,271,NA,NA,NA,NA,NA,NA,TRUE,-38.3,-1.1,17.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717531,"2023-07-02",4,"2023-07-02T20:14:14.669Z","2023-07-02T20:14:18.793Z",TRUE,"pitch","7719cc22-ed74-4417-8fb1-fe1a9f964429",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.2922,1.5278,NA,93.95,135.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jared Triolo called out on strikes.",0,6,3,74,"bottom",9,"2023-07-02T20:12:52.504Z","2023-07-02T20:14:40.843Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,669707,"Jared Triolo","/api/v1/people/669707","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.1,12,0.9,0.395,7.7118,30.3297,-15.2498,-7.174,8.6907,0.6046,3.8353,8.8726,-138.5407,-1.4646,-1.7042,50.0065,5.3877,-13.978,37.2,3.6,24,2457,226,NA,NA,NA,NA,NA,NA,FALSE,-14.5,15.6,11.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717531,"2023-07-02",3,"2023-07-02T20:13:57.085Z","2023-07-02T20:14:00.971Z",TRUE,"pitch","f7523066-ba97-4a22-9f42-934082a05eee",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.49,1.601,NA,103.62,199.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jared Triolo called out on strikes.",0,6,3,74,"bottom",9,"2023-07-02T20:12:52.504Z","2023-07-02T20:14:40.843Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,669707,"Jared Triolo","/api/v1/people/669707","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.7,78.9,14,0.89,0.4393,7.4178,24.1198,-32.3434,-10.6461,-0.1032,0.3511,1.4524,8.9975,-124.5092,-2.3945,-1.9196,50.0055,5.0932,-16.7806,25.2,9.6,24,2717,273,NA,NA,NA,NA,NA,NA,FALSE,-37.8,-0.5,17.3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717531,"2023-07-02",2,"2023-07-02T20:13:40.919Z","2023-07-02T20:13:46.520Z",TRUE,"pitch","472a0a60-3bd7-444b-9417-168b57c7677c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.2922,1.5278,NA,83.41,195.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jared Triolo called out on strikes.",0,6,3,74,"bottom",9,"2023-07-02T20:12:52.504Z","2023-07-02T20:14:40.843Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,669707,"Jared Triolo","/api/v1/people/669707","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.4,77.5,14,0.91,0.4471,7.6312,24.0317,-35.614,-11.4427,-2.2583,0.8813,1.6052,10.4381,-122.4747,-1.0973,-1.9478,50.0049,5.1028,-17.3976,24,10.8,24,2827,277,NA,NA,NA,NA,NA,NA,FALSE,-42.7,-4.1,18.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717531,"2023-07-02",1,"2023-07-02T20:13:26.433Z","2023-07-02T20:13:30.697Z",TRUE,"pitch","9e613ee1-6ae0-41d4-a4d0-920fae951a63",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.2922,1.5536,NA,101.91,199.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jared Triolo called out on strikes.",0,6,3,74,"bottom",9,"2023-07-02T20:12:52.504Z","2023-07-02T20:14:40.843Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,669707,"Jared Triolo","/api/v1/people/669707","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.5,76.8,9,0.91,0.4516,7.3582,23.7159,-35.2757,-11.1239,-2.0826,0.3958,1.4373,9.2231,-121.2957,-1.4667,-2.0106,50.0027,5.1256,-16.5764,22.8,10.8,24,2763,279,NA,NA,NA,NA,NA,NA,FALSE,-43.2,-3.8,18,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717531,"2023-07-02",0,"2023-07-02T20:13:10.403Z","2023-07-02T20:13:17.013Z",TRUE,"pitch","3684be23-e8b0-45c7-b09f-1e4f18c7b4fd",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2922,1.5536,NA,74.33,184.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jared Triolo called out on strikes.",0,6,3,74,"bottom",9,"2023-07-02T20:12:52.504Z","2023-07-02T20:14:40.843Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,669707,"Jared Triolo","/api/v1/people/669707","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.4,14,0.9,0.3992,7.6016,29.5361,-13.5364,-7.794,9.7705,1.1193,2.013,10.4766,-137.0512,-6.6816,-1.7355,50.0009,5.4023,-14.8651,40.8,3.6,24,2396,222,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16.4,12,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717531,"2023-07-02",1,"2023-07-02T20:12:33.891Z","2023-07-02T20:12:41.352Z",TRUE,"pitch","3b3c8d1f-35ec-4e85-8cfd-41313bd1df3f",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.12,1.51,NA,133.19,157.85,"ground_ball","medium","4",153.74,155.72,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Tucupita Marcano grounds out, second baseman Brice Turang to first baseman Owen Miller.",0,6,3,73,"bottom",9,"2023-07-02T20:12:31.535Z","2023-07-02T20:12:41.352Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.2,1,0.9,0.4033,7.7657,30.3294,-14.8898,-6.1969,9.2552,-0.4248,2.9973,5.9561,-135.925,-3.6709,-1.8414,50.0018,5.4019,-11.5726,33.6,3.6,24,2306,217,89.7,-12,15,NA,NA,NA,TRUE,-15.2,16.2,10,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
