"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717810,"2023-06-11",1,"2023-06-12T01:26:25.920Z","2023-06-12T01:26:30.015Z",TRUE,"pitch","33f13913-8ee8-4f6e-a063-04e063329a9c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.4454,1.5939,NA,139.64,156.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Isiah Kiner-Falefa grounds out, third baseman Rafael Devers to first baseman Triston Casas.",0,2,2,57,"bottom",8,"2023-06-12T01:26:06.281Z","2023-06-12T01:27:07.453Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.7,84.4,1,2,0.4122,6.7903,24.6226,-28.2576,3.7054,2.1852,-0.5939,3.055,0.4922,-132.1874,-3.9725,-1.2639,50.0034,6.6204,6.6461,13.2,7.2,24,2554,144,NA,NA,NA,NA,NA,NA,FALSE,-29.4,3.4,-6.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",0,"2023-06-12T01:26:06.281Z","2023-06-12T01:26:09.595Z",TRUE,"pitch","c6ba7c32-3dee-4f86-b1e2-65cab260bc9b",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.22,1.49,NA,113.15,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Isiah Kiner-Falefa grounds out, third baseman Rafael Devers to first baseman Triston Casas.",0,2,2,57,"bottom",8,"2023-06-12T01:26:06.281Z","2023-06-12T01:27:07.453Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,643396,"Isiah Kiner-Falefa","/api/v1/people/643396","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.6,12,2,0.3938,6.8878,29.6173,-10.5872,-1.1039,11.003,0.1011,3.3623,3.5325,-138.8318,-6.8162,-1.0416,50.0038,6.5459,-2.1666,7.2,2.4,24,2456,193,NA,NA,NA,NA,NA,NA,FALSE,-11.2,18.8,1.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",4,"2023-06-12T01:25:32.890Z","2023-06-12T01:25:40.337Z",TRUE,"pitch","c7bfdfcd-b47e-4119-8b12-16b744eb205e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.73,1.82,NA,126.36,170,"ground_ball","medium","6",104.3,156.06,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Giancarlo Stanton grounds out, shortstop Pablo Reyes to first baseman Triston Casas.",0,2,2,56,"bottom",8,"2023-06-12T01:25:14.727Z","2023-06-12T01:25:40.337Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.8,74.5,5,2,0.4665,6.7096,23.7476,-45.5066,4.5059,-9.5612,-0.2455,2.5474,0.957,-117.7198,0.1919,-1.2433,50.0043,6.7009,6.2818,8.4,13.2,24,2987,31,103.8,-6,22,NA,NA,NA,TRUE,-58.9,-16.9,-8.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",3,"2023-06-12T01:25:17.023Z","2023-06-12T01:25:21.047Z",TRUE,"pitch","9c561647-84d6-4f59-a95b-ce4e9e953d9e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.8943,1.91,NA,105.01,207.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Groundout","field_out","Giancarlo Stanton grounds out, shortstop Pablo Reyes to first baseman Triston Casas.",0,2,2,56,"bottom",8,"2023-06-12T01:25:14.727Z","2023-06-12T01:25:40.337Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.3,74.8,14,2,0.4656,6.9216,25.5286,-46.3682,3.1154,-10.1673,0.3145,1.1699,2.4141,-118.2776,-2.5318,-1.1292,50.0014,6.5632,4.3503,6,13.2,24,2694,24,NA,NA,NA,NA,NA,NA,FALSE,-60.6,-18.7,-6.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",0,"2023-06-12T01:24:00.477Z","2023-06-12T01:24:00.519Z",FALSE,"action",NA,NA,"Connor Wong remains in the game as the catcher.","Defensive Switch",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,657136,"/api/v1/people/657136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"2","Catcher","Catcher","C","801","56","atBat","Groundout","field_out","Giancarlo Stanton grounds out, shortstop Pablo Reyes to first baseman Triston Casas.",0,2,2,56,"bottom",8,"2023-06-12T01:25:14.727Z","2023-06-12T01:25:40.337Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,624512,"/api/v1/people/624512",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",1,"2023-06-12T01:24:00.519Z","2023-06-12T01:24:08.820Z",FALSE,"action",NA,NA,"Pitching Change: Nick Pivetta replaces Brayan Bello.","Pitching Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,601713,"/api/v1/people/601713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"56","atBat","Groundout","field_out","Giancarlo Stanton grounds out, shortstop Pablo Reyes to first baseman Triston Casas.",0,2,2,56,"bottom",8,"2023-06-12T01:25:14.727Z","2023-06-12T01:25:40.337Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",2,"2023-06-12T01:24:08.820Z","2023-06-12T01:25:17.023Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Giancarlo Stanton replaces Oswaldo Cabrera.","Offensive Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,519317,"/api/v1/people/519317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","56","atBat","Groundout","field_out","Giancarlo Stanton grounds out, shortstop Pablo Reyes to first baseman Triston Casas.",0,2,2,56,"bottom",8,"2023-06-12T01:25:14.727Z","2023-06-12T01:25:40.337Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",601713,"Nick Pivetta","/api/v1/people/601713","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,665828,"/api/v1/people/665828",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",5,"2023-06-12T01:21:53.536Z","2023-06-12T01:22:00.088Z",TRUE,"pitch","1b85cf74-ee6e-45f7-803e-aa696a879088",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.43,1.51,NA,133.65,179.58,"ground_ball","medium","3",158.24,160.31,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Alex Verdugo grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.",0,2,2,55,"top",8,"2023-06-12T01:20:55.578Z","2023-06-12T01:22:00.088Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.5,83.4,4,0.87,0.4155,5.948,26.378,-28.3781,9.2993,2.1546,-0.4368,2.1928,-8.4331,-131.5373,-3.708,1.5935,50.005,5.7114,16.3931,26.4,7.2,24,2298,127,88.1,-25,6,NA,NA,NA,TRUE,-30,3.4,-15.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",4,"2023-06-12T01:21:31.898Z","2023-06-12T01:21:34.898Z",TRUE,"pitch","4e690c8c-0e6e-443e-99a1-39d5e2b8dd64",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.551,1.5413,NA,130.93,223.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Alex Verdugo grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.",0,2,2,55,"top",8,"2023-06-12T01:20:55.578Z","2023-06-12T01:22:00.088Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88.6,13,0.92,0.392,6.06,28.9659,-20.2399,10.5043,6.026,-0.3653,0.5603,-8.841,-139.3099,-10.1612,1.4722,50.0045,5.5721,20.8129,40.8,6,24,2090,129,NA,NA,NA,NA,NA,NA,FALSE,-20.5,9.1,-17.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",3,"2023-06-12T01:21:14.286Z","2023-06-12T01:21:17.286Z",TRUE,"pitch","50ebd31a-293f-400d-9e55-a500a1e34699",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.6038,1.5676,NA,115.19,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Alex Verdugo grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.",0,2,2,55,"top",8,"2023-06-12T01:20:55.578Z","2023-06-12T01:22:00.088Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,88.8,14,0.92,0.3912,6.0485,28.7322,-19.2916,9.9491,6.4753,0.0476,0.7697,-7.8862,-139.5434,-9.9133,1.605,50.0043,5.6163,19.8007,40.8,6,24,2130,135,NA,NA,NA,NA,NA,NA,FALSE,-19.6,10,-16.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",2,"2023-06-12T01:20:57.810Z","2023-06-12T01:21:01.504Z",TRUE,"pitch","87b789a8-b728-4916-8d0b-594d0d7d3031",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.43,1.51,NA,71.21,184.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Alex Verdugo grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.",0,2,2,55,"top",8,"2023-06-12T01:20:55.578Z","2023-06-12T01:22:00.088Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87.7,14,0.91,0.3947,5.8494,28.8942,-20.1806,10.3266,6.1375,1.2013,2.0122,-5.5053,-138.4181,-6.4305,1.8671,50.0026,5.7022,20.1765,42,6,24,2196,130,NA,NA,NA,NA,NA,NA,FALSE,-20,10.1,-17.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",0,"2023-06-12T01:18:08.433Z","2023-06-12T01:18:45.354Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"55","atBat","Groundout","field_out","Alex Verdugo grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.",0,2,2,55,"top",8,"2023-06-12T01:20:55.578Z","2023-06-12T01:22:00.088Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",1,"2023-06-12T01:18:45.354Z","2023-06-12T01:20:57.810Z",FALSE,"action",NA,NA,"Pitching Change: Wandy Peralta replaces Michael King.","Pitching Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,593974,"/api/v1/people/593974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"55","atBat","Groundout","field_out","Alex Verdugo grounds out, first baseman Anthony Rizzo to pitcher Wandy Peralta.",0,2,2,55,"top",8,"2023-06-12T01:20:55.578Z","2023-06-12T01:22:00.088Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,657077,"Alex Verdugo","/api/v1/people/657077","L","Left",593974,"Wandy Peralta","/api/v1/people/593974","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",4,"2023-06-12T01:17:41.157Z","2023-06-12T01:17:48.685Z",TRUE,"pitch","93d6b706-1164-4959-8029-80673cca7a9a",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,1,1,NA,NA,3.3,1.62,NA,147.06,176.26,"ground_ball","medium","4",149.75,153.64,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Jarren Duran grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo. Enrique Hernandez scores. Connor Wong to 3rd.",1,2,2,54,"top",8,"2023-06-12T01:16:22.545Z","2023-06-12T01:17:48.685Z",TRUE,TRUE,FALSE,TRUE,0,2,1,2,680776,"Jarren Duran","/api/v1/people/680776","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.5,80.5,4,0.9,0.4297,6.3878,25.4696,-28.6559,-9.7351,2.1386,-0.7887,2.3155,7.1326,-127.3461,-2.2996,-2.3571,50.0061,5.4909,-16.0371,26.4,8.4,24,2144,242,74.1,-15,9,NA,NA,NA,TRUE,-32,3.6,16.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,657136,"Connor Wong","/api/v1/people/657136",NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",3,"2023-06-12T01:17:15.781Z","2023-06-12T01:17:19.078Z",TRUE,"pitch","fe89a38b-0c4c-4cfe-9714-e447aad785db",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,1,NA,NA,3.6038,1.6993,NA,94.57,223.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Jarren Duran grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo. Enrique Hernandez scores. Connor Wong to 3rd.",1,2,2,54,"top",8,"2023-06-12T01:16:22.545Z","2023-06-12T01:17:48.685Z",TRUE,TRUE,FALSE,TRUE,0,2,1,2,680776,"Jarren Duran","/api/v1/people/680776","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.2,76.5,14,0.91,0.4571,6.2715,22.5601,-32.9202,10.5053,-0.5133,0.5884,0.5723,4.1403,-119.7043,-4.4679,-2.5272,50.0019,5.4019,15.2832,25.2,10.8,24,2921,58,NA,NA,NA,NA,NA,NA,FALSE,-42.1,-1.7,-20,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717810,"2023-06-11",2,"2023-06-12T01:16:55.709Z","2023-06-12T01:16:59.386Z",TRUE,"pitch","86774fc2-a014-43ce-bcf4-e51e1c2a068a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6302,1.7256,NA,178.66,173.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Groundout","field_out","Jarren Duran grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo. Enrique Hernandez scores. Connor Wong to 3rd.",1,2,2,54,"top",8,"2023-06-12T01:16:22.545Z","2023-06-12T01:17:48.685Z",TRUE,TRUE,FALSE,TRUE,0,2,1,2,680776,"Jarren Duran","/api/v1/people/680776","L","Left",650633,"Michael King","/api/v1/people/650633","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","New York Yankees",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.2,80.3,13,0.9,0.4307,6.4369,24.6453,-24.3277,-8.5124,4.7826,-1.6176,2.4218,4.6754,-126.9152,-2.7809,-2.3725,50.0013,5.4579,-13.9612,27.6,7.2,24,2063,241,NA,NA,NA,NA,NA,NA,FALSE,-27.5,8.3,14.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
