"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718310,"2023-05-04",5,"2023-05-04T21:48:17.883Z","2023-05-04T21:48:22.288Z",TRUE,"pitch","c5e02f4b-a60c-41d8-9f46-33c68209d4c8",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,2,NA,NA,3.5872,1.7017,NA,139.95,145.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","atBat","Strikeout","strikeout","Luis Robert Jr. called out on strikes.",0,7,3,99,"bottom",12,"2023-05-04T21:46:41.050Z","2023-05-04T21:48:22.288Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",663558,"Jovani Moran","/api/v1/people/663558","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.3,75.7,1,0.89,0.4536,6.7541,25.2084,-23.0557,7.5343,6.1839,-0.6021,3.4555,-6.3926,-121.0849,-0.8347,1.1024,50.0024,5.8351,11.1085,22.8,7.2,24,1697,145,NA,NA,NA,NA,NA,NA,TRUE,-28.4,11.3,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718310,"2023-05-04",4,"2023-05-04T21:48:00.686Z","2023-05-04T21:48:03.995Z",TRUE,"pitch","d18aaf72-698c-43e3-9251-620335759666",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.6302,1.7882,NA,134.45,191.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","atBat","Strikeout","strikeout","Luis Robert Jr. called out on strikes.",0,7,3,99,"bottom",12,"2023-05-04T21:46:41.050Z","2023-05-04T21:48:22.288Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",663558,"Jovani Moran","/api/v1/people/663558","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.5,7,0.91,0.4076,7.0208,29.504,-12.4767,0.3506,10.7751,-0.4577,1.7592,-4.0184,-134.4517,-7.654,1.0116,50.006,5.5309,0.641,1.2,3.6,24,2328,165,NA,NA,NA,NA,NA,NA,FALSE,-14,18,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718310,"2023-05-04",3,"2023-05-04T21:47:43.708Z","2023-05-04T21:47:47.427Z",TRUE,"pitch","cdfdc45c-1cd2-47ae-9f3f-226c6c64cbab",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.6302,1.7449,NA,172.04,146.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","atBat","Strikeout","strikeout","Luis Robert Jr. called out on strikes.",0,7,3,99,"bottom",12,"2023-05-04T21:46:41.050Z","2023-05-04T21:48:22.288Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",663558,"Jovani Moran","/api/v1/people/663558","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.7,74.2,11,0.89,0.4628,6.8158,24.5309,-23.1207,4.9761,6.397,-1.4441,3.4177,-7.3143,-118.728,-0.8154,1.0421,50.0048,5.886,7.0456,13.2,7.2,24,1904,141,NA,NA,NA,NA,NA,NA,FALSE,-29.8,11.6,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718310,"2023-05-04",2,"2023-05-04T21:47:28.661Z","2023-05-04T21:47:32.016Z",TRUE,"pitch","f591c781-ed09-4fb0-ae78-8b129d59dcc7",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.6087,1.7017,NA,144.8,192.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","atBat","Strikeout","strikeout","Luis Robert Jr. called out on strikes.",0,7,3,99,"bottom",12,"2023-05-04T21:46:41.050Z","2023-05-04T21:48:22.288Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",663558,"Jovani Moran","/api/v1/people/663558","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.9,76.5,7,0.87,0.4502,6.7209,25.5989,-21.48,6.7667,7.1464,-0.7293,1.7055,-6.3494,-121.9967,-4.984,1.0368,50.0024,5.6435,10.1267,21.6,6,24,1716,144,NA,NA,NA,NA,NA,NA,FALSE,-27.2,11.9,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718310,"2023-05-04",1,"2023-05-04T21:47:11.369Z","2023-05-04T21:47:15.025Z",TRUE,"pitch","fd610320-3e94-4bd4-be5c-6f207aa51a50",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.6947,1.7666,NA,113.63,200.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","atBat","Strikeout","strikeout","Luis Robert Jr. called out on strikes.",0,7,3,99,"bottom",12,"2023-05-04T21:46:41.050Z","2023-05-04T21:48:22.288Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",663558,"Jovani Moran","/api/v1/people/663558","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.4,14,0.9,0.4041,7.1256,29.2294,-14.3888,-1.9913,9.5533,0.0885,1.4292,-1.6775,-135.4738,-8.1562,0.9741,50.001,5.4818,-3.7049,14.4,3.6,24,2070,163,NA,NA,NA,NA,NA,NA,FALSE,-15.7,15.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718310,"2023-05-04",0,"2023-05-04T21:46:56.524Z","2023-05-04T21:47:00.523Z",TRUE,"pitch","94a583c9-9305-4265-b170-6ce4a7d354af",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7163,1.68,NA,157.25,172.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"99","atBat","Strikeout","strikeout","Luis Robert Jr. called out on strikes.",0,7,3,99,"bottom",12,"2023-05-04T21:46:41.050Z","2023-05-04T21:48:22.288Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",663558,"Jovani Moran","/api/v1/people/663558","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.2,13,0.91,0.4002,7.0433,29.6572,-12.1685,0.2413,10.5422,-1.0558,2.458,-5.7053,-136.7658,-6.1851,1.0244,50.0043,5.5805,0.4587,3.6,2.4,24,2278,163,NA,NA,NA,NA,NA,NA,FALSE,-13,18,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718310,"2023-05-04",5,"2023-05-04T21:46:13.159Z","2023-05-04T21:46:21.801Z",TRUE,"pitch","a4e563d9-ffa4-4dc1-bce6-b7791321e965",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.44,1.55,NA,114.18,200.51,"ground_ball","soft","1",123.25,175.49,NA,NA,NA,NA,NA,NA,NA,NA,"98","atBat","Grounded Into DP","grounded_into_double_play","Tim Anderson grounds into a double play, pitcher Jovani Moran to second baseman Jorge Polanco to first baseman Joey Gallo. Eloy Jimenez out at 2nd. Tim Anderson out at 1st.",0,7,3,98,"bottom",12,"2023-05-04T21:44:26.573Z","2023-05-04T21:46:21.801Z",TRUE,FALSE,FALSE,TRUE,24,1,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",663558,"Jovani Moran","/api/v1/people/663558","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.2,76.9,14,0.9,0.4513,6.95,22.0264,-21.4245,8.2856,7.1927,0.0739,1.4175,-5.2102,-121.044,-5.6362,1.1699,50.005,5.634,12.3856,27.6,7.2,24,1790,144,59.2,-45,4,NA,NA,NA,TRUE,-27.2,12,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718310,"2023-05-04",4,"2023-05-04T21:45:53.000Z","2023-05-04T21:45:56.773Z",TRUE,"pitch","7a46ef65-263e-4e0c-843d-4f0c8c4147fb",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.3288,1.4851,NA,89.44,134.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","atBat","Grounded Into DP","grounded_into_double_play","Tim Anderson grounds into a double play, pitcher Jovani Moran to second baseman Jorge Polanco to first baseman Joey Gallo. Eloy Jimenez out at 2nd. Tim Anderson out at 1st.",0,7,3,98,"bottom",12,"2023-05-04T21:44:26.573Z","2023-05-04T21:46:21.801Z",TRUE,FALSE,FALSE,TRUE,24,1,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",663558,"Jovani Moran","/api/v1/people/663558","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.7,77.1,12,0.88,0.4479,6.6054,22.5032,-21.9307,7.0205,6.7525,0.7231,3.8786,-3.5696,-121.9882,-0.268,1.2881,50.0042,5.8699,10.652,24,6,24,1676,145,NA,NA,NA,NA,NA,NA,FALSE,-26.3,12.5,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718310,"2023-05-04",3,"2023-05-04T21:45:34.884Z","2023-05-04T21:45:38.244Z",TRUE,"pitch","1fd0abd4-35b7-4de6-89da-528b3b20167d",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.44,1.55,NA,109.3,169.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","atBat","Grounded Into DP","grounded_into_double_play","Tim Anderson grounds into a double play, pitcher Jovani Moran to second baseman Jorge Polanco to first baseman Joey Gallo. Eloy Jimenez out at 2nd. Tim Anderson out at 1st.",0,7,3,98,"bottom",12,"2023-05-04T21:44:26.573Z","2023-05-04T21:46:21.801Z",TRUE,FALSE,FALSE,TRUE,24,1,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",663558,"Jovani Moran","/api/v1/people/663558","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.6,5,0.91,0.4021,6.9246,30.1418,-14.4727,3.1777,9.4201,0.2021,2.5514,-3.1751,-136.2664,-5.4247,0.9699,50.0041,5.5691,5.9722,19.2,3.6,24,2187,166,NA,NA,NA,NA,NA,NA,FALSE,-15.1,16.1,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718310,"2023-05-04",2,"2023-05-04T21:45:14.691Z","2023-05-04T21:45:20.449Z",TRUE,"pitch","3574768d-3925-4d8f-8f10-804039959d81",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.44,1.55,NA,138.12,182.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98","atBat","Grounded Into DP","grounded_into_double_play","Tim Anderson grounds into a double play, pitcher Jovani Moran to second baseman Jorge Polanco to first baseman Joey Gallo. Eloy Jimenez out at 2nd. Tim Anderson out at 1st.",0,7,3,98,"bottom",12,"2023-05-04T21:44:26.573Z","2023-05-04T21:46:21.801Z",TRUE,FALSE,FALSE,TRUE,24,1,2,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",663558,"Jovani Moran","/api/v1/people/663558","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.3,7,0.91,0.398,6.7855,32.5178,-9.7903,1.9259,11.6862,-0.5541,2.0983,-4.9852,-137.9586,-7.4794,1.0313,50.002,5.5153,3.6892,12,2.4,24,2245,165,NA,NA,NA,NA,NA,NA,FALSE,-10.9,19.7,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
