"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716381,"2023-10-01",0,"2023-10-01T03:11:53.036Z","2023-10-01T03:11:59.994Z",TRUE,"pitch","3831df65-f930-468c-bbe1-6f6fc9621b25",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3366,1.6846,NA,58.34,163.93,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"65","atBat","Caught Stealing 2B","caught_stealing_2b","Chris Taylor caught stealing 2nd base, catcher Patrick Bailey to shortstop Marco Luciano.",0,1,2,65,"top",9,"2023-10-01T03:11:43.466Z","2023-10-01T03:11:59.994Z",TRUE,FALSE,FALSE,TRUE,17,1,0,3,444482,"David Peralta","/api/v1/people/444482","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.3,90.1,12,0.89,0.3828,7.0661,31.6296,-17.6781,-6.0872,6.9849,1.5389,2.7722,10.3557,-142.8636,-3.7092,-1.3352,50.0061,5.1925,-12.6391,28.8,3.6,24,2414,231,NA,NA,NA,NA,NA,NA,TRUE,-16.2,12.1,9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716381,"2023-10-01",2,"2023-10-01T03:11:16.174Z","2023-10-01T03:11:26.763Z",TRUE,"pitch","23a2fa75-15c8-4a29-903d-455c58dcf517",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,2,NA,NA,3.51,1.63,NA,129.64,163.27,"line_drive","hard","7",64.17,118.46,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Chris Taylor singles on a sharp line drive to left fielder Luis Matos.",0,1,2,64,"top",9,"2023-10-01T03:10:20.850Z","2023-10-01T03:11:26.763Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,621035,"Chris Taylor","/api/v1/people/621035","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,77.8,4,0.91,0.4463,6.5287,21.7646,-33.1665,4.8297,-0.6527,-0.3316,2.7967,0.9752,-122.2554,0.527,-1.3624,50.0011,5.4017,7.3848,13.2,8.4,24,2451,73,105.3,11,169,NA,NA,NA,FALSE,-39.2,-0.8,-9,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,621035,"Chris Taylor","/api/v1/people/621035",NA,NA,NA
716381,"2023-10-01",1,"2023-10-01T03:10:57.900Z","2023-10-01T03:11:01.733Z",TRUE,"pitch","89c9048f-c040-4966-ba0f-692eac63490e",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.51,1.63,NA,119.33,155.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Chris Taylor singles on a sharp line drive to left fielder Luis Matos.",0,1,2,64,"top",9,"2023-10-01T03:10:20.850Z","2023-10-01T03:11:26.763Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,621035,"Chris Taylor","/api/v1/people/621035","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,89.2,2,0.89,0.388,6.9013,28.7539,-29.7027,-6.8273,1.2201,-0.0612,3.099,6.9691,-140.6162,-0.6528,-1.6723,50.0007,5.2435,-13.8138,22.8,6,24,2209,224,NA,NA,NA,NA,NA,NA,FALSE,-26.8,2.3,11.2,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716381,"2023-10-01",0,"2023-10-01T03:10:39.542Z","2023-10-01T03:10:43.595Z",TRUE,"pitch","36588a43-be56-4d75-b44b-860cb1506243",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3679,1.5591,NA,56.25,172.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Chris Taylor singles on a sharp line drive to left fielder Luis Matos.",0,1,2,64,"top",9,"2023-10-01T03:10:20.850Z","2023-10-01T03:11:26.763Z",TRUE,FALSE,FALSE,FALSE,33,1,1,2,621035,"Chris Taylor","/api/v1/people/621035","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.5,14,0.91,0.4364,6.8106,24.3305,-32.2028,3.3157,-0.0167,1.5937,2.4401,6.0553,-125.3218,-0.4321,-1.2808,50.0047,5.2358,5.2949,10.8,8.4,24,2378,74,NA,NA,NA,NA,NA,NA,FALSE,-36.6,0.1,-7.3,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716381,"2023-10-01",3,"2023-10-01T03:10:09.638Z","2023-10-01T03:10:14.016Z",TRUE,"pitch","e96d9685-b1a4-4c75-8465-f089205c6baa",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.41,1.67,NA,84.16,206.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","James Outman strikes out swinging.",0,1,2,63,"top",9,"2023-10-01T03:09:13.036Z","2023-10-01T03:10:14.016Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,681546,"James Outman","/api/v1/people/681546","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.1,14,0.91,0.433,6.7116,26.0648,-32.4423,3.6771,-0.1601,0.8616,1.1825,4.4183,-126.5541,-3.8025,-1.3855,50.0062,5.3059,5.9599,12,8.4,24,2555,68,NA,NA,NA,NA,NA,NA,TRUE,-37.1,-1,-7.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716381,"2023-10-01",2,"2023-10-01T03:09:48.286Z","2023-10-01T03:09:53.926Z",TRUE,"pitch","cdcf40b8-3d13-4057-a426-d3b2e5e39c08",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.41,1.67,NA,75.46,173.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","James Outman strikes out swinging.",0,1,2,63,"top",9,"2023-10-01T03:09:13.036Z","2023-10-01T03:10:14.016Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,681546,"James Outman","/api/v1/people/681546","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.4,91,14,0.9,0.3789,6.9934,33.099,-16.762,-6.0751,7.2807,1.0898,2.4075,9.379,-144.4515,-5.525,-1.4072,50.0026,5.3725,-12.8609,31.2,3.6,24,2437,231,NA,NA,NA,NA,NA,NA,FALSE,-15.5,12.2,9.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716381,"2023-10-01",1,"2023-10-01T03:09:28.606Z","2023-10-01T03:09:32.522Z",TRUE,"pitch","eba5c20c-d0a8-4093-9b30-ab053b186388",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.41,1.67,NA,127.31,218.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","James Outman strikes out swinging.",0,1,2,63,"top",9,"2023-10-01T03:09:13.036Z","2023-10-01T03:10:14.016Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,681546,"James Outman","/api/v1/people/681546","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,78.9,13,0.91,0.4398,6.4309,25.635,-32.7545,3.0989,-0.3665,-0.2706,0.7344,1.9202,-124.65,-4.4397,-1.4542,50.0055,5.2506,4.8647,8.4,8.4,24,2355,76,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-1.4,-6.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716381,"2023-10-01",0,"2023-10-01T03:09:13.036Z","2023-10-01T03:09:17.574Z",TRUE,"pitch","1cbed341-ccf0-40e8-ab99-84172c99ea4a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1967,1.5991,NA,129.14,158.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","James Outman strikes out swinging.",0,1,2,63,"top",9,"2023-10-01T03:09:13.036Z","2023-10-01T03:10:14.016Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,681546,"James Outman","/api/v1/people/681546","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.4,1,0.91,0.4357,6.4323,24.4339,-31.0194,2.2367,0.719,-0.3184,2.9585,1.9272,-125.5282,-0.0387,-1.3855,50.0026,5.4909,3.5831,7.2,8.4,24,2396,83,NA,NA,NA,NA,NA,NA,FALSE,-35.2,1.6,-4.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716381,"2023-10-01",5,"2023-10-01T03:08:38.368Z","2023-10-01T03:08:46.873Z",TRUE,"pitch","3db89693-2014-49f6-8133-4407885312d7",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.59,1.72,NA,144.92,150.44,"fly_ball","medium","8",117.76,106.4,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Jason Heyward flies out to center fielder Tyler Fitzgerald.",0,1,2,62,"top",9,"2023-10-01T03:08:00.909Z","2023-10-01T03:08:46.873Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,518792,"Jason Heyward","/api/v1/people/518792","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.3,79.2,1,0.91,0.4385,6.5726,21.9264,-32.1838,4.384,-0.0027,-0.7325,3.2717,0.5639,-124.3149,0.9729,-1.5319,50.006,5.5207,6.9504,12,8.4,24,2355,82,82.3,50,236,NA,NA,NA,TRUE,-36.7,0.4,-8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716381,"2023-10-01",4,"2023-10-01T03:08:22.858Z","2023-10-01T03:08:26.515Z",TRUE,"pitch","5bea7b09-1fd5-48ab-a4d7-64cabd20a079",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.5191,1.7912,NA,160.93,120.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Jason Heyward flies out to center fielder Tyler Fitzgerald.",0,1,2,62,"top",9,"2023-10-01T03:08:00.909Z","2023-10-01T03:08:46.873Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,518792,"Jason Heyward","/api/v1/people/518792","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.8,89.5,11,0.83,0.3841,6.8182,31.7897,-20.0782,-5.6554,5.8712,-1.1525,4.372,3.801,-142.4235,0.3916,-1.7675,50.0046,5.4995,-11.6545,28.8,4.8,24,2203,230,NA,NA,NA,NA,NA,NA,FALSE,-17.6,10.9,9.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
