"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718051,"2023-05-24",2,"2023-05-24T03:07:07.289Z","2023-05-24T03:07:15.946Z",TRUE,"pitch","23ccb8cf-af43-47f6-a464-e99e7d741066",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.52,1.75,NA,81.46,175.72,"fly_ball","medium","9",189.65,78.53,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Garrett Cooper flies out to right fielder Randal Grichuk.",0,4,5,74,"top",9,"2023-05-24T03:06:07.974Z","2023-05-24T03:07:15.946Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",85.8,80.3,14,0.93,0.4356,6.0056,21.3845,-38.1828,2.8012,-3.7346,0.9325,2.3355,5.3946,-124.9815,-1.662,-1.6045,50.0045,6.099,4.5033,8.4,9.6,24,3089,38,88.4,34,338,NA,NA,NA,TRUE,-43.6,-7,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718051,"2023-05-24",1,"2023-05-24T03:06:47.647Z","2023-05-24T03:06:51.115Z",TRUE,"pitch","818ca77b-0e78-4507-b8ed-c7a3cc38c5d4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5317,1.7673,NA,94.96,126.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Garrett Cooper flies out to right fielder Randal Grichuk.",0,4,5,74,"top",9,"2023-05-24T03:06:07.974Z","2023-05-24T03:07:15.946Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,88,12,0.9,0.3927,6.0966,28.2442,-17.1749,-6.479,7.5964,0.5782,4.1419,8.9553,-138.9481,-1.4502,-1.83,50.0027,5.8003,-12.7941,32.4,4.8,24,2422,225,NA,NA,NA,NA,NA,NA,FALSE,-16.1,13.7,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718051,"2023-05-24",0,"2023-05-24T03:06:29.084Z","2023-05-24T03:06:32.890Z",TRUE,"pitch","81e67235-a1c6-4c2c-bbe3-fdaae36df881",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.52,1.75,NA,133.36,129.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Garrett Cooper flies out to right fielder Randal Grichuk.",0,4,5,74,"top",9,"2023-05-24T03:06:07.974Z","2023-05-24T03:07:15.946Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Empty",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,89.5,11,0.9,0.3867,6.1476,27.7075,-15.6371,-5.6568,8.1083,-0.4293,4.0496,6.2882,-140.8933,-2.4387,-1.94,50.0019,5.9199,-11.5361,32.4,3.6,24,2464,222,NA,NA,NA,NA,NA,NA,FALSE,-14.4,14.5,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718051,"2023-05-24",1,"2023-05-24T03:05:47.756Z","2023-05-24T03:05:59.992Z",TRUE,"pitch","9ce5ba3e-7d29-4b89-8abd-3691d754183b",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.17,1.54,NA,101.65,184.77,"fly_ball","medium","7",48.28,125.9,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Luis Arraez flies out to left fielder Jurickson Profar.",0,4,5,73,"top",9,"2023-05-24T03:05:45.419Z","2023-05-24T03:05:59.992Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,650333,"Luis Arraez","/api/v1/people/650333","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84.9,79.6,9,2,0.4401,6.047,20.8151,-36.3513,3.9623,-2.6504,0.4027,2.0004,4.2979,-123.6863,-2.5433,-1.8617,50.0046,6.0416,6.2408,10.8,9.6,24,2845,51,81.9,32,265,NA,NA,NA,TRUE,-42.5,-5.2,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,641505,"Jonathan Davis","/api/v1/people/641505",NA,NA,NA,NA,NA,NA,NA
718051,"2023-05-24",0,"2023-05-24T03:05:48.365Z","2023-05-24T03:05:49.365Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Jonathan Davis replaces Jorge Soler.","Offensive Substitution",4,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,641505,"/api/v1/people/641505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","201","73","atBat","Flyout","field_out","Luis Arraez flies out to left fielder Jurickson Profar.",0,4,5,73,"top",9,"2023-05-24T03:05:45.419Z","2023-05-24T03:05:59.992Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,650333,"Luis Arraez","/api/v1/people/650333","L","Left",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,624585,"/api/v1/people/624585",2,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718051,"2023-05-24",2,"2023-05-24T03:04:49.806Z","2023-05-24T03:05:05.302Z",TRUE,"pitch","014f2ce1-2b05-408f-be1d-5111406529a2",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,1,NA,NA,3.29,1.53,NA,118.24,164.33,"line_drive","medium","9",229.17,95.19,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Double","double","Jorge Soler doubles (10) on a line drive to right fielder Randal Grichuk. Jon Berti scores.",1,4,5,72,"top",9,"2023-05-24T03:04:10.401Z","2023-05-24T03:05:05.302Z",TRUE,TRUE,FALSE,FALSE,34,1,1,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,89,2,0.9,0.3886,6.1245,28.9504,-16.0349,-4.9254,8.0069,-0.0326,2.7575,6.3179,-140.4227,-5.685,-1.6618,50.006,5.8353,-9.9325,26.4,3.6,24,2381,218,97.1,23,329,NA,NA,NA,FALSE,-15.5,13.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,624585,"Jorge Soler","/api/v1/people/624585",NA,NA,NA,NA,NA,NA,NA
718051,"2023-05-24",1,"2023-05-24T03:04:25.267Z","2023-05-24T03:04:28.672Z",TRUE,"pitch","0f1675e4-055f-4fc7-8567-b7e0d34bba32",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.29,1.53,NA,112.51,172.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Double","double","Jorge Soler doubles (10) on a line drive to right fielder Randal Grichuk. Jon Berti scores.",1,4,5,72,"top",9,"2023-05-24T03:04:10.401Z","2023-05-24T03:05:05.302Z",TRUE,TRUE,FALSE,FALSE,34,1,1,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.8,78.5,5,2,0.4454,6.0924,20.1349,-35.5645,4.9134,-2.203,0.1177,2.4488,2.9963,-122.1629,-1.6029,-1.7561,50.0045,6.1223,7.5557,12,9.6,24,2842,47,NA,NA,NA,NA,NA,NA,FALSE,-42.4,-4.1,-9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718051,"2023-05-24",0,"2023-05-24T03:04:10.401Z","2023-05-24T03:04:14.532Z",TRUE,"pitch","87c0b7fd-1eac-48e2-8e14-7ec63f35d17b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4943,1.695,NA,93.24,124.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Double","double","Jorge Soler doubles (10) on a line drive to right fielder Randal Grichuk. Jon Berti scores.",1,4,5,72,"top",9,"2023-05-24T03:04:10.401Z","2023-05-24T03:05:05.302Z",TRUE,TRUE,FALSE,FALSE,34,1,1,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,89.8,12,0.9,0.385,6.0092,28.4394,-16.3871,-5.4192,7.6785,0.6232,4.2412,8.9264,-141.5707,-1.6364,-1.8482,50.0017,5.8614,-11.1412,28.8,3.6,24,2222,222,NA,NA,NA,NA,NA,NA,FALSE,-14.8,13.8,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718051,"2023-05-24",1,"2023-05-24T03:02:28.878Z","2023-05-24T03:02:41.074Z",TRUE,"pitch","dac51167-c0b2-4b00-b509-b075d53c80b2",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,1,NA,NA,3.29,1.53,NA,105.8,172.31,"line_drive","medium","9",193.5,112.13,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Rockies challenged (catch or drop), call on the field was upheld: Jon Berti singles on a line drive to right fielder Randal Grichuk.",0,3,5,71,"top",9,"2023-05-24T03:01:52.762Z","2023-05-24T03:02:41.074Z",TRUE,FALSE,TRUE,FALSE,33,0,1,1,542932,"Jon Berti","/api/v1/people/542932","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,82,6,2,0.4235,6.0731,25.3675,-34.3382,2.6366,-1.2733,0.2937,2.4618,5.3435,-129.0374,-1.4198,-2.1418,50.0042,5.6504,4.4728,8.4,8.4,24,2799,69,97.1,15,274,NA,NA,NA,FALSE,-37.1,-2.4,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,542932,"Jon Berti","/api/v1/people/542932",NA,NA,NA,NA,NA,NA,FALSE,FALSE,"MD",115
718051,"2023-05-24",0,"2023-05-24T03:02:12.704Z","2023-05-24T03:02:16.504Z",TRUE,"pitch","09435869-e8dc-4d78-aa6a-132cb958ef40",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3253,1.5969,NA,102.23,174.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Rockies challenged (catch or drop), call on the field was upheld: Jon Berti singles on a line drive to right fielder Randal Grichuk.",0,3,5,71,"top",9,"2023-05-24T03:01:52.762Z","2023-05-24T03:02:41.074Z",TRUE,FALSE,TRUE,FALSE,33,0,1,1,542932,"Jon Berti","/api/v1/people/542932","R","Right",572955,"Pierce Johnson","/api/v1/people/572955","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Colorado Rockies","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84.6,79.5,6,2,0.4408,6.0392,20.0782,-36.4777,4.8854,-2.7411,0.3874,2.3677,3.5542,-123.349,-1.8159,-1.6973,50.003,6.1345,7.6725,12,9.6,24,2812,31,NA,NA,NA,NA,NA,NA,FALSE,-42.6,-5.2,-9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
