"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
747037,"2024-05-17",5,"2024-05-18T01:36:46.173Z","2024-05-18T01:36:55.689Z",TRUE,"pitch","ddefd359-6a76-428a-836c-603ff0316106",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.41,1.56,NA,107.78,167.76,"fly_ball","medium","8",109.27,89.42,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Dominic Canzone flies out to center fielder Colton Cowser.",0,2,9,72,"top",9,"2024-05-18T01:35:21.989Z","2024-05-18T01:36:55.689Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,686527,"Dominic Canzone","/api/v1/people/686527","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.1,5,0.91,0.4004,5.9199,29.5344,-10.6023,4.4058,11.3793,0.242,2.6305,-6.6517,-136.6753,-6.7458,2.1325,50.0061,5.8556,8.3551,30,2.4,24,2248,148,88.3,46,278,NA,NA,NA,TRUE,-11.5,19.4,-6.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747037,"2024-05-17",4,"2024-05-18T01:36:31.019Z","2024-05-18T01:36:34.077Z",TRUE,"pitch","55d5beee-0d9f-497e-93c8-c17e7b979cfb",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.675,1.8153,NA,166.84,206.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Dominic Canzone flies out to center fielder Colton Cowser.",0,2,9,72,"top",9,"2024-05-18T01:35:21.989Z","2024-05-18T01:36:55.689Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,686527,"Dominic Canzone","/api/v1/people/686527","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.5,78.3,13,0.9,0.4454,5.9265,23.5271,-32.1116,-1.1828,0.0352,-1.3074,1.1943,-8.2474,-122.8212,-4.5097,2.2426,50.0004,5.7745,-1.8105,6,8.4,24,2553,292,NA,NA,NA,NA,NA,NA,FALSE,-39,-0.7,4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747037,"2024-05-17",3,"2024-05-18T01:36:12.546Z","2024-05-18T01:36:15.546Z",TRUE,"pitch","11ca44c4-47de-4b68-8029-4d7b9eaf861d",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.41,1.56,NA,94.49,145.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Dominic Canzone flies out to center fielder Colton Cowser.",0,2,9,72,"top",9,"2024-05-18T01:35:21.989Z","2024-05-18T01:36:55.689Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,686527,"Dominic Canzone","/api/v1/people/686527","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.4,3,0.91,0.4016,5.8776,31.3962,-12.1153,5.9129,10.6555,0.5906,3.4717,-6.3351,-136.6385,-4.3726,2.176,50,5.9314,11.1281,36,3.6,24,2309,149,NA,NA,NA,NA,NA,NA,FALSE,-12.6,18.5,-9.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747037,"2024-05-17",2,"2024-05-18T01:35:55.522Z","2024-05-18T01:35:58.560Z",TRUE,"pitch","d10cf3ce-a8a9-4a5b-a0a8-2f0d7921aa57",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.41,1.56,NA,123.23,183.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Dominic Canzone flies out to center fielder Colton Cowser.",0,2,9,72,"top",9,"2024-05-18T01:35:21.989Z","2024-05-18T01:36:55.689Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,686527,"Dominic Canzone","/api/v1/people/686527","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.5,8,0.91,0.4065,5.9101,31.3417,-9.8846,6.29,12.141,-0.1635,2.0539,-8.4226,-135.1107,-8.0842,2.1872,50.0059,5.7925,11.5512,39.6,3.6,24,2504,151,NA,NA,NA,NA,NA,NA,FALSE,-11.6,20.3,-9.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747037,"2024-05-17",1,"2024-05-18T01:35:41.106Z","2024-05-18T01:35:44.287Z",TRUE,"pitch","bd31a01a-f879-44ab-88e7-48aa5777e978",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.6563,1.7966,NA,144.05,224.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Dominic Canzone flies out to center fielder Colton Cowser.",0,2,9,72,"top",9,"2024-05-18T01:35:21.989Z","2024-05-18T01:36:55.689Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,686527,"Dominic Canzone","/api/v1/people/686527","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,78.9,13,0.9,0.442,5.8413,23.6584,-28.1735,-1.185,2.5682,-0.7097,0.5409,-6.9052,-123.7066,-6.9839,2.2665,50.0012,5.7484,-1.844,6,7.2,24,2611,276,NA,NA,NA,NA,NA,NA,FALSE,-34.4,3.2,3.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747037,"2024-05-17",0,"2024-05-18T01:35:30.152Z","2024-05-18T01:35:33.787Z",TRUE,"pitch","f3f43ab1-df70-449e-bc38-7781ab8652dc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7308,1.97,NA,156.1,179.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Dominic Canzone flies out to center fielder Colton Cowser.",0,2,9,72,"top",9,"2024-05-18T01:35:21.989Z","2024-05-18T01:36:55.689Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,686527,"Dominic Canzone","/api/v1/people/686527","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,85.5,13,0.92,0.4005,5.8727,35.0394,-11.5942,7.1353,10.9026,-1.0257,2.2094,-10.6911,-137.6075,-7.7427,2.0114,50.0037,5.8747,13.4701,38.4,3.6,24,2498,148,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17.9,-10.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747037,"2024-05-17",2,"2024-05-18T01:34:58.761Z","2024-05-18T01:35:05.008Z",TRUE,"pitch","524386d7-8d02-4e8a-bde5-dbdfee1623d8",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.46,1.51,NA,119.83,192.45,"line_drive","medium","9",185.67,98.97,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Luke Raley lines out to right fielder Kyle Stowers.",0,2,9,71,"top",9,"2024-05-18T01:34:25.073Z","2024-05-18T01:35:05.008Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,670042,"Luke Raley","/api/v1/people/670042","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,77.5,8,0.88,0.451,5.8454,20.6477,-32.7907,-1.4267,-0.4165,-0.0744,1.7158,-5.2756,-120.8545,-3.096,2.3104,50.0003,5.8553,-2.1365,4.8,9.6,24,2541,314,83.7,23,290,NA,NA,NA,TRUE,-40.4,-1.2,3.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747037,"2024-05-17",1,"2024-05-18T01:34:45.447Z","2024-05-18T01:34:48.447Z",TRUE,"pitch","4d3f3c5a-3dc9-4277-ac21-080fddf74cbc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6636,1.6971,NA,177.78,217.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Luke Raley lines out to right fielder Kyle Stowers.",0,2,9,71,"top",9,"2024-05-18T01:34:25.073Z","2024-05-18T01:35:05.008Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,670042,"Luke Raley","/api/v1/people/670042","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,79.9,13,0.9,0.4377,5.8447,23.3108,-29.9241,-2.4361,1.4189,-1.5947,0.7883,-8.3828,-124.7631,-6.159,2.1151,50.0044,5.7317,-3.8698,9.6,8.4,24,2545,257,NA,NA,NA,NA,NA,NA,FALSE,-35.5,1.4,6.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747037,"2024-05-17",0,"2024-05-18T01:34:35.034Z","2024-05-18T01:34:38.563Z",TRUE,"pitch","f787a492-43a3-4d9a-bbed-e9858c4d7901",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.7065,1.7397,NA,111.35,186.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Luke Raley lines out to right fielder Kyle Stowers.",0,2,9,71,"top",9,"2024-05-18T01:34:25.073Z","2024-05-18T01:35:05.008Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,670042,"Luke Raley","/api/v1/people/670042","L","Left",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.1,8,0.91,0.4046,5.7922,30.625,-9.966,8.3316,11.9759,0.1482,1.9416,-7.82,-135.5676,-8.7827,1.9927,50.0057,5.9261,15.4552,49.2,3.6,24,2445,145,NA,NA,NA,NA,NA,NA,FALSE,-11.8,19.9,-13.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747037,"2024-05-17",2,"2024-05-18T01:34:05.456Z","2024-05-18T01:34:13.649Z",TRUE,"pitch","62c0e2e2-99e2-4d47-affc-1258c27f19f4",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.26,1.47,NA,148.4,173.23,"fly_ball","medium","7",103.01,98.17,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Ty France flies out to left fielder Austin Hays.",0,2,9,70,"top",9,"2024-05-18T01:33:50.950Z","2024-05-18T01:34:13.649Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,664034,"Ty France","/api/v1/people/664034","R","Right",669211,"Keegan Akin","/api/v1/people/669211","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,84.8,4,0.91,0.4054,5.9126,31.0524,-10.5357,8.9982,11.7219,-0.8239,2.4278,-10.6284,-135.38,-7.3276,1.994,50.0033,5.9166,16.6124,49.2,3.6,24,2449,146,87.3,50,260,NA,NA,NA,TRUE,-12.1,19.7,-13.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
