"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717282,"2023-07-24",4,"2023-07-25T02:00:40.316Z","2023-07-25T02:00:43.686Z",TRUE,"pitch","dff90d65-1675-45d4-b1d0-ef03efd46ecd",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.43,1.59,NA,128.1,152.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","CJ Abrams strikes out swinging.",0,10,6,80,"bottom",9,"2023-07-25T01:59:31.350Z","2023-07-25T02:00:43.686Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Colorado Rockies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.6,82.5,1,0.91,0.4217,6.4069,22.8078,-27.8366,2.0164,2.5322,-0.2912,3.205,4.5173,-129.0902,-1.1608,-2.3148,50.0049,5.772,3.4585,8.4,7.2,24,2234,183,NA,NA,NA,NA,NA,NA,TRUE,-29.8,4.6,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717282,"2023-07-24",3,"2023-07-25T02:00:06.136Z","2023-07-25T02:00:12.377Z",TRUE,"pitch","5f667516-9f23-48b1-bbe8-e7cdbfd3d063",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.43,1.59,NA,128.07,147.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","CJ Abrams strikes out swinging.",0,10,6,80,"bottom",9,"2023-07-25T01:59:31.350Z","2023-07-25T02:00:43.686Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.8,1,0.91,0.4012,6.6886,29.2333,-15.9833,-6.5827,8.5711,-0.2904,3.3786,6.7739,-136.3749,-3.5356,-1.948,50.0017,5.7905,-12.4326,33.6,4.8,24,2000,221,NA,NA,NA,NA,NA,NA,FALSE,-16.1,15,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717282,"2023-07-24",2,"2023-07-25T01:59:50.196Z","2023-07-25T01:59:53.607Z",TRUE,"pitch","60de079e-0195-4334-99b4-7b30e6399f55",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.4283,1.5111,NA,101.08,152.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","CJ Abrams strikes out swinging.",0,10,6,80,"bottom",9,"2023-07-25T01:59:31.350Z","2023-07-25T02:00:43.686Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.7,3,0.9,0.4025,6.582,28.7222,-15.3218,-6.8671,8.9798,0.4177,3.1989,8.6766,-135.8782,-4.1284,-1.9191,50.0044,5.7968,-12.8906,34.8,4.8,24,2085,221,NA,NA,NA,NA,NA,NA,FALSE,-15.7,15.6,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717282,"2023-07-24",1,"2023-07-25T01:59:33.681Z","2023-07-25T01:59:37.333Z",TRUE,"pitch","c0bea7b3-7b7f-4618-95f3-430d9a6628bc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4544,1.5368,NA,155.45,122.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","CJ Abrams strikes out swinging.",0,10,6,80,"bottom",9,"2023-07-25T01:59:31.350Z","2023-07-25T02:00:43.686Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Colorado Rockies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.8,81.3,11,0.91,0.4261,6.5608,23.4535,-28.587,1.3547,2.1339,-1.0087,4.2943,3.5934,-127.9731,1.4297,-2.6003,50,5.9485,2.2725,6,7.2,24,2369,132,NA,NA,NA,NA,NA,NA,FALSE,-30.7,4.3,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717282,"2023-07-24",0,"2023-07-25T01:58:45.376Z","2023-07-25T01:59:33.681Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",10,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","CJ Abrams strikes out swinging.",0,10,6,80,"bottom",9,"2023-07-25T01:59:31.350Z","2023-07-25T02:00:43.686Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,682928,"CJ Abrams","/api/v1/people/682928","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717282,"2023-07-24",1,"2023-07-25T01:58:03.313Z","2023-07-25T01:58:16.064Z",TRUE,"pitch","69d62f43-39e9-4711-9241-7360263f27cb",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,2,NA,NA,3.35,1.65,NA,98.91,190.41,"line_drive","medium","8",157.83,68.05,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Double","double","Alex Call doubles (11) on a line drive to center fielder Brenton Doyle. Keibert Ruiz scores. Stone Garrett scores.",2,10,6,79,"bottom",9,"2023-07-25T01:57:22.324Z","2023-07-25T01:58:16.064Z",TRUE,TRUE,FALSE,FALSE,34,0,1,2,669743,"Alex Call","/api/v1/people/669743","R","Right",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Colorado Rockies","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.6,82.2,9,0.91,0.4233,6.4326,24.6901,-27.8788,1.9959,2.5302,0.4747,1.7916,6.4543,-128.9838,-4.3618,-2.3111,50.0063,5.6334,3.3906,8.4,7.2,24,2210,189,97.2,18,335,NA,NA,NA,FALSE,-30.7,3.8,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669743,"Alex Call","/api/v1/people/669743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717282,"2023-07-24",0,"2023-07-25T01:57:47.057Z","2023-07-25T01:57:50.644Z",TRUE,"pitch","a4423fff-5f2d-4d47-b6e2-fac54eeff0fb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2701,1.5968,NA,96.22,180.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Double","double","Alex Call doubles (11) on a line drive to center fielder Brenton Doyle. Keibert Ruiz scores. Stone Garrett scores.",2,10,6,79,"bottom",9,"2023-07-25T01:57:22.324Z","2023-07-25T01:58:16.064Z",TRUE,TRUE,FALSE,FALSE,34,0,1,2,669743,"Alex Call","/api/v1/people/669743","R","Right",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Colorado Rockies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.8,82.5,6,0.9,0.422,6.2594,24.366,-29.0115,1.2717,1.8496,0.5452,2.1682,6.7844,-129.2949,-3.3895,-2.2671,50.0044,5.6981,2.1738,6,7.2,24,2325,183,NA,NA,NA,NA,NA,NA,FALSE,-31.6,2.9,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717282,"2023-07-24",6,"2023-07-25T01:57:15.110Z","2023-07-25T01:57:19.992Z",TRUE,"pitch","4500cba2-903a-4cee-a67f-bd333c0d317a",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.51,1.73,NA,119.01,186.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Luis Garcia strikes out swinging.",0,10,4,78,"bottom",9,"2023-07-25T01:55:34.108Z","2023-07-25T01:57:19.992Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,671277,"Luis García Jr.","/api/v1/people/671277","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Colorado Rockies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.7,81.5,8,0.91,0.4271,6.486,23.7608,-30.4942,2.2122,1.0059,-0.0526,1.9225,5.6266,-127.7295,-3.3507,-2.5624,50.0021,5.6229,3.6926,8.4,7.2,24,2350,142,NA,NA,NA,NA,NA,NA,TRUE,-33.8,1.3,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,660688,"Keibert Ruiz","/api/v1/people/660688",NA,NA,NA,656448,"Stone Garrett","/api/v1/people/656448",NA,NA,NA,NA
717282,"2023-07-24",5,"2023-07-25T01:56:58.546Z","2023-07-25T01:57:02.611Z",TRUE,"pitch","f85db044-fef9-4252-b1a8-29d540365786",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.5344,1.7283,NA,80.31,201.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Luis Garcia strikes out swinging.",0,10,4,78,"bottom",9,"2023-07-25T01:55:34.108Z","2023-07-25T01:57:19.992Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,671277,"Luis García Jr.","/api/v1/people/671277","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Colorado Rockies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.5,82,14,0.91,0.4271,6.5469,21.372,-30.9545,0.9673,0.7313,0.9626,1.3765,7.6645,-127.2983,-4.5698,-2.1892,50.0054,5.5921,1.6173,4.8,7.2,24,2354,122,NA,NA,NA,NA,NA,NA,FALSE,-34.6,0.6,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717282,"2023-07-24",4,"2023-07-25T01:56:37.394Z","2023-07-25T01:56:40.828Z",TRUE,"pitch","938011bc-5879-486e-b2da-8dca0fca599e",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.51,1.73,NA,138.76,119.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Luis Garcia strikes out swinging.",0,10,4,78,"bottom",9,"2023-07-25T01:55:34.108Z","2023-07-25T01:57:19.992Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,671277,"Luis García Jr.","/api/v1/people/671277","L","Left",571863,"Matt Koch","/api/v1/people/571863","R","Right","vs_RHP","vs_LHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,86.5,11,0.9,0.3998,6.3433,26.621,-19.493,-5.9115,6.652,-0.5707,4.4153,6.1785,-136.3889,-0.44,-2.0845,50.003,5.9089,-11.2712,27.6,4.8,24,1941,222,NA,NA,NA,NA,NA,NA,FALSE,-18.7,12.2,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
