"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717185,"2023-07-31",2,"2023-08-01T01:34:52.384Z","2023-08-01T01:35:00.096Z",TRUE,"pitch","5ae5ef5e-40f0-4bf6-bf73-4f6476f0deb3",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.31,1.58,NA,111.23,203.94,"line_drive","hard","8",145.36,56.99,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","DJ LeMahieu lines out sharply to center fielder Jose Siri.",0,5,1,67,"bottom",9,"2023-08-01T01:33:48.041Z","2023-08-01T01:35:00.096Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80.3,14,0.91,0.4354,6.8805,24.7283,-40.2404,1.5783,-5.0275,0.1513,1.2903,-0.1159,-125.6468,-5.6482,-0.0072,50.0057,6.8264,2.5315,3.6,10.8,24,2503,38,100.3,20,356,NA,NA,NA,TRUE,-46.7,-10.1,-2.9,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717185,"2023-07-31",1,"2023-08-01T01:34:32.273Z","2023-08-01T01:34:36.264Z",TRUE,"pitch","9183da6b-feb7-4919-96e0-5f8780334879",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.2581,1.5283,NA,109.22,184.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","DJ LeMahieu lines out sharply to center fielder Jose Siri.",0,5,1,67,"bottom",9,"2023-08-01T01:33:48.041Z","2023-08-01T01:35:00.096Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99,90.6,8,0.91,0.3808,6.8577,33.233,-9.33,0.7535,10.9008,0.204,2.0148,0.9583,-143.8196,-11.2389,-0.2314,50.0071,6.5516,1.579,8.4,2.4,24,2474,191,NA,NA,NA,NA,NA,NA,FALSE,-10.3,17.6,-1.6,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717185,"2023-07-31",0,"2023-08-01T01:34:07.830Z","2023-08-01T01:34:11.968Z",TRUE,"pitch","eb2721fa-079c-4283-9cdf-1b78d5a28ba1",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.31,1.58,NA,116.1,191.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Lineout","field_out","DJ LeMahieu lines out sharply to center fielder Jose Siri.",0,5,1,67,"bottom",9,"2023-08-01T01:33:48.041Z","2023-08-01T01:35:00.096Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,518934,"DJ LeMahieu","/api/v1/people/518934","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.8,8,0.9,0.4318,6.4734,24.5323,-38.1044,0.929,-3.6409,0.0236,1.7484,0.1914,-126.5818,-5.1914,-0.1736,50.0006,6.8584,1.5153,2.4,9.6,24,2620,57,NA,NA,NA,NA,NA,NA,FALSE,-43.4,-7.4,-1.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717185,"2023-07-31",6,"2023-08-01T01:33:37.926Z","2023-08-01T01:33:41.758Z",TRUE,"pitch","3c737518-ce90-44d4-b535-ed86ff2ea4c2",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.65,1.8,NA,165.5,191.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,5,1,66,"bottom",9,"2023-08-01T01:31:09.740Z","2023-08-01T01:33:41.758Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,81.4,13,0.9,0.4283,6.6174,25.9823,-38.2249,1.0347,-3.6488,-1.2724,1.7592,-3.034,-127.8248,-5.2949,-0.2052,50.0043,6.8537,1.7151,1.2,9.6,24,2637,50,NA,NA,NA,NA,NA,NA,TRUE,-43,-7.6,-1.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592450,"Aaron Judge","/api/v1/people/592450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717185,"2023-07-31",5,"2023-08-01T01:33:14.064Z","2023-08-01T01:33:17.677Z",TRUE,"pitch","755c0870-1d05-42fd-8beb-b4414a5c6326",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.65,1.8,NA,133.08,181.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,5,1,66,"bottom",9,"2023-08-01T01:31:09.740Z","2023-08-01T01:33:41.758Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,90.8,7,0.91,0.3801,6.9186,33.0917,-10.8846,0.3149,10.115,-0.4219,2.1268,-0.7011,-144.0575,-10.517,-0.2164,50.0012,6.4953,0.6628,2.4,2.4,24,2533,185,NA,NA,NA,NA,NA,NA,FALSE,-11.4,16.4,-0.5,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592450,"Aaron Judge","/api/v1/people/592450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717185,"2023-07-31",4,"2023-08-01T01:32:48.206Z","2023-08-01T01:32:52.515Z",TRUE,"pitch","019ea952-3d6a-40e3-8785-02a45e38007f",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.65,1.8,NA,151.43,167.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,5,1,66,"bottom",9,"2023-08-01T01:31:09.740Z","2023-08-01T01:33:41.758Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,91.1,13,0.91,0.3791,6.7084,31.7198,-8.8568,0.6543,11.0148,-0.9033,2.6363,-2.2079,-144.1616,-9.8388,-0.2144,50.0053,6.6297,1.3857,4.8,2.4,24,2527,189,NA,NA,NA,NA,NA,NA,FALSE,-9.5,18.2,-0.7,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592450,"Aaron Judge","/api/v1/people/592450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717185,"2023-07-31",3,"2023-08-01T01:32:24.560Z","2023-08-01T01:32:27.994Z",TRUE,"pitch","d07975fa-f45a-4539-a295-9ad439ed49ef",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.65,1.8,NA,138.82,174.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,5,1,66,"bottom",9,"2023-08-01T01:31:09.740Z","2023-08-01T01:33:41.758Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.3,90.4,7,0.91,0.3805,6.863,35.3235,-10.2192,-1.0624,10.4752,-0.5725,2.3697,-0.507,-144.2566,-10.159,-0.2562,50.0001,6.5781,-2.226,10.8,2.4,24,2518,184,NA,NA,NA,NA,NA,NA,FALSE,-10.9,17,2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592450,"Aaron Judge","/api/v1/people/592450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717185,"2023-07-31",2,"2023-08-01T01:32:04.807Z","2023-08-01T01:32:08.340Z",TRUE,"pitch","40efdbea-5d53-487f-a374-247e5526d707",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.4961,1.6461,NA,112.42,168.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,5,1,66,"bottom",9,"2023-08-01T01:31:09.740Z","2023-08-01T01:33:41.758Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,82.4,5,0.88,0.4223,6.7192,25.1013,-35.5105,2.4046,-1.9542,0.1202,2.5853,-0.3318,-129.3476,-4.0402,-0.0631,50.0025,6.8687,4.1048,6,8.4,24,2600,52,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-4.2,-4.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592450,"Aaron Judge","/api/v1/people/592450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717185,"2023-07-31",1,"2023-08-01T01:31:46.333Z","2023-08-01T01:31:49.807Z",TRUE,"pitch","f945aaf4-676e-4481-8cae-c367c3d2d160",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5971,1.6198,NA,148.64,147.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,5,1,66,"bottom",9,"2023-08-01T01:31:09.740Z","2023-08-01T01:33:41.758Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.3,90.4,11,0.91,0.3797,6.8124,35.1746,-10.3451,-0.0996,10.3685,-0.8302,3.3907,-1.3589,-144.5304,-7.4026,-0.34,50.0072,6.6284,-0.2095,2.4,2.4,24,2440,188,NA,NA,NA,NA,NA,NA,FALSE,-10.4,17.4,0.5,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592450,"Aaron Judge","/api/v1/people/592450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717185,"2023-07-31",0,"2023-08-01T01:31:28.373Z","2023-08-01T01:31:31.911Z",TRUE,"pitch","c2a4ea0e-116c-4fe0-893c-b22b2136b97d",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6471,1.6447,NA,115.96,198.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Strikeout","strikeout","Giancarlo Stanton strikes out swinging.",0,5,1,66,"bottom",9,"2023-08-01T01:31:09.740Z","2023-08-01T01:33:41.758Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,519317,"Giancarlo Stanton","/api/v1/people/519317","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.8,91.7,14,0.91,0.3772,6.8717,32.654,-9.2826,0.0756,10.7107,0.0272,1.494,0.7056,-144.9801,-12.7555,-0.2288,50.0032,6.5083,0.1615,1.2,2.4,24,2463,187,NA,NA,NA,NA,NA,NA,FALSE,-10.3,17.2,-0.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592450,"Aaron Judge","/api/v1/people/592450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
