"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718109,"2023-05-20",7,"2023-05-21T01:46:32.825Z","2023-05-21T01:46:35.866Z",TRUE,"pitch","908243ce-898e-48b4-85ee-a8d788cece85",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,2,NA,NA,3.1945,1.4915,NA,78.36,177.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Mookie Betts called out on strikes.",0,5,6,69,"top",9,"2023-05-21T01:43:11.942Z","2023-05-21T01:46:35.866Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.6,14,0.9,0.4023,6.0948,31.0032,-10.4154,-6.5258,11.6012,1.0137,2.2858,8.6035,-136.3286,-9.2563,-1.3406,50.0015,6.4515,-12.2381,39.6,3.6,24,2325,206,NA,NA,NA,NA,NA,NA,TRUE,-12.1,19.1,10,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718109,"2023-05-20",6,"2023-05-21T01:46:05.070Z","2023-05-21T01:46:09.230Z",TRUE,"pitch","06a1c336-c1c5-4d97-a615-3aa577644f5f",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1704,1.5991,NA,120.16,106.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Mookie Betts called out on strikes.",0,5,6,69,"top",9,"2023-05-21T01:43:11.942Z","2023-05-21T01:46:35.866Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.5,11,0.9,0.4004,5.8469,31.943,-11.1968,-5.319,11.0836,-0.0828,4.8835,5.1627,-137.0947,-2.8805,-1.3046,50.0001,6.7183,-10.0649,37.2,3.6,24,2365,198,NA,NA,NA,NA,NA,NA,FALSE,-11.4,19.6,8.5,NA,NA,1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718109,"2023-05-20",5,"2023-05-21T01:45:41.381Z","2023-05-21T01:45:44.973Z",TRUE,"pitch","547f0a3b-ff91-4440-8a06-67145f6aeeaa",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1704,1.5258,NA,60.28,122.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Mookie Betts called out on strikes.",0,5,6,69,"top",9,"2023-05-21T01:43:11.942Z","2023-05-21T01:46:35.866Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.3,12,0.9,0.4021,5.7281,32.0575,-12.9445,-6.8565,10.2491,1.4879,4.3173,9.8927,-136.5831,-3.843,-1.3019,50.002,6.6422,-12.8641,37.2,3.6,24,2339,208,NA,NA,NA,NA,NA,NA,FALSE,-13.4,17.9,10.2,NA,NA,1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718109,"2023-05-20",4,"2023-05-21T01:45:11.201Z","2023-05-21T01:45:15.060Z",TRUE,"pitch","34bd45c1-3268-4b34-960e-7d64a4b641d9",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.1947,1.5258,NA,54.54,230.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Mookie Betts called out on strikes.",0,5,6,69,"top",9,"2023-05-21T01:43:11.942Z","2023-05-21T01:46:35.866Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,78.4,14,0.89,0.4379,5.9383,33.4567,-25.4776,-0.4708,4.2555,1.6385,0.304,7.454,-126.634,-9.7026,-1.3222,50.0009,6.3303,-0.7409,2.4,7.2,24,2454,243,NA,NA,NA,NA,NA,NA,FALSE,-32,4.9,-1.4,NA,NA,1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718109,"2023-05-20",2,"2023-05-21T01:44:11.654Z","2023-05-21T01:44:15.599Z",TRUE,"pitch","0672861c-fd3a-46ad-ab1b-16afdc5573d8",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.12,1.46,NA,105.86,160.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Mookie Betts called out on strikes.",0,5,6,69,"top",9,"2023-05-21T01:43:11.942Z","2023-05-21T01:46:35.866Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,78.6,3,0.88,0.4386,5.8418,27.235,-26.5753,-1.4815,3.5541,0.2923,2.9139,5.139,-125.2716,-3.7006,-1.6006,50.0051,6.6028,-2.336,2.4,7.2,24,2454,161,NA,NA,NA,NA,NA,NA,FALSE,-31.4,5.8,1.4,NA,NA,1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718109,"2023-05-20",0,"2023-05-21T01:43:33.742Z","2023-05-21T01:43:37.036Z",TRUE,"pitch","89d3c4dd-4984-459b-bb74-7cee6bac9751",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.12,1.46,NA,74.18,170.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Mookie Betts called out on strikes.",0,5,6,69,"top",9,"2023-05-21T01:43:11.942Z","2023-05-21T01:46:35.866Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,84.3,12,0.9,0.4066,5.883,33.0442,-8.0768,-5.4089,13.1537,1.1234,2.5147,8.2414,-135.3594,-9.0916,-1.2759,50.0039,6.5067,-9.9104,37.2,2.4,24,2335,201,NA,NA,NA,NA,NA,NA,FALSE,-10.2,21.7,7.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718109,"2023-05-20",1,"2023-05-21T01:43:55.371Z","2023-05-21T01:44:00.371Z",FALSE,"stepoff","60db0ff7-f560-437e-8e74-2cfb97827292",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Mookie Betts called out on strikes.",0,5,6,69,"top",9,"2023-05-21T01:43:11.942Z","2023-05-21T01:46:35.866Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718109,"2023-05-20",3,"2023-05-21T01:44:28.827Z","2023-05-21T01:45:11.201Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Mookie Betts called out on strikes.",0,5,6,69,"top",9,"2023-05-21T01:43:11.942Z","2023-05-21T01:46:35.866Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718109,"2023-05-20",6,"2023-05-21T01:42:32.289Z","2023-05-21T01:42:44.179Z",TRUE,"pitch","760eabb9-3567-4805-ae85-35594e83f77a",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,1,NA,NA,3.36,1.55,NA,114.46,178.82,"fly_ball","medium","8",115.6,83.45,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Sac Fly","sac_fly","Will Smith out on a sacrifice fly to center fielder Lars Nootbaar. David Peralta scores.",1,5,6,68,"top",9,"2023-05-21T01:40:30.047Z","2023-05-21T01:42:44.179Z",TRUE,TRUE,FALSE,TRUE,0,3,2,2,669257,"Will Smith","/api/v1/people/669257","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","St. Louis Cardinals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.3,78.7,5,0.9,0.4409,5.8567,24.2747,-28.0879,-0.7097,2.6117,0.0668,2.2206,4.3805,-124.1072,-4.912,-1.627,50.001,6.5579,-1.1098,1.2,7.2,24,2340,190,92.2,43,291,NA,NA,NA,TRUE,-33.7,3.8,0.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,518792,"Jason Heyward","/api/v1/people/518792",NA,NA,NA,NA,NA,NA,NA
718109,"2023-05-20",5,"2023-05-21T01:42:07.920Z","2023-05-21T01:42:11.678Z",TRUE,"pitch","73841214-6f77-4680-b5bc-ff99bba13da7",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.4044,1.6231,NA,83.75,148.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Sac Fly","sac_fly","Will Smith out on a sacrifice fly to center fielder Lars Nootbaar. David Peralta scores.",1,5,6,68,"top",9,"2023-05-21T01:40:30.047Z","2023-05-21T01:42:44.179Z",TRUE,TRUE,FALSE,TRUE,0,3,2,2,669257,"Will Smith","/api/v1/people/669257","R","Right",606149,"Giovanny Gallegos","/api/v1/people/606149","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.2,12,0.9,0.4037,5.8549,30.4584,-12.7154,-5.2443,10.4416,0.8723,3.3321,7.4698,-135.82,-6.4841,-1.2355,50.0035,6.6392,-9.7742,30,3.6,24,2330,198,NA,NA,NA,NA,NA,NA,FALSE,-13.8,17.6,7.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
