"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718362,"2023-04-30",8,"2023-04-30T21:04:31.061Z","2023-04-30T21:04:40.233Z",TRUE,"pitch","84b05439-292f-4b6c-9faa-210fd7d04821",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.59,1.71,NA,129.55,160.08,"fly_ball","medium","9",150.52,108.85,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Edward Olivares flies out to right fielder Max Kepler.",0,4,8,76,"top",9,"2023-04-30T21:02:19.728Z","2023-04-30T21:04:40.233Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.4,79.9,4,2,0.4345,6.2944,24.386,-36.9918,-0.1806,-2.9879,-0.3293,2.9149,3.7107,-125.8311,-0.7448,-1.7967,50.005,6.1994,-0.2918,0,9.6,24,2667,43,76.5,45,236,NA,NA,NA,TRUE,-41.8,-5.4,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718362,"2023-04-30",7,"2023-04-30T21:04:07.081Z","2023-04-30T21:04:11.210Z",TRUE,"pitch","e225d0b1-09c8-4c42-841a-1cca9a6a6755",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.59,1.71,NA,126.19,179.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Edward Olivares flies out to right fielder Max Kepler.",0,4,8,76,"top",9,"2023-04-30T21:02:19.728Z","2023-04-30T21:04:40.233Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.8,80.8,8,2,0.4317,6.3136,23.2911,-37.3509,-0.4511,-3.1715,-0.241,2.2128,4.4736,-126.3941,-2.355,-1.9675,50.0001,6.1266,-0.7378,0,9.6,24,2626,47,NA,NA,NA,NA,NA,NA,FALSE,-42,-6,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718362,"2023-04-30",6,"2023-04-30T21:03:43.473Z","2023-04-30T21:03:46.809Z",TRUE,"pitch","7651a7c8-f554-46a6-adfc-e95bea64d06c",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.59,1.71,NA,137.35,196.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Edward Olivares flies out to right fielder Max Kepler.",0,4,8,76,"top",9,"2023-04-30T21:02:19.728Z","2023-04-30T21:04:40.233Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",95.8,88.8,13,0.93,0.3915,6.4614,28.4067,-25.9257,-7.3999,3.1434,-0.5337,1.5646,6.4314,-139.3795,-7.4712,-1.8985,50.004,5.9669,-14.7057,26.4,6,24,1641,232,NA,NA,NA,NA,NA,NA,FALSE,-25.1,4.4,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718362,"2023-04-30",5,"2023-04-30T21:03:19.890Z","2023-04-30T21:03:23.408Z",TRUE,"pitch","aa4ffe71-be0e-48e3-8709-ffa22a85ccd8",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.59,1.71,NA,123.52,192.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Edward Olivares flies out to right fielder Max Kepler.",0,4,8,76,"top",9,"2023-04-30T21:02:19.728Z","2023-04-30T21:04:40.233Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",95.4,87.5,8,0.93,0.3951,6.3956,31.0372,-26.0487,-9.4819,3.1458,-0.1712,1.6971,7.9022,-138.6344,-7.1787,-1.8268,50.0024,6.0592,-18.4537,31.2,7.2,24,1758,226,NA,NA,NA,NA,NA,NA,FALSE,-25.8,4.3,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718362,"2023-04-30",4,"2023-04-30T21:02:57.616Z","2023-04-30T21:03:01.124Z",TRUE,"pitch","6c8826f5-5bc2-4374-8a0e-4e8a0b43cfcf",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4558,1.6845,NA,150.81,122.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Edward Olivares flies out to right fielder Max Kepler.",0,4,8,76,"top",9,"2023-04-30T21:02:19.728Z","2023-04-30T21:04:40.233Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.2,90.7,11,0.94,0.3771,6.3148,36.9441,-9.9298,-5.7557,10.4308,-0.8869,4.303,5.0184,-145.7236,-3.7511,-1.8908,50.0013,6.2156,-12.2732,45.6,2.4,24,2010,225,NA,NA,NA,NA,NA,NA,FALSE,-9.2,18.2,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718362,"2023-04-30",3,"2023-04-30T21:02:39.378Z","2023-04-30T21:02:42.972Z",TRUE,"pitch","833110d4-5cc7-4cc3-9179-9b3cdb06345c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.485,1.6264,NA,140.45,150.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Edward Olivares flies out to right fielder Max Kepler.",0,4,8,76,"top",9,"2023-04-30T21:02:19.728Z","2023-04-30T21:04:40.233Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.4,90.9,1,0.91,0.3787,6.3384,33.502,-11.845,-6.8037,9.5956,-0.6151,3.2785,5.8615,-144.5909,-6.113,-1.7839,50.0068,6.1461,-14.4192,44.4,3.6,24,1949,228,NA,NA,NA,NA,NA,NA,FALSE,-11.4,16.3,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718362,"2023-04-30",2,"2023-04-30T21:02:22.018Z","2023-04-30T21:02:26.247Z",TRUE,"pitch","9542200b-bab5-4589-b86a-d92e303b4a4d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5141,1.7426,NA,114.06,207.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Edward Olivares flies out to right fielder Max Kepler.",0,4,8,76,"top",9,"2023-04-30T21:02:19.728Z","2023-04-30T21:04:40.233Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",96.6,88.8,14,0.85,0.3903,6.4559,30.5648,-21.1117,-12.3422,5.5387,0.0772,1.149,9.4071,-140.1329,-9.597,-1.7136,50.0017,5.9878,-24.6366,44.4,6,24,1701,225,NA,NA,NA,NA,NA,NA,FALSE,-21.2,8.3,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718362,"2023-04-30",0,"2023-04-30T20:59:00.034Z","2023-04-30T21:00:47.780Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Edward Olivares flies out to right fielder Max Kepler.",0,4,8,76,"top",9,"2023-04-30T21:02:19.728Z","2023-04-30T21:04:40.233Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718362,"2023-04-30",1,"2023-04-30T21:00:47.780Z","2023-04-30T21:02:22.018Z",FALSE,"action",NA,NA,"Pitching Change: Jhoan Duran replaces Josh Winder.","Pitching Substitution",4,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,661395,"/api/v1/people/661395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"76","atBat","Flyout","field_out","Edward Olivares flies out to right fielder Max Kepler.",0,4,8,76,"top",9,"2023-04-30T21:02:19.728Z","2023-04-30T21:04:40.233Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,658668,"Edward Olivares","/api/v1/people/658668","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718362,"2023-04-30",3,"2023-04-30T20:58:17.040Z","2023-04-30T20:58:33.423Z",TRUE,"pitch","affa436c-d182-4f2a-b84a-13b77aa494ca",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,2,NA,NA,3.44,1.67,NA,113.86,169.06,"line_drive","hard","9",211.36,113.06,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Double","double","MJ Melendez doubles (5) on a sharp line drive to right fielder Max Kepler. Vinnie Pasquantino to 3rd.",0,4,8,75,"top",9,"2023-04-30T20:57:42.595Z","2023-04-30T20:58:33.423Z",TRUE,FALSE,FALSE,FALSE,34,1,1,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",680739,"Josh Winder","/api/v1/people/680739","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.3,76.1,5,2,0.4562,6.0658,22.4807,-35.9202,0.4902,-2.565,0.0823,2.5821,2.2678,-119.9045,-0.4186,-0.9382,50.0023,5.9552,0.7159,1.2,9.6,24,2247,25,102.7,19,299,NA,NA,NA,FALSE,-44.6,-4.4,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,686469,"Vinnie Pasquantino","/api/v1/people/686469",669004,"MJ Melendez","/api/v1/people/669004"
