"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
747040,"2024-05-13",0,"2024-05-14T01:18:21.020Z","2024-05-14T01:18:27.054Z",TRUE,"pitch","2440efff-9e06-4ed9-bbde-8102692850aa",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.38,1.53,NA,135.48,189.15,"ground_ball","medium","4",151.71,153.97,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Groundout","field_out","Cedric Mullins grounds out, second baseman Isiah Kiner-Falefa to first baseman Vladimir Guerrero Jr.",0,3,2,74,"bottom",10,"2024-05-14T01:17:45.798Z","2024-05-14T01:18:27.054Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.1,7,0.88,0.4047,7.4586,30.6137,-14.2911,-6.0583,9.6519,-0.4849,1.838,5.1859,-135.5171,-7.9245,-1.6396,50.0058,5.806,-11.2295,32.4,3.6,24,2189,213,99.7,-7,15,NA,NA,NA,TRUE,-15.7,15.8,9.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747040,"2024-05-13",4,"2024-05-14T01:17:39.887Z","2024-05-14T01:17:42.906Z",TRUE,"pitch","445d54de-49b1-4ee4-baf3-d1c03a2f9d38",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.448,1.6275,NA,46.09,140.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jordan Westburg walks.",0,3,2,73,"bottom",10,"2024-05-14T01:15:50.725Z","2024-05-14T01:17:42.906Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.1,12,0.88,0.394,7.7947,33.21,-11.6343,-3.8446,10.5085,1.8602,3.6546,9.4185,-139.363,-4.7805,-1.0733,50.0002,6.1694,-7.5142,22.8,2.4,24,2172,206,NA,NA,NA,NA,NA,NA,FALSE,-11.9,18.1,4.9,NA,NA,NA,NA,FALSE,FALSE,676059,"Jordan Westburg","/api/v1/people/676059",NA,NA,NA,663624,"Ryan Mountcastle","/api/v1/people/663624"
747040,"2024-05-13",3,"2024-05-14T01:17:16.745Z","2024-05-14T01:17:21.075Z",TRUE,"pitch","bbca6196-c937-45bc-bc58-4ddc89f276dd",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.3549,1.5808,NA,80.02,211.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jordan Westburg walks.",0,3,2,73,"bottom",10,"2024-05-14T01:15:50.725Z","2024-05-14T01:17:42.906Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.6,14,0.89,0.4326,7.6227,24.8204,-31.9613,0.5306,0.1275,0.9702,1.0168,5.5758,-126.4297,-6.2277,-1.3289,50.0001,6.0644,0.8617,3.6,8.4,24,2136,53,NA,NA,NA,NA,NA,NA,FALSE,-37.1,-1,-2.2,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747040,"2024-05-13",2,"2024-05-14T01:16:59.626Z","2024-05-14T01:17:03.600Z",TRUE,"pitch","0dceb908-2ff4-4d59-a933-af45622097fa",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4945,1.6042,NA,67.05,177.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jordan Westburg walks.",0,3,2,73,"bottom",10,"2024-05-14T01:15:50.725Z","2024-05-14T01:17:42.906Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,80.1,14,0.9,0.434,7.444,24.491,-34.3768,-0.0612,-1.3678,1.3105,2.2658,5.8678,-125.9914,-3.0612,-1.0361,50.0005,6.2617,-0.0998,1.2,8.4,24,1915,51,NA,NA,NA,NA,NA,NA,FALSE,-39.2,-2.9,-1.2,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747040,"2024-05-13",1,"2024-05-14T01:16:35.537Z","2024-05-14T01:16:38.902Z",TRUE,"pitch","eec7c9e9-8ae8-4798-ba48-df7fc872bdf1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.5,1.61,NA,112.05,181.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jordan Westburg walks.",0,3,2,73,"bottom",10,"2024-05-14T01:15:50.725Z","2024-05-14T01:17:42.906Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.6,8,0.88,0.3922,7.7544,33.0217,-8.0159,-3.9561,12.2417,0.1298,2.1174,4.9751,-139.936,-9.1941,-1.1612,50.0065,5.9799,-7.8097,33.6,2.4,24,2316,204,NA,NA,NA,NA,NA,NA,FALSE,-9.4,20.3,6.1,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747040,"2024-05-13",0,"2024-05-14T01:16:16.403Z","2024-05-14T01:16:19.403Z",TRUE,"pitch","ff41249d-659e-4e7a-b344-aadb8682e9b4",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4014,1.6042,NA,45.88,198.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Jordan Westburg walks.",0,3,2,73,"bottom",10,"2024-05-14T01:15:50.725Z","2024-05-14T01:17:42.906Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,88.6,14,0.88,0.3893,7.8776,32.4371,-7.4292,-3.6068,12.3514,1.8657,1.5028,9.1102,-140.7667,-11.282,-0.9464,50.0032,6.047,-7.2264,27.6,2.4,24,2209,200,NA,NA,NA,NA,NA,NA,FALSE,-9.1,20,4.7,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747040,"2024-05-13",4,"2024-05-14T01:15:43.841Z","2024-05-14T01:15:47.864Z",TRUE,"pitch","84c4835c-b5b4-41a9-91da-a9f551c84ea6",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.1919,1.6509,NA,118.73,176.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Colton Cowser called out on strikes.",0,3,2,72,"bottom",10,"2024-05-14T01:13:56.995Z","2024-05-14T01:15:47.864Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,88.9,5,0.88,0.387,7.6975,33.4875,-8.4152,-2.6713,11.7177,-0.0453,2.3162,4.594,-141.7437,-8.7959,-1.3426,50.0026,6.0033,-5.4166,22.8,2.4,24,2339,206,NA,NA,NA,NA,NA,NA,TRUE,-9.4,19.6,3.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,663624,"Ryan Mountcastle","/api/v1/people/663624"
747040,"2024-05-13",2,"2024-05-14T01:15:14.832Z","2024-05-14T01:15:18.224Z",TRUE,"pitch","cf134eee-4f91-403a-ac7c-ddb69573e982",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.36,1.65,NA,139.43,149.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Colton Cowser called out on strikes.",0,3,2,72,"bottom",10,"2024-05-14T01:13:56.995Z","2024-05-14T01:15:47.864Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.3,1,0.88,0.3883,7.5785,33.9149,-10.3789,-3.8275,10.8287,-0.5884,3.2934,4.2481,-141.3712,-5.5041,-1.6173,50.0044,5.9397,-7.7049,30,2.4,24,2249,206,NA,NA,NA,NA,NA,NA,FALSE,-10.6,18.6,6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747040,"2024-05-13",1,"2024-05-14T01:14:44.228Z","2024-05-14T01:14:48.111Z",TRUE,"pitch","3371292d-a5e0-43af-801e-4eec8e91f84a",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,1,NA,NA,3.3316,1.721,NA,69.49,264.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Colton Cowser called out on strikes.",0,3,2,72,"bottom",10,"2024-05-14T01:13:56.995Z","2024-05-14T01:15:47.864Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,81.8,14,0.89,0.4307,7.5583,23.3508,-32.3949,0.6319,-0.1318,1.2465,-0.9345,6.7222,-126.6799,-10.5816,-1.5123,50.0055,5.8462,1.0371,3.6,8.4,24,2038,48,NA,NA,NA,NA,NA,NA,FALSE,-38,-2.3,-2.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747040,"2024-05-13",0,"2024-05-14T01:14:12.287Z","2024-05-14T01:14:16.761Z",TRUE,"pitch","5bd5ac18-95b7-4459-b6ab-736059c6a41d",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.36,1.65,NA,120.04,206.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Colton Cowser called out on strikes.",0,3,2,72,"bottom",10,"2024-05-14T01:13:56.995Z","2024-05-14T01:15:47.864Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,681297,"Colton Cowser","/api/v1/people/681297","L","Left",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,80.5,13,0.9,0.4333,7.5512,24.2689,-36.3784,0.9592,-2.596,-0.0798,1.2016,4.0552,-126.1164,-4.5507,-1.8294,50.0026,5.9453,1.5533,3.6,9.6,24,2099,62,NA,NA,NA,NA,NA,NA,FALSE,-41.8,-5.5,-2.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
