"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746639,"2024-05-06",2,"2024-05-07T00:31:33.699Z","2024-05-07T00:31:41.707Z",TRUE,"pitch","0a09fc02-b49f-4384-a90c-20d398575e77",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.55,1.72,NA,103.4,182.09,"ground_ball","medium","3",155.77,167.42,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Riley Greene grounds out to first baseman Josh Naylor.",0,1,2,66,"top",9,"2024-05-07T00:30:54.384Z","2024-05-07T00:31:41.707Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.9,89.9,9,2,0.3841,6.5411,32.0167,-18.8428,0.398,6.4696,0.3569,2.0996,3.11,-142.4661,-7.1023,-0.7996,50.0026,5.8111,0.8194,3.6,3.6,24,2467,187,106.8,-7,17,NA,NA,NA,TRUE,-18,10.4,-1.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746639,"2024-05-06",1,"2024-05-07T00:31:17.167Z","2024-05-07T00:31:20.929Z",TRUE,"pitch","01b48026-9e29-474c-8687-e074aad30fac",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5308,1.715,NA,68.93,222.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Riley Greene grounds out to first baseman Josh Naylor.",0,1,2,66,"top",9,"2024-05-07T00:30:54.384Z","2024-05-07T00:31:41.707Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.5,90.1,14,2,0.3857,6.4763,30.124,-15.4992,0.9012,8.1465,1.261,0.6067,5.4401,-141.6277,-11.1114,-0.7959,50.0008,5.554,1.8427,9.6,3.6,24,2502,192,NA,NA,NA,NA,NA,NA,FALSE,-15.8,12.8,-2.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746639,"2024-05-06",0,"2024-05-07T00:31:04.268Z","2024-05-07T00:31:08.749Z",TRUE,"pitch","9d5c3358-6766-4c04-b8c1-f499f1502c25",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6328,1.613,NA,108.52,194.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Riley Greene grounds out to first baseman Josh Naylor.",0,1,2,66,"top",9,"2024-05-07T00:30:54.384Z","2024-05-07T00:31:41.707Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,682985,"Riley Greene","/api/v1/people/682985","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.7,91.4,8,2,0.3796,6.6478,29.6567,-15.9263,1.23,7.6859,0.2225,1.6275,2.4594,-143.6432,-9.1123,-0.8008,50.0053,5.8065,2.5995,9.6,3.6,24,2482,185,NA,NA,NA,NA,NA,NA,FALSE,-15.4,12.5,-2.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746639,"2024-05-06",3,"2024-05-07T00:30:38.232Z","2024-05-07T00:30:42.793Z",TRUE,"pitch","a09b0bba-34bd-4ed6-a08d-8585ab94f888",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.34,1.64,NA,82.56,201.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Carson Kelly strikes out swinging.",0,1,2,65,"top",9,"2024-05-07T00:29:36.144Z","2024-05-07T00:30:42.793Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,608348,"Carson Kelly","/api/v1/people/608348","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.7,90.1,14,2,0.3847,6.5294,30.8407,-19.9564,2.2352,5.9448,0.9034,1.3711,4.5547,-142.0863,-8.5216,-1.0074,50.0069,5.6645,4.5967,14.4,4.8,24,2580,176,NA,NA,NA,NA,NA,NA,TRUE,-19.2,9.4,-4.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746639,"2024-05-06",2,"2024-05-07T00:30:17.777Z","2024-05-07T00:30:21.468Z",TRUE,"pitch","7f61460f-3498-4445-b099-23983a9c4386",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.34,1.64,NA,127.99,192.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Carson Kelly strikes out swinging.",0,1,2,65,"top",9,"2024-05-07T00:29:36.144Z","2024-05-07T00:30:42.793Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,608348,"Carson Kelly","/api/v1/people/608348","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.9,91.4,7,2,0.3792,6.7205,30.4043,-14.5809,0.1365,8.3062,-0.2884,1.7058,1.5292,-143.9313,-9.1794,-0.8422,50.0054,5.8196,0.2888,2.4,3.6,24,2527,180,NA,NA,NA,NA,NA,NA,FALSE,-14.2,13.6,-0.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746639,"2024-05-06",1,"2024-05-07T00:30:03.215Z","2024-05-07T00:30:06.340Z",TRUE,"pitch","6585743c-aba8-4187-92d6-5e4fde2e7f1c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4115,1.6988,NA,146.37,217.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Carson Kelly strikes out swinging.",0,1,2,65,"top",9,"2024-05-07T00:29:36.144Z","2024-05-07T00:30:42.793Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,608348,"Carson Kelly","/api/v1/people/608348","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.4,91.1,13,2,0.3814,6.6171,30.0174,-14.7388,-0.0142,8.3249,-0.7705,0.7956,0.6379,-143.0898,-11.3807,-0.9935,50.0016,5.7244,-0.0298,0,3.6,24,2517,189,NA,NA,NA,NA,NA,NA,FALSE,-14.9,13.2,-0.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746639,"2024-05-06",0,"2024-05-07T00:29:49.417Z","2024-05-07T00:29:53.653Z",TRUE,"pitch","16547536-2c4d-4706-be2a-335e47243027",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3534,1.7176,NA,147.53,151.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Carson Kelly strikes out swinging.",0,1,2,65,"top",9,"2024-05-07T00:29:36.144Z","2024-05-07T00:30:42.793Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,608348,"Carson Kelly","/api/v1/people/608348","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.9,89.8,1,2,0.3837,6.5295,31.631,-13.9261,2.7448,8.8357,-0.8009,3.2269,-0.1006,-142.5595,-4.8863,-1.1221,50.007,5.8369,5.6723,20.4,3.6,24,2515,181,NA,NA,NA,NA,NA,NA,FALSE,-13.2,15.2,-4.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746639,"2024-05-06",4,"2024-05-07T00:29:17.233Z","2024-05-07T00:29:27.142Z",TRUE,"pitch","4936cb8d-03f9-4c2d-88e2-bb0a3867b00c",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.56,1.67,NA,126.91,184.36,"fly_ball","medium","4",152.16,128.14,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Javier Báez flies out to second baseman Andrés Giménez.",0,1,2,64,"top",9,"2024-05-07T00:29:00.298Z","2024-05-07T00:29:27.142Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,595879,"Javier Báez","/api/v1/people/595879","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.4,90.7,8,2,0.3814,6.557,31.3206,-16.5077,2.7453,7.4912,-0.26,2.0154,0.7584,-143.2863,-7.7771,-0.8845,50.0018,5.7846,5.741,18,3.6,24,2531,182,84.9,53,193,NA,NA,NA,TRUE,-15.8,12.2,-5.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746639,"2024-05-06",3,"2024-05-07T00:29:02.723Z","2024-05-07T00:29:06.376Z",TRUE,"pitch","12567a98-c8fb-4959-a885-f42cf30d69e2",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.7001,1.8247,NA,128.2,216.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Javier Báez flies out to second baseman Andrés Giménez.",0,1,2,64,"top",9,"2024-05-07T00:29:00.298Z","2024-05-07T00:29:27.142Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,595879,"Javier Báez","/api/v1/people/595879","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.2,92.1,13,2,0.3777,6.6887,29.476,-17.7659,2.2838,6.7435,-0.2937,0.8225,0.5023,-144.3012,-10.7251,-0.7664,50.0018,5.6498,4.8786,14.4,3.6,24,2556,181,NA,NA,NA,NA,NA,NA,FALSE,-17,10.6,-4.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746639,"2024-05-06",0,"2024-05-07T00:27:45.484Z","2024-05-07T00:27:45.534Z",FALSE,"action",NA,NA,"Ramón Laureano remains in the game as the right fielder.","Defensive Switch",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,657656,"/api/v1/people/657656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"9","Outfielder","Outfielder","RF","101","64","atBat","Flyout","field_out","Javier Báez flies out to second baseman Andrés Giménez.",0,1,2,64,"top",9,"2024-05-07T00:29:00.298Z","2024-05-07T00:29:27.142Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,595879,"Javier Báez","/api/v1/people/595879","R","Right",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,664314,"/api/v1/people/664314",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
