"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717946,"2023-05-31",1,"2023-05-31T22:16:50.446Z","2023-05-31T22:16:57.241Z",TRUE,"pitch","a4cf6fcf-ab83-4d16-a291-a9d99d19bd91",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.46,1.66,NA,91.92,203.45,"ground_ball","medium","4",152.92,147.31,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Ryan O'Hearn grounds out, second baseman Andres Gimenez to first baseman Josh Naylor.",0,12,8,90,"bottom",9,"2023-05-31T22:16:09.177Z","2023-05-31T22:16:57.241Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cleveland Guardians","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.1,92.2,14,0.88,0.3757,7.0391,32.5805,-15.9241,3.616,7.5416,0.6579,1.3084,2.7971,-145.5196,-10.1282,-0.784,50.0038,5.7876,7.794,25.2,3.6,24,2722,176,109.6,-18,4,NA,NA,NA,TRUE,-15.4,11.9,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717946,"2023-05-31",0,"2023-05-31T22:16:33.708Z","2023-05-31T22:16:37.424Z",TRUE,"pitch","011a1f0c-6565-49c1-9b9f-68465903e50b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4588,1.7101,NA,120.13,194.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Groundout","field_out","Ryan O'Hearn grounds out, second baseman Andres Gimenez to first baseman Josh Naylor.",0,12,8,90,"bottom",9,"2023-05-31T22:16:09.177Z","2023-05-31T22:16:57.241Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.5,84.8,8,0.9,0.4097,6.7506,26.519,-24.6271,6.8864,4.1609,-0.0821,1.6395,-0.2651,-133.2782,-6.3946,-0.8775,50.0017,5.8288,12.4857,25.2,6,24,2641,86,NA,NA,NA,NA,NA,NA,FALSE,-25.9,6.5,-12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717946,"2023-05-31",3,"2023-05-31T22:16:04.821Z","2023-05-31T22:16:08.782Z",TRUE,"pitch","6366c6a9-dc9d-41c0-bfdb-3c09122c96d8",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.17,1.52,NA,102.02,211.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Strikeout","strikeout","Terrin Vavra strikes out swinging.",0,12,8,89,"bottom",9,"2023-05-31T22:15:00.480Z","2023-05-31T22:16:08.782Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,679631,"Terrin Vavra","/api/v1/people/679631","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.8,85.4,14,0.9,0.4083,7.0261,26.2292,-32.7934,7.584,-0.3349,0.393,0.9996,0.5514,-133.6619,-6.4623,-0.8023,50.0052,5.7752,13.856,22.8,8.4,24,2601,84,NA,NA,NA,NA,NA,NA,TRUE,-33.8,-1.7,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717946,"2023-05-31",1,"2023-05-31T22:15:41.548Z","2023-05-31T22:15:45.035Z",TRUE,"pitch","66da831b-ca0d-4eb3-914c-27971fb0e0c8",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.17,1.52,NA,55.79,181.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Strikeout","strikeout","Terrin Vavra strikes out swinging.",0,12,8,89,"bottom",9,"2023-05-31T22:15:00.480Z","2023-05-31T22:16:08.782Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,679631,"Terrin Vavra","/api/v1/people/679631","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.7,85.9,14,0.88,0.4046,6.8372,26.9356,-22.5774,6.2739,5.1601,1.6058,2.1105,4.1656,-134.9239,-5.6978,-0.7689,50.0051,5.8215,11.6685,27.6,6,24,2642,81,NA,NA,NA,NA,NA,NA,FALSE,-23.2,8.4,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717946,"2023-05-31",0,"2023-05-31T22:15:21.509Z","2023-05-31T22:15:24.781Z",TRUE,"pitch","90d733b3-1831-4e38-bd94-03645d070500",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.17,1.52,NA,125.62,159.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Strikeout","strikeout","Terrin Vavra strikes out swinging.",0,12,8,89,"bottom",9,"2023-05-31T22:15:00.480Z","2023-05-31T22:16:08.782Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,679631,"Terrin Vavra","/api/v1/people/679631","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.8,92.5,2,0.9,0.3748,5.9985,29.8381,-20.1767,1.9305,5.5283,-0.2261,2.9469,1.241,-145.4013,-5.0953,-0.9074,50.0003,5.923,4.1878,12,3.6,24,2803,173,NA,NA,NA,NA,NA,NA,FALSE,-17.8,9.4,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717946,"2023-05-31",2,"2023-05-31T22:15:50.406Z","2023-05-31T22:16:04.821Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",12,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,679631,"/api/v1/people/679631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"89","atBat","Strikeout","strikeout","Terrin Vavra strikes out swinging.",0,12,8,89,"bottom",9,"2023-05-31T22:15:00.480Z","2023-05-31T22:16:08.782Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,679631,"Terrin Vavra","/api/v1/people/679631","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717946,"2023-05-31",5,"2023-05-31T22:14:48.439Z","2023-05-31T22:14:55.463Z",TRUE,"pitch","345de4be-afb4-43fc-afe8-ea33b8e97ec2",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.73,1.73,NA,96.1,173.36,"fly_ball","medium","7",87.46,118.91,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Gunnar Henderson flies out to left fielder Steven Kwan.",0,12,8,88,"bottom",9,"2023-05-31T22:13:49.598Z","2023-05-31T22:14:55.463Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.7,83.1,6,0.9,0.4151,6.0171,28.6108,-24.7215,6.1757,4.2277,0.5482,2.423,1.2984,-132.0335,-4.1603,-0.7523,50.0008,5.8424,10.8814,24,6,24,2571,88,75.2,44,225,NA,NA,NA,TRUE,-26.3,7,-11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717946,"2023-05-31",3,"2023-05-31T22:14:25.736Z","2023-05-31T22:14:29.804Z",TRUE,"pitch","2316b653-b322-4da2-b230-2ee701274bdc",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,0,NA,NA,3.73,1.73,NA,96.28,216.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Gunnar Henderson flies out to left fielder Steven Kwan.",0,12,8,88,"bottom",9,"2023-05-31T22:13:49.598Z","2023-05-31T22:14:55.463Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.5,92.5,14,0.89,0.3766,6.1728,29.3951,-20.423,2.9038,5.4674,0.5435,0.8226,3.1804,-144.6815,-10.5663,-0.9419,50.0055,5.7388,6.2405,16.8,4.8,24,2667,172,NA,NA,NA,NA,NA,NA,FALSE,-19.1,8.3,-5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717946,"2023-05-31",2,"2023-05-31T22:14:08.575Z","2023-05-31T22:14:12.165Z",TRUE,"pitch","21baadce-51c6-4ce1-a515-fd6535f8844f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.7302,1.8155,NA,117.75,212.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Gunnar Henderson flies out to left fielder Steven Kwan.",0,12,8,88,"bottom",9,"2023-05-31T22:13:49.598Z","2023-05-31T22:14:55.463Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",98.7,92.3,13,0.9,0.3784,6.0873,27.2171,-21.4962,2.0938,5.0104,-0.0197,0.9665,2.3668,-143.697,-9.8432,-1.1203,50.0052,5.723,4.4645,12,4.8,24,2857,190,NA,NA,NA,NA,NA,NA,FALSE,-19.9,7.7,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717946,"2023-05-31",1,"2023-05-31T22:13:51.869Z","2023-05-31T22:13:55.252Z",TRUE,"pitch","adb64d56-47b9-490d-8364-62424a4983c0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.7302,1.7687,NA,84.45,217.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Gunnar Henderson flies out to left fielder Steven Kwan.",0,12,8,88,"bottom",9,"2023-05-31T22:13:49.598Z","2023-05-31T22:14:55.463Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",661403,"Emmanuel Clase","/api/v1/people/661403","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cleveland Guardians",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",99.2,92.2,14,0.89,0.3779,6.1536,29.5633,-20.3009,3.7023,5.5604,0.8539,0.7929,4.2471,-144.2558,-10.4721,-1.1116,50.0021,5.6894,7.8995,21.6,4.8,24,2863,177,NA,NA,NA,NA,NA,NA,FALSE,-19.1,8.4,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
