"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717970,"2023-05-30",4,"2023-05-30T02:38:58.817Z","2023-05-30T02:39:07.319Z",TRUE,"pitch","a5221789-b239-4c94-9c0f-e6ee4f7af670",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.52,1.67,NA,128.68,165.68,"popup","medium","3",155.32,158.02,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Pop Out","field_out","Orlando Arcia pops out to first baseman Ryan Noda.",0,2,7,72,"top",9,"2023-05-30T02:37:34.879Z","2023-05-30T02:39:07.319Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.8,79.2,4,0.9,0.4344,7.1929,26.7213,-25.3559,-10.4444,4.2384,-0.3064,2.7074,5.8758,-126.2816,-2.2721,-1.3115,50.0018,5.6672,-16.7971,31.2,7.2,24,1453,230,69.4,63,133,NA,NA,NA,TRUE,-29,7.3,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717970,"2023-05-30",2,"2023-05-30T02:38:30.621Z","2023-05-30T02:38:35.434Z",TRUE,"pitch","18fe35b0-4962-47da-9eb2-cb89fd01d9b9",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4652,1.6695,NA,16.66,236.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Pop Out","field_out","Orlando Arcia pops out to first baseman Ryan Noda.",0,2,7,72,"top",9,"2023-05-30T02:37:34.879Z","2023-05-30T02:39:07.319Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Oakland Athletics",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.5,72.6,14,0.92,0.4789,7.117,26.175,-35.31,10.2129,-2.3813,2.6323,0.0749,5.9898,-115.4272,-4.479,-1.3438,50.0029,5.5277,13.4561,21.6,12,24,2417,45,NA,NA,NA,NA,NA,NA,FALSE,-49.6,-5.3,-20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717970,"2023-05-30",1,"2023-05-30T02:38:08.410Z","2023-05-30T02:38:12.147Z",TRUE,"pitch","16d58b18-60a3-4c7d-a550-c11cb7fc1c15",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5927,1.7232,NA,0.76,210.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Pop Out","field_out","Orlando Arcia pops out to first baseman Ryan Noda.",0,2,7,72,"top",9,"2023-05-30T02:37:34.879Z","2023-05-30T02:39:07.319Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Oakland Athletics",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.8,76.1,14,0.93,0.457,7.0814,25.7359,-30.2485,9.5601,1.327,3.0496,1.0504,7.3396,-120.3618,-4.2948,-1.2931,50.0027,5.5692,13.8732,26.4,9.6,24,2559,50,NA,NA,NA,NA,NA,NA,FALSE,-38.8,1.6,-19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717970,"2023-05-30",0,"2023-05-30T02:37:52.007Z","2023-05-30T02:37:56.479Z",TRUE,"pitch","f9ec11ca-d823-409c-9bd6-a835f37da5dd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5927,1.7232,NA,132.89,191.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Pop Out","field_out","Orlando Arcia pops out to first baseman Ryan Noda.",0,2,7,72,"top",9,"2023-05-30T02:37:34.879Z","2023-05-30T02:39:07.319Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,78.5,7,0.91,0.4448,6.9801,21.3163,-36.2465,2.7892,-2.6429,-0.4168,1.7333,1.3637,-122.5342,-2.3685,-1.3408,50.0046,5.7717,4.2954,7.2,9.6,24,2479,78,NA,NA,NA,NA,NA,NA,FALSE,-43.3,-5,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717970,"2023-05-30",3,"2023-05-30T02:38:41.964Z","2023-05-30T02:38:58.817Z",FALSE,"action",NA,NA,"Wild pitch by pitcher Trevor May. Eddie Rosario to 3rd.","Wild Pitch",2,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,1,2,592696,"/api/v1/people/592696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18fe35b0-4962-47da-9eb2-cb89fd01d9b9","wild_pitch",NA,NA,NA,NA,NA,NA,"72","atBat","Pop Out","field_out","Orlando Arcia pops out to first baseman Ryan Noda.",0,2,7,72,"top",9,"2023-05-30T02:37:34.879Z","2023-05-30T02:39:07.319Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717970,"2023-05-30",3,"2023-05-30T02:37:12.761Z","2023-05-30T02:37:24.537Z",TRUE,"pitch","96ba86c0-5c1a-4a86-8976-19a2757c03db",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.17,1.61,NA,134.22,184.63,"fly_ball","medium","8",95.36,79.74,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Ozzie Albies flies out to center fielder Esteury Ruiz.",0,2,7,71,"top",9,"2023-05-30T02:35:32.888Z","2023-05-30T02:37:24.537Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,77.4,7,0.91,0.4477,6.9797,24.3219,-35.1509,0.7257,-1.9656,-0.4517,2.0057,1.9068,-122.3791,-1.8307,-1.3355,50.0025,5.7765,1.0995,2.4,9.6,24,2480,69,88.4,34,308,NA,NA,NA,TRUE,-42.5,-3.7,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,592696,"Eddie Rosario","/api/v1/people/592696"
717970,"2023-05-30",2,"2023-05-30T02:36:54.803Z","2023-05-30T02:36:58.793Z",TRUE,"pitch","8cf9da5e-1010-4cc9-904f-070c56f417d4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.2104,1.6095,NA,117.72,123.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Ozzie Albies flies out to center fielder Esteury Ruiz.",0,2,7,71,"top",9,"2023-05-30T02:35:32.888Z","2023-05-30T02:37:24.537Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.1,11,0.92,0.3987,6.9927,30.5804,-13.5189,-3.5345,9.7619,-0.0189,4.2828,4.3816,-137.4049,-1.5161,-1.1753,50.0045,5.7608,-6.7562,22.8,3.6,24,2195,211,NA,NA,NA,NA,NA,NA,FALSE,-13.1,17.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717970,"2023-05-30",1,"2023-05-30T02:36:34.666Z","2023-05-30T02:36:39.245Z",TRUE,"pitch","d32d3f14-59d2-4577-9987-d74e6003ac08",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.17,1.61,NA,120.02,147.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Ozzie Albies flies out to center fielder Esteury Ruiz.",0,2,7,71,"top",9,"2023-05-30T02:35:32.888Z","2023-05-30T02:37:24.537Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,86.8,11,0.92,0.396,7.0068,30.9451,-12.3119,-4.5603,10.254,-0.0793,3.3638,4.9936,-138.3246,-4.1781,-1.3157,50.0041,5.7197,-8.8351,30,3.6,24,2202,213,NA,NA,NA,NA,NA,NA,FALSE,-12.4,17.9,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717970,"2023-05-30",0,"2023-05-30T02:36:04.411Z","2023-05-30T02:36:08.868Z",TRUE,"pitch","09a06f51-dc80-490b-8458-612992b12627",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.17,1.61,NA,151.46,185.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Ozzie Albies flies out to center fielder Esteury Ruiz.",0,2,7,71,"top",9,"2023-05-30T02:35:32.888Z","2023-05-30T02:37:24.537Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,645277,"Ozzie Albies","/api/v1/people/645277","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Oakland Athletics","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.5,80,13,0.9,0.4336,7.3643,23.7898,-25.957,-9.986,3.8388,-0.9042,1.9645,4.742,-125.9702,-3.8695,-1.5061,50.0021,5.601,-16.1686,30,7.2,24,1480,232,NA,NA,NA,NA,NA,NA,FALSE,-29.9,6.4,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717970,"2023-05-30",6,"2023-05-30T02:35:19.057Z","2023-05-30T02:35:35.081Z",TRUE,"pitch","721c5e7b-b904-4158-86da-f3fe902f3e91",7,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,1,NA,NA,3.33,1.6,NA,133.85,163.76,"line_drive","medium","7",28.19,113.11,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Double","double","Eddie Rosario doubles (10) on a line drive to left fielder Tony Kemp.",0,2,7,70,"top",9,"2023-05-30T02:33:14.603Z","2023-05-30T02:35:35.081Z",TRUE,FALSE,FALSE,FALSE,34,3,2,1,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Oakland Athletics","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87.1,4,0.91,0.3956,7.0763,29.7079,-12.1431,-4.7858,10.3103,-0.4422,2.7785,3.5097,-138.2384,-6.0276,-1.104,50.0023,5.7962,-9.2979,32.4,3.6,24,2193,212,96.6,17,272,NA,NA,NA,FALSE,-12.6,17.6,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,592696,"Eddie Rosario","/api/v1/people/592696"
