"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718552,"2023-04-16",1,"2023-04-17T02:10:50.216Z","2023-04-17T02:10:58.597Z",TRUE,"pitch","4b3122ea-68e1-4890-9e6e-205b27db3c23",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.41,1.64,NA,113.96,185.62,"ground_ball","medium","5",110.94,172.38,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Mauricio Dubon grounds into a double play, third baseman Josh Jung to second baseman Marcus Semien to first baseman Nathaniel Lowe. Cesar Salazar out at 2nd. Mauricio Dubon out at 1st.",0,9,1,76,"bottom",9,"2023-04-17T02:10:15.961Z","2023-04-17T02:10:58.597Z",TRUE,FALSE,FALSE,TRUE,24,0,1,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,80.8,8,0.91,0.4273,6.0685,28.4264,-30.0822,0.6532,1.2613,0.0796,1.9687,2.7252,-128.543,-4.8357,-1.0823,50.0048,6.2296,1.0852,2.4,7.2,24,2133,170,90.7,-9,13,NA,NA,NA,TRUE,-33.8,1.3,-1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718552,"2023-04-16",0,"2023-04-17T02:10:31.378Z","2023-04-17T02:10:34.705Z",TRUE,"pitch","e8795248-f061-4a9b-8625-d3b3e0782aaf",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.41,1.64,NA,121.11,177.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Mauricio Dubon grounds into a double play, third baseman Josh Jung to second baseman Marcus Semien to first baseman Nathaniel Lowe. Cesar Salazar out at 2nd. Mauricio Dubon out at 1st.",0,9,1,76,"bottom",9,"2023-04-17T02:10:15.961Z","2023-04-17T02:10:58.597Z",TRUE,FALSE,FALSE,TRUE,24,0,1,3,643289,"Mauricio Dubón","/api/v1/people/643289","R","Right",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.1,5,0.89,0.3974,6.0045,35.3683,-10.1538,-3.689,11.4829,-0.1078,2.2569,2.9974,-138.6456,-8.9357,-0.7318,50.0005,6.2285,-7.0725,27.6,2.4,24,2238,206,NA,NA,NA,NA,NA,NA,FALSE,-11.8,18.8,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718552,"2023-04-16",4,"2023-04-17T02:09:53.169Z","2023-04-17T02:10:03.788Z",TRUE,"pitch","4bd839bb-87ec-4f28-b570-c75272a9a4a6",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,1,NA,NA,3.285,1.487,NA,123.56,185.98,"line_drive","hard","8",154.8,65.05,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Cesar Salazar singles on a sharp line drive to center fielder Leody Taveras.",0,9,1,75,"bottom",9,"2023-04-17T02:08:59.916Z","2023-04-17T02:10:03.788Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,663967,"César Salazar","/api/v1/people/663967","L","Left",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87,8,0.89,0.3953,6.1243,32.9489,-11.5388,-4.4514,10.6277,-0.172,1.9556,2.9814,-138.8999,-9.2655,-0.6845,50.0004,6.1146,-8.6418,30,3.6,24,2185,202,103,13,271,NA,NA,NA,FALSE,-12.8,17.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663967,"César Salazar","/api/v1/people/663967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718552,"2023-04-16",3,"2023-04-17T02:09:35.288Z","2023-04-17T02:09:39.681Z",TRUE,"pitch","d297349a-e424-4e63-985b-d47a3aae05df",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.0157,1.3902,NA,156.23,106.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Cesar Salazar singles on a sharp line drive to center fielder Leody Taveras.",0,9,1,75,"bottom",9,"2023-04-17T02:08:59.916Z","2023-04-17T02:10:03.788Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,663967,"César Salazar","/api/v1/people/663967","L","Left",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83,75.5,11,0.92,0.4556,5.8714,25.582,-41.2849,8.5283,-6.2356,-1.0293,4.9116,-1.8885,-120.6676,4.6954,-1.3396,50.0037,6.5991,12.4565,16.8,12,24,2153,29,NA,NA,NA,NA,NA,NA,FALSE,-49.8,-9.7,-14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718552,"2023-04-16",2,"2023-04-17T02:09:19.715Z","2023-04-17T02:09:24.073Z",TRUE,"pitch","ad12381a-214b-4f9b-921c-d95dfcedabef",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1287,1.4571,NA,147.74,155.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Cesar Salazar singles on a sharp line drive to center fielder Leody Taveras.",0,9,1,75,"bottom",9,"2023-04-17T02:08:59.916Z","2023-04-17T02:10:03.788Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,663967,"César Salazar","/api/v1/people/663967","L","Left",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84.1,77,1,0.9,0.4486,5.9772,25.7694,-38.5023,7.8365,-4.2045,-0.8066,3.0784,-0.8377,-122.4254,0.06,-1.4757,50.0002,6.3686,11.8083,16.8,10.8,24,2089,29,NA,NA,NA,NA,NA,NA,FALSE,-46.2,-7.3,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718552,"2023-04-16",1,"2023-04-17T02:09:02.205Z","2023-04-17T02:09:06.908Z",TRUE,"pitch","ac9ed176-cc75-46b6-b2e1-c1d6bf0a6516",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.285,1.487,NA,119.15,150.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Single","single","Cesar Salazar singles on a sharp line drive to center fielder Leody Taveras.",0,9,1,75,"bottom",9,"2023-04-17T02:08:59.916Z","2023-04-17T02:10:03.788Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,663967,"César Salazar","/api/v1/people/663967","L","Left",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.8,2,0.89,0.3996,5.9518,32.2939,-11.0012,-4.3147,11.1453,-0.0564,3.2623,2.9195,-137.4105,-6.3698,-0.5756,50.0037,6.3683,-8.198,31.2,3.6,24,2175,205,NA,NA,NA,NA,NA,NA,FALSE,-11.9,19,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718552,"2023-04-16",0,"2023-04-17T02:08:42.538Z","2023-04-17T02:09:02.205Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Cesar Salazar replaces Martin Maldonado.","Offensive Substitution",9,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,663967,"/api/v1/people/663967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","75","atBat","Single","single","Cesar Salazar singles on a sharp line drive to center fielder Leody Taveras.",0,9,1,75,"bottom",9,"2023-04-17T02:08:59.916Z","2023-04-17T02:10:03.788Z",TRUE,FALSE,FALSE,FALSE,33,2,1,1,663967,"César Salazar","/api/v1/people/663967","L","Left",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,455117,"/api/v1/people/455117",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718552,"2023-04-16",0,"2023-04-17T02:08:16.841Z","2023-04-17T02:08:27.640Z",TRUE,"pitch","d7c2b55f-f7e5-45b8-8445-fdddf9a08a61",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.09,1.44,NA,129.42,165.44,"popup","medium","3",161.28,180.26,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Jake Meyers pops out to first baseman Nathaniel Lowe in foul territory.",0,9,1,74,"bottom",9,"2023-04-17T02:07:51.943Z","2023-04-17T02:08:27.640Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,676694,"Jake Meyers","/api/v1/people/676694","R","Right",622250,"Josh Sborz","/api/v1/people/622250","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Texas Rangers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.6,1,0.89,0.4008,5.9993,32.2038,-9.9467,-3.8899,11.7737,-0.3259,2.7164,2.3935,-137.0044,-7.7342,-0.7086,50.0035,6.2679,-7.3444,30,2.4,24,2313,203,91.3,76,81,NA,NA,NA,TRUE,-11.3,19.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718552,"2023-04-16",4,"2023-04-17T02:05:39.357Z","2023-04-17T02:05:43.221Z",TRUE,"pitch","6c07a55f-ecb3-418b-b170-d338e7e5af87",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.42,1.76,NA,95.15,137.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Adolis Garcia strikes out swinging.",0,9,1,73,"top",9,"2023-04-17T02:04:17.345Z","2023-04-17T02:05:43.221Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666969,"Adolis García","/api/v1/people/666969","R","Right",669854,"Ronel Blanco","/api/v1/people/669854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,84.7,12,0.89,0.4045,6.6481,32.0034,-10.7128,-3.747,11.5781,0.5732,3.7409,5.5587,-135.8331,-4.4777,-1.0206,50.0027,6.1663,-6.946,25.2,2.4,24,2251,201,NA,NA,NA,NA,NA,NA,TRUE,-11.5,20,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718552,"2023-04-16",3,"2023-04-17T02:05:12.174Z","2023-04-17T02:05:16.685Z",TRUE,"pitch","b105c14d-95b7-4ca6-8ff9-383a59021933",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.1568,1.5616,NA,22.32,230.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Adolis Garcia strikes out swinging.",0,9,1,73,"top",9,"2023-04-17T02:04:17.345Z","2023-04-17T02:05:43.221Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666969,"Adolis García","/api/v1/people/666969","R","Right",669854,"Ronel Blanco","/api/v1/people/669854","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.4,14,0.9,0.4384,6.7739,25.1155,-23.0865,-0.4263,5.7464,2.4839,0.3007,9.1324,-124.9342,-8.7883,-1.1631,50.0032,5.7608,-0.6758,2.4,6,24,2269,184,NA,NA,NA,NA,NA,NA,FALSE,-28.6,8.5,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
