"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716575,"2023-09-15",3,"2023-09-16T01:56:22.828Z","2023-09-16T01:56:32.809Z",TRUE,"pitch","3b370442-ae0e-418d-a535-6978f140a464",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.25,1.54,NA,106.57,209.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Josh H. Smith strikes out swinging.",0,3,12,78,"top",9,"2023-09-16T01:55:24.458Z","2023-09-16T01:56:32.809Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669701,"Josh Smith","/api/v1/people/669701","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.3,74.7,14,0.87,0.467,6.8571,20.4182,-28.9526,-7.2021,2.3101,0.1684,0.4472,3.32,-116.937,-5.3616,-0.3281,50.0046,5.4606,-10.0541,18,9.6,24,2056,255,NA,NA,NA,NA,NA,NA,TRUE,-38.9,3.2,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716575,"2023-09-15",2,"2023-09-16T01:55:59.671Z","2023-09-16T01:56:04.189Z",TRUE,"pitch","3245b4c3-6b04-4682-a797-3980fc6bc4be",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.25,1.54,NA,118.41,155.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Josh H. Smith strikes out swinging.",0,3,12,78,"top",9,"2023-09-16T01:55:24.458Z","2023-09-16T01:56:32.809Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669701,"Josh Smith","/api/v1/people/669701","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.1,7,0.9,0.4035,7.0375,31.4832,-12.4463,-4.4004,10.5869,-0.297,1.8938,1.9516,-136.0529,-6.9785,-0.4542,50.0042,5.3652,-8.2019,28.8,3.6,24,2249,218,NA,NA,NA,NA,NA,NA,FALSE,-13.7,17.8,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716575,"2023-09-15",1,"2023-09-16T01:55:40.362Z","2023-09-16T01:55:44.936Z",TRUE,"pitch","4b8cd257-ad11-4ece-b817-d1d139b865cb",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2249,1.5347,NA,120.16,157.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Josh H. Smith strikes out swinging.",0,3,12,78,"top",9,"2023-09-16T01:55:24.458Z","2023-09-16T01:56:32.809Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669701,"Josh Smith","/api/v1/people/669701","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.2,82.9,7,0.89,0.414,7.2433,30.5728,-15.0175,-5.0273,9.6993,-0.2788,1.604,2.4068,-132.7114,-6.5043,-0.5483,50.0047,5.1966,-8.895,26.4,4.8,24,2198,217,NA,NA,NA,NA,NA,NA,FALSE,-16.9,16.2,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716575,"2023-09-15",0,"2023-09-16T01:55:24.458Z","2023-09-16T01:55:27.735Z",TRUE,"pitch","3ccb83e0-8d70-4265-8a53-fd1b50f5036e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.25,1.5015,NA,103.94,191.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Josh H. Smith strikes out swinging.",0,3,12,78,"top",9,"2023-09-16T01:55:24.458Z","2023-09-16T01:56:32.809Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669701,"Josh Smith","/api/v1/people/669701","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.2,13,0.9,0.4091,7.1482,30.1472,-11.1768,-4.6847,11.5798,-0.9245,1.0677,0.2276,-134.0924,-8.9532,-0.4024,50.0027,5.256,-8.4947,32.4,3.6,24,2311,211,NA,NA,NA,NA,NA,NA,FALSE,-13.2,19.2,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716575,"2023-09-15",4,"2023-09-16T01:54:43.547Z","2023-09-16T01:54:54.798Z",TRUE,"pitch","ff3e674f-fc4a-4e09-9507-6a3f8e94a86a",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,2,NA,NA,3.27,1.49,NA,108.33,165.87,"line_drive","medium","7",99.8,126.74,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Austin Hedges singles on a line drive to left fielder Steven Kwan. Jonathan Ornelas scores. Mitch Garver scores. Robbie Grossman to 2nd.",2,3,12,77,"top",9,"2023-09-16T01:53:38.591Z","2023-09-16T01:54:54.798Z",TRUE,TRUE,FALSE,FALSE,33,0,2,2,595978,"Austin Hedges","/api/v1/people/595978","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,79.5,5,2,0.4347,6.5416,26.0058,-30.0313,2.6892,1.3334,0.2326,2.0462,0.1996,-126.0749,-2.9108,-0.197,50.0037,5.6435,4.3223,8.4,8.4,24,2004,74,83.5,16,206,NA,NA,NA,FALSE,-34.4,2,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,595978,"Austin Hedges","/api/v1/people/595978",543257,"Robbie Grossman","/api/v1/people/543257",NA,NA,NA,NA,NA,NA,NA
716575,"2023-09-15",3,"2023-09-16T01:54:16.467Z","2023-09-16T01:54:20.933Z",TRUE,"pitch","11ae53d9-388c-44cb-b753-73540bdd6cac",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.27,1.49,NA,117.09,163.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Austin Hedges singles on a line drive to left fielder Steven Kwan. Jonathan Ornelas scores. Mitch Garver scores. Robbie Grossman to 2nd.",2,3,12,77,"top",9,"2023-09-16T01:53:38.591Z","2023-09-16T01:54:54.798Z",TRUE,TRUE,FALSE,FALSE,33,0,2,2,595978,"Austin Hedges","/api/v1/people/595978","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78.5,5,2,0.4399,6.5748,24.9998,-31.5884,2.8828,0.3759,0.0168,2.5528,-0.0384,-124.5001,-1.0638,-0.3422,50.0043,5.6,4.5259,8.4,8.4,24,2050,76,NA,NA,NA,NA,NA,NA,FALSE,-36.7,0.7,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716575,"2023-09-15",2,"2023-09-16T01:53:57.885Z","2023-09-16T01:54:01.733Z",TRUE,"pitch","356208be-fdc7-41eb-93be-c7f63f66635b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.181,1.463,NA,117.53,169.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Austin Hedges singles on a line drive to left fielder Steven Kwan. Jonathan Ornelas scores. Mitch Garver scores. Robbie Grossman to 2nd.",2,3,12,77,"top",9,"2023-09-16T01:53:38.591Z","2023-09-16T01:54:54.798Z",TRUE,TRUE,FALSE,FALSE,33,0,2,2,595978,"Austin Hedges","/api/v1/people/595978","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,77.7,2,2,0.4418,6.8557,27.2202,-30.7948,2.2989,0.8862,-0.0477,3.067,0.2085,-124.4278,0.0329,-0.4311,50.0007,5.6258,3.5694,7.2,8.4,24,1910,129,NA,NA,NA,NA,NA,NA,FALSE,-35.8,1.9,-4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716575,"2023-09-15",1,"2023-09-16T01:53:38.591Z","2023-09-16T01:53:45.899Z",TRUE,"pitch","b5906684-3ddb-4072-a06a-8198aac3b6db",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.27,1.49,NA,120.16,159.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Austin Hedges singles on a line drive to left fielder Steven Kwan. Jonathan Ornelas scores. Mitch Garver scores. Robbie Grossman to 2nd.",2,3,12,77,"top",9,"2023-09-16T01:53:38.591Z","2023-09-16T01:54:54.798Z",TRUE,TRUE,FALSE,FALSE,33,0,2,2,595978,"Austin Hedges","/api/v1/people/595978","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,83.6,11,0.9,0.4101,7.2393,30.1588,-12.4447,-3.1213,10.9359,-0.5891,3.5095,0.2007,-133.7989,-2.8565,-0.2599,50.0064,5.4885,-5.6331,22.8,3.6,24,2220,209,NA,NA,NA,NA,NA,NA,FALSE,-13.1,19.3,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716575,"2023-09-15",0,"2023-09-16T02:37:08.875Z","2023-09-16T02:37:09.875Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,12,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Austin Hedges singles on a line drive to left fielder Steven Kwan. Jonathan Ornelas scores. Mitch Garver scores. Robbie Grossman to 2nd.",2,3,12,77,"top",9,"2023-09-16T01:53:38.591Z","2023-09-16T01:54:54.798Z",TRUE,TRUE,FALSE,FALSE,33,0,2,2,595978,"Austin Hedges","/api/v1/people/595978","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,595978,"Austin Hedges","/api/v1/people/595978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716575,"2023-09-15",6,"2023-09-16T01:52:22.236Z","2023-09-16T01:52:34.418Z",TRUE,"pitch","2575f390-fef4-4531-a3b0-d28e37787fa0",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.0184,1.4077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Walk","walk","Robbie Grossman walks. Jonathan Ornelas to 3rd. Mitch Garver to 2nd.",0,1,12,76,"top",9,"2023-09-16T01:50:13.848Z","2023-09-16T01:52:34.418Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,543257,"Robbie Grossman","/api/v1/people/543257","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Cleveland Guardians","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,84,11,0.9,0.409,6.7894,28.85,-12.851,-3.3923,10.637,-0.7849,3.5647,0.2008,-133.9057,-2.5606,-0.4202,50.0019,5.4525,-6.161,24,3.6,24,2193,214,NA,NA,NA,NA,NA,NA,FALSE,-13.3,19,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,543257,"Robbie Grossman","/api/v1/people/543257",641598,"Mitch Garver","/api/v1/people/641598",680716,"Jonathan Ornelas","/api/v1/people/680716",NA,NA,NA,NA
