"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717325,"2023-07-21",3,"2023-07-21T21:08:53.645Z","2023-07-21T21:09:01.327Z",TRUE,"pitch","66737fa7-8500-4ea9-81bb-2865a1782199",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.15,1.58,NA,94.71,187.76,"fly_ball","medium","8",127.35,84.7,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Tyler O'Neill flies out to center fielder Mike Tauchman.",0,3,4,74,"top",9,"2023-07-21T21:08:33.846Z","2023-07-21T21:09:01.327Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,80.2,9,2,0.4362,6.2149,21.1476,-32.4901,3.1463,-0.195,0.5847,1.8895,3.6381,-124.7862,-3.5988,-1.2919,50.0053,5.9801,5.0452,9.6,8.4,24,2538,138,84.2,33,287,NA,NA,NA,TRUE,-37.6,-0.8,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717325,"2023-07-21",2,"2023-07-21T21:08:36.087Z","2023-07-21T21:08:40.850Z",TRUE,"pitch","4f18a3ca-8824-4550-ae14-55b3893fbf85",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2636,1.4895,NA,88.92,197.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Tyler O'Neill flies out to center fielder Mike Tauchman.",0,3,4,74,"top",9,"2023-07-21T21:08:33.846Z","2023-07-21T21:09:01.327Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,80.5,9,2,0.4326,6.3642,24.0444,-31.5749,3.0594,0.3705,0.7366,1.5285,3.9764,-126.2705,-4.6223,-1.2521,50.0055,5.9036,4.9742,9.6,8.4,24,2477,165,NA,NA,NA,NA,NA,NA,FALSE,-36.2,-0.1,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717325,"2023-07-21",0,"2023-07-21T21:07:31.924Z","2023-07-21T21:08:01.747Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Tyler O'Neill flies out to center fielder Mike Tauchman.",0,3,4,74,"top",9,"2023-07-21T21:08:33.846Z","2023-07-21T21:09:01.327Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717325,"2023-07-21",1,"2023-07-21T21:08:01.747Z","2023-07-21T21:08:36.087Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",3,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,641933,"/api/v1/people/641933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Tyler O'Neill flies out to center fielder Mike Tauchman.",0,3,4,74,"top",9,"2023-07-21T21:08:33.846Z","2023-07-21T21:09:01.327Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717325,"2023-07-21",0,"2023-07-21T21:07:09.483Z","2023-07-21T21:07:17.558Z",TRUE,"pitch","03affc91-bc2c-4e05-a3f4-7a9029d4eb81",1,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",1,0,2,NA,NA,3.27,1.52,NA,186.4,145.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Hit By Pitch","hit_by_pitch","Willson Contreras hit by pitch. Nolan Arenado to 2nd.",0,3,4,73,"top",9,"2023-07-21T21:07:07.868Z","2023-07-21T21:07:17.558Z",TRUE,FALSE,FALSE,FALSE,11,1,0,2,575929,"Willson Contreras","/api/v1/people/575929","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,89.1,11,2,0.3881,6.4014,29.329,-20.0229,-9.2576,6.011,-1.8207,3.4441,1.7412,-140.6593,-3.7787,-1.2412,50.0009,6.0891,-18.7077,42,6,24,2235,215,NA,NA,NA,NA,NA,NA,FALSE,-18.7,10.4,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,575929,"Willson Contreras","/api/v1/people/575929",571448,"Nolan Arenado","/api/v1/people/571448",NA,NA,NA
717325,"2023-07-21",5,"2023-07-21T21:06:26.465Z","2023-07-21T21:06:39.023Z",TRUE,"pitch","35ec1f4c-71bd-4a86-bdb7-456d7633196e",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.35,1.66,NA,74.57,183.74,"ground_ball","medium","4",150.97,145.87,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Field Error","field_error","Nolan Arenado reaches on a fielding error by second baseman Christopher Morel.",0,3,4,72,"top",9,"2023-07-21T21:04:45.676Z","2023-07-21T21:06:39.023Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,80.6,14,2,0.4321,6.3559,22.8673,-28.1949,1.0878,2.4366,1.1131,2.0385,5.3411,-126.2024,-3.9383,-1.1618,50.0004,5.8605,1.7749,4.8,7.2,24,2689,125,92.3,-13,9,NA,NA,NA,FALSE,-32.2,3.8,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,571448,"Nolan Arenado","/api/v1/people/571448",NA,NA,NA,NA,NA,NA
717325,"2023-07-21",4,"2023-07-21T21:06:02.603Z","2023-07-21T21:06:05.603Z",TRUE,"pitch","6f94e6fd-7ccf-4064-98ee-2fab7a350cc8",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.284,1.6206,NA,84.6,259.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Field Error","field_error","Nolan Arenado reaches on a fielding error by second baseman Christopher Morel.",0,3,4,72,"top",9,"2023-07-21T21:04:45.676Z","2023-07-21T21:06:39.023Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.1,83.2,14,2,0.4219,6.5508,24.8489,-29.9043,4.0536,1.3284,0.8499,-0.7825,3.6214,-129.3984,-10.8066,-1.0903,50.0061,5.7086,6.9325,13.2,7.2,24,2643,146,NA,NA,NA,NA,NA,NA,FALSE,-34,0.4,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717325,"2023-07-21",3,"2023-07-21T21:05:40.272Z","2023-07-21T21:05:43.272Z",TRUE,"pitch","c3eba2fb-97af-48dd-af01-dee864781c1e",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.35,1.66,NA,104.5,156.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Field Error","field_error","Nolan Arenado reaches on a fielding error by second baseman Christopher Morel.",0,3,4,72,"top",9,"2023-07-21T21:04:45.676Z","2023-07-21T21:06:39.023Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,90,3,2,0.3843,6.4219,29.395,-13.0993,-4.4302,9.2484,0.328,3.0376,5.3558,-141.9802,-6.1355,-0.9981,50.0043,6.0441,-9.1387,28.8,3.6,24,2312,218,NA,NA,NA,NA,NA,NA,FALSE,-12.7,15.8,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717325,"2023-07-21",2,"2023-07-21T21:05:19.803Z","2023-07-21T21:05:22.803Z",TRUE,"pitch","0d6e887f-89fc-406a-979f-5d6e09997090",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.35,1.66,NA,81.75,202.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Field Error","field_error","Nolan Arenado reaches on a fielding error by second baseman Christopher Morel.",0,3,4,72,"top",9,"2023-07-21T21:04:45.676Z","2023-07-21T21:06:39.023Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,79.3,14,2,0.4398,6.3113,22.6725,-29.2988,2.0751,1.8235,0.9248,1.3601,4.7082,-124.1011,-5.0823,-1.2595,50.0015,5.8484,3.2652,7.2,8.4,24,2759,129,NA,NA,NA,NA,NA,NA,FALSE,-34.9,2.4,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717325,"2023-07-21",1,"2023-07-21T21:05:00.873Z","2023-07-21T21:05:04.057Z",TRUE,"pitch","fef4ff3f-f091-48a8-91a0-73375a7e22b0",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3731,1.6427,NA,86.6,193.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Field Error","field_error","Nolan Arenado reaches on a fielding error by second baseman Christopher Morel.",0,3,4,72,"top",9,"2023-07-21T21:04:45.676Z","2023-07-21T21:06:39.023Z",TRUE,FALSE,FALSE,FALSE,0,2,2,2,571448,"Nolan Arenado","/api/v1/people/571448","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.9,83.9,9,2,0.4158,6.3696,23.7222,-26.8118,3.6767,3.0423,0.7975,1.673,4.1637,-130.9595,-5.8815,-1.2819,50.0038,5.9143,6.4832,14.4,6,24,2619,158,NA,NA,NA,NA,NA,NA,FALSE,-28.8,4.6,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
