"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717065,"2023-08-09",0,"2023-08-09T21:03:06.908Z","2023-08-09T21:03:14.852Z",TRUE,"pitch","2717d215-85aa-4a6a-9938-72f6ded33eb0",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.17,1.42,NA,151.05,165.89,"ground_ball","medium","6",107.47,154.67,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Field Error","field_error","Andruw Monasterio reaches on a throwing error by shortstop Ezequiel Tovar. Mark Canha scores.",0,6,7,81,"bottom",10,"2023-08-09T21:02:58.914Z","2023-08-09T21:03:14.852Z",TRUE,TRUE,FALSE,FALSE,0,0,0,2,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,89.6,11,0.86,0.384,6.1543,32.8877,-28.5031,-10.6235,1.7844,-0.8932,2.6996,8.7818,-142.6424,-0.0381,-2.6319,50.0053,4.5105,-21.8895,34.8,7.2,24,2430,251,85.8,-19,9,NA,NA,NA,FALSE,-25.1,3.4,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,655316,"Andruw Monasterio","/api/v1/people/655316",NA,NA,NA
717065,"2023-08-09",3,"2023-08-09T21:02:20.237Z","2023-08-09T21:02:30.956Z",TRUE,"pitch","e898b64d-546b-4017-ac58-7eb6c7b6d28a",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.51,1.69,NA,83.86,164.39,"fly_ball","medium","7",94.26,145,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Willy Adames flies out to left fielder Nolan Jones.",0,6,6,80,"bottom",10,"2023-08-09T21:01:37.847Z","2023-08-09T21:02:30.956Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,642715,"Willy Adames","/api/v1/people/642715","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.8,77.8,12,0.9,0.4418,6.0362,28.6914,-29.6975,9.7573,1.5959,0.8694,2.7551,5.6581,-124.7143,1.594,-2.7078,50.0025,4.5848,15.1302,28.8,8.4,24,3087,69,83.5,63,159,NA,NA,NA,TRUE,-34.1,3.6,-19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,592192,"Mark Canha","/api/v1/people/592192"
717065,"2023-08-09",2,"2023-08-09T21:02:00.073Z","2023-08-09T21:02:03.906Z",TRUE,"pitch","98eecfe8-e1ef-4941-a161-b98f19a7ef00",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4939,1.8341,NA,72.03,181.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Willy Adames flies out to left fielder Nolan Jones.",0,6,6,80,"bottom",10,"2023-08-09T21:01:37.847Z","2023-08-09T21:02:30.956Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,642715,"Willy Adames","/api/v1/people/642715","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.5,77.4,14,0.9,0.4442,6.0645,29.4048,-31.601,9.8258,0.3708,1.1798,2.1091,6.2429,-124.2303,0.6278,-2.6586,50.0002,4.5211,15.0559,27.6,9.6,24,3116,72,NA,NA,NA,NA,NA,NA,FALSE,-37,1.2,-19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717065,"2023-08-09",1,"2023-08-09T21:01:40.029Z","2023-08-09T21:01:45.219Z",TRUE,"pitch","e61a57ac-cf7e-452c-9db7-2c0218baad95",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.51,1.69,NA,99.45,179.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Willy Adames flies out to left fielder Nolan Jones.",0,6,6,80,"bottom",10,"2023-08-09T21:01:37.847Z","2023-08-09T21:02:30.956Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,642715,"Willy Adames","/api/v1/people/642715","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.9,78.2,9,0.9,0.4404,5.9828,27.8192,-30.4668,8.8183,1.0937,0.4604,2.2071,5.4117,-124.9011,0.453,-2.8883,50.0027,4.5517,13.7746,26.4,8.4,24,3037,66,NA,NA,NA,NA,NA,NA,FALSE,-35,2.4,-17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717065,"2023-08-09",0,"2023-08-09T21:00:22.888Z","2023-08-09T21:01:40.029Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Willy Adames flies out to left fielder Nolan Jones.",0,6,6,80,"bottom",10,"2023-08-09T21:01:37.847Z","2023-08-09T21:02:30.956Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,642715,"Willy Adames","/api/v1/people/642715","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717065,"2023-08-09",2,"2023-08-09T20:59:50.381Z","2023-08-09T20:59:57.418Z",TRUE,"pitch","f62b95f8-0775-4dcf-80a0-fc3fa652ff15",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,2.86,1.35,NA,113.83,181.92,"ground_ball","medium","1",134.38,190.29,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Sal Frelick grounds out, pitcher Justin Lawrence to first baseman Michael Toglia. Mark Canha to 3rd.",0,6,6,79,"bottom",10,"2023-08-09T20:59:06.328Z","2023-08-09T20:59:57.418Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,686217,"Sal Frelick","/api/v1/people/686217","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,88.7,5,0.89,0.388,6.1064,33.2856,-33.7774,-11.01,-0.7922,0.0833,2.1058,10.9421,-141.3629,-0.3125,-2.4138,50.0061,4.3927,-22.2095,30,8.4,24,2372,258,59.2,-67,1,NA,NA,NA,TRUE,-30.4,-1.3,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,592192,"Mark Canha","/api/v1/people/592192"
717065,"2023-08-09",0,"2023-08-09T20:59:10.005Z","2023-08-09T20:59:14.520Z",TRUE,"pitch","edb4be02-8acd-4594-8c1e-d2b0e5e4e664",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,2.86,1.35,NA,80.73,210.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Sal Frelick grounds out, pitcher Justin Lawrence to first baseman Michael Toglia. Mark Canha to 3rd.",0,6,6,79,"bottom",10,"2023-08-09T20:59:06.328Z","2023-08-09T20:59:57.418Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,686217,"Sal Frelick","/api/v1/people/686217","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",87.4,79.4,14,0.84,0.4337,6.0842,29.1984,-29.5457,0.411,1.6354,0.9515,1.0573,8.9056,-126.9447,-2.4186,-2.6753,50.0054,4.4061,0.6614,4.8,7.2,24,2756,81,NA,NA,NA,NA,NA,NA,FALSE,-33.7,2.5,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717065,"2023-08-09",1,"2023-08-09T20:59:28.984Z","2023-08-09T20:59:33.984Z",FALSE,"stepoff","cca18d79-7d15-4701-a3dc-84318fc4a7d3",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Sal Frelick grounds out, pitcher Justin Lawrence to first baseman Michael Toglia. Mark Canha to 3rd.",0,6,6,79,"bottom",10,"2023-08-09T20:59:06.328Z","2023-08-09T20:59:57.418Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,686217,"Sal Frelick","/api/v1/people/686217","L","Left",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717065,"2023-08-09",4,"2023-08-09T20:58:26.269Z","2023-08-09T20:58:33.968Z",TRUE,"pitch","887117b3-4cf2-4ccd-b2fc-0577320c91d2",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,0,NA,NA,3.22,1.48,NA,119.14,179.48,"line_drive","hard",NA,111.04,45.19,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Double","double","Mark Canha hits a ground-rule double (17) on a line drive to center field. William Contreras scores.",1,6,6,78,"bottom",10,"2023-08-09T20:57:42.458Z","2023-08-09T20:58:33.968Z",TRUE,TRUE,FALSE,FALSE,71,0,1,0,592192,"Mark Canha","/api/v1/people/592192","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.3,79,5,0.9,0.4395,5.9804,23.086,-29.4463,4.8906,1.7297,-0.0562,2.1961,5.4226,-124.2497,0.0285,-2.8959,50.0021,4.6158,7.7038,16.8,8.4,24,2819,83,104.9,18,383,NA,NA,NA,FALSE,-34,3.4,-10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,592192,"Mark Canha","/api/v1/people/592192",NA,NA,NA,NA,NA,NA
717065,"2023-08-09",2,"2023-08-09T20:57:42.458Z","2023-08-09T20:57:47.458Z",FALSE,"no_pitch","33a1006f-d3a8-420c-a410-3b1197babacb",0,"Automatic Strike - Batter Pitch Timer Violation",NA,NA,NA,NA,FALSE,"AC",NA,FALSE,TRUE,FALSE,"AC","Automatic Strike - Batter Pitch Timer Violation",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Double","double","Mark Canha hits a ground-rule double (17) on a line drive to center field. William Contreras scores.",1,6,6,78,"bottom",10,"2023-08-09T20:57:42.458Z","2023-08-09T20:58:33.968Z",TRUE,TRUE,FALSE,FALSE,71,0,1,0,592192,"Mark Canha","/api/v1/people/592192","R","Right",664875,"Justin Lawrence","/api/v1/people/664875","R","Right","vs_RHP","vs_RHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"batter_pitch_timer","Batter Pitch Timer Violation",592192,"Mark Canha",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
