"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745420,"2024-05-14",1,"2024-05-14T04:25:25.020Z","2024-05-14T04:25:37.247Z",TRUE,"pitch","52fa602b-897e-4f99-9794-ee62ac448867",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.69,1.7,NA,135.92,157.28,"ground_ball","medium","5",105.09,169.1,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Manny Machado grounds into a double play, third baseman Ryan McMahon to second baseman Brendan Rodgers to first baseman Elehuris Montero. Jake Cronenworth out at 2nd. Manny Machado out at 1st.",0,5,4,76,"bottom",9,"2024-05-14T04:25:22.677Z","2024-05-14T04:25:37.247Z",TRUE,FALSE,FALSE,TRUE,24,0,0,3,592518,"Manny Machado","/api/v1/people/592518","R","Right",656222,"Jalen Beeks","/api/v1/people/656222","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,85.6,4,0.91,0.3993,6.6909,34.4028,-13.6177,2.1538,9.7697,-0.4964,3.0185,-3.9365,-137.8541,-5.3485,0.6789,50.0036,5.9242,4.0915,12,3.6,24,2115,155,105,-14,14,NA,NA,NA,TRUE,-14.2,16.6,-3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745420,"2024-05-14",0,"2024-05-14T04:24:31.552Z","2024-05-14T04:25:25.020Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Manny Machado grounds into a double play, third baseman Ryan McMahon to second baseman Brendan Rodgers to first baseman Elehuris Montero. Jake Cronenworth out at 2nd. Manny Machado out at 1st.",0,5,4,76,"bottom",9,"2024-05-14T04:25:22.677Z","2024-05-14T04:25:37.247Z",TRUE,FALSE,FALSE,TRUE,24,0,0,3,592518,"Manny Machado","/api/v1/people/592518","R","Right",656222,"Jalen Beeks","/api/v1/people/656222","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745420,"2024-05-14",5,"2024-05-14T04:24:04.084Z","2024-05-14T04:24:10.553Z",TRUE,"pitch","c5ee651b-2271-4169-abfb-1fbc11fe81e7",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.383,1.6177,NA,180.63,186.12,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd.",0,5,4,75,"bottom",9,"2024-05-14T04:22:01.435Z","2024-05-14T04:24:10.553Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",656222,"Jalen Beeks","/api/v1/people/656222","L","Left","vs_LHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,86.6,13,0.92,0.3971,6.7915,32.5043,-13.3406,2.8438,9.7891,-1.6692,1.9506,-6.6393,-138.2541,-7.8176,0.4004,50.0067,5.7217,5.4738,14.4,3.6,24,2208,155,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16.1,-3.7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,630105,"Jake Cronenworth","/api/v1/people/630105",673490,"Ha-Seong Kim","/api/v1/people/673490",665487,"Fernando Tatis Jr.","/api/v1/people/665487"
745420,"2024-05-14",4,"2024-05-14T04:23:29.778Z","2024-05-14T04:23:32.778Z",TRUE,"pitch","82401a64-e086-4129-923e-a6b417c6923d",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.39,1.62,NA,144.83,175.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd.",0,5,4,75,"bottom",9,"2024-05-14T04:22:01.435Z","2024-05-14T04:24:10.553Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",656222,"Jalen Beeks","/api/v1/people/656222","L","Left","vs_LHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.5,4,0.9,0.4021,6.6817,31.1052,-12.7896,3.086,10.3263,-0.7301,2.3537,-4.6183,-136.4074,-6.9477,0.5869,50.0011,5.8225,5.7923,18,3.6,24,2141,154,NA,NA,NA,NA,NA,NA,FALSE,-13.9,17.4,-4.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745420,"2024-05-14",3,"2024-05-14T04:23:06.650Z","2024-05-14T04:23:10.934Z",TRUE,"pitch","04dd1cdf-9d66-46d2-b077-9861452d578a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.4058,1.7065,NA,151.51,137.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd.",0,5,4,75,"bottom",9,"2024-05-14T04:22:01.435Z","2024-05-14T04:24:10.553Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",656222,"Jalen Beeks","/api/v1/people/656222","L","Left","vs_LHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85,11,0.91,0.4023,6.841,32.9754,-12.1222,1.8376,10.7059,-0.9054,3.7382,-4.7837,-136.6857,-3.597,0.6366,50.0045,5.9164,3.4431,9.6,2.4,24,2017,168,NA,NA,NA,NA,NA,NA,FALSE,-12.5,18.7,-2.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745420,"2024-05-14",2,"2024-05-14T04:22:36.885Z","2024-05-14T04:22:40.114Z",TRUE,"pitch","6d10e8ec-cb24-4680-9371-8c8a122fd2b0",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.39,1.62,NA,91.25,150.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd.",0,5,4,75,"bottom",9,"2024-05-14T04:22:01.435Z","2024-05-14T04:24:10.553Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",656222,"Jalen Beeks","/api/v1/people/656222","L","Left","vs_LHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,83.5,3,0.88,0.4074,6.674,35.9201,-10.6143,5.9182,11.8374,0.6757,3.2648,-2.1086,-135.6415,-4.9361,0.7047,50.0013,5.8801,10.7775,40.8,3.6,24,2340,143,NA,NA,NA,NA,NA,NA,FALSE,-11.8,20.3,-10.1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745420,"2024-05-14",1,"2024-05-14T04:22:19.743Z","2024-05-14T04:22:23.574Z",TRUE,"pitch","a2bd2113-d2f2-4dca-982e-a36076412dd2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4058,1.6609,NA,174.42,168.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd.",0,5,4,75,"bottom",9,"2024-05-14T04:22:01.435Z","2024-05-14T04:24:10.553Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",656222,"Jalen Beeks","/api/v1/people/656222","L","Left","vs_LHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,84.9,11,0.91,0.4021,6.7506,35.4423,-10.635,3.4674,11.5112,-1.5065,2.604,-6.5615,-137.1714,-6.6061,0.4858,50.0039,5.7983,6.4892,21.6,2.4,24,2309,156,NA,NA,NA,NA,NA,NA,FALSE,-11.9,19.3,-4.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745420,"2024-05-14",0,"2024-05-14T04:22:01.435Z","2024-05-14T04:22:05.635Z",TRUE,"pitch","94037bad-6761-424d-86d3-e47b365a582c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3373,1.6177,NA,168.99,200.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd.",0,5,4,75,"bottom",9,"2024-05-14T04:22:01.435Z","2024-05-14T04:24:10.553Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",656222,"Jalen Beeks","/api/v1/people/656222","L","Left","vs_LHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",84.7,77.8,13,0.9,0.4454,6.5521,25.195,-27.918,-0.2179,2.7783,-1.3638,1.4301,-5.2089,-123.1354,-5.2238,0.8101,50.0013,5.9504,-0.3327,2.4,7.2,24,1899,224,NA,NA,NA,NA,NA,NA,FALSE,-34.3,4,1.7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745420,"2024-05-14",7,"2024-05-14T04:21:18.700Z","2024-05-14T04:21:22.726Z",TRUE,"pitch","414a4c7b-9c4e-4792-aa80-d9ab759c5380",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.6574,1.7977,NA,142.27,139.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Fernando Tatis Jr. walks.",0,5,4,74,"bottom",9,"2024-05-14T04:18:58.113Z","2024-05-14T04:21:22.726Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",656222,"Jalen Beeks","/api/v1/people/656222","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,85.3,1,0.92,0.3991,6.9026,36.4542,-10.8145,2.9861,11.253,-0.663,3.6863,-4.541,-138.2674,-3.791,0.6277,50.004,5.8243,5.6689,20.4,2.4,24,2313,158,NA,NA,NA,NA,NA,NA,FALSE,-11.2,19.6,-4.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,665487,"Fernando Tatis Jr.","/api/v1/people/665487",NA,NA,NA,673490,"Ha-Seong Kim","/api/v1/people/673490"
745420,"2024-05-14",6,"2024-05-14T04:20:57.766Z","2024-05-14T04:21:01.135Z",TRUE,"pitch","597a2742-ee46-410f-9964-f9d573e862db",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.79,1.86,NA,126.75,197.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Fernando Tatis Jr. walks.",0,5,4,74,"bottom",9,"2024-05-14T04:18:58.113Z","2024-05-14T04:21:22.726Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,665487,"Fernando Tatis Jr.","/api/v1/people/665487","R","Right",656222,"Jalen Beeks","/api/v1/people/656222","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.3,81,13,0.9,0.4244,6.4508,30.1743,-19.6953,10.1433,7.417,-0.2557,1.5293,-5.9854,-129.6588,-7.1119,0.7794,50.0027,5.8402,17.0608,36,6,24,1913,134,NA,NA,NA,NA,NA,NA,FALSE,-22.9,11.9,-16.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
