"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
747034,"2024-05-27",1,"2024-05-27T19:36:03.494Z","2024-05-27T19:36:10.964Z",TRUE,"pitch","517b827a-0f97-4cf3-81ee-73773074e0bb",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.52,1.7,NA,153.95,160.52,"ground_ball","medium","5",100.5,166.16,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Romy Gonzalez grounds out, third baseman Ramón Urías to first baseman Ryan Mountcastle.",0,3,11,81,"top",9,"2024-05-27T19:35:41.390Z","2024-05-27T19:36:10.964Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,663853,"Romy Gonzalez","/api/v1/people/663853","R","Right",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.9,85.2,11,0.91,0.4046,6.4191,29.0423,-26.3735,-9.4416,3.124,-0.9695,2.8986,5.2298,-135.2753,-2.0098,-1.6995,50.0014,5.4968,-17.5266,31.2,7.2,24,1967,230,75.5,-11,15,NA,NA,NA,TRUE,-26.2,5.4,16,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747034,"2024-05-27",0,"2024-05-27T19:35:48.428Z","2024-05-27T19:35:52.226Z",TRUE,"pitch","20d85086-2082-4803-b8e2-01a4ab7c5c8a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5562,1.6982,NA,75.88,191.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Romy Gonzalez grounds out, third baseman Ramón Urías to first baseman Ryan Mountcastle.",0,3,11,81,"top",9,"2024-05-27T19:35:41.390Z","2024-05-27T19:36:10.964Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,663853,"Romy Gonzalez","/api/v1/people/663853","R","Right",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.4,74.1,14,0.9,0.4651,6.5567,25.5035,-27.5727,6.8697,3.2866,1.0788,1.7397,5.5449,-118.3975,-1.6929,-2.1977,50.0036,5.0207,9.6178,20.4,8.4,24,2406,74,NA,NA,NA,NA,NA,NA,FALSE,-36,5.8,-13.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747034,"2024-05-27",2,"2024-05-27T19:35:18.080Z","2024-05-27T19:35:28.586Z",TRUE,"pitch","8877a561-a044-4a75-a757-059c84d4243a",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.64,1.77,NA,91.17,199.01,"fly_ball","medium","8",147.39,86.74,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Garrett Cooper flies out to center fielder Cedric Mullins.",0,3,11,80,"top",9,"2024-05-27T19:34:01.932Z","2024-05-27T19:35:28.586Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.2,74.6,14,0.9,0.464,6.4138,22.8121,-24.9679,3.5508,5.111,0.6776,1.4731,5.3304,-118.1047,-2.6658,-2.0714,50.0047,4.9163,5.0084,13.2,7.2,24,2456,78,77.8,32,287,NA,NA,NA,TRUE,-32.8,8.9,-7.8,NA,NA,NA,NA,NA,TRUE,TRUE,666152,"David Hamilton","/api/v1/people/666152",NA,NA,NA,608701,"Rob Refsnyder","/api/v1/people/608701"
747034,"2024-05-27",1,"2024-05-27T19:34:58.629Z","2024-05-27T19:35:02.007Z",TRUE,"pitch","5e73d1ab-b747-4784-b606-db4dbf978f0d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.64,1.77,NA,161.57,147.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Garrett Cooper flies out to center fielder Cedric Mullins.",0,3,11,80,"top",9,"2024-05-27T19:34:01.932Z","2024-05-27T19:35:28.586Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,86.3,11,0.91,0.4003,6.4932,27.9283,-24.9818,-10.1023,3.7826,-1.1693,3.3898,5.002,-136.4545,-1.2899,-1.7064,50.0004,5.5778,-19.1895,36,7.2,24,2094,228,NA,NA,NA,NA,NA,NA,FALSE,-24.1,6.8,17.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747034,"2024-05-27",0,"2024-05-27T19:34:18.047Z","2024-05-27T19:34:21.855Z",TRUE,"pitch","1b2ace8e-6e60-4261-afb4-e4893ac70e34",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.64,1.77,NA,157.99,163.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Garrett Cooper flies out to center fielder Cedric Mullins.",0,3,11,80,"top",9,"2024-05-27T19:34:01.932Z","2024-05-27T19:35:28.586Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,643265,"Garrett Cooper","/api/v1/people/643265","R","Right",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,85.6,11,0.91,0.4018,6.4708,31.5204,-28.872,-10.1564,1.7543,-1.0753,2.7769,5.3583,-136.585,-1.9185,-1.7485,50.001,5.4839,-19.0889,31.2,7.2,24,1994,232,NA,NA,NA,NA,NA,NA,FALSE,-28.2,3,17.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747034,"2024-05-27",4,"2024-05-27T19:33:45.641Z","2024-05-27T19:33:54.223Z",TRUE,"pitch","8fb4e5e3-c4f0-428e-8ac4-99dd44adbf31",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,1,1,NA,NA,3.36,1.59,NA,129.71,158.53,"line_drive","hard","9",169.28,87.73,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","David Hamilton singles on a sharp line drive to right fielder Kyle Stowers. Rob Refsnyder to 2nd.",0,3,11,79,"top",9,"2024-05-27T19:32:19.656Z","2024-05-27T19:33:54.223Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,666152,"David Hamilton","/api/v1/people/666152","L","Left",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,85.4,1,0.91,0.403,6.4836,30.0673,-28.0238,-10.0373,2.2227,-0.3333,2.9722,7.1347,-135.9718,-1.2292,-1.6883,50.0067,5.3763,-18.7817,31.2,7.2,24,1898,238,103.3,13,251,NA,NA,NA,FALSE,-27.4,4,16.7,NA,NA,NA,NA,NA,FALSE,TRUE,666152,"David Hamilton","/api/v1/people/666152",NA,NA,NA,608701,"Rob Refsnyder","/api/v1/people/608701"
747034,"2024-05-27",3,"2024-05-27T19:33:27.574Z","2024-05-27T19:33:31.609Z",TRUE,"pitch","f7b91897-e75b-4bd8-86ad-b12a4a46cb0a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.321,1.5883,NA,103.51,201.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","David Hamilton singles on a sharp line drive to right fielder Kyle Stowers. Rob Refsnyder to 2nd.",0,3,11,79,"top",9,"2024-05-27T19:32:19.656Z","2024-05-27T19:33:54.223Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,666152,"David Hamilton","/api/v1/people/666152","L","Left",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.4,85.7,14,0.91,0.4036,6.6213,29.0932,-25.8247,-11.019,3.4032,0.3539,1.3712,9.0112,-135.6179,-5.5601,-1.577,50.0038,5.2444,-20.5685,34.8,7.2,24,2005,236,NA,NA,NA,NA,NA,NA,FALSE,-26.3,5.2,18.1,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747034,"2024-05-27",2,"2024-05-27T19:33:10.708Z","2024-05-27T19:33:14.021Z",TRUE,"pitch","771cb9ce-83eb-41e5-8497-41e6b5c54fbd",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.321,1.5883,NA,187.08,182.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","David Hamilton singles on a sharp line drive to right fielder Kyle Stowers. Rob Refsnyder to 2nd.",0,3,11,79,"top",9,"2024-05-27T19:32:19.656Z","2024-05-27T19:33:54.223Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,666152,"David Hamilton","/api/v1/people/666152","L","Left",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.4,77.1,13,0.83,0.447,6.3988,25.5883,-28.1712,-9.8848,2.6393,-1.8386,2.0724,3.566,-122.7956,-1.641,-2.0299,50.0057,5.1589,-15.0133,26.4,8.4,24,1558,266,NA,NA,NA,NA,NA,NA,FALSE,-34,4.7,17,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747034,"2024-05-27",1,"2024-05-27T19:32:52.904Z","2024-05-27T19:32:56.369Z",TRUE,"pitch","ff2c7bdd-cba7-4217-b593-1cb0ca004660",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.36,1.59,NA,120.18,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","David Hamilton singles on a sharp line drive to right fielder Kyle Stowers. Rob Refsnyder to 2nd.",0,3,11,79,"top",9,"2024-05-27T19:32:19.656Z","2024-05-27T19:33:54.223Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,666152,"David Hamilton","/api/v1/people/666152","L","Left",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.6,8,0.91,0.4039,6.3877,29.316,-30.8993,-9.9508,0.6892,-0.0835,1.4732,7.9873,-135.5359,-4.3969,-1.7742,50.0061,5.2715,-18.5372,27.6,8.4,24,2026,240,NA,NA,NA,NA,NA,NA,FALSE,-31,0.5,16.3,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747034,"2024-05-27",0,"2024-05-27T19:32:35.602Z","2024-05-27T19:32:39.352Z",TRUE,"pitch","6f32e4fb-ca1d-447a-85f8-f779bd195d57",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3446,1.5883,NA,70.55,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Single","single","David Hamilton singles on a sharp line drive to right fielder Kyle Stowers. Rob Refsnyder to 2nd.",0,3,11,79,"top",9,"2024-05-27T19:32:19.656Z","2024-05-27T19:33:54.223Z",TRUE,FALSE,FALSE,FALSE,33,3,1,1,666152,"David Hamilton","/api/v1/people/666152","L","Left",622253,"Dillon Tate","/api/v1/people/622253","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,86.4,14,0.91,0.4015,6.6351,28.3092,-25.9322,-10.2382,3.3069,1.2187,0.9177,10.6601,-136.1179,-7.0787,-1.4077,50.0035,5.3331,-19.3214,32.4,7.2,24,2007,236,NA,NA,NA,NA,NA,NA,FALSE,-26.4,4.7,16.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
