"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
718277,"2023-05-07",0,"2023-05-07T19:06:14.034Z","2023-05-07T19:06:25.123Z",TRUE,"pitch","2abc1918-1c2d-44e1-b0f2-32965c467922",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,1,NA,NA,3.52,1.66,NA,149.27,165.04,"fly_ball","hard","8",96.18,43.47,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Double","double","Michael Harris II doubles (3) on a sharp fly ball to center fielder Ryan McKenna. Ozzie Albies scores. Marcell Ozuna to 3rd.",1,2,3,88,"bottom",12,"2023-05-07T19:06:06.343Z","2023-05-07T19:06:25.123Z",TRUE,TRUE,FALSE,FALSE,61,0,0,1,671739,"Michael Harris II","/api/v1/people/671739","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Baltimore Orioles","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,76.8,11,0.9,0.4481,5.9997,27.0153,-32.725,-4.8599,-0.3616,-0.8467,2.7311,-3.6339,-122.7943,-0.1817,1.2901,50.0059,5.6186,-7.3336,14.4,9.6,24,2607,314,100.8,23,392,NA,NA,NA,FALSE,-39.2,-0.5,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,671739,"Michael Harris II","/api/v1/people/671739",542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA
718277,"2023-05-07",0,"2023-05-07T19:05:39.717Z","2023-05-07T19:05:39.754Z",FALSE,"no_pitch","07182776-0886-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Intent Walk","intent_walk","Cionel Perez intentionally walks Marcell Ozuna.",0,2,2,87,"bottom",12,"2023-05-07T19:05:35.874Z","2023-05-07T19:05:42.011Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Baltimore Orioles","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718277,"2023-05-07",1,"2023-05-07T19:05:39.754Z","2023-05-07T19:05:39.755Z",FALSE,"no_pitch","07182776-0886-1013-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Intent Walk","intent_walk","Cionel Perez intentionally walks Marcell Ozuna.",0,2,2,87,"bottom",12,"2023-05-07T19:05:35.874Z","2023-05-07T19:05:42.011Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Baltimore Orioles","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718277,"2023-05-07",2,"2023-05-07T19:05:39.755Z","2023-05-07T19:05:39.756Z",FALSE,"no_pitch","07182776-0886-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Intent Walk","intent_walk","Cionel Perez intentionally walks Marcell Ozuna.",0,2,2,87,"bottom",12,"2023-05-07T19:05:35.874Z","2023-05-07T19:05:42.011Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Baltimore Orioles","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718277,"2023-05-07",3,"2023-05-07T19:05:39.756Z","2023-05-07T19:05:42.011Z",FALSE,"no_pitch","07182776-0886-1033-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Intent Walk","intent_walk","Cionel Perez intentionally walks Marcell Ozuna.",0,2,2,87,"bottom",12,"2023-05-07T19:05:35.874Z","2023-05-07T19:05:42.011Z",TRUE,FALSE,FALSE,FALSE,0,4,0,1,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Baltimore Orioles","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",645277,"Ozzie Albies","/api/v1/people/645277",NA,NA,NA,NA,NA,NA,NA
718277,"2023-05-07",10,"2023-05-07T19:05:07.947Z","2023-05-07T19:05:14.750Z",TRUE,"pitch","9e31433f-c310-41ac-80c6-0843c6c8d211",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.32,1.62,NA,150.51,193.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Kevin Pillar strikes out swinging.",0,2,2,86,"bottom",12,"2023-05-07T19:03:35.810Z","2023-05-07T19:05:14.750Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Baltimore Orioles",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.6,76.8,13,0.9,0.4517,5.9178,25.8185,-44.2976,-3.488,-8.1508,-0.8792,1.6833,-3.6758,-121.6762,-0.2875,1.1093,50.006,5.6699,-5.1849,7.2,12,24,2870,333,NA,NA,NA,NA,NA,NA,TRUE,-53.9,-14.5,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",645277,"Ozzie Albies","/api/v1/people/645277",NA,NA,NA,NA,NA,NA,NA
718277,"2023-05-07",9,"2023-05-07T19:04:44.513Z","2023-05-07T19:04:48.619Z",TRUE,"pitch","494200c6-836d-4844-8048-02bba1336014",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.32,1.62,NA,102.63,160.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Kevin Pillar strikes out swinging.",0,2,2,86,"bottom",12,"2023-05-07T19:03:35.810Z","2023-05-07T19:05:14.750Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,75.9,3,0.91,0.4542,5.8759,25.1547,-36.7687,-5.5835,-3.1276,0.3771,2.8811,-0.7918,-120.9173,1.0185,1.4343,50.0017,5.6985,-8.2075,13.2,10.8,24,2475,317,NA,NA,NA,NA,NA,NA,FALSE,-44.9,-5.2,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718277,"2023-05-07",8,"2023-05-07T19:04:29.032Z","2023-05-07T19:04:34.105Z",TRUE,"pitch","076cb842-e85a-41e3-a50c-184f881a0a68",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,0,NA,NA,3.2582,1.5824,NA,142.2,177.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Kevin Pillar strikes out swinging.",0,2,2,86,"bottom",12,"2023-05-07T19:03:35.810Z","2023-05-07T19:05:14.750Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.9,76.3,4,0.91,0.4543,5.908,24.0216,-38.8628,-6.4732,-4.5421,-0.661,2.2601,-2.6722,-120.685,0.0935,1.3025,50.0043,5.6507,-9.5262,14.4,10.8,24,2535,315,NA,NA,NA,NA,NA,NA,FALSE,-47.8,-7.9,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718277,"2023-05-07",7,"2023-05-07T19:03:58.750Z","2023-05-07T19:04:08.990Z",TRUE,"pitch","d0f49d0f-5844-46c9-b13a-e91f0505a08e",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,0,0,NA,NA,3.3703,1.5375,NA,196.59,246.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Kevin Pillar strikes out swinging.",0,2,2,86,"bottom",12,"2023-05-07T19:03:35.810Z","2023-05-07T19:05:14.750Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.2,76.1,13,0.91,0.4592,5.9858,24.2651,-36.7532,-3.4004,-3.1856,-2.0881,-0.2827,-6.7336,-119.5365,-5.242,1.2133,50.0014,5.2592,-4.8912,9.6,10.8,24,2555,322,NA,NA,NA,NA,NA,NA,FALSE,-47.5,-6.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718277,"2023-05-07",6,"2023-05-07T19:03:38.131Z","2023-05-07T19:03:43.969Z",TRUE,"pitch","813d39eb-ebe0-476c-8c13-3299b2a9698f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2807,1.5824,NA,197.6,210.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Strikeout","strikeout","Kevin Pillar strikes out swinging.",0,2,2,86,"bottom",12,"2023-05-07T19:03:35.810Z","2023-05-07T19:05:14.750Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,607680,"Kevin Pillar","/api/v1/people/607680","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.8,76.2,13,0.9,0.4563,5.9511,25.3068,-38.9234,-6.0376,-4.6323,-2.1146,1.0588,-5.7565,-120.4467,-2.2875,1.0986,50.0047,5.4916,-8.7926,14.4,10.8,24,2597,325,NA,NA,NA,NA,NA,NA,FALSE,-48.8,-8.6,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,542303,"Marcell Ozuna","/api/v1/people/542303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
