"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718302,"2023-05-05",1,"2023-05-06T00:56:09.858Z","2023-05-06T00:56:13.431Z",TRUE,"pitch","d82c519d-b1b2-49b0-aad6-09230d04969e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3455,1.6225,NA,200.12,143.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Walk","walk","Jurickson Profar walks.",0,0,1,54,"top",8,"2023-05-06T00:56:07.495Z","2023-05-06T00:57:13.104Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.9,85.7,11,2,0.4008,6.6652,30.3415,-12.7156,-2.1673,10.2935,-2.1806,3.533,2.1165,-136.6875,-3.6057,-2.6836,50.0067,5.7434,-4.0988,15.6,3.6,24,2566,204,NA,NA,NA,NA,NA,NA,FALSE,-13,18.1,3.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",0,"2023-05-06T00:54:15.544Z","2023-05-06T00:56:09.858Z",FALSE,"action",NA,NA,"Pitching Change: David Robertson replaces Drew Smith.","Pitching Substitution",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,502085,"/api/v1/people/502085",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"54","atBat","Walk","walk","Jurickson Profar walks.",0,0,1,54,"top",8,"2023-05-06T00:56:07.495Z","2023-05-06T00:57:13.104Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",502085,"David Robertson","/api/v1/people/502085","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",5,"2023-05-06T00:53:29.406Z","2023-05-06T00:53:33.485Z",TRUE,"pitch","017f949e-df1d-49f2-9861-53b573ccc73e",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,2,NA,NA,3.2307,1.5078,NA,141.94,188.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Daniel Vogelbach called out on strikes.",0,0,1,53,"bottom",7,"2023-05-06T00:51:23.395Z","2023-05-06T00:53:33.485Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.5,82.5,7,2,0.4209,7.5645,25.6477,-21.8062,7.0337,6.0394,-0.6543,1.8616,-11.8668,-129.8282,-6.3372,3.0495,50.0045,5.9794,12.0805,22.8,6,24,2119,163,NA,NA,NA,NA,NA,NA,TRUE,-24.5,9.7,-10.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",4,"2023-05-06T00:53:06.314Z","2023-05-06T00:53:11.879Z",TRUE,"pitch","9caad66a-196d-448a-85dd-742f2f3ac54f",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.2307,1.5938,NA,155.87,180.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Daniel Vogelbach called out on strikes.",0,0,1,53,"bottom",7,"2023-05-06T00:51:23.395Z","2023-05-06T00:53:33.485Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",77.1,71.4,13,2,0.4888,7.0332,20.0137,-34.3656,-1.2459,-1.7186,-1.0197,2.1662,-8.9223,-112.0085,-1.3577,3.1755,50.0044,6.2904,-1.5853,4.8,10.8,24,2081,301,NA,NA,NA,NA,NA,NA,FALSE,-49.3,-3.1,4.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",3,"2023-05-06T00:52:41.533Z","2023-05-06T00:52:45.087Z",TRUE,"pitch","1c61ae3f-a285-45b5-b809-ba773ef23805",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.29,1.57,NA,103.1,154.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Daniel Vogelbach called out on strikes.",0,0,1,53,"bottom",7,"2023-05-06T00:51:23.395Z","2023-05-06T00:53:33.485Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.2,81,3,2,0.4266,7.4826,25.1953,-21.6374,8.5775,6.3012,0.3646,3.1048,-9.8335,-128.1388,-3.2055,3.1281,50,6.0525,14.336,28.8,6,24,2109,152,NA,NA,NA,NA,NA,NA,FALSE,-24.2,10.9,-13.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",2,"2023-05-06T00:52:19.741Z","2023-05-06T00:52:23.352Z",TRUE,"pitch","1fd1a512-a460-4ad7-94ee-35af0697417e",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.29,1.5365,NA,183.19,213.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Daniel Vogelbach called out on strikes.",0,0,1,53,"bottom",7,"2023-05-06T00:51:23.395Z","2023-05-06T00:53:33.485Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",76.9,71.7,13,2,0.4902,7.1914,19.4429,-33.6039,-1.6039,-1.1296,-1.7364,0.9186,-10.3447,-111.5917,-3.8705,3.1612,50.003,6.1251,-2.0288,6,10.8,24,2224,308,NA,NA,NA,NA,NA,NA,FALSE,-49.2,-2.8,5.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",1,"2023-05-06T00:52:03.542Z","2023-05-06T00:52:07.688Z",TRUE,"pitch","70f54d9c-32ef-4777-8c0a-c879e49259ad",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2307,1.5365,NA,160.92,209.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Daniel Vogelbach called out on strikes.",0,0,1,53,"bottom",7,"2023-05-06T00:51:23.395Z","2023-05-06T00:53:33.485Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",73.8,68.2,13,2,0.513,7.1043,19.9208,-36.1118,-3.2081,-3.4246,-1.1522,1.0917,-8.2868,-107.1137,-2.3005,3.196,50.0003,6.2489,-3.6941,7.2,13.2,24,2170,311,NA,NA,NA,NA,NA,NA,FALSE,-57.2,-6.5,8.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",0,"2023-05-06T00:51:47.678Z","2023-05-06T00:51:51.615Z",TRUE,"pitch","4a2fa39e-0404-4df0-ac4e-8e3e8fea39cb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2594,1.5365,NA,127.95,182.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Strikeout","strikeout","Daniel Vogelbach called out on strikes.",0,0,1,53,"bottom",7,"2023-05-06T00:51:23.395Z","2023-05-06T00:53:33.485Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,596129,"Daniel Vogelbach","/api/v1/people/596129","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",76.9,71.2,4,2,0.4896,7.0347,20.2097,-34.978,-1.6835,-2.2109,-0.2872,2.0831,-7.3516,-111.873,-1.2042,3.2604,50.0033,6.214,-2.1333,4.8,10.8,24,2119,302,NA,NA,NA,NA,NA,NA,FALSE,-50.3,-4,4.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",4,"2023-05-06T00:51:14.217Z","2023-05-06T00:51:18.467Z",TRUE,"pitch","1753eb92-bf6b-42df-abc4-f14a5e37f316",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.5,1.63,NA,69.54,202.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Tommy Pham strikes out swinging.",0,0,1,52,"bottom",7,"2023-05-06T00:50:01.695Z","2023-05-06T00:51:18.467Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,502054,"Tommy Pham","/api/v1/people/502054","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",77.7,72.2,14,2,0.4829,6.9614,18.6793,-23.9087,7.6324,6.329,1.2451,1.3322,-6.5886,-112.9915,-5.2123,3.1934,50.0023,6.0422,9.9666,20.4,8.4,24,1389,152,NA,NA,NA,NA,NA,NA,TRUE,-34.4,10.6,-12.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,683146,"Brett Baty","/api/v1/people/683146",NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",3,"2023-05-06T00:50:57.917Z","2023-05-06T00:51:01.757Z",TRUE,"pitch","8ecff7de-876f-43b8-a454-002cb098441c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.5,1.5938,NA,162.6,198.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Tommy Pham strikes out swinging.",0,0,1,52,"bottom",7,"2023-05-06T00:50:01.695Z","2023-05-06T00:51:18.467Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,502054,"Tommy Pham","/api/v1/people/502054","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.5,83.4,13,2,0.4168,7.5418,25.5514,-16.5619,8.2699,8.9087,-1.1962,1.507,-13.5834,-131.0064,-8.1281,2.9622,50.0015,5.8685,14.4916,33.6,4.8,24,2118,153,NA,NA,NA,NA,NA,NA,FALSE,-19,14.5,-12.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",2,"2023-05-06T00:50:43.085Z","2023-05-06T00:50:46.899Z",TRUE,"pitch","573633ae-129a-4ae9-a4d8-83096d64de14",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.5,1.6512,NA,133.02,190.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Tommy Pham strikes out swinging.",0,0,1,52,"bottom",7,"2023-05-06T00:50:01.695Z","2023-05-06T00:51:18.467Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,502054,"Tommy Pham","/api/v1/people/502054","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",86.5,79.9,7,2,0.4347,7.5222,23.9868,-18.024,-0.8716,8.7881,-0.4202,1.7816,-8.188,-125.7054,-6.9288,2.9841,50.0043,6.0221,-1.4033,8.4,4.8,24,2199,150,NA,NA,NA,NA,NA,NA,FALSE,-21.8,14.6,3.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",1,"2023-05-06T00:50:28.885Z","2023-05-06T00:50:32.883Z",TRUE,"pitch","249ff1e4-d6e8-45aa-9a6f-42c51c84cb1d",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.5178,1.6798,NA,137.23,151.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Tommy Pham strikes out swinging.",0,0,1,52,"bottom",7,"2023-05-06T00:50:01.695Z","2023-05-06T00:51:18.467Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,502054,"Tommy Pham","/api/v1/people/502054","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.6,81.3,1,2,0.4251,7.3937,25.3806,-18.3262,7.1074,8.2286,-0.5307,3.2372,-11.4996,-128.594,-3.5476,3.0653,50.0053,6.0473,11.9665,27.6,4.8,24,2054,167,NA,NA,NA,NA,NA,NA,FALSE,-20.5,14.3,-10.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",0,"2023-05-06T00:50:03.739Z","2023-05-06T00:50:08.598Z",TRUE,"pitch","95fe9769-554f-4c97-b439-29f118bc6316",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5178,1.6512,NA,67.82,154.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Tommy Pham strikes out swinging.",0,0,1,52,"bottom",7,"2023-05-06T00:50:01.695Z","2023-05-06T00:51:18.467Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,502054,"Tommy Pham","/api/v1/people/502054","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",77.7,71.6,12,2,0.4838,6.9153,19.7327,-24.7513,7.8207,5.7091,1.2902,3.1181,-7.0357,-113.0238,-1.2791,3.4207,50.0008,6.1667,10.1629,20.4,8.4,24,1428,136,NA,NA,NA,NA,NA,NA,FALSE,-34.8,10.3,-12.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",3,"2023-05-06T00:49:18.508Z","2023-05-06T00:49:31.927Z",TRUE,"pitch","e78b63d3-d67b-41f9-9786-4068024ab05e",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,1,NA,NA,3.65,1.68,NA,120.9,143.17,"line_drive","hard",NA,50.48,84.88,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Double","double","Brett Baty hits a ground-rule double (3) on a line drive to left field.",0,0,1,51,"bottom",7,"2023-05-06T00:48:17.499Z","2023-05-06T00:49:31.927Z",TRUE,FALSE,FALSE,FALSE,34,2,1,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",87.8,80.4,2,2,0.4293,7.2806,25.4852,-19.9264,7.3997,7.4239,-0.1024,3.5411,-10.4094,-127.4457,-2.6212,3.0681,50.0033,6.1518,12.2093,26.4,6,24,2156,170,106.3,19,339,NA,NA,NA,FALSE,-22.6,13.1,-11.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,683146,"Brett Baty","/api/v1/people/683146",NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",2,"2023-05-06T00:49:03.898Z","2023-05-06T00:49:08.195Z",TRUE,"pitch","5ac19ee9-53bf-4d33-b6bb-ea2892d75432",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.7476,1.7372,NA,126.99,198.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Double","double","Brett Baty hits a ground-rule double (3) on a line drive to left field.",0,0,1,51,"bottom",7,"2023-05-06T00:48:17.499Z","2023-05-06T00:49:31.927Z",TRUE,FALSE,FALSE,FALSE,34,2,1,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",87,80.5,13,2,0.4322,7.5238,24.1399,-19.605,-1.2903,7.7158,-0.262,1.5006,-7.2649,-126.3962,-7.4629,2.8091,50.0011,6.0484,-2.1014,9.6,4.8,24,2137,175,NA,NA,NA,NA,NA,NA,FALSE,-23.5,12.6,3.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",1,"2023-05-06T00:48:50.216Z","2023-05-06T00:48:56.119Z",TRUE,"pitch","2da02d11-21b6-4390-aa8b-cf307c9561c1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.7475,1.7658,NA,138,146.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Double","double","Brett Baty hits a ground-rule double (3) on a line drive to left field.",0,0,1,51,"bottom",7,"2023-05-06T00:48:17.499Z","2023-05-06T00:49:31.927Z",TRUE,FALSE,FALSE,FALSE,34,2,1,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",87.5,80.5,1,2,0.4299,7.4509,25.2451,-20.3131,-1.9337,7.2081,-0.551,3.436,-8.4361,-127.2475,-2.7112,3.0537,50.0037,6.1183,-3.1813,13.2,4.8,24,2264,177,NA,NA,NA,NA,NA,NA,FALSE,-23,12.7,5.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718302,"2023-05-05",0,"2023-05-06T00:48:38.153Z","2023-05-06T00:48:42.157Z",TRUE,"pitch","fe6ca00f-bfc2-42ae-80f8-a07e76d0eaea",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6499,1.7372,NA,133.94,177.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Double","double","Brett Baty hits a ground-rule double (3) on a line drive to left field.",0,0,1,51,"bottom",7,"2023-05-06T00:48:17.499Z","2023-05-06T00:49:31.927Z",TRUE,FALSE,FALSE,FALSE,34,2,1,1,683146,"Brett Baty","/api/v1/people/683146","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",76.8,70.9,7,2,0.4913,7.1179,20.7165,-35.6732,-1.8775,-2.7849,-0.4445,2.2631,-7.536,-111.63,-0.9193,3.2235,50.0011,6.3634,-2.3607,6,12,24,2266,291,NA,NA,NA,NA,NA,NA,FALSE,-51.6,-4.9,5.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
