"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718182,"2023-05-14",5,"2023-05-14T17:25:27.542Z","2023-05-14T17:25:37.720Z",TRUE,"pitch","7e6f7cb0-69ff-4b23-9243-3c4b1418b0e1",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,0,NA,NA,3.34,1.54,NA,125.42,160.18,"line_drive","medium","9",169.54,106.82,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","Myles Straw singles on a line drive to right fielder Hunter Renfroe.",0,1,1,52,"bottom",8,"2023-05-14T17:24:57.921Z","2023-05-14T17:25:37.720Z",TRUE,FALSE,FALSE,FALSE,33,1,1,0,664702,"Myles Straw","/api/v1/people/664702","R","Right",663776,"Patrick Sandoval","/api/v1/people/663776","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,84.7,2,0.9,0.4079,6.1667,27.286,-15.7604,3.0535,8.9751,-0.2209,2.911,-3.6202,-133.9656,-5.1589,0.7473,50.0023,5.9776,5.5841,15.6,3.6,24,2144,157,94.1,10,188,NA,NA,NA,FALSE,-16.7,15.5,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,664702,"Myles Straw","/api/v1/people/664702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",4,"2023-05-14T17:25:12.225Z","2023-05-14T17:25:16.573Z",TRUE,"pitch","06f4aaa0-f30a-46c5-af5e-82b2e09571ec",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2178,1.5405,NA,171.94,160.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","Myles Straw singles on a line drive to right fielder Hunter Renfroe.",0,1,1,52,"bottom",8,"2023-05-14T17:24:57.921Z","2023-05-14T17:25:37.720Z",TRUE,FALSE,FALSE,FALSE,33,1,1,0,664702,"Myles Straw","/api/v1/people/664702","R","Right",663776,"Patrick Sandoval","/api/v1/people/663776","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,77.6,11,0.86,0.4462,6.0821,23.7041,-26.9641,-0.9662,3.409,-1.4413,2.8836,-4.8158,-122.6465,-2.4303,0.6711,50.0006,6.1812,-1.4747,4.8,7.2,24,2595,282,NA,NA,NA,NA,NA,NA,FALSE,-32.5,5.9,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",3,"2023-05-14T17:25:00.258Z","2023-05-14T17:25:03.671Z",TRUE,"pitch","f2173c19-f1bd-4761-af6d-d5d2fc0d993f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.2423,1.5405,NA,132.22,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Single","single","Myles Straw singles on a line drive to right fielder Hunter Renfroe.",0,1,1,52,"bottom",8,"2023-05-14T17:24:57.921Z","2023-05-14T17:25:37.720Z",TRUE,FALSE,FALSE,FALSE,33,1,1,0,664702,"Myles Straw","/api/v1/people/664702","R","Right",663776,"Patrick Sandoval","/api/v1/people/663776","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Los Angeles Angels",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,79,4,0.91,0.439,6.1835,23.7052,-24.8939,-2.2852,4.6154,-0.3994,2.177,-2.3718,-124.5063,-4.5077,0.8606,50.0057,6.0574,-3.6082,8.4,7.2,24,2448,223,NA,NA,NA,NA,NA,NA,FALSE,-29.6,7.6,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",0,"2023-05-14T17:26:07.570Z","2023-05-14T17:26:07.572Z",FALSE,"action",NA,NA,"Defensive switch from first base to second base for Brandon Drury.","Defensive Switch",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,592273,"/api/v1/people/592273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"4","Second Base","Infielder","2B","500","52","atBat","Single","single","Myles Straw singles on a line drive to right fielder Hunter Renfroe.",0,1,1,52,"bottom",8,"2023-05-14T17:24:57.921Z","2023-05-14T17:25:37.720Z",TRUE,FALSE,FALSE,FALSE,33,1,1,0,664702,"Myles Straw","/api/v1/people/664702","R","Right",663776,"Patrick Sandoval","/api/v1/people/663776","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",1,"2023-05-14T17:26:07.572Z","2023-05-14T17:26:07.573Z",FALSE,"action",NA,NA,"Defensive switch from catcher to first base for Matt Thaiss.","Defensive Switch",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,642136,"/api/v1/people/642136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"3","First Base","Infielder","1B","600","52","atBat","Single","single","Myles Straw singles on a line drive to right fielder Hunter Renfroe.",0,1,1,52,"bottom",8,"2023-05-14T17:24:57.921Z","2023-05-14T17:25:37.720Z",TRUE,FALSE,FALSE,FALSE,33,1,1,0,664702,"Myles Straw","/api/v1/people/664702","R","Right",663776,"Patrick Sandoval","/api/v1/people/663776","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",2,"2023-05-14T17:26:07.573Z","2023-05-14T17:26:08.573Z",FALSE,"action",NA,NA,"Defensive Substitution: Chris Okey replaces Mike Trout, batting 8th, playing catcher.","Defensive Sub",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,608360,"/api/v1/people/608360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"2","Catcher","Catcher","C","802","52","atBat","Single","single","Myles Straw singles on a line drive to right fielder Hunter Renfroe.",0,1,1,52,"bottom",8,"2023-05-14T17:24:57.921Z","2023-05-14T17:25:37.720Z",TRUE,FALSE,FALSE,FALSE,33,1,1,0,664702,"Myles Straw","/api/v1/people/664702","R","Right",663776,"Patrick Sandoval","/api/v1/people/663776","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,545361,"/api/v1/people/545361",NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",7,"2023-05-14T17:22:40.847Z","2023-05-14T17:22:50.456Z",TRUE,"pitch","a229357e-35c5-4efe-8bd1-aa6a8f151d66",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.5,1.67,NA,104.57,160.28,"fly_ball","hard","8",144.53,68.2,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Flyout","field_out","Mike Trout flies out sharply to center fielder Myles Straw.",0,1,1,51,"top",8,"2023-05-14T17:21:19.420Z","2023-05-14T17:22:50.456Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,545361,"Mike Trout","/api/v1/people/545361","R","Right",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.6,6,0.9,0.3935,5.9597,30.5581,-13.2795,-1.1965,9.6238,0.3261,2.9074,1.2783,-139.0896,-7.3728,0.0165,50.0036,6.469,-2.3496,8.4,3.6,24,2314,194,103.5,29,329,NA,NA,NA,TRUE,-13.8,16.1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",6,"2023-05-14T17:22:16.372Z","2023-05-14T17:22:20.100Z",TRUE,"pitch","d613d468-022f-4cd0-a5d2-5467ea75cd38",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.5,1.67,NA,140.84,170.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Flyout","field_out","Mike Trout flies out sharply to center fielder Myles Straw.",0,1,1,51,"top",8,"2023-05-14T17:21:19.420Z","2023-05-14T17:22:50.456Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,545361,"Mike Trout","/api/v1/people/545361","R","Right",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,88.9,4,0.9,0.3903,6.006,26.9151,-9.626,1.0826,11.2661,-0.6253,2.5248,-2.248,-139.525,-9.0862,0.0447,50.0059,6.4295,2.1676,8.4,2.4,24,2342,191,NA,NA,NA,NA,NA,NA,FALSE,-10.3,19.1,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",5,"2023-05-14T17:21:56.521Z","2023-05-14T17:22:00.775Z",TRUE,"pitch","54b27c20-6cd5-45a2-9769-75bafa3f9533",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4189,1.4506,NA,165.92,125.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Flyout","field_out","Mike Trout flies out sharply to center fielder Myles Straw.",0,1,1,51,"top",8,"2023-05-14T17:21:19.420Z","2023-05-14T17:22:50.456Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,545361,"Mike Trout","/api/v1/people/545361","R","Right",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87,11,0.9,0.3949,6.0306,31.7362,-9.892,0.2239,11.4431,-1.2835,4.2018,-3.557,-138.8151,-4.8161,-0.0133,50.0035,6.6208,0.4371,2.4,2.4,24,2343,188,NA,NA,NA,NA,NA,NA,FALSE,-10.2,19.9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",4,"2023-05-14T17:21:38.390Z","2023-05-14T17:21:44.477Z",TRUE,"pitch","e89caebb-2597-40b4-a325-0d0cc71f2287",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3944,1.4506,NA,106.76,203.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Flyout","field_out","Mike Trout flies out sharply to center fielder Myles Straw.",0,1,1,51,"top",8,"2023-05-14T17:21:19.420Z","2023-05-14T17:22:50.456Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,545361,"Mike Trout","/api/v1/people/545361","R","Right",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83.9,78.3,14,0.9,0.4468,5.9211,22.7079,-42.2926,1.4788,-6.6348,0.2685,1.317,0.6433,-122.3081,-3.7262,-0.1895,50.0047,6.4644,2.2545,3.6,10.8,24,2435,17,NA,NA,NA,NA,NA,NA,FALSE,-51.1,-12.6,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",3,"2023-05-14T17:21:21.695Z","2023-05-14T17:21:29.262Z",TRUE,"pitch","dac124a0-0b26-4783-bbc8-eb180a2bb167",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4513,1.6705,NA,138.5,184.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Flyout","field_out","Mike Trout flies out sharply to center fielder Myles Straw.",0,1,1,51,"top",8,"2023-05-14T17:21:19.420Z","2023-05-14T17:22:50.456Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,545361,"Mike Trout","/api/v1/people/545361","R","Right",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cleveland Guardians",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.2,76.8,7,0.9,0.4556,5.6692,21.0349,-39.7868,0.1256,-5.1918,-0.5641,2.0091,-0.8595,-119.7769,-2.5403,-0.2184,50.0012,6.6082,0.1843,0,10.8,24,2340,16,NA,NA,NA,NA,NA,NA,FALSE,-49.8,-9.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",0,"2023-05-14T17:18:56.891Z","2023-05-14T17:20:24.846Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"51","atBat","Flyout","field_out","Mike Trout flies out sharply to center fielder Myles Straw.",0,1,1,51,"top",8,"2023-05-14T17:21:19.420Z","2023-05-14T17:22:50.456Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,545361,"Mike Trout","/api/v1/people/545361","R","Right",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",1,"2023-05-14T17:20:24.846Z","2023-05-14T17:21:33.529Z",FALSE,"action",NA,NA,"Pitching Change: James Karinchak replaces Tanner Bibee.","Pitching Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,675916,"/api/v1/people/675916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"51","atBat","Flyout","field_out","Mike Trout flies out sharply to center fielder Myles Straw.",0,1,1,51,"top",8,"2023-05-14T17:21:19.420Z","2023-05-14T17:22:50.456Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,545361,"Mike Trout","/api/v1/people/545361","R","Right",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",2,"2023-05-14T17:21:33.529Z","2023-05-14T17:21:34.529Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Mike Trout replaces Luis Rengifo.","Offensive Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,545361,"/api/v1/people/545361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","51","atBat","Flyout","field_out","Mike Trout flies out sharply to center fielder Myles Straw.",0,1,1,51,"top",8,"2023-05-14T17:21:19.420Z","2023-05-14T17:22:50.456Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,545361,"Mike Trout","/api/v1/people/545361","R","Right",675916,"James Karinchak","/api/v1/people/675916","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,650859,"/api/v1/people/650859",NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",6,"2023-05-14T17:17:49.876Z","2023-05-14T17:18:04.102Z",TRUE,"pitch","0d410e61-858d-464f-b94f-286f7a562aba",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,1,NA,NA,3.34,1.64,NA,156.12,150.29,"fly_ball","medium","9",195.5,134.88,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Forceout","force_out","Gio Urshela flies into a force out, right fielder Will Brennan to shortstop Amed Rosario. Taylor Ward scores. Matt Thaiss out at 2nd. Gio Urshela to 1st.",1,1,1,50,"top",8,"2023-05-14T17:15:28.262Z","2023-05-14T17:18:04.102Z",TRUE,TRUE,FALSE,TRUE,0,3,2,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",676440,"Tanner Bibee","/api/v1/people/676440","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,86.6,11,0.9,0.3996,6.6396,26.733,-13.9682,-3.443,9.5411,-1.0263,3.2773,2.6609,-136.4599,-5.3791,-1.5611,50,6.2173,-6.5683,21.6,3.6,24,2316,197,77.9,37,226,NA,NA,NA,TRUE,-14.3,16.6,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,570482,"Gio Urshela","/api/v1/people/570482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718182,"2023-05-14",5,"2023-05-14T17:17:15.488Z","2023-05-14T17:17:19.394Z",TRUE,"pitch","d76260c7-3434-4be0-9931-8413cd9f8d92",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.34,1.64,NA,166.87,167.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Forceout","force_out","Gio Urshela flies into a force out, right fielder Will Brennan to shortstop Amed Rosario. Taylor Ward scores. Matt Thaiss out at 2nd. Gio Urshela to 1st.",1,1,1,50,"top",8,"2023-05-14T17:15:28.262Z","2023-05-14T17:18:04.102Z",TRUE,TRUE,FALSE,TRUE,0,3,2,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",676440,"Tanner Bibee","/api/v1/people/676440","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,87.2,11,0.9,0.398,6.5638,26.1337,-11.7891,-3.0457,10.589,-1.3084,2.6568,1.7353,-136.8855,-7.6168,-1.5501,50.0025,6.2562,-5.8631,22.8,3.6,24,2235,195,NA,NA,NA,NA,NA,NA,FALSE,-12.5,18,5.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
