"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745987,"2024-05-28",5,"2024-05-29T02:49:13.647Z","2024-05-29T02:49:18.460Z",TRUE,"pitch","fc39d75a-2a28-4530-96d4-9767875155c1",5,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,2,NA,NA,3.32,1.52,NA,115.36,157.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Andruw Monasterio strikes out on a foul tip.",0,6,3,79,"bottom",10,"2024-05-29T02:48:00.028Z","2024-05-29T02:49:18.460Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",668338,"Tyson Miller","/api/v1/people/668338","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.9,2,0.91,0.4061,7.1594,28.2691,-17.7277,-2.9572,7.837,0.0429,3.021,9.7826,-134.6834,-1.5658,-3.2465,50.0055,4.8591,-5.4547,10.8,3.6,24,2327,208,NA,NA,NA,NA,NA,NA,TRUE,-17.8,14,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745987,"2024-05-28",4,"2024-05-29T02:48:54.780Z","2024-05-29T02:48:57.929Z",TRUE,"pitch","025c7caf-d18f-4ac4-a96f-53850c3973b0",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.32,1.52,NA,114.81,174.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Andruw Monasterio strikes out on a foul tip.",0,6,3,79,"bottom",10,"2024-05-29T02:48:00.028Z","2024-05-29T02:49:18.460Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",668338,"Tyson Miller","/api/v1/people/668338","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.3,83.8,5,0.91,0.4121,7.1512,27.4343,-21.1211,-1.8664,6.1756,0.0575,2.3907,9.8007,-132.7232,-1.7494,-3.4349,50.0063,4.5909,-3.3435,3.6,4.8,24,2253,216,NA,NA,NA,NA,NA,NA,FALSE,-21.7,11,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745987,"2024-05-28",3,"2024-05-29T02:48:37.581Z","2024-05-29T02:48:41.470Z",TRUE,"pitch","fb66175b-af10-45c3-a582-b6b99323aca8",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3362,1.7404,NA,82.68,169.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Andruw Monasterio strikes out on a foul tip.",0,6,3,79,"bottom",10,"2024-05-29T02:48:00.028Z","2024-05-29T02:49:18.460Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",668338,"Tyson Miller","/api/v1/people/668338","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.7,73.7,12,0.9,0.4683,6.7758,23.2348,-21.3593,4.5932,7.8158,0.9003,2.5573,9.2013,-117.1897,0.275,-3.6816,50.0011,4.4421,6.3541,20.4,7.2,24,2614,61,NA,NA,NA,NA,NA,NA,FALSE,-27.8,14.5,-10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745987,"2024-05-28",2,"2024-05-29T02:48:20.204Z","2024-05-29T02:48:23.741Z",TRUE,"pitch","bb81300b-e813-4098-94d7-b121041740bc",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2751,1.6085,NA,91.55,164.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Andruw Monasterio strikes out on a foul tip.",0,6,3,79,"bottom",10,"2024-05-29T02:48:00.028Z","2024-05-29T02:49:18.460Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",668338,"Tyson Miller","/api/v1/people/668338","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.6,83.1,6,0.91,0.4158,7.0696,27.036,-21.3533,-1.8591,6.1535,0.6678,2.751,11.3591,-131.547,-0.6835,-3.4585,50.0023,4.5925,-3.2701,2.4,4.8,24,2267,219,NA,NA,NA,NA,NA,NA,FALSE,-22.2,11.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745987,"2024-05-28",1,"2024-05-29T02:48:02.332Z","2024-05-29T02:48:08.689Z",TRUE,"pitch","e600b509-a90d-470f-b9f1-6f5f0815bbee",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3357,1.6456,NA,54.95,168.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","Andruw Monasterio strikes out on a foul tip.",0,6,3,79,"bottom",10,"2024-05-29T02:48:00.028Z","2024-05-29T02:49:18.460Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",668338,"Tyson Miller","/api/v1/people/668338","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.5,74.6,12,0.9,0.4639,6.9063,23.342,-20.7312,3.5472,8.114,1.6278,2.6078,10.8624,-118.2396,0.055,-3.4938,50.0044,4.4925,5.0025,19.2,6,24,2621,85,NA,NA,NA,NA,NA,NA,FALSE,-26.5,15,-9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745987,"2024-05-28",0,"2024-05-29T02:47:49.373Z","2024-05-29T02:48:02.332Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Andruw Monasterio replaces Mitch White.","Offensive Substitution",6,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,655316,"/api/v1/people/655316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","906","79","atBat","Strikeout","strikeout","Andruw Monasterio strikes out on a foul tip.",0,6,3,79,"bottom",10,"2024-05-29T02:48:00.028Z","2024-05-29T02:49:18.460Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,655316,"Andruw Monasterio","/api/v1/people/655316","R","Right",668338,"Tyson Miller","/api/v1/people/668338","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,669952,"/api/v1/people/669952",NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745987,"2024-05-28",3,"2024-05-29T02:47:14.636Z","2024-05-29T02:47:23.974Z",TRUE,"pitch","2df3b91e-9f50-479f-a6ce-0aeb4e8777fe",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,2,NA,NA,3.18,1.43,NA,125.4,141.41,"ground_ball","medium","1",128.42,182.43,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","Owen Miller singles on a ground ball to second baseman Nico Hoerner, deflected by pitcher Tyson Miller. Joey Ortiz scores.",1,6,3,78,"bottom",10,"2024-05-29T02:46:56.683Z","2024-05-29T02:47:23.974Z",TRUE,TRUE,FALSE,FALSE,33,1,0,2,680911,"Owen Miller","/api/v1/people/680911","R","Right",668338,"Tyson Miller","/api/v1/people/668338","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.2,82.5,11,0.91,0.4176,7.0567,27.2054,-21.8462,-2.1576,5.9292,-0.2203,3.6064,9.1502,-131.0577,1.21,-3.474,50.0064,4.7681,-3.7616,4.8,4.8,24,2291,214,90.7,-5,31,NA,NA,NA,FALSE,-22.4,11.3,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,680911,"Owen Miller","/api/v1/people/680911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745987,"2024-05-28",2,"2024-05-29T02:46:59.028Z","2024-05-29T02:47:05.483Z",TRUE,"pitch","c1215ca2-a2f7-4701-b2cc-4b6a64b80935",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1387,1.5604,NA,108.19,148.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","Owen Miller singles on a ground ball to second baseman Nico Hoerner, deflected by pitcher Tyson Miller. Joey Ortiz scores.",1,6,3,78,"bottom",10,"2024-05-29T02:46:56.683Z","2024-05-29T02:47:23.974Z",TRUE,TRUE,FALSE,FALSE,33,1,0,2,680911,"Owen Miller","/api/v1/people/680911","R","Right",668338,"Tyson Miller","/api/v1/people/668338","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91,83.5,12,0.91,0.4134,7.1134,26.7568,-17.8902,-3.9096,8.0249,0.2312,3.3366,10.6895,-132.2069,-0.1648,-3.3468,50.0019,4.7067,-6.9598,15.6,4.8,24,2250,217,NA,NA,NA,NA,NA,NA,FALSE,-18.2,14.8,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745987,"2024-05-28",0,"2024-05-29T02:44:38.344Z","2024-05-29T02:45:05.402Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","Owen Miller singles on a ground ball to second baseman Nico Hoerner, deflected by pitcher Tyson Miller. Joey Ortiz scores.",1,6,3,78,"bottom",10,"2024-05-29T02:46:56.683Z","2024-05-29T02:47:23.974Z",TRUE,TRUE,FALSE,FALSE,33,1,0,2,680911,"Owen Miller","/api/v1/people/680911","R","Right",668338,"Tyson Miller","/api/v1/people/668338","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745987,"2024-05-28",1,"2024-05-29T02:45:05.402Z","2024-05-29T02:46:59.028Z",FALSE,"action",NA,NA,"Pitching Change: Tyson Miller replaces Luke Little.","Pitching Substitution",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,668338,"/api/v1/people/668338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"78","atBat","Single","single","Owen Miller singles on a ground ball to second baseman Nico Hoerner, deflected by pitcher Tyson Miller. Joey Ortiz scores.",1,6,3,78,"bottom",10,"2024-05-29T02:46:56.683Z","2024-05-29T02:47:23.974Z",TRUE,TRUE,FALSE,FALSE,33,1,0,2,680911,"Owen Miller","/api/v1/people/680911","R","Right",668338,"Tyson Miller","/api/v1/people/668338","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
