"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718355,"2023-04-30",4,"2023-04-30T21:35:46.132Z","2023-04-30T21:36:12.500Z",TRUE,"pitch","c59cbb18-3b37-4318-b87e-d86b9d7904d3",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,2,NA,NA,3.23,1.53,NA,151.1,208.34,"fly_ball","medium","7",35.49,60.71,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Home Run","home_run","Andrew Vaughn homers (3) on a fly ball to left field. Lenyn Sosa scores. Adam Haseley scores.",3,9,12,91,"bottom",9,"2023-04-30T21:34:02.326Z","2023-04-30T21:36:12.500Z",TRUE,TRUE,FALSE,FALSE,75,2,2,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",664076,"Garrett Cleavinger","/api/v1/people/664076","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.4,73.4,13,2,0.474,6.4135,21.9313,-36.1115,-7.0101,-2.9108,-0.8947,1.1274,-2.5608,-115.6373,-1.699,1.1385,50.0033,5.3417,-9.4767,15.6,10.8,24,2601,298,108.3,34,407,NA,NA,NA,FALSE,-48.8,-5.4,13.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718355,"2023-04-30",3,"2023-04-30T21:35:23.848Z","2023-04-30T21:35:27.093Z",TRUE,"pitch","d18d539d-694a-463d-85fc-05449a53d14b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.0268,1.4991,NA,176.1,207.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Home Run","home_run","Andrew Vaughn homers (3) on a fly ball to left field. Lenyn Sosa scores. Adam Haseley scores.",3,9,12,91,"bottom",9,"2023-04-30T21:34:02.326Z","2023-04-30T21:36:12.500Z",TRUE,TRUE,FALSE,FALSE,75,2,2,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",664076,"Garrett Cleavinger","/api/v1/people/664076","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.3,13,2,0.4045,6.398,30.0393,-13.2581,5.4669,10.1911,-1.5505,1.1636,-8.4969,-135.4883,-8.6517,0.9182,50.0023,5.3279,10.1474,28.8,3.6,24,2059,137,NA,NA,NA,NA,NA,NA,FALSE,-14.9,16.7,-8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718355,"2023-04-30",2,"2023-04-30T21:34:57.689Z","2023-04-30T21:35:00.689Z",TRUE,"pitch","2749b827-136d-493d-9cfd-0613f5775851",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.23,1.53,NA,138.21,196.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Home Run","home_run","Andrew Vaughn homers (3) on a fly ball to left field. Lenyn Sosa scores. Adam Haseley scores.",3,9,12,91,"bottom",9,"2023-04-30T21:34:02.326Z","2023-04-30T21:36:12.500Z",TRUE,TRUE,FALSE,FALSE,75,2,2,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",664076,"Garrett Cleavinger","/api/v1/people/664076","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.5,74.5,7,2,0.4672,6.2029,22.0938,-37.5127,-6.9298,-3.8395,-0.5564,1.5604,-2.3429,-117.2342,-0.7224,1.356,50.0004,5.373,-9.6465,14.4,10.8,24,2738,307,NA,NA,NA,NA,NA,NA,FALSE,-49,-6.8,13.1,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718355,"2023-04-30",1,"2023-04-30T21:34:35.833Z","2023-04-30T21:34:39.037Z",TRUE,"pitch","7d315ad7-08c1-4724-8f46-fb9e3197307c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.23,1.53,NA,167.78,201.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Home Run","home_run","Andrew Vaughn homers (3) on a fly ball to left field. Lenyn Sosa scores. Adam Haseley scores.",3,9,12,91,"bottom",9,"2023-04-30T21:34:02.326Z","2023-04-30T21:36:12.500Z",TRUE,TRUE,FALSE,FALSE,75,2,2,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",664076,"Garrett Cleavinger","/api/v1/people/664076","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.1,75.1,13,2,0.4637,6.2135,22.3677,-38.6841,-6.7472,-4.603,-1.3321,1.3625,-4.0392,-118.0969,-0.8661,1.2768,50.0041,5.2903,-9.5368,14.4,12,24,2741,302,NA,NA,NA,NA,NA,NA,FALSE,-49.8,-8.3,13.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718355,"2023-04-30",0,"2023-04-30T21:34:16.814Z","2023-04-30T21:34:19.929Z",TRUE,"pitch","cfffdaac-92f1-419c-9b97-23b8d44528a9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0483,1.4991,NA,94.01,136.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"91","atBat","Home Run","home_run","Andrew Vaughn homers (3) on a fly ball to left field. Lenyn Sosa scores. Adam Haseley scores.",3,9,12,91,"bottom",9,"2023-04-30T21:34:02.326Z","2023-04-30T21:36:12.500Z",TRUE,TRUE,FALSE,FALSE,75,2,2,2,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",664076,"Garrett Cleavinger","/api/v1/people/664076","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.4,12,2,0.4031,6.2651,28.92,-17.8662,6.029,7.6459,0.6031,3.7897,-3.4647,-135.7317,-1.3217,1.111,50.0013,5.5235,11.2802,30,4.8,24,2184,139,NA,NA,NA,NA,NA,NA,FALSE,-17.6,13.8,-10.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718355,"2023-04-30",6,"2023-04-30T21:33:26.039Z","2023-04-30T21:33:37.433Z",TRUE,"pitch","b0c00d03-5a6e-46ff-bd1b-5d754b561c70",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,2,NA,NA,3.1,1.54,NA,138.81,192.2,"line_drive","medium","8",128,109.37,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Single","single","Adam Haseley singles on a line drive to center fielder Manuel Margot. Elvis Andrus scores. Lenyn Sosa to 3rd.",1,9,9,90,"bottom",9,"2023-04-30T21:31:38.458Z","2023-04-30T21:33:37.433Z",TRUE,TRUE,FALSE,FALSE,70,2,2,2,656514,"Adam Haseley","/api/v1/people/656514","L","Left",664076,"Garrett Cleavinger","/api/v1/people/664076","L","Left","vs_LHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.2,74.5,7,2,0.4643,6.3619,23.9444,-34.5331,-3.1014,-1.6757,-0.5721,1.725,-3.6122,-118.2591,-1.1328,1.3819,50.0043,5.3969,-4.363,8.4,9.6,24,2464,298,68.2,19,186,NA,NA,NA,FALSE,-44.6,-3,6.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656514,"Adam Haseley","/api/v1/people/656514",672820,"Lenyn Sosa","/api/v1/people/672820",NA,NA,NA
718355,"2023-04-30",5,"2023-04-30T21:32:58.654Z","2023-04-30T21:33:02.410Z",TRUE,"pitch","9a9826bb-e20b-4e12-a940-9cc7c51f1eff",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,2.8319,1.5091,NA,163.62,225.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Single","single","Adam Haseley singles on a line drive to center fielder Manuel Margot. Elvis Andrus scores. Lenyn Sosa to 3rd.",1,9,9,90,"bottom",9,"2023-04-30T21:31:38.458Z","2023-04-30T21:33:37.433Z",TRUE,TRUE,FALSE,FALSE,70,2,2,2,656514,"Adam Haseley","/api/v1/people/656514","L","Left",664076,"Garrett Cleavinger","/api/v1/people/664076","L","Left","vs_LHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.8,75,13,2,0.4656,6.4392,22.2946,-39.0236,-4.8724,-4.8874,-1.2231,0.5094,-4.3886,-117.6467,-2.6151,1.2993,50.0027,5.252,-6.8294,10.8,12,24,2622,300,NA,NA,NA,NA,NA,NA,FALSE,-51,-9.2,9.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718355,"2023-04-30",4,"2023-04-30T21:32:38.025Z","2023-04-30T21:32:43.578Z",TRUE,"pitch","ce9e1988-7f14-4cc5-8185-ea93d53db657",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,2.8535,1.5091,NA,187.4,211.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Single","single","Adam Haseley singles on a line drive to center fielder Manuel Margot. Elvis Andrus scores. Lenyn Sosa to 3rd.",1,9,9,90,"bottom",9,"2023-04-30T21:31:38.458Z","2023-04-30T21:33:37.433Z",TRUE,TRUE,FALSE,FALSE,70,2,2,2,656514,"Adam Haseley","/api/v1/people/656514","L","Left",664076,"Garrett Cleavinger","/api/v1/people/664076","L","Left","vs_LHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.1,75.1,13,2,0.4643,6.2112,22.8496,-39.0462,-5.5815,-4.8727,-1.8468,0.9997,-4.928,-118.0409,-1.9073,0.9947,50.0053,5.419,-7.8638,12,12,24,2746,305,NA,NA,NA,NA,NA,NA,FALSE,-50.6,-9,11.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718355,"2023-04-30",3,"2023-04-30T21:32:04.165Z","2023-04-30T21:32:07.450Z",TRUE,"pitch","2354c446-c0da-4700-ae5b-7c6303cd8e34",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.1,1.54,NA,123.45,180.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Single","single","Adam Haseley singles on a line drive to center fielder Manuel Margot. Elvis Andrus scores. Lenyn Sosa to 3rd.",1,9,9,90,"bottom",9,"2023-04-30T21:31:38.458Z","2023-04-30T21:33:37.433Z",TRUE,TRUE,FALSE,FALSE,70,2,2,2,656514,"Adam Haseley","/api/v1/people/656514","L","Left",664076,"Garrett Cleavinger","/api/v1/people/664076","L","Left","vs_LHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,85.2,5,2,0.4041,6.324,30.4969,-21.7249,10.3175,5.6183,-0.1691,2.1491,-6.7999,-135.6976,-4.5285,1.0325,50.0011,5.3586,19.1838,38.4,6,24,2364,140,NA,NA,NA,NA,NA,NA,FALSE,-22.2,9.4,-17.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718355,"2023-04-30",2,"2023-04-30T21:31:40.816Z","2023-04-30T21:31:43.816Z",TRUE,"pitch","7260738b-78c8-4692-b064-1cf393f913b8",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.1,1.54,NA,134.48,187.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Single","single","Adam Haseley singles on a line drive to center fielder Manuel Margot. Elvis Andrus scores. Lenyn Sosa to 3rd.",1,9,9,90,"bottom",9,"2023-04-30T21:31:38.458Z","2023-04-30T21:33:37.433Z",TRUE,TRUE,FALSE,FALSE,70,2,2,2,656514,"Adam Haseley","/api/v1/people/656514","L","Left",664076,"Garrett Cleavinger","/api/v1/people/664076","L","Left","vs_LHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,84.3,7,2,0.41,6.2101,27.4577,-20.6096,9.9666,6.386,-0.4585,1.8883,-7.5075,-133.3775,-5.2908,1.0915,50.0002,5.3745,18.0365,37.2,6,24,2149,140,NA,NA,NA,NA,NA,NA,FALSE,-21.8,10.7,-16.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
