"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716849,"2023-08-26",2,"2023-08-26T23:13:02.887Z","2023-08-26T23:13:15.216Z",TRUE,"pitch","5d997d88-764a-4a54-8124-85d0b466fc1d",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.2,1.5,NA,110.61,175.23,"fly_ball","hard","8",131.29,44.57,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","Mookie Betts flies out sharply to center fielder Adam Duvall.",0,5,8,82,"top",9,"2023-08-26T23:12:34.950Z","2023-08-26T23:13:15.216Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,85.1,5,0.91,0.4062,6.8202,26.9704,-29.9937,-8.4359,1.1812,0.1676,2.3539,9.5879,-134.4398,1.2219,-2.3356,50.0014,4.0098,-15.5638,25.2,7.2,24,2205,245,101.4,24,383,NA,NA,NA,TRUE,-29.3,2.6,13.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716849,"2023-08-26",1,"2023-08-26T23:12:37.241Z","2023-08-26T23:12:42.013Z",TRUE,"pitch","a6a29479-aef9-47af-b4a4-289fb9336b0d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,2.8601,1.399,NA,66.76,193.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","Mookie Betts flies out sharply to center fielder Adam Duvall.",0,5,8,82,"top",9,"2023-08-26T23:12:34.950Z","2023-08-26T23:13:15.216Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.4,74.2,14,2,0.4677,6.7532,21.3981,-30.6532,6.3533,1.0938,1.3179,1.6786,6.9936,-116.9564,1.5014,-2.5328,50.0027,3.8963,8.8279,18,9.6,24,2562,69,NA,NA,NA,NA,NA,NA,FALSE,-39.6,2.6,-13.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716849,"2023-08-26",0,"2023-08-26T23:11:45.930Z","2023-08-26T23:12:37.241Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","Mookie Betts flies out sharply to center fielder Adam Duvall.",0,5,8,82,"top",9,"2023-08-26T23:12:34.950Z","2023-08-26T23:13:15.216Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716849,"2023-08-26",10,"2023-08-26T23:11:31.207Z","2023-08-26T23:11:36.620Z",TRUE,"pitch","ad9b4d61-adcc-45ea-bd6b-0bfcbbde27ea",8,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.5355,1.7512,NA,48.66,206.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","David Peralta walks.",0,5,8,81,"top",9,"2023-08-26T23:08:18.797Z","2023-08-26T23:11:36.620Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.2,74.7,14,2,0.4647,6.8877,23.0499,-32.9795,7.0735,-0.5735,1.7928,1.197,7.8724,-117.9899,1.0426,-2.5094,50.0029,3.7952,9.9425,19.2,9.6,24,2490,63,NA,NA,NA,NA,NA,NA,FALSE,-42.1,-0.5,-14.8,NA,NA,NA,NA,NA,FALSE,TRUE,681546,"James Outman","/api/v1/people/681546",444482,"David Peralta","/api/v1/people/444482",518792,"Jason Heyward","/api/v1/people/518792",NA,NA,NA,NA
716849,"2023-08-26",9,"2023-08-26T23:11:11.733Z","2023-08-26T23:11:14.733Z",TRUE,"pitch","59e83b61-5e74-4f12-a3f2-36d62a359c01",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.57,1.73,NA,117.8,157.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","David Peralta walks.",0,5,8,81,"top",9,"2023-08-26T23:08:18.797Z","2023-08-26T23:11:36.620Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,87.1,2,0.9,0.3974,6.7565,26.0976,-23.4698,-5.4602,4.5082,-0.021,3.0185,8.2392,-137.0609,1.2309,-2.3364,50.0024,4.1496,-10.5425,21.6,4.8,24,2277,233,NA,NA,NA,NA,NA,NA,FALSE,-21.8,8.6,8.4,NA,NA,NA,NA,NA,FALSE,TRUE,681546,"James Outman","/api/v1/people/681546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716849,"2023-08-26",7,"2023-08-26T23:10:50.027Z","2023-08-26T23:10:54.545Z",TRUE,"pitch","886917f4-658e-4e43-9f3d-378e1800425e",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.5675,1.8393,NA,42.49,177.71,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","David Peralta walks.",0,5,8,81,"top",9,"2023-08-26T23:08:18.797Z","2023-08-26T23:11:36.620Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,86.4,14,0.91,0.4014,6.9433,26.5703,-33.5146,-8.6019,-0.7063,1.9546,2.262,13.8314,-135.8706,0.8685,-2.0579,50.0043,4.2466,-16.2687,22.8,7.2,24,2284,238,NA,NA,NA,NA,NA,NA,FALSE,-32,-0.8,13.1,NA,NA,NA,NA,NA,FALSE,TRUE,681546,"James Outman","/api/v1/people/681546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716849,"2023-08-26",6,"2023-08-26T23:10:29.924Z","2023-08-26T23:10:36.969Z",TRUE,"pitch","9d9f2b4e-f29f-4da8-a699-82f53984a70a",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.5943,1.898,NA,162.01,121.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","David Peralta walks.",0,5,8,81,"top",9,"2023-08-26T23:08:18.797Z","2023-08-26T23:11:36.620Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,86.2,11,0.9,0.4013,7.1298,25.0537,-25.5113,-3.5449,3.519,-1.1808,4.3361,4.5843,-135.647,4.9262,-2.4192,50.0049,4.2634,-6.7171,13.2,6,24,2267,222,NA,NA,NA,NA,NA,NA,FALSE,-23.6,7.4,5.6,NA,NA,NA,NA,NA,FALSE,TRUE,681546,"James Outman","/api/v1/people/681546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716849,"2023-08-26",3,"2023-08-26T23:10:04.983Z","2023-08-26T23:10:08.762Z",TRUE,"pitch","024ecd07-c784-4bbc-bc8e-bfb90609f9e7",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.5355,1.8393,NA,120.75,258.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","David Peralta walks.",0,5,8,81,"top",9,"2023-08-26T23:08:18.797Z","2023-08-26T23:11:36.620Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.2,81.2,13,0.93,0.4274,7.0942,26.2562,-34.963,-9.2241,-1.679,-0.0985,-0.7136,8.9104,-128.1128,-3.9525,-2.4218,50.0015,3.5795,-15.3453,20.4,9.6,24,1678,257,NA,NA,NA,NA,NA,NA,FALSE,-39,-3.7,14.8,NA,NA,NA,NA,NA,FALSE,TRUE,681546,"James Outman","/api/v1/people/681546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716849,"2023-08-26",2,"2023-08-26T23:09:40.575Z","2023-08-26T23:09:44.740Z",TRUE,"pitch","7f9be44a-3648-43cf-aebc-41b8bb23baed",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.57,1.73,NA,134.98,198.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","David Peralta walks.",0,5,8,81,"top",9,"2023-08-26T23:08:18.797Z","2023-08-26T23:11:36.620Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.8,73.6,13,2,0.4708,6.9016,21.1149,-31.0319,9.2312,0.8283,-0.4718,1.5081,2.3742,-116.2083,1.2868,-2.705,50.0007,3.888,12.6631,22.8,9.6,24,2711,67,NA,NA,NA,NA,NA,NA,FALSE,-40.7,2,-17.3,NA,NA,NA,NA,NA,FALSE,TRUE,681546,"James Outman","/api/v1/people/681546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716849,"2023-08-26",1,"2023-08-26T23:09:18.444Z","2023-08-26T23:09:21.540Z",TRUE,"pitch","4411ba92-3ca9-4f5f-85f0-3f43f9497cce",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.57,1.73,NA,73.81,167.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","David Peralta walks.",0,5,8,81,"top",9,"2023-08-26T23:08:18.797Z","2023-08-26T23:11:36.620Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,86.6,14,0.9,0.4002,6.7971,26.3057,-24.3049,-4.8009,4.134,1.133,2.6363,10.8255,-136.2133,0.5477,-2.2463,50.0024,4.0964,-9.1392,16.8,4.8,24,2259,236,NA,NA,NA,NA,NA,NA,FALSE,-23,7.8,6.7,NA,NA,NA,NA,NA,FALSE,TRUE,681546,"James Outman","/api/v1/people/681546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716849,"2023-08-26",0,"2023-08-26T23:08:49.780Z","2023-08-26T23:08:58.224Z",TRUE,"pitch","25914015-bdc2-4358-a15b-d4a13137135e",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.57,1.73,NA,97.02,189.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","David Peralta walks.",0,5,8,81,"top",9,"2023-08-26T23:08:18.797Z","2023-08-26T23:11:36.620Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82,76.1,9,2,0.4569,6.7469,20.9601,-30.3447,6.7523,1.2528,0.5241,1.8181,5.417,-119.4377,1.533,-2.6428,50.0016,3.878,9.8462,19.2,8.4,24,2577,72,NA,NA,NA,NA,NA,NA,FALSE,-37.4,2.9,-13.4,NA,NA,NA,NA,NA,FALSE,TRUE,681546,"James Outman","/api/v1/people/681546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716849,"2023-08-26",4,"2023-08-26T23:10:21.323Z","2023-08-26T23:10:26.770Z",FALSE,"no_pitch","78fbb833-3b23-4c7c-99fd-ef27f6eda4d1",NA,NA,NA,NA,NA,NA,FALSE,"N",NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","David Peralta walks.",0,5,8,81,"top",9,"2023-08-26T23:08:18.797Z","2023-08-26T23:11:36.620Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,681546,"James Outman","/api/v1/people/681546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716849,"2023-08-26",5,"2023-08-26T23:10:34.176Z","2023-08-26T23:10:35.176Z",FALSE,"action",NA,NA,"Jason Heyward advances to 3rd on defensive indifference.","Defensive Indiff",5,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,518792,"/api/v1/people/518792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78fbb833-3b23-4c7c-99fd-ef27f6eda4d1","defensive_indiff",NA,NA,NA,NA,NA,NA,"81","atBat","Walk","walk","David Peralta walks.",0,5,8,81,"top",9,"2023-08-26T23:08:18.797Z","2023-08-26T23:11:36.620Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,444482,"David Peralta","/api/v1/people/444482","L","Left",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,681546,"James Outman","/api/v1/people/681546",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
