"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717076,"2023-08-08",1,"2023-08-09T01:05:04.340Z","2023-08-09T01:05:12.339Z",TRUE,"pitch","b60780bb-f105-4daf-b4b7-66b7de72da4e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.19,1.51,NA,161.43,182.34,"ground_ball","medium","6",117,155.53,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Christian Vazquez grounds out, shortstop Javier Baez to first baseman Spencer Torkelson.",0,0,6,70,"top",9,"2023-08-09T01:04:21.027Z","2023-08-09T01:05:12.339Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.3,89.7,13,0.91,0.3837,6.7047,34.683,-27.8036,-11.6641,2.1186,-1.1656,2.0904,5.4376,-143.0536,-4.603,-1.5816,50.0002,5.4747,-24.0393,38.4,7.2,24,2043,237,60.5,-21,8,NA,NA,NA,TRUE,-25.4,3,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717076,"2023-08-08",0,"2023-08-09T01:04:45.126Z","2023-08-09T01:04:50.409Z",TRUE,"pitch","ccadf0a5-b920-4749-8663-6e51ecd7294f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.199,1.5201,NA,99.51,203.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Christian Vazquez grounds out, shortstop Javier Baez to first baseman Spencer Torkelson.",0,0,6,70,"top",9,"2023-08-09T01:04:21.027Z","2023-08-09T01:05:12.339Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,543877,"Christian Vázquez","/api/v1/people/543877","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.6,85.6,14,0.89,0.4055,6.8505,28.0368,-28.5557,1.6923,1.9525,0.4587,1.3115,4.87,-134.8415,-5.9924,-1.5871,50.0013,5.5652,3.1289,7.2,6,24,2215,183,NA,NA,NA,NA,NA,NA,FALSE,-29.3,2.5,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717076,"2023-08-08",6,"2023-08-09T01:04:14.363Z","2023-08-09T01:04:19.421Z",TRUE,"pitch","ee2db210-4955-417b-8a59-819717ebe9fa",7,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,1,NA,NA,3.642,1.785,NA,101.21,173.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Matt Wallner called out on strikes.",0,0,6,69,"top",9,"2023-08-09T01:02:00.266Z","2023-08-09T01:04:19.421Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,670242,"Matt Wallner","/api/v1/people/670242","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.9,90.7,6,0.91,0.3807,6.7152,32.445,-26.5159,-11.0671,2.6963,0.4141,2.4174,9.6387,-143.7156,-3.9918,-1.5407,50.0028,5.4659,-23.2148,37.2,7.2,24,2069,239,NA,NA,NA,NA,NA,NA,TRUE,-23.8,4.2,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA
717076,"2023-08-08",5,"2023-08-09T01:03:54.697Z","2023-08-09T01:04:00.296Z",TRUE,"pitch","e3c2220d-a61e-4285-b920-1ed440f71b8a",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.6198,1.785,NA,175.75,199.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Matt Wallner called out on strikes.",0,0,6,69,"top",9,"2023-08-09T01:02:00.266Z","2023-08-09T01:04:19.421Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,670242,"Matt Wallner","/api/v1/people/670242","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.8,84.4,13,0.91,0.4095,6.7914,28.4977,-25.5702,-9.4076,3.6445,-1.5412,1.4531,3.9614,-133.6815,-5.0286,-1.819,50.0038,5.1914,-17.0477,31.2,7.2,24,1564,253,NA,NA,NA,NA,NA,NA,FALSE,-26.6,5.8,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717076,"2023-08-08",4,"2023-08-09T01:03:31.862Z","2023-08-09T01:03:36.185Z",TRUE,"pitch","275d5db6-e6be-450b-a8d0-447f715eeb9f",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.7,1.86,NA,131.49,187.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Matt Wallner called out on strikes.",0,0,6,69,"top",9,"2023-08-09T01:02:00.266Z","2023-08-09T01:04:19.421Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,670242,"Matt Wallner","/api/v1/people/670242","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.7,85.2,7,0.89,0.4056,6.7288,28.6799,-25.779,-8.6547,3.4614,-0.3801,1.8937,6.6582,-134.914,-4.1758,-1.7526,50.0046,5.2733,-15.9954,28.8,7.2,24,1578,248,NA,NA,NA,NA,NA,NA,FALSE,-26.2,5.6,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717076,"2023-08-08",3,"2023-08-09T01:03:14.254Z","2023-08-09T01:03:19.892Z",TRUE,"pitch","3e0c4a2c-e72f-4339-ba7d-e9dac63a9d38",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.6642,1.785,NA,148.1,205.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Matt Wallner called out on strikes.",0,0,6,69,"top",9,"2023-08-09T01:02:00.266Z","2023-08-09T01:04:19.421Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,670242,"Matt Wallner","/api/v1/people/670242","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.1,84.6,13,0.91,0.4088,6.6488,28.9008,-27.284,-9.4108,2.6938,-0.8159,1.2391,6.0673,-133.9852,-5.3869,-1.8867,50.0064,5.225,-17.1169,28.8,7.2,24,1551,250,NA,NA,NA,NA,NA,NA,FALSE,-28.3,4,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717076,"2023-08-08",2,"2023-08-09T01:02:55.085Z","2023-08-09T01:03:01.397Z",TRUE,"pitch","93c7eb3d-a11e-4e37-8bdd-feeba3c0ee10",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.7,1.86,NA,162.14,159.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Matt Wallner called out on strikes.",0,0,6,69,"top",9,"2023-08-09T01:02:00.266Z","2023-08-09T01:04:19.421Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,670242,"Matt Wallner","/api/v1/people/670242","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.5,90,11,0.91,0.3823,6.608,33.7546,-29.5275,-9.6174,1.2759,-1.1843,2.9217,4.9873,-143.3615,-2.3462,-1.6988,50.0046,5.5974,-19.9813,32.4,7.2,24,1972,238,NA,NA,NA,NA,NA,NA,FALSE,-26.2,2,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717076,"2023-08-08",1,"2023-08-09T01:02:39.747Z","2023-08-09T01:02:44.892Z",TRUE,"pitch","214396f1-cdc0-4742-b2f0-1a21749ab559",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6642,1.8603,NA,167.35,179.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Matt Wallner called out on strikes.",0,0,6,69,"top",9,"2023-08-09T01:02:00.266Z","2023-08-09T01:04:19.421Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,670242,"Matt Wallner","/api/v1/people/670242","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.1,84.8,13,0.91,0.4077,6.734,27.9759,-27.5475,-8.8775,2.5257,-1.3209,2.1893,4.9563,-134.1498,-3.0775,-2.0353,50.001,5.307,-16.2406,28.8,7.2,24,1576,250,NA,NA,NA,NA,NA,NA,FALSE,-28,4.2,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717076,"2023-08-08",0,"2023-08-09T01:02:23.783Z","2023-08-09T01:02:27.424Z",TRUE,"pitch","fa9ac91d-01f4-41b8-9b9a-7d49acf9b7b3",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.7,1.86,NA,153.14,179.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Matt Wallner called out on strikes.",0,0,6,69,"top",9,"2023-08-09T01:02:00.266Z","2023-08-09T01:04:19.421Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,670242,"Matt Wallner","/api/v1/people/670242","L","Left",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",93,85.6,13,0.85,0.404,6.6941,28.3372,-26.1885,-8.7372,3.2153,-0.9481,2.1834,5.7293,-135.3643,-3.4833,-1.9521,50.0059,5.3114,-16.2882,28.8,7.2,24,1570,249,NA,NA,NA,NA,NA,NA,FALSE,-26.2,5.3,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717076,"2023-08-08",2,"2023-08-09T01:01:50.260Z","2023-08-09T01:01:58.777Z",TRUE,"pitch","6582e6ff-18b4-401f-a7e5-b1a0dd21a47c",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.38,1.56,NA,109.6,176.92,"line_drive","hard","9",168.03,100.31,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Kyle Farmer lines out sharply to right fielder Kerry Carpenter.",0,0,6,68,"top",9,"2023-08-09T01:00:46.157Z","2023-08-09T01:01:58.777Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",671345,"Jason Foley","/api/v1/people/671345","R","Right","vs_RHP","vs_RHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.5,5,0.91,0.386,6.6819,30.9806,-25.6255,-9.7355,3.2115,0.1941,2.2911,8.0608,-141.6379,-4.5038,-1.4174,50.0068,5.5315,-19.8747,34.8,6,24,2027,237,100.4,15,269,NA,NA,NA,TRUE,-23.6,5,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,650489,"Willi Castro","/api/v1/people/650489",NA,NA,NA
