"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
717577,"2023-06-29",5,"2023-06-29T02:57:57.364Z","2023-06-29T02:58:03.116Z",TRUE,"pitch","dd163da1-4e71-48d7-bca4-b1ffe97e06e3",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.45,1.59,NA,125.97,208.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Dairon Blanco strikes out swinging.",0,14,1,84,"bottom",9,"2023-06-29T02:56:26.147Z","2023-06-29T02:58:03.116Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,680118,"Dairon Blanco","/api/v1/people/680118","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,81.9,13,0.9,0.4245,6.9918,24.9159,-28.8802,-0.9761,1.9491,-0.2354,1.1143,-4.2037,-128.6782,-5.0373,1.5414,50.003,5.3158,-1.6474,4.8,7.2,24,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,-32,2.6,2.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717577,"2023-06-29",4,"2023-06-29T02:57:37.209Z","2023-06-29T02:57:41.549Z",TRUE,"pitch","fc6583aa-b4b1-42ca-b9e0-47225c7df49b",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3468,1.5142,NA,165.89,184.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Dairon Blanco strikes out swinging.",0,14,1,84,"bottom",9,"2023-06-29T02:56:26.147Z","2023-06-29T02:58:03.116Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,680118,"Dairon Blanco","/api/v1/people/680118","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,88.6,13,0.9,0.3916,6.2221,27.3773,-18.1618,3.3413,7.0496,-1.2825,2.0172,-7.307,-139.1819,-6.0083,0.9273,50.0021,5.3816,6.6414,15.6,3.6,24,2875,89,NA,NA,NA,NA,NA,NA,FALSE,-17.8,11.9,-4.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717577,"2023-06-29",3,"2023-06-29T02:57:19.884Z","2023-06-29T02:57:24.015Z",TRUE,"pitch","d126c6ec-0a92-4f46-a202-81314aeea50f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.4049,1.6013,NA,99.29,120.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Dairon Blanco strikes out swinging.",0,14,1,84,"bottom",9,"2023-06-29T02:56:26.147Z","2023-06-29T02:58:03.116Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,680118,"Dairon Blanco","/api/v1/people/680118","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,89.7,12,0.91,0.3847,6.3321,29.5654,-18.3003,2.9067,6.7444,0.4646,4.369,-3.301,-141.8682,-0.0913,1.2604,50.007,5.5588,5.9832,15.6,3.6,24,2255,140,NA,NA,NA,NA,NA,NA,FALSE,-16.2,12.4,-4.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717577,"2023-06-29",2,"2023-06-29T02:57:04.159Z","2023-06-29T02:57:08.048Z",TRUE,"pitch","43bae698-a19d-4e51-806b-72e66795f9bd",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.45,1.59,NA,104.84,138.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Dairon Blanco strikes out swinging.",0,14,1,84,"bottom",9,"2023-06-29T02:56:26.147Z","2023-06-29T02:58:03.116Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,680118,"Dairon Blanco","/api/v1/people/680118","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,88.3,12,0.9,0.3904,6.2768,29.6952,-18.6636,3.5673,6.771,0.319,3.7147,-3.9777,-139.9418,-1.6146,1.2911,50.0063,5.5137,7.1222,18,3.6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-17.3,12.1,-5.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717577,"2023-06-29",1,"2023-06-29T02:56:45.455Z","2023-06-29T02:56:49.359Z",TRUE,"pitch","5f626800-743c-4d1e-aac2-faaffaf41e8d",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.45,1.59,NA,98.55,174.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Dairon Blanco strikes out swinging.",0,14,1,84,"bottom",9,"2023-06-29T02:56:26.147Z","2023-06-29T02:58:03.116Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,680118,"Dairon Blanco","/api/v1/people/680118","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,81,6,0.9,0.425,6.2367,28.5565,-27.8843,-0.6692,2.5577,0.484,2.375,-2.3521,-129.1976,-2.5995,1.4956,50.0052,5.5517,-1.1242,3.6,7.2,24,2057,250,NA,NA,NA,NA,NA,NA,FALSE,-30.6,4.2,1.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717577,"2023-06-29",0,"2023-06-29T02:56:33.309Z","2023-06-29T02:56:39.918Z",TRUE,"pitch","d2c05acc-309d-4133-9a3c-c8c6aa92f6f0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3758,1.5432,NA,69.16,187.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Dairon Blanco strikes out swinging.",0,14,1,84,"bottom",9,"2023-06-29T02:56:26.147Z","2023-06-29T02:58:03.116Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,680118,"Dairon Blanco","/api/v1/people/680118","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,82.3,14,0.91,0.4208,6.2408,26.3341,-32.9028,-0.7931,-0.4192,1.255,1.8961,-0.884,-129.9822,-2.9188,1.7021,50.0061,5.5227,-1.3622,2.4,8.4,24,2224,263,NA,NA,NA,NA,NA,NA,FALSE,-35.4,-1.2,1.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717577,"2023-06-29",7,"2023-06-29T02:56:00.871Z","2023-06-29T02:56:10.357Z",TRUE,"pitch","06ca7f08-d095-4d76-bda7-1edf006e8488",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.3,1.49,NA,91.41,158.31,"fly_ball","medium","9",211.64,108.72,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Samad Taylor flies out to right fielder Will Brennan.",0,14,1,83,"bottom",9,"2023-06-29T02:53:42.164Z","2023-06-29T02:56:10.357Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,669392,"Samad Taylor","/api/v1/people/669392","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,90.1,3,0.9,0.3847,6.392,27.1732,-19.3054,3.0966,6.2456,0.6713,2.9804,-2.6281,-141.4654,-3.3858,1.2024,50.0049,5.4048,6.3828,16.8,3.6,24,2342,150,89.4,45,308,NA,NA,NA,TRUE,-17.6,10.9,-5.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717577,"2023-06-29",5,"2023-06-29T02:55:31.049Z","2023-06-29T02:55:35.301Z",TRUE,"pitch","2a941ffa-1a35-4922-8eec-d1986b982544",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.3,1.49,NA,105.49,186.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Samad Taylor flies out to right fielder Will Brennan.",0,14,1,83,"bottom",9,"2023-06-29T02:53:42.164Z","2023-06-29T02:56:10.357Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,669392,"Samad Taylor","/api/v1/people/669392","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,89.3,9,2,0.3884,6.3141,27.6491,-16.5947,3.812,7.712,0.302,1.9236,-3.999,-140.2907,-6.4736,1.2413,50.0051,5.3173,7.704,21.6,3.6,24,2320,106,NA,NA,NA,NA,NA,NA,FALSE,-16.1,13.1,-6.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717577,"2023-06-29",4,"2023-06-29T02:55:17.596Z","2023-06-29T02:55:21.450Z",TRUE,"pitch","00e72cdd-e611-4636-859c-e681ee120954",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.2257,1.4721,NA,60.17,136.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Samad Taylor flies out to right fielder Will Brennan.",0,14,1,83,"bottom",9,"2023-06-29T02:53:42.164Z","2023-06-29T02:56:10.357Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,669392,"Samad Taylor","/api/v1/people/669392","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,89.5,12,0.9,0.3863,6.2653,27.9365,-17.4902,2.6002,7.1871,1.4908,3.7797,-0.8962,-141.0579,-1.7527,1.4722,50.0021,5.5204,5.3119,15.6,3.6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-15.8,13,-4.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717577,"2023-06-29",2,"2023-06-29T02:54:18.752Z","2023-06-29T02:54:23.339Z",TRUE,"pitch","4a86cca5-9700-41ec-90be-c2ddd754f984",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.3,1.49,NA,129.62,172.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Samad Taylor flies out to right fielder Will Brennan.",0,14,1,83,"bottom",9,"2023-06-29T02:53:42.164Z","2023-06-29T02:56:10.357Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,669392,"Samad Taylor","/api/v1/people/669392","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Cleveland Guardians",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,90.4,4,2,0.3845,6.2739,26.1783,-15.9749,4.0843,7.8436,-0.331,2.4576,-5.9517,-141.3763,-5.4551,1.2515,50.0007,5.4046,8.4331,24,3.6,24,2353,240,NA,NA,NA,NA,NA,NA,FALSE,-15,13.6,-6.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
